instance,method,score,score_std,err,name,dim,noise,m,ks_true
365,se_tau1,-0.9952704310417175,0.007833898067474365,,d2-c1-n0.1-m5,2,0.1,5,11.08152312025702
365,se_tau_auto,-4.690470218658447,0.33031606674194336,,d2-c1-n0.1-m5,2,0.1,5,11.08152312025702
365,se_kmetric_t,-5.452714770854102,0.010711722048770689,,d2-c1-n0.1-m5,2,0.1,5,11.08152312025702
365,w1_spread,-94.64925421558166,0.3205643259222697,,d2-c1-n0.1-m5,2,0.1,5,11.08152312025702
365,w2_spread,-104.14255549139341,0.41038639183879155,,d2-c1-n0.1-m5,2,0.1,5,11.08152312025702
365,se_multiscale,0.2081027552485466,0.019921861588954926,,d2-c1-n0.1-m5,2,0.1,5,11.08152312025702
