method,dim,noise,pearson,n
successor_entropy,6,0.2,0.6067597731458618,50
successor_orc,2,0.01,0.0918660972921958,50
successor_orc,2,0.05,-0.1160130145082297,50
successor_orc,2,0.1,0.0132639247063247,50
successor_orc,2,0.2,0.0061150750454539,50
successor_orc,3,0.01,0.1553831602574548,50
successor_orc,3,0.05,-0.0707680207640235,50
successor_orc,3,0.1,0.0718902525023142,50
successor_orc,3,0.2,0.1193046133200997,50
successor_orc,4,0.01,-0.1881021443126617,50
successor_orc,4,0.05,-0.0598257241092851,50
successor_orc,4,0.1,-0.100158945638705,50
successor_orc,4,0.2,-0.1344512533621895,50
successor_orc,5,0.01,0.188245745780356,50
successor_orc,5,0.05,0.0109019671024574,50
successor_orc,5,0.1,-0.1745036611720912,50
successor_orc,5,0.2,0.0069773443504654,50
successor_orc,6,0.01,0.0038854104659109,50
successor_orc,6,0.05,-0.0477716504869129,50
successor_orc,6,0.1,0.2652276626472868,50
successor_orc,6,0.2,0.051859812329056,50
