n_points,dim,rep,err,kappa_plus,frac
2000,2,11,,-0.012012643792414207,0.0
2000,3,13,,0.013764364930924908,1.0
2000,4,15,,0.05005785317222258,0.9625
2000,5,17,,0.32612472089031286,1.0
2000,6,19,,0.46474066273092446,1.0
3000,2,21,,-0.010491392343670955,0.0
3000,3,23,,-0.16630958038198315,0.975
3000,4,25,,0.012961592727042962,1.0
3000,5,27,,0.18876782913390072,1.0
3000,6,29,,0.2995722600467129,1.0
