dataset,instance,method,ks_hat,elapsed_s,fb_elapsed_s,err,name,dim,codim,noise,m,shape,ks_true
colosseum,5,successor_entropy,-2.5087307007412116,0.15,187.22,,d2-c1-n0.01-m5,2,1,0.01,5,,-1.425361514406792
colosseum,5,successor_orc,0.9369622035134971,4.98,187.22,,d2-c1-n0.01-m5,2,1,0.01,5,,-1.425361514406792
colosseum,13,successor_entropy,-2.513764777779579,0.15,186.73,,d2-c1-n0.01-m13,2,1,0.01,13,,4.215505488137465
colosseum,13,successor_orc,0.9279274591730249,5.0,186.73,,d2-c1-n0.01-m13,2,1,0.01,13,,4.215505488137465
colosseum,21,successor_entropy,-2.5628211701114973,0.15,187.36,,d2-c1-n0.01-m21,2,1,0.01,21,,-4.8505028802197625
colosseum,21,successor_orc,0.9400802490500164,4.95,187.36,,d2-c1-n0.01-m21,2,1,0.01,21,,-4.8505028802197625
colosseum,29,successor_entropy,-2.515334535340468,0.15,187.4,,d2-c1-n0.01-m29,2,1,0.01,29,,2.59329653332589
colosseum,29,successor_orc,0.9344067547988425,4.8,187.4,,d2-c1-n0.01-m29,2,1,0.01,29,,2.59329653332589
colosseum,37,successor_entropy,-2.558395762006442,0.16,187.33,,d2-c1-n0.01-m37,2,1,0.01,37,,-0.4105098214273204
colosseum,37,successor_orc,0.9312759732403528,5.13,187.33,,d2-c1-n0.01-m37,2,1,0.01,37,,-0.4105098214273204
colosseum,45,successor_entropy,-2.7242887278298538,0.14,187.3,,d2-c1-n0.01-m45,2,1,0.01,45,,-44.86747751021969
colosseum,45,successor_orc,0.9346492109351417,5.22,187.3,,d2-c1-n0.01-m45,2,1,0.01,45,,-44.86747751021969
colosseum,53,successor_entropy,-2.5277033951679866,0.14,187.22,,d2-c1-n0.05-m3,2,1,0.05,3,,-3.0067432936618594
colosseum,53,successor_orc,0.93789318327904,5.01,187.22,,d2-c1-n0.05-m3,2,1,0.05,3,,-3.0067432936618594
colosseum,61,successor_entropy,-2.576988834698995,0.15,187.76,,d2-c1-n0.05-m11,2,1,0.05,11,,0.35568667261928233
colosseum,61,successor_orc,0.9418554621228868,5.04,187.76,,d2-c1-n0.05-m11,2,1,0.05,11,,0.35568667261928233
colosseum,69,successor_entropy,-2.5649414897561074,0.15,187.38,,d2-c1-n0.05-m19,2,1,0.05,19,,1.0367703992895612
colosseum,69,successor_orc,0.9433498080744187,4.99,187.38,,d2-c1-n0.05-m19,2,1,0.05,19,,1.0367703992895612
colosseum,77,successor_entropy,-2.6391277921597163,0.16,187.0,,d2-c1-n0.05-m27,2,1,0.05,27,,-17.523196452746653
colosseum,77,successor_orc,0.9392663613844109,5.14,187.0,,d2-c1-n0.05-m27,2,1,0.05,27,,-17.523196452746653
colosseum,85,successor_entropy,-2.6233119966189067,0.15,186.74,,d2-c1-n0.05-m35,2,1,0.05,35,,-6.92759127820407
colosseum,85,successor_orc,0.9421338864612586,5.06,186.74,,d2-c1-n0.05-m35,2,1,0.05,35,,-6.92759127820407
colosseum,93,successor_entropy,-2.5887495020627975,0.16,187.04,,d2-c1-n0.05-m43,2,1,0.05,43,,-4.468081370153841
colosseum,93,successor_orc,0.9439474826147337,5.16,187.04,,d2-c1-n0.05-m43,2,1,0.05,43,,-4.468081370153841
colosseum,101,successor_entropy,-2.558111913129687,0.15,187.46,,d2-c1-n0.1-m1,2,1,0.1,1,,-2.046825782158272
colosseum,101,successor_orc,0.9397283900870325,5.15,187.46,,d2-c1-n0.1-m1,2,1,0.1,1,,-2.046825782158272
colosseum,109,successor_entropy,-2.502820403178533,0.15,187.62,,d2-c1-n0.1-m9,2,1,0.1,9,,4.110596927301458
colosseum,109,successor_orc,0.9452139893133075,5.31,187.62,,d2-c1-n0.1-m9,2,1,0.1,9,,4.110596927301458
colosseum,117,successor_entropy,-2.579213139315446,0.15,187.85,,d2-c1-n0.1-m17,2,1,0.1,17,,-2.0817619821743123
colosseum,117,successor_orc,0.9438586893095744,5.13,187.85,,d2-c1-n0.1-m17,2,1,0.1,17,,-2.0817619821743123
colosseum,125,successor_entropy,-2.6902848910987376,0.16,187.11,,d2-c1-n0.1-m25,2,1,0.1,25,,-30.36788367260635
colosseum,125,successor_orc,0.948465334352966,5.14,187.11,,d2-c1-n0.1-m25,2,1,0.1,25,,-30.36788367260635
colosseum,133,successor_entropy,-2.5975985749860606,0.15,187.36,,d2-c1-n0.1-m33,2,1,0.1,33,,-0.9343733673006469
colosseum,133,successor_orc,0.9454332252129171,5.06,187.36,,d2-c1-n0.1-m33,2,1,0.1,33,,-0.9343733673006469
colosseum,141,successor_entropy,-2.5668070471286772,0.15,187.58,,d2-c1-n0.1-m41,2,1,0.1,41,,7.674743367706188
colosseum,141,successor_orc,0.9439687532014577,5.34,187.58,,d2-c1-n0.1-m41,2,1,0.1,41,,7.674743367706188
colosseum,149,successor_entropy,-2.620302022924026,0.15,187.69,,d2-c1-n0.1-m49,2,1,0.1,49,,-10.957987836740925
colosseum,149,successor_orc,0.9480096698536913,5.03,187.69,,d2-c1-n0.1-m49,2,1,0.1,49,,-10.957987836740925
colosseum,157,successor_entropy,-1.9577988505214452,0.15,187.84,,d2-c1-n0.2-m7,2,1,0.2,7,,1.0053822616987769
colosseum,157,successor_orc,0.9525139473775754,5.02,187.84,,d2-c1-n0.2-m7,2,1,0.2,7,,1.0053822616987769
colosseum,165,successor_entropy,-2.076631758178274,0.16,188.25,,d2-c1-n0.2-m15,2,1,0.2,15,,-4.375480096966742
colosseum,165,successor_orc,0.951179646591337,5.23,188.25,,d2-c1-n0.2-m15,2,1,0.2,15,,-4.375480096966742
colosseum,173,successor_entropy,-2.1008918578823406,0.15,187.71,,d2-c1-n0.2-m23,2,1,0.2,23,,13.144267089666492
colosseum,173,successor_orc,0.951959224668823,5.08,187.71,,d2-c1-n0.2-m23,2,1,0.2,23,,13.144267089666492
colosseum,181,successor_entropy,-2.1317431421726942,0.16,187.91,,d2-c1-n0.2-m31,2,1,0.2,31,,6.577579307600877
colosseum,181,successor_orc,0.9517482444600347,5.2,187.91,,d2-c1-n0.2-m31,2,1,0.2,31,,6.577579307600877
colosseum,189,successor_entropy,-2.148627740458896,0.17,188.5,,d2-c1-n0.2-m39,2,1,0.2,39,,7.422114722882565
colosseum,189,successor_orc,0.9550542884070492,5.17,188.5,,d2-c1-n0.2-m39,2,1,0.2,39,,7.422114722882565
colosseum,197,successor_entropy,-2.0163627403328817,0.17,188.37,,d2-c1-n0.2-m47,2,1,0.2,47,,10.490124855885616
colosseum,197,successor_orc,0.9527625857017546,5.23,188.37,,d2-c1-n0.2-m47,2,1,0.2,47,,10.490124855885616
colosseum,205,successor_entropy,-1.9654891716887553,0.15,188.28,,d3-c1-n0.01-m5,3,1,0.01,5,,5.563439017857043
colosseum,205,successor_orc,0.9480848736428207,5.13,188.28,,d3-c1-n0.01-m5,3,1,0.01,5,,5.563439017857043
colosseum,213,successor_entropy,-2.049494976075987,0.15,187.89,,d3-c1-n0.01-m13,3,1,0.01,13,,0.49077671378908283
colosseum,213,successor_orc,0.9467311819201509,4.94,187.89,,d3-c1-n0.01-m13,3,1,0.01,13,,0.49077671378908283
colosseum,221,successor_entropy,-2.1410383219222227,0.16,187.88,,d3-c1-n0.01-m21,3,1,0.01,21,,-12.056725068931723
colosseum,221,successor_orc,0.9482904079830147,5.31,187.88,,d3-c1-n0.01-m21,3,1,0.01,21,,-12.056725068931723
colosseum,229,successor_entropy,-2.0087749195719757,0.17,187.92,,d3-c1-n0.01-m29,3,1,0.01,29,,-4.868002266663977
colosseum,229,successor_orc,0.94641319433772,5.1,187.92,,d3-c1-n0.01-m29,3,1,0.01,29,,-4.868002266663977
colosseum,237,successor_entropy,-2.0876678738755485,0.15,187.91,,d3-c1-n0.01-m37,3,1,0.01,37,,-2.3947818209247296
colosseum,237,successor_orc,0.9473366133478472,5.23,187.91,,d3-c1-n0.01-m37,3,1,0.01,37,,-2.3947818209247296
colosseum,245,successor_entropy,-2.0840172316779695,0.16,188.26,,d3-c1-n0.01-m45,3,1,0.01,45,,-22.78530790290202
colosseum,245,successor_orc,0.9472900918123517,5.13,188.26,,d3-c1-n0.01-m45,3,1,0.01,45,,-22.78530790290202
colosseum,253,successor_entropy,-1.9671641211609046,0.16,187.95,,d3-c1-n0.05-m3,3,1,0.05,3,,16.66469742310456
colosseum,253,successor_orc,0.9459526821389851,5.09,187.95,,d3-c1-n0.05-m3,3,1,0.05,3,,16.66469742310456
colosseum,261,successor_entropy,-2.0781417477751774,0.16,187.77,,d3-c1-n0.05-m11,3,1,0.05,11,,-5.3807445053754375
colosseum,261,successor_orc,0.9483720185267545,5.06,187.77,,d3-c1-n0.05-m11,3,1,0.05,11,,-5.3807445053754375
colosseum,269,successor_entropy,-2.1591653920604537,0.15,187.86,,d3-c1-n0.05-m19,3,1,0.05,19,,-14.977494808288007
colosseum,269,successor_orc,0.9497827757587135,5.28,187.86,,d3-c1-n0.05-m19,3,1,0.05,19,,-14.977494808288007
colosseum,277,successor_entropy,-2.1291842316507053,0.15,188.07,,d3-c1-n0.05-m27,3,1,0.05,27,,-12.231270779682456
colosseum,277,successor_orc,0.9518383400143284,5.2,188.07,,d3-c1-n0.05-m27,3,1,0.05,27,,-12.231270779682456
colosseum,285,successor_entropy,-2.0931052491820106,0.16,187.94,,d3-c1-n0.05-m35,3,1,0.05,35,,-1.383012072826649
colosseum,285,successor_orc,0.9480167455368681,5.35,187.94,,d3-c1-n0.05-m35,3,1,0.05,35,,-1.383012072826649
colosseum,293,successor_entropy,-2.2626306870480377,0.15,188.38,,d3-c1-n0.05-m43,3,1,0.05,43,,-21.641620285213257
colosseum,293,successor_orc,0.9474778299722885,5.19,188.38,,d3-c1-n0.05-m43,3,1,0.05,43,,-21.641620285213257
colosseum,301,successor_entropy,-2.071983169754346,0.16,188.01,,d3-c1-n0.1-m1,3,1,0.1,1,,-2.3710023916590135
colosseum,301,successor_orc,0.9509370726081191,5.19,188.01,,d3-c1-n0.1-m1,3,1,0.1,1,,-2.3710023916590135
colosseum,309,successor_entropy,-2.0829090469131866,0.18,188.44,,d3-c1-n0.1-m9,3,1,0.1,9,,-13.855370663696531
colosseum,309,successor_orc,0.9512221552570423,5.23,188.44,,d3-c1-n0.1-m9,3,1,0.1,9,,-13.855370663696531
colosseum,317,successor_entropy,-2.0477726048156617,0.17,188.26,,d3-c1-n0.1-m17,3,1,0.1,17,,-18.376975630155655
colosseum,317,successor_orc,0.9493425823283206,5.22,188.26,,d3-c1-n0.1-m17,3,1,0.1,17,,-18.376975630155655
colosseum,325,successor_entropy,-2.1197891811711402,0.16,187.96,,d3-c1-n0.1-m25,3,1,0.1,25,,-7.677806117038635
colosseum,325,successor_orc,0.9529622539303179,5.16,187.96,,d3-c1-n0.1-m25,3,1,0.1,25,,-7.677806117038635
colosseum,333,successor_entropy,-1.9533458450771868,0.17,188.39,,d3-c1-n0.1-m33,3,1,0.1,33,,14.689265702622762
colosseum,333,successor_orc,0.9495054440569293,5.22,188.39,,d3-c1-n0.1-m33,3,1,0.1,33,,14.689265702622762
colosseum,341,successor_entropy,-2.087200839668512,0.15,187.51,,d3-c1-n0.1-m41,3,1,0.1,41,,-15.601057077104784
colosseum,341,successor_orc,0.9512461134290702,5.01,187.51,,d3-c1-n0.1-m41,3,1,0.1,41,,-15.601057077104784
colosseum,349,successor_entropy,-2.027184399639567,0.16,188.35,,d3-c1-n0.1-m49,3,1,0.1,49,,-5.942025114540959
colosseum,349,successor_orc,0.9510978623340385,5.25,188.35,,d3-c1-n0.1-m49,3,1,0.1,49,,-5.942025114540959
colosseum,357,successor_entropy,-1.9551648334770775,0.17,187.86,,d3-c1-n0.2-m7,3,1,0.2,7,,9.302431576624995
colosseum,357,successor_orc,0.9541821770046515,5.04,187.86,,d3-c1-n0.2-m7,3,1,0.2,7,,9.302431576624995
colosseum,365,successor_entropy,-1.9424298995075708,0.16,187.86,,d3-c1-n0.2-m15,3,1,0.2,15,,-12.212957341877003
colosseum,365,successor_orc,0.9539968414861549,5.3,187.86,,d3-c1-n0.2-m15,3,1,0.2,15,,-12.212957341877003
colosseum,373,successor_entropy,-2.055491292613869,0.16,187.65,,d3-c1-n0.2-m23,3,1,0.2,23,,-18.282086368250226
colosseum,373,successor_orc,0.9514460646833041,5.12,187.65,,d3-c1-n0.2-m23,3,1,0.2,23,,-18.282086368250226
colosseum,381,successor_entropy,-2.0952990878845257,0.15,187.58,,d3-c1-n0.2-m31,3,1,0.2,31,,-1.0357771334274706
colosseum,381,successor_orc,0.9542095852252666,4.97,187.58,,d3-c1-n0.2-m31,3,1,0.2,31,,-1.0357771334274706
colosseum,389,successor_entropy,-2.1909411956838643,0.15,187.29,,d3-c1-n0.2-m39,3,1,0.2,39,,-13.895440133945096
colosseum,389,successor_orc,0.9532793393492778,5.23,187.29,,d3-c1-n0.2-m39,3,1,0.2,39,,-13.895440133945096
colosseum,397,successor_entropy,-2.0249416445344686,0.15,187.35,,d3-c1-n0.2-m47,3,1,0.2,47,,-9.53205135041508
colosseum,397,successor_orc,0.952797042495357,5.06,187.35,,d3-c1-n0.2-m47,3,1,0.2,47,,-9.53205135041508
