instance,graph,neighbor_scale,err,dim,noise,ks_true,s1,ent_t1,ent_t2,ent_t4,ent_t8,ent_t16,ent_t32,ent_t64,ent_t128
703,cak_640,1.0574168222620457,,5,0.05,6.3932786146544505,0.534975528717041,3.5951077938079834,5.001857280731201,6.171234607696533,6.906640529632568,7.339662075042725,7.600337505340576,7.753225803375244,7.853841304779053
842,adaptive_k50,,,6,0.1,-70.57962561965199,1.7494890689849854,7.596211433410644,7.867782592773437,7.97637414932251,7.973248481750488,7.95761251449585,7.957839965820312,7.958286285400391,7.958301067352295
842,adaptive_k100,,,6,0.1,-70.57962561965199,1.874366879463196,7.717137336730957,7.930351257324219,7.985935211181641,7.980599403381348,7.979963779449463,7.980537414550781,7.980572700500488,7.980574131011963
842,cak_160,0.5829184127534012,,6,0.1,-70.57962561965199,0.1861684173345565,1.4430413246154783,2.171741247177124,3.0877513885498047,4.141357421875,5.21112585067749,6.1278157234191895,6.791900157928467,7.247138977050781
842,cak_320,0.6810583643975936,,6,0.1,-70.57962561965199,0.3721743822097778,2.478593111038208,3.558393239974976,4.730318546295166,5.817494869232178,6.636638164520264,7.165493965148926,7.4968695640563965,7.710862159729004
842,cak_640,0.8074818032519571,,6,0.1,-70.57962561965199,0.5835397243499756,3.670743703842163,4.941851139068604,6.0598978996276855,6.839721202850342,7.302772521972656,7.581504821777344,7.761996746063232,7.875229835510254
332,adaptive_k50,,,2,0.05,1.728836197424718,0.2912214398384094,5.714285373687744,6.451163768768311,7.114175319671631,7.585530757904053,7.854012489318848,7.9608988761901855,7.990547180175781,7.997776031494141
332,adaptive_k100,,,2,0.05,1.728836197424718,0.4136119484901428,6.453776836395264,7.114765167236328,7.580984592437744,7.850483894348144,7.958560466766357,7.988319396972656,7.996713161468506,7.997867107391357
332,cak_160,1.8109822135718951,,2,0.05,1.728836197424718,0.0624088123440742,2.9787280559539795,3.4798455238342285,4.058189868927002,4.7260942459106445,5.469229221343994,6.235071659088135,6.918074131011963,7.4052581787109375
332,cak_320,2.662513422640312,,2,0.05,1.728836197424718,0.1001789718866348,3.737237930297852,4.381941318511963,5.090323925018311,5.841915607452393,6.570834636688232,7.170811653137207,7.566963195800781,7.803411960601807
332,cak_640,4.176608521004952,,2,0.05,1.728836197424718,0.1767705380916595,4.723700046539307,5.444932460784912,6.181128978729248,6.860603332519531,7.372000217437744,7.6950602531433105,7.875874519348144,7.953890323638916
456,adaptive_k50,,,3,0.05,-10.086395056679647,0.7456599473953247,6.901950836181641,7.486537933349609,7.8018670082092285,7.947033882141113,7.9830498695373535,7.988445281982422,7.9877495765686035,7.986846923828125
456,adaptive_k100,,,3,0.05,-10.086395056679647,0.9135177135467528,7.355210304260254,7.74806547164917,7.929462432861328,7.981877326965332,7.9901123046875,7.988314151763916,7.9864501953125,7.986233711242676
456,cak_160,1.257668607419533,,3,0.05,-10.086395056679647,0.1443158090114593,2.8661487102508545,3.514302015304565,4.245593547821045,5.084295749664307,6.007328510284424,6.85281229019165,7.40081787109375,7.696372509002685
456,cak_320,1.679095367851865,,3,0.05,-10.086395056679647,0.2017476260662078,3.6203651428222656,4.415339946746826,5.299902439117432,6.2376627922058105,7.031251430511475,7.508453369140625,7.763883113861084,7.893292903900146
456,cak_640,2.2713717703908016,,3,0.05,-10.086395056679647,0.2940326333045959,4.4935736656188965,5.397564888000488,6.32782506942749,7.088498115539551,7.540897369384766,7.7836222648620605,7.902346134185791,7.947959899902344
580,adaptive_k50,,,4,0.05,1.430710029764047,1.10290789604187,7.2869768142700195,7.602979183197021,7.803770542144775,7.944403171539307,7.99643087387085,7.992761135101318,7.98939847946167,7.989284515380859
580,adaptive_k100,,,4,0.05,1.430710029764047,1.193608045578003,7.466423034667969,7.727223396301269,7.900389194488525,7.988590240478516,7.998939514160156,7.994749546051025,7.994400978088379,7.994398593902588
580,cak_160,0.8776820198081765,,4,0.05,1.430710029764047,0.151359811425209,1.752893090248108,2.6039693355560303,3.6420419216156006,4.80444860458374,5.927443981170654,6.792028903961182,7.29418420791626,7.565120220184326
580,cak_320,1.1004994396728138,,4,0.05,1.430710029764047,0.2814560234546661,2.9555857181549072,4.1230149269104,5.314034938812256,6.351075649261475,7.056205749511719,7.438136577606201,7.6633758544921875,7.824318885803223
580,cak_640,1.3996377372800668,,4,0.05,1.430710029764047,0.4196311831474304,4.094645023345947,5.326326847076416,6.384214401245117,7.08523416519165,7.460516452789307,7.683759212493896,7.839152812957764,7.927042484283447
704,adaptive_k50,,,5,0.05,-31.099208931298197,1.4695861339569092,7.568539619445801,7.863340854644775,7.989558696746826,7.995696544647217,7.972280979156494,7.963399410247803,7.961186408996582,7.961040019989014
704,adaptive_k100,,,5,0.05,-31.099208931298197,1.5812817811965942,7.716360569000244,7.943930149078369,8.003355026245117,7.988814830780029,7.978047370910644,7.974918365478516,7.974542140960693,7.974537849426269
704,cak_160,0.7151813178686736,,5,0.05,-31.099208931298197,0.1503002643585205,1.3326711654663086,2.1232211589813232,3.1730165481567383,4.415004730224609,5.648274421691895,6.597140789031982,7.183767795562744,7.536468505859375
704,cak_320,0.8625576359967291,,5,0.05,-31.099208931298197,0.3252385556697845,2.594076156616211,3.8378446102142334,5.160274505615234,6.272560119628906,6.997044563293457,7.424707889556885,7.688333034515381,7.845658779144287
704,cak_640,1.0556711059029589,,5,0.05,-31.099208931298197,0.5448101758956909,3.963459491729736,5.333207607269287,6.4196085929870605,7.096296787261963,7.488450527191162,7.723743438720703,7.857274532318115,7.919969081878662
843,adaptive_k50,,,6,0.1,-67.23454284811166,1.730178713798523,7.720411777496338,7.940781593322754,8.002416610717773,7.985716342926025,7.974117279052734,7.972515106201172,7.972367286682129,7.972366333007812
843,adaptive_k100,,,6,0.1,-67.23454284811166,1.832727670669556,7.81500244140625,7.978921413421631,8.002351760864258,7.991104125976562,7.987669467926025,7.987132549285889,7.987112522125244,7.987112522125244
843,cak_160,0.5806895350496694,,6,0.1,-67.23454284811166,0.1814419031143188,1.303244948387146,1.9787721633911133,2.8575093746185303,3.9513885974884033,5.157932758331299,6.227476596832275,6.954184055328369,7.382757663726807
843,cak_320,0.6768435022064572,,6,0.1,-67.23454284811166,0.334153801202774,2.273850202560425,3.3625447750091557,4.6342363357543945,5.868866920471191,6.768125057220459,7.290565013885498,7.5897111892700195,7.770033359527588
843,cak_640,0.8004115888262016,,6,0.1,-67.23454284811166,0.5593219995498657,3.5484797954559326,4.929999828338623,6.1611175537109375,6.969717502593994,7.412293434143066,7.660270690917969,7.807414531707764,7.8939337730407715
333,adaptive_k50,,,2,0.05,-0.0201398711714281,0.2457143813371658,5.816903591156006,6.51613712310791,7.201920509338379,7.738842964172363,7.970283031463623,8.00082015991211,7.998576641082764,7.998268127441406
333,adaptive_k100,,,2,0.05,-0.0201398711714281,0.3257419466972351,6.423367500305176,7.1516618728637695,7.721366882324219,7.969175815582275,8.001643180847168,7.998844146728516,7.998469829559326,7.998453617095947
333,cak_160,1.6652540102603408,,2,0.05,-0.0201398711714281,0.0568511337041854,2.839683055877685,3.4429664611816406,4.101039886474609,4.828123092651367,5.55441951751709,6.233945369720459,6.892804145812988,7.468593120574951
333,cak_320,2.4154174940515767,,2,0.05,-0.0201398711714281,0.085173487663269,3.6370599269866943,4.361964702606201,5.1143059730529785,5.83233118057251,6.518637180328369,7.17212438583374,7.671969890594482,7.905534267425537
333,cak_640,3.753845211687832,,2,0.05,-0.0201398711714281,0.1449289619922638,4.678064823150635,5.4249267578125,6.1337432861328125,6.820374488830566,7.431714057922363,7.819557189941406,7.954041481018066,7.974797248840332
457,adaptive_k50,,,3,0.05,-16.176625387033255,0.8137764930725098,7.038230895996094,7.540878295898437,7.809814453125,7.92732572555542,7.964833736419678,7.975506782531738,7.975142955780029,7.973740577697754
457,adaptive_k100,,,3,0.05,-16.176625387033255,0.96857887506485,7.422886848449707,7.765088558197021,7.9144816398620605,7.9678850173950195,7.983311653137207,7.983914375305176,7.982420444488525,7.982261657714844
457,cak_160,1.259488006803318,,3,0.05,-16.176625387033255,0.1396269798278808,2.4324066638946533,3.280493974685669,4.265533447265625,5.298217296600342,6.235109806060791,6.9610915184021,7.429172515869141,7.706263065338135
457,cak_320,1.6890632127996663,,3,0.05,-16.176625387033255,0.2298697382211685,3.5086915493011475,4.551690101623535,5.589389324188232,6.489206790924072,7.14144229888916,7.543131351470947,7.774147987365723,7.889752388000488
457,cak_640,2.2961177696460555,,3,0.05,-16.176625387033255,0.3447915315628052,4.5855255126953125,5.632425308227539,6.540406703948975,7.185849189758301,7.573827266693115,7.792338848114014,7.898532390594482,7.941188335418701
581,adaptive_k50,,,4,0.05,-27.984450651921836,1.2003213167190552,7.42523193359375,7.773494720458984,7.956324100494385,8.002516746520996,7.98813009262085,7.979904174804687,7.9776201248168945,7.977353572845459
581,adaptive_k100,,,4,0.05,-27.984450651921836,1.309459209442139,7.6332573890686035,7.902918338775635,7.99847936630249,7.996070861816406,7.986606121063232,7.983731269836426,7.9832353591918945,7.983222961425781
581,cak_160,0.8954057309266428,,4,0.05,-27.984450651921836,0.1801305413246154,2.0517611503601074,2.9016613960266118,3.8503098487854,4.88631534576416,5.9641642570495605,6.8644561767578125,7.400213718414307,7.688546180725098
581,cak_320,1.1184615479071491,,4,0.05,-27.984450651921836,0.2991142570972442,3.0371408462524414,4.119773864746094,5.262474060058594,6.343724250793457,7.119975566864014,7.536163330078125,7.767228603363037,7.895730495452881
581,cak_640,1.414732053799909,,4,0.05,-27.984450651921836,0.4339832067489624,4.13114595413208,5.340234279632568,6.4211745262146,7.16424560546875,7.558322429656982,7.777605533599853,7.894803524017334,7.936119079589844
720,adaptive_k50,,,5,0.1,9.58742063848517,1.4515111446380615,7.250875949859619,7.5490946769714355,7.762884616851807,7.923699855804443,7.984411716461182,7.9768967628479,7.971225738525391,7.970996379852295
720,adaptive_k100,,,5,0.1,9.58742063848517,1.5464624166488647,7.385220527648926,7.657917976379394,7.858365535736084,7.973458290100098,7.99060583114624,7.9831390380859375,7.982202053070068,7.982194423675537
720,cak_160,0.6812531405234,,5,0.1,9.58742063848517,0.1931663155555725,1.628510355949402,2.435462713241577,3.394545078277588,4.435998439788818,5.4606451988220215,6.304558277130127,6.866969585418701,7.232138156890869
720,cak_320,0.8188112627383565,,5,0.1,9.58742063848517,0.3423734307289123,2.689119338989258,3.7787024974823,4.907424449920654,5.926085948944092,6.663686275482178,7.116807460784912,7.422911167144775,7.653204441070557
720,cak_640,0.9992079984258526,,5,0.1,9.58742063848517,0.5169880390167236,3.805194616317749,5.021020412445068,6.064847469329834,6.770608425140381,7.191702365875244,7.478836059570312,7.691864013671875,7.840498447418213
844,adaptive_k50,,,6,0.1,-51.41557026855955,1.7406532764434814,7.5804924964904785,7.85298490524292,7.978904247283935,7.989551067352295,7.965269565582275,7.957074165344238,7.95541524887085,7.955305576324463
844,adaptive_k100,,,6,0.1,-51.41557026855955,1.850105881690979,7.697615146636963,7.922105312347412,7.995275974273682,7.986210823059082,7.975775241851807,7.97340726852417,7.973084926605225,7.973079204559326
844,cak_160,0.5807361594321426,,6,0.1,-51.41557026855955,0.1398093104362487,1.1328858137130735,1.8472521305084229,2.8286471366882324,3.994848728179932,5.146459102630615,6.087860107421875,6.764870643615723,7.229540348052978
844,cak_320,0.6820943037689363,,6,0.1,-51.41557026855955,0.3365504145622253,2.3379054069519043,3.508140563964844,4.770408630371094,5.864810466766357,6.654276371002197,7.17425537109375,7.511706829071045,7.72670841217041
844,cak_640,0.8149868547871323,,6,0.1,-51.41557026855955,0.6021588444709778,3.729444980621338,5.062065601348877,6.1544623374938965,6.887488842010498,7.336817264556885,7.612422466278076,7.784173011779785,7.887179851531982
334,adaptive_k50,,,2,0.05,5.496937541713086,0.3367588520050049,5.783416271209717,6.4389848709106445,7.020900249481201,7.449134826660156,7.719604015350342,7.8959808349609375,7.978335857391357,7.989475250244141
334,adaptive_k100,,,2,0.05,5.496937541713086,0.4550651013851166,6.416555881500244,7.023417949676514,7.455256938934326,7.730010509490967,7.906506538391113,7.981349468231201,7.984295845031738,7.975193977355957
334,cak_160,1.8815052559028589,,2,0.05,5.496937541713086,0.0806012600660324,2.6625618934631348,3.3633124828338623,4.146498680114746,4.955552577972412,5.671127796173096,6.286450386047363,6.857391357421875,7.306437015533447
334,cak_320,2.8072096637965647,,2,0.05,5.496937541713086,0.1363540589809417,3.769076585769653,4.5826849937438965,5.327520847320557,5.974034786224365,6.572489261627197,7.100677013397217,7.470363140106201,7.701115608215332
334,cak_640,4.300359053040112,,2,0.05,5.496937541713086,0.2222595065832138,4.818817138671875,5.542934417724609,6.186533451080322,6.779837131500244,7.26030969619751,7.5731201171875,7.768859386444092,7.891767978668213
458,adaptive_k50,,,3,0.05,0.4466454396956449,0.7575804591178894,7.007389068603516,7.483786106109619,7.682344913482666,7.82356595993042,7.940812110900879,7.995572090148926,7.996337413787842,7.991729736328125
458,adaptive_k100,,,3,0.05,0.4466454396956449,0.8871150016784668,7.357090950012207,7.635373592376709,7.791545867919922,7.9233717918396,7.993802547454834,7.998979091644287,7.992196559906006,7.991461277008057
458,cak_160,1.215869926149116,,3,0.05,0.4466454396956449,0.1298909038305282,2.300149917602539,3.108045816421509,3.992905855178833,4.969510078430176,5.953527927398682,6.780414581298828,7.332020759582519,7.627386569976807
458,cak_320,1.621436894342583,,3,0.05,0.4466454396956449,0.2130294889211654,3.338843584060669,4.312787055969238,5.324713706970215,6.287967681884766,7.036016941070557,7.472690105438232,7.689553737640381,7.816215515136719
458,cak_640,2.1939215474145115,,3,0.05,0.4466454396956449,0.3072118759155273,4.349771499633789,5.388496398925781,6.358692169189453,7.094438076019287,7.500654697418213,7.700141906738281,7.824901580810547,7.914181709289551
582,adaptive_k50,,,4,0.05,-20.161306901824567,1.168625831604004,7.385909557342529,7.712441444396973,7.880088806152344,7.960227966308594,7.980220317840576,7.969002723693848,7.959254741668701,7.958211421966553
582,adaptive_k100,,,4,0.05,-20.161306901824567,1.2837235927581787,7.580786228179932,7.826348781585693,7.941927433013916,7.985633850097656,7.986641883850098,7.977952003479004,7.976441383361816,7.976420879364014
582,cak_160,0.9154084900316912,,4,0.05,-20.161306901824567,0.177577942609787,2.0843663215637207,2.984065055847168,4.035200119018555,5.150757789611816,6.190889835357666,6.9567413330078125,7.391788005828857,7.642247200012207
582,cak_320,1.1521591406800955,,4,0.05,-20.161306901824567,0.3087524473667145,3.232309103012085,4.384314060211182,5.539432525634766,6.518234252929688,7.154183387756348,7.505406379699707,7.712805271148682,7.836246490478516
582,cak_640,1.464424033897631,,4,0.05,-20.161306901824567,0.4525369107723236,4.311751842498779,5.517230987548828,6.524029731750488,7.165959358215332,7.515506267547607,7.717933654785156,7.836665630340576,7.904033660888672
721,adaptive_k50,,,5,0.1,55.01886922438137,1.4522230625152588,7.064772129058838,7.437364101409912,7.679355144500732,7.852242946624756,7.945900917053223,7.967083930969238,7.965962409973144,7.965747833251953
721,adaptive_k100,,,5,0.1,55.01886922438137,1.5746338367462158,7.2311859130859375,7.553475379943848,7.776215553283691,7.923770427703857,7.977023601531982,7.979899883270264,7.979259014129639,7.979248046875
721,cak_160,0.6713509775504422,,5,0.1,55.01886922438137,0.1834502518177032,1.4533534049987793,2.2881672382354736,3.351992130279541,4.498070240020752,5.49752950668335,6.228753566741943,6.734448432922363,7.100995063781738
721,cak_320,0.8038833988498696,,5,0.1,55.01886922438137,0.3741671741008758,2.740830659866333,3.917262315750122,5.036235809326172,5.911367893218994,6.529716491699219,6.960666179656982,7.288758754730225,7.555960178375244
721,cak_640,0.9784674992847012,,5,0.1,55.01886922438137,0.5657545328140259,3.930610418319702,5.088662147521973,5.979295253753662,6.598989963531494,7.025142669677734,7.346965312957764,7.602653503417969,7.787580013275146
845,adaptive_k50,,,6,0.1,-16.385632508942592,1.6673632860183716,7.77035665512085,7.952861309051514,7.993619441986084,7.997403144836426,7.996717929840088,7.99639892578125,7.99639081954956,7.996389865875244
845,adaptive_k100,,,6,0.1,-16.385632508942592,1.7431399822235107,7.848829746246338,7.977522373199463,7.999446392059326,8.001444816589355,8.001120567321777,8.001075744628906,8.00107479095459,8.00107479095459
845,cak_160,0.5757788312396692,,6,0.1,-16.385632508942592,0.1587044894695282,1.2232027053833008,1.875322222709656,2.725191593170166,3.760942935943604,4.893263339996338,5.961186408996582,6.82025671005249,7.372727870941162
845,cak_320,0.6722254427886287,,6,0.1,-16.385632508942592,0.2945968210697174,2.157213926315308,3.185567855834961,4.3855881690979,5.597969055175781,6.60806131362915,7.274699687957764,7.640699863433838,7.835718631744385
845,cak_640,0.7965429075572906,,6,0.1,-16.385632508942592,0.5015908479690552,3.378377914428711,4.691683292388916,5.9421563148498535,6.889169216156006,7.445996284484863,7.73345136642456,7.872888088226318,7.932963848114014
302,adaptive_k50,,,2,0.01,2.435305785100224,0.2437427639961242,5.635159969329834,6.304267883300781,6.966776371002197,7.495883464813232,7.759995937347412,7.875645637512207,7.957542419433594,7.9937615394592285
302,adaptive_k100,,,2,0.01,2.435305785100224,0.342662364244461,6.3292765617370605,7.01427173614502,7.521553039550781,7.757762908935547,7.873828887939453,7.959878444671631,7.994290351867676,7.995114803314209
302,cak_160,2.832164959147736,,2,0.01,2.435305785100224,0.0705101937055587,3.176939010620117,3.897125720977783,4.5735931396484375,5.15816593170166,5.692773818969727,6.261981010437012,6.864082336425781,7.387579441070557
302,cak_320,4.171642538323485,,2,0.01,2.435305785100224,0.1084394305944442,4.017550468444824,4.709068775177002,5.315574645996094,5.892141819000244,6.490544319152832,7.081814765930176,7.534877300262451,7.774915218353271
302,cak_640,6.572300355925585,,2,0.01,2.435305785100224,0.1670044064521789,4.902566432952881,5.5428080558776855,6.1585845947265625,6.770732402801514,7.314511299133301,7.664012908935547,7.834109783172607,7.9307541847229
426,adaptive_k50,,,3,0.01,-3.8235642778157457,0.7045613527297974,6.912306308746338,7.567186832427978,7.844960212707519,7.955764770507812,7.990991115570068,7.993762969970703,7.991429805755615,7.990893840789795
426,adaptive_k100,,,3,0.01,-3.8235642778157457,0.8773753046989441,7.436277866363525,7.803994655609131,7.944862365722656,7.9895339012146,7.994371891021728,7.992661952972412,7.992082118988037,7.992061614990234
426,cak_160,1.4096644278098294,,3,0.01,-3.8235642778157457,0.1383765488862991,2.666584014892578,3.4680778980255127,4.305323123931885,5.15493631362915,6.040759563446045,6.900093078613281,7.501964569091797,7.783989906311035
426,cak_320,1.8760675140810688,,3,0.01,-3.8235642778157457,0.2030167579650879,3.5377254486083984,4.432011604309082,5.340112209320068,6.26832914352417,7.093447208404541,7.606101989746094,7.831611633300781,7.924237251281738
426,cak_640,2.5237132284688824,,3,0.01,-3.8235642778157457,0.2854359745979309,4.41029691696167,5.352025508880615,6.303320407867432,7.12826681137085,7.625300884246826,7.8415093421936035,7.929361820220947,7.960655212402344
550,adaptive_k50,,,4,0.01,78.43052538097425,1.0526716709136963,6.724118232727051,7.337285041809082,7.761998653411865,7.974221706390381,7.997268676757812,7.976653575897217,7.973611354827881,7.973581790924072
550,adaptive_k100,,,4,0.01,78.43052538097425,1.201460599899292,7.066852569580078,7.6019606590271,7.913983345031738,8.002740859985352,7.9901957511901855,7.9848952293396,7.9847731590271,7.984774112701416
550,cak_160,0.8997673540420228,,4,0.01,78.43052538097425,0.1479656100273132,1.8717819452285769,2.5496299266815186,3.3113152980804443,4.189251899719238,5.137426376342773,6.045630931854248,6.786596775054932,7.312173366546631
550,cak_320,1.1150543765497314,,4,0.01,78.43052538097425,0.2444945722818374,2.7289435863494877,3.6141936779022217,4.558675289154053,5.509138584136963,6.35045337677002,7.00183629989624,7.456172466278076,7.738211154937744
550,cak_640,1.3989466614500428,,4,0.01,78.43052538097425,0.363371729850769,3.627218723297119,4.630311489105225,5.591716289520264,6.40997314453125,7.0389580726623535,7.481895446777344,7.754969120025635,7.888504028320312
674,adaptive_k50,,,5,0.01,-25.2216018569094,1.4647953510284424,7.580575466156006,7.825850963592529,7.933796882629394,7.976321697235107,7.978585720062256,7.963545322418213,7.957335948944092,7.9569926261901855
674,adaptive_k100,,,5,0.01,-25.2216018569094,1.56694757938385,7.701432228088379,7.891541957855225,7.968430995941162,7.990893840789795,7.983632564544678,7.976355075836182,7.97560977935791,7.975605010986328
674,cak_160,0.7301065973448637,,5,0.01,-25.2216018569094,0.1645258069038391,1.491430163383484,2.2635838985443115,3.2529995441436768,4.455112457275391,5.706617832183838,6.686557292938232,7.2542405128479,7.572916507720947
674,cak_320,0.88009242113957,,5,0.01,-25.2216018569094,0.318312793970108,2.569243907928467,3.7413506507873535,5.067682266235352,6.276175022125244,7.051252841949463,7.455419063568115,7.691694736480713,7.834256649017334
674,cak_640,1.0757295876209527,,5,0.01,-25.2216018569094,0.5168412923812866,3.822514772415161,5.218150615692139,6.411324977874756,7.128420352935791,7.498673439025879,7.715507507324219,7.842888832092285,7.910083293914795
813,adaptive_k50,,,6,0.05,-23.29512109554493,1.6862972974777222,7.694114685058594,7.910065650939941,7.973361492156982,7.979435920715332,7.982069492340088,7.982937812805176,7.982969760894775,7.982969760894775
813,adaptive_k100,,,6,0.05,-23.29512109554493,1.7783809900283811,7.787820339202881,7.949033260345459,7.987105846405029,7.993649482727051,7.995068550109863,7.995166301727295,7.995166301727295,7.995165348052978
813,cak_160,0.5937677172103477,,6,0.05,-23.29512109554493,0.1740137785673141,1.32687246799469,2.028149366378784,2.9015767574310303,3.927074432373047,5.044780254364014,6.089612007141113,6.868568420410156,7.353038311004639
813,cak_320,0.6922331590878004,,6,0.05,-23.29512109554493,0.3306604623794555,2.272606372833252,3.3213775157928467,4.510776519775391,5.698643207550049,6.651584625244141,7.249432563781738,7.589950561523437,7.79158878326416
813,cak_640,0.8167691038920528,,6,0.05,-23.29512109554493,0.5199462175369263,3.423958301544189,4.729386329650879,5.96249532699585,6.867967128753662,7.387758731842041,7.673011779785156,7.835129737854004,7.917405605316162
335,adaptive_k50,,,2,0.05,-6.985728960248757,0.2419947236776352,5.720636367797852,6.459244728088379,7.162716865539551,7.664525032043457,7.915905952453613,7.993704319000244,7.993307590484619,7.9895477294921875
335,adaptive_k100,,,2,0.05,-6.985728960248757,0.3642460107803345,6.512828350067139,7.200453281402588,7.682281017303467,7.928164005279541,7.997828960418701,7.992325782775879,7.988224983215332,7.987259864807129
335,cak_160,1.8105565011817388,,2,0.05,-6.985728960248757,0.0738261118531227,3.4052894115448,3.985220432281494,4.569774150848389,5.164432048797607,5.767464637756348,6.38731861114502,6.9871826171875,7.4613938331604
335,cak_320,2.741607615569541,,2,0.05,-6.985728960248757,0.1121614649891853,4.214818477630615,4.816233158111572,5.42503547668457,6.047530651092529,6.681340217590332,7.250672817230225,7.645175457000732,7.856367588043213
335,cak_640,4.274354325820375,,2,0.05,-6.985728960248757,0.1736036539077758,5.066921234130859,5.690940380096436,6.325231075286865,6.946824550628662,7.451767921447754,7.762794494628906,7.91183614730835,7.959174633026123
459,adaptive_k50,,,3,0.05,3.218057928153633,0.7793384790420532,6.8741607666015625,7.44734525680542,7.711691379547119,7.8642578125,7.960184574127197,7.995403289794922,7.98846960067749,7.983033657073975
459,adaptive_k100,,,3,0.05,3.218057928153633,0.9387128949165344,7.313427925109863,7.6569671630859375,7.834472179412842,7.945553779602051,7.993464946746826,7.991180419921875,7.984632015228271,7.984086513519287
459,cak_160,1.2521132555126264,,3,0.05,3.218057928153633,0.1529506742954254,2.7483901977539062,3.4259355068206787,4.133878231048584,4.938319683074951,5.856521129608154,6.755995273590088,7.368412971496582,7.664044857025146
459,cak_320,1.671220848536929,,3,0.05,3.218057928153633,0.2150770425796508,3.5271012783050537,4.317378520965576,5.1888604164123535,6.143276214599609,6.988851070404053,7.492713451385498,7.729852199554443,7.856124401092529
459,cak_640,2.259322441217269,,3,0.05,3.218057928153633,0.304571270942688,4.379516124725342,5.283914089202881,6.244361400604248,7.057916164398193,7.523019313812256,7.745001316070557,7.865861415863037,7.932246685028076
583,adaptive_k50,,,4,0.05,28.472607937392368,1.166194200515747,7.131396770477295,7.416334629058838,7.592617034912109,7.7591552734375,7.914132595062256,7.992457866668701,7.987308025360107,7.972086429595947
583,adaptive_k100,,,4,0.05,28.472607937392368,1.2608178853988647,7.283980846405029,7.511937618255615,7.68373966217041,7.854569435119629,7.973150730133057,7.995398044586182,7.97710657119751,7.9720354080200195
583,cak_160,0.8983978617513619,,4,0.05,28.472607937392368,0.2019055485725402,2.186746835708618,3.0395443439483643,3.9913291931152335,5.01676607131958,5.996892929077148,6.7387895584106445,7.175734043121338,7.421008586883545
583,cak_320,1.1324256693291437,,4,0.05,28.472607937392368,0.3136075139045715,3.138740301132202,4.20143461227417,5.319407939910889,6.301061153411865,6.94433069229126,7.28624963760376,7.485507488250732,7.636944770812988
583,cak_640,1.4654955728136267,,4,0.05,28.472607937392368,0.4586267471313476,4.216697692871094,5.386229038238525,6.374739170074463,6.9886345863342285,7.305319309234619,7.494164943695068,7.64708948135376,7.790679931640625
722,adaptive_k50,,,5,0.1,-51.81568753840308,1.5308431386947632,7.627457618713379,7.908399105072021,8.001100540161133,7.99324369430542,7.97567892074585,7.972214698791504,7.971844673156738,7.971836090087891
722,adaptive_k100,,,5,0.1,-51.81568753840308,1.643436074256897,7.767143249511719,7.96908712387085,8.005141258239746,7.992001533508301,7.987370491027832,7.98683500289917,7.986807346343994,7.986807346343994
722,cak_160,0.6760914851356928,,5,0.1,-51.81568753840308,0.1205817461013794,1.2371206283569336,1.944822669029236,2.909026861190796,4.071347236633301,5.254761219024658,6.264417171478272,7.006608009338379,7.485305309295654
722,cak_320,0.8112138761991202,,5,0.1,-51.81568753840308,0.310023695230484,2.4024529457092285,3.557634830474853,4.819118022918701,5.955630779266357,6.810222148895264,7.369688510894775,7.692575931549072,7.853308200836182
722,cak_640,0.9839286612675462,,5,0.1,-51.81568753840308,0.5182211399078369,3.695169925689697,5.029449939727783,6.173394203186035,6.97839879989624,7.471858501434326,7.736417293548584,7.862181186676025,7.917640686035156
846,adaptive_k50,,,6,0.1,68.02202730824673,1.65469491481781,7.22369384765625,7.544082641601562,7.783841133117676,7.942071437835693,7.983155727386475,7.9769182205200195,7.975315093994141,7.975294589996338
846,adaptive_k100,,,6,0.1,68.02202730824673,1.75685715675354,7.356703281402588,7.658857822418213,7.876326084136963,7.980451107025146,7.991131782531738,7.988229274749756,7.988076686859131,7.988076686859131
846,cak_160,0.5812434114620886,,6,0.1,68.02202730824673,0.052625186741352,0.6473345756530762,1.0927923917770386,1.770986557006836,2.7254393100738525,3.931666135787964,5.204466342926025,6.196609020233154,6.78847074508667
846,cak_320,0.6790787124640221,,6,0.1,68.02202730824673,0.2092258930206298,1.6979026794433594,2.705057382583618,3.967192888259888,5.237630367279053,6.183157444000244,6.759849548339844,7.147534370422363,7.443847179412842
846,cak_640,0.80816498127279,,6,0.1,68.02202730824673,0.5183389186859131,3.278008222579956,4.630706787109375,5.769073009490967,6.508885383605957,6.978416442871094,7.3127641677856445,7.575381755828857,7.777162075042725
336,adaptive_k50,,,2,0.05,-2.880567788146728,0.3669770359992981,5.81924295425415,6.502450466156006,7.05055570602417,7.454872131347656,7.755853176116943,7.931413173675537,7.991562843322754,7.998281002044678
336,adaptive_k100,,,2,0.05,-2.880567788146728,0.5127130746841431,6.507596015930176,7.039933681488037,7.447527408599853,7.758922100067139,7.937283515930176,7.994171142578125,7.997380256652832,7.993631839752197
336,cak_160,1.9354175041208133,,2,0.05,-2.880567788146728,0.0921828746795654,2.8994202613830566,3.5936615467071533,4.287775039672852,5.000441074371338,5.730665683746338,6.38159704208374,6.90718412399292,7.325916290283203
