instance,graph,neighbor_scale,err,dim,noise,ks_true,s1,ent_t1,ent_t2,ent_t4,ent_t8,ent_t16,ent_t32,ent_t64,ent_t128
425,cak_320,1.9250168112771917,,3,0.01,-6.077102370699984,0.2095609158277511,3.5086514949798584,4.470602989196777,5.422835826873779,6.363427639007568,7.143107891082764,7.601365566253662,7.812740325927734,7.910029888153076
425,cak_640,2.62338598001202,,3,0.01,-6.077102370699984,0.3007334172725677,4.474890232086182,5.471189022064209,6.4359002113342285,7.201480865478516,7.633864879608154,7.831140995025635,7.920146465301514,7.956405639648437
549,adaptive_k50,,,4,0.01,-11.171970873719408,1.155585527420044,7.333200931549072,7.709362983703613,7.931723117828369,8.003199577331543,7.992630958557129,7.985850811004639,7.985147953033447,7.985066413879394
549,adaptive_k100,,,4,0.01,-11.171970873719408,1.2736597061157229,7.554780006408691,7.861348152160644,7.992933750152588,8.000635147094727,7.991657257080078,7.990330696105957,7.990115642547607,7.99010705947876
549,cak_160,0.9394952926259332,,4,0.01,-11.171970873719408,0.1800238192081451,2.157477140426636,2.760705709457397,3.493637561798096,4.458735942840576,5.625300407409668,6.690437316894531,7.329777717590332,7.649940490722656
549,cak_320,1.1793774754394863,,4,0.01,-11.171970873719408,0.2597674131393432,2.9708499908447266,3.9108941555023193,5.043478965759277,6.2057414054870605,7.053176403045654,7.497871398925781,7.745873928070068,7.887468814849853
549,cak_640,1.5087505694939134,,4,0.01,-11.171970873719408,0.3979520797729492,4.065616130828857,5.253430366516113,6.3719801902771,7.130636692047119,7.532579898834228,7.76507043838501,7.892608642578125,7.938230991363525
673,adaptive_k50,,,5,0.01,-29.827358750792463,1.449678659439087,7.592015266418457,7.870144844055176,7.989100933074951,7.997328281402588,7.985105991363525,7.983731746673584,7.983720302581787,7.983720302581787
673,adaptive_k100,,,5,0.01,-29.827358750792463,1.551560640335083,7.730044841766357,7.943942546844482,8.001871109008789,7.994578838348389,7.991249084472656,7.991193294525146,7.991192817687988,7.991192817687988
673,cak_160,0.7213852040719972,,5,0.01,-29.827358750792463,0.1531642079353332,1.4255117177963257,2.203481674194336,3.214876890182495,4.410323143005371,5.623889446258545,6.5924882888793945,7.205156803131104,7.56585693359375
673,cak_320,0.8693977076262377,,5,0.01,-29.827358750792463,0.3088428080081939,2.550410032272339,3.734668016433716,5.043308258056641,6.221672058105469,7.015047550201416,7.460123538970947,7.7151994705200195,7.863709926605225
673,cak_640,1.0671132689963518,,5,0.01,-29.827358750792463,0.5020798444747925,3.813523530960083,5.200228214263916,6.383857250213623,7.127335548400879,7.524649143218994,7.748168468475342,7.875356197357178,7.93331241607666
812,adaptive_k50,,,6,0.05,-45.10090508696406,1.756481051445007,7.525816440582275,7.820676326751709,7.9523024559021,7.989623546600342,7.982833862304687,7.960107326507568,7.945956707000732,7.944143772125244
812,adaptive_k100,,,6,0.05,-45.10090508696406,1.8685972690582275,7.647926330566406,7.889668464660644,7.978814601898193,7.993838787078857,7.982041835784912,7.9669060707092285,7.962823390960693,7.962681770324707
812,cak_160,0.6033193171832837,,6,0.05,-45.10090508696406,0.1185643970966339,1.0050444602966309,1.5895599126815796,2.4131109714508057,3.499905824661255,4.736415386199951,5.849699020385742,6.642600536346436,7.170265197753906
812,cak_320,0.7096753722534797,,6,0.05,-45.10090508696406,0.3125151395797729,2.067392587661743,3.148302793502808,4.432153701782227,5.65773344039917,6.545865535736084,7.108561038970947,7.478412628173828,7.713878154754639
812,cak_640,0.8541040977691648,,6,0.05,-45.10090508696406,0.5749642848968506,3.4969348907470703,4.875999450683594,6.0566935539245605,6.82821798324585,7.300364017486572,7.597883701324463,7.7773590087890625,7.877519130706787
310,adaptive_k50,,,2,0.01,-13.010242390174652,0.2924919128417969,5.701937198638916,6.418982028961182,7.082199096679688,7.554765224456787,7.820534706115723,7.944116115570068,7.985435485839844,7.993373394012451
310,adaptive_k100,,,2,0.01,-13.010242390174652,0.4333345890045166,6.502876281738281,7.1598405838012695,7.600783824920654,7.841965675354004,7.953349590301514,7.987520694732666,7.991959571838379,7.987764835357666
310,cak_160,2.950122090338204,,2,0.01,-13.010242390174652,0.0780434310436248,3.1589486598968506,3.828723907470703,4.556778907775879,5.272448539733887,5.937409400939941,6.578904628753662,7.137315273284912,7.527614116668701
310,cak_320,4.492076088255736,,2,0.01,-13.010242390174652,0.1298236548900604,4.101078033447266,4.833043575286865,5.524539947509766,6.187179088592529,6.819081783294678,7.3230299949646,7.647274017333984,7.830329895019531
310,cak_640,7.009667249110687,,2,0.01,-13.010242390174652,0.2120660841464996,5.048723220825195,5.737822532653809,6.408721923828125,7.016390323638916,7.458408355712891,7.725742340087891,7.867664337158203,7.933981418609619
434,adaptive_k50,,,3,0.01,1.6301777294930675,0.6780351996421814,6.857020854949951,7.470752239227295,7.755858898162842,7.898351192474365,7.969499111175537,7.992301940917969,7.992589473724365,7.992091655731201
434,adaptive_k100,,,3,0.01,1.6301777294930675,0.8492743968963623,7.34625768661499,7.705481052398682,7.874752998352051,7.9645915031433105,7.997200012207031,7.997682094573975,7.996719360351562,7.996695041656494
434,cak_160,1.4016443365989313,,3,0.01,1.6301777294930675,0.1119402796030044,2.702439785003662,3.3250176906585693,4.04674768447876,4.887325286865234,5.828094482421875,6.707931518554688,7.328701972961426,7.658642768859863
434,cak_320,1.872081322954203,,3,0.01,1.6301777294930675,0.1745785623788833,3.483670949935913,4.262925148010254,5.162238597869873,6.121511936187744,6.944249153137207,7.465316295623779,7.731358528137207,7.872578620910644
434,cak_640,2.514470262447669,,3,0.01,1.6301777294930675,0.2587732374668121,4.33038854598999,5.256260871887207,6.213078498840332,7.008901119232178,7.498250007629394,7.748683929443359,7.88251256942749,7.9468092918396
