dataset,instance,method,ks_hat,elapsed_s,err,name,dim,codim,noise,m,shape,ks_true
colosseum,824,orc,-0.2634699967084559,9.57,,d6-c1-n0.05-m14,6,1.0,0.05,14.0,,-23.73030057471971
colosseum,824,laziness_knn_t5,-6.536987781524658,1.41,,d6-c1-n0.05-m14,6,1.0,0.05,14.0,,-23.73030057471971
colosseum,824,hickock,20.11744361957571,33.53,,d6-c1-n0.05-m14,6,1.0,0.05,14.0,,-23.73030057471971
colosseum,832,signed_orc_t8,-0.5607358673682548,10.04,,d6-c1-n0.05-m22,6,1.0,0.05,22.0,,-45.52045236277918
colosseum,832,signed_orc_phys_t8,-0.0480024596168225,10.04,,d6-c1-n0.05-m22,6,1.0,0.05,22.0,,-45.52045236277918
colosseum,832,signed_orc_t16,-0.1802035508948017,10.04,,d6-c1-n0.05-m22,6,1.0,0.05,22.0,,-45.52045236277918
colosseum,832,signed_orc_phys_t16,-0.0104907105267512,10.04,,d6-c1-n0.05-m22,6,1.0,0.05,22.0,,-45.52045236277918
colosseum,832,dc_wasserstein_ollivier,0.5854049921035767,15.87,,d6-c1-n0.05-m22,6,1.0,0.05,22.0,,-45.52045236277918
colosseum,832,orc,-0.2894969138464325,9.15,,d6-c1-n0.05-m22,6,1.0,0.05,22.0,,-45.52045236277918
colosseum,832,laziness_knn_t5,-6.563343524932861,1.33,,d6-c1-n0.05-m22,6,1.0,0.05,22.0,,-45.52045236277918
colosseum,832,hickock,21.104363470629025,36.91,,d6-c1-n0.05-m22,6,1.0,0.05,22.0,,-45.52045236277918
colosseum,840,signed_orc_t8,-0.5628737865719643,8.99,,d6-c1-n0.1-m0,6,1.0,0.1,0.0,,-39.57480106909405
colosseum,840,signed_orc_phys_t8,-0.0508420989161586,8.99,,d6-c1-n0.1-m0,6,1.0,0.1,0.0,,-39.57480106909405
colosseum,840,signed_orc_t16,-0.455110205313454,8.99,,d6-c1-n0.1-m0,6,1.0,0.1,0.0,,-39.57480106909405
colosseum,840,signed_orc_phys_t16,-0.0306253573224081,8.99,,d6-c1-n0.1-m0,6,1.0,0.1,0.0,,-39.57480106909405
colosseum,840,dc_wasserstein_ollivier,0.7027848958969116,13.82,,d6-c1-n0.1-m0,6,1.0,0.1,0.0,,-39.57480106909405
colosseum,840,orc,-0.3944601378761664,9.45,,d6-c1-n0.1-m0,6,1.0,0.1,0.0,,-39.57480106909405
colosseum,840,laziness_knn_t5,-6.82614803314209,1.32,,d6-c1-n0.1-m0,6,1.0,0.1,0.0,,-39.57480106909405
colosseum,840,hickock,20.83259875919873,38.53,,d6-c1-n0.1-m0,6,1.0,0.1,0.0,,-39.57480106909405
colosseum,848,signed_orc_t8,-0.1701424552545501,11.6,,d6-c1-n0.1-m8,6,1.0,0.1,8.0,,-25.63865350280647
colosseum,848,signed_orc_phys_t8,-0.0147378681533502,11.6,,d6-c1-n0.1-m8,6,1.0,0.1,8.0,,-25.63865350280647
colosseum,848,signed_orc_t16,-0.5923514953357055,11.6,,d6-c1-n0.1-m8,6,1.0,0.1,8.0,,-25.63865350280647
colosseum,848,signed_orc_phys_t16,-0.0353309462718603,11.6,,d6-c1-n0.1-m8,6,1.0,0.1,8.0,,-25.63865350280647
colosseum,848,dc_wasserstein_ollivier,0.6754946112632751,18.91,,d6-c1-n0.1-m8,6,1.0,0.1,8.0,,-25.63865350280647
colosseum,848,orc,-0.1905259582049451,9.17,,d6-c1-n0.1-m8,6,1.0,0.1,8.0,,-25.63865350280647
colosseum,848,laziness_knn_t5,-6.261354446411133,1.6,,d6-c1-n0.1-m8,6,1.0,0.1,8.0,,-25.63865350280647
colosseum,848,hickock,20.200184478570435,34.49,,d6-c1-n0.1-m8,6,1.0,0.1,8.0,,-25.63865350280647
colosseum,856,signed_orc_t8,0.30288901591263,10.77,,d6-c1-n0.1-m16,6,1.0,0.1,16.0,,25.16152689968876
colosseum,856,signed_orc_phys_t8,0.0323176956088501,10.77,,d6-c1-n0.1-m16,6,1.0,0.1,16.0,,25.16152689968876
colosseum,856,signed_orc_t16,0.2528654807523101,10.77,,d6-c1-n0.1-m16,6,1.0,0.1,16.0,,25.16152689968876
colosseum,856,signed_orc_phys_t16,0.0208508014248803,10.77,,d6-c1-n0.1-m16,6,1.0,0.1,16.0,,25.16152689968876
colosseum,856,dc_wasserstein_ollivier,0.7619553804397583,16.21,,d6-c1-n0.1-m16,6,1.0,0.1,16.0,,25.16152689968876
colosseum,856,orc,-0.283087428810401,9.95,,d6-c1-n0.1-m16,6,1.0,0.1,16.0,,25.16152689968876
colosseum,856,laziness_knn_t5,-6.552218437194824,0.99,,d6-c1-n0.1-m16,6,1.0,0.1,16.0,,25.16152689968876
colosseum,856,hickock,21.1247478012022,37.24,,d6-c1-n0.1-m16,6,1.0,0.1,16.0,,25.16152689968876
colosseum,864,signed_orc_t8,-0.313294579445712,8.14,,d6-c1-n0.1-m24,6,1.0,0.1,24.0,,-60.5179251733376
colosseum,864,signed_orc_phys_t8,-0.0275634531981638,8.14,,d6-c1-n0.1-m24,6,1.0,0.1,24.0,,-60.5179251733376
colosseum,864,signed_orc_t16,-1.1097010438135473,8.14,,d6-c1-n0.1-m24,6,1.0,0.1,24.0,,-60.5179251733376
colosseum,864,signed_orc_phys_t16,-0.072825393719093,8.14,,d6-c1-n0.1-m24,6,1.0,0.1,24.0,,-60.5179251733376
colosseum,864,dc_wasserstein_ollivier,0.6907716393470764,19.04,,d6-c1-n0.1-m24,6,1.0,0.1,24.0,,-60.5179251733376
colosseum,864,orc,-0.3478347860677865,9.71,,d6-c1-n0.1-m24,6,1.0,0.1,24.0,,-60.5179251733376
colosseum,864,laziness_knn_t5,-6.603780746459961,1.41,,d6-c1-n0.1-m24,6,1.0,0.1,24.0,,-60.5179251733376
colosseum,864,hickock,20.74599572078191,39.83,,d6-c1-n0.1-m24,6,1.0,0.1,24.0,,-60.5179251733376
colosseum,872,signed_orc_t8,-0.4372295623786897,8.76,,d6-c1-n0.2-m2,6,1.0,0.2,2.0,,-31.49232593408417
colosseum,872,signed_orc_phys_t8,-0.0329673743044673,8.76,,d6-c1-n0.2-m2,6,1.0,0.2,2.0,,-31.49232593408417
colosseum,872,signed_orc_t16,-0.2489217070790317,8.76,,d6-c1-n0.2-m2,6,1.0,0.2,2.0,,-31.49232593408417
colosseum,872,signed_orc_phys_t16,-0.0140854351467377,8.76,,d6-c1-n0.2-m2,6,1.0,0.2,2.0,,-31.49232593408417
colosseum,872,dc_wasserstein_ollivier,0.8243350982666016,9.98,,d6-c1-n0.2-m2,6,1.0,0.2,2.0,,-31.49232593408417
colosseum,872,orc,-0.3036056018272898,9.0,,d6-c1-n0.2-m2,6,1.0,0.2,2.0,,-31.49232593408417
colosseum,872,laziness_knn_t5,-6.591964721679688,0.93,,d6-c1-n0.2-m2,6,1.0,0.2,2.0,,-31.49232593408417
colosseum,872,hickock,20.507009548052608,31.59,,d6-c1-n0.2-m2,6,1.0,0.2,2.0,,-31.49232593408417
colosseum,880,signed_orc_t8,0.6084494848349471,7.26,,d6-c1-n0.2-m10,6,1.0,0.2,10.0,,76.14894406390464
colosseum,880,signed_orc_phys_t8,0.0540832330179514,7.26,,d6-c1-n0.2-m10,6,1.0,0.2,10.0,,76.14894406390464
colosseum,880,signed_orc_t16,0.6456589653778667,7.26,,d6-c1-n0.2-m10,6,1.0,0.2,10.0,,76.14894406390464
colosseum,880,signed_orc_phys_t16,0.0434803789098502,7.26,,d6-c1-n0.2-m10,6,1.0,0.2,10.0,,76.14894406390464
colosseum,880,dc_wasserstein_ollivier,0.8993616700172424,11.63,,d6-c1-n0.2-m10,6,1.0,0.2,10.0,,76.14894406390464
colosseum,880,orc,-0.2135832669981898,6.7,,d6-c1-n0.2-m10,6,1.0,0.2,10.0,,76.14894406390464
colosseum,880,laziness_knn_t5,-6.043548583984375,0.58,,d6-c1-n0.2-m10,6,1.0,0.2,10.0,,76.14894406390464
colosseum,880,hickock,21.246889312202452,27.18,,d6-c1-n0.2-m10,6,1.0,0.2,10.0,,76.14894406390464
colosseum,888,signed_orc_t8,-0.4434159453147506,6.16,,d6-c1-n0.2-m18,6,1.0,0.2,18.0,,-56.8144767768981
colosseum,888,signed_orc_phys_t8,-0.0322407326946822,6.16,,d6-c1-n0.2-m18,6,1.0,0.2,18.0,,-56.8144767768981
colosseum,888,signed_orc_t16,-0.4736627864309698,6.16,,d6-c1-n0.2-m18,6,1.0,0.2,18.0,,-56.8144767768981
colosseum,888,signed_orc_phys_t16,-0.0253741286343584,6.16,,d6-c1-n0.2-m18,6,1.0,0.2,18.0,,-56.8144767768981
colosseum,888,dc_wasserstein_ollivier,0.8746080994606018,4.62,,d6-c1-n0.2-m18,6,1.0,0.2,18.0,,-56.8144767768981
colosseum,888,orc,-0.3384275609554663,6.78,,d6-c1-n0.2-m18,6,1.0,0.2,18.0,,-56.8144767768981
colosseum,888,laziness_knn_t5,-6.789439678192139,0.91,,d6-c1-n0.2-m18,6,1.0,0.2,18.0,,-56.8144767768981
colosseum,888,hickock,21.374101283896152,25.57,,d6-c1-n0.2-m18,6,1.0,0.2,18.0,,-56.8144767768981
colosseum,896,signed_orc_t8,-0.0073089459475085,5.86,,d6-c1-n0.2-m26,6,1.0,0.2,26.0,,-29.98682930273377
colosseum,896,signed_orc_phys_t8,-0.0007236448065011,5.86,,d6-c1-n0.2-m26,6,1.0,0.2,26.0,,-29.98682930273377
colosseum,896,signed_orc_t16,-0.103346894784882,5.86,,d6-c1-n0.2-m26,6,1.0,0.2,26.0,,-29.98682930273377
colosseum,896,signed_orc_phys_t16,-0.0084376479416864,5.86,,d6-c1-n0.2-m26,6,1.0,0.2,26.0,,-29.98682930273377
colosseum,896,dc_wasserstein_ollivier,0.584537148475647,3.87,,d6-c1-n0.2-m26,6,1.0,0.2,26.0,,-29.98682930273377
colosseum,896,orc,-0.3055337410423374,6.2,,d6-c1-n0.2-m26,6,1.0,0.2,26.0,,-29.98682930273377
colosseum,896,laziness_knn_t5,-6.786384582519531,0.57,,d6-c1-n0.2-m26,6,1.0,0.2,26.0,,-29.98682930273377
colosseum,896,hickock,20.235363964274875,26.84,,d6-c1-n0.2-m26,6,1.0,0.2,26.0,,-29.98682930273377
sadspheres,0,signed_orc_auto,-0.0749854697691708,3.7,,2-Saddle,2,,0.0,,Saddle,-8.0
sadspheres,0,signed_orc_phys_auto,-0.9599710175317526,3.7,,2-Saddle,2,,0.0,,Saddle,-8.0
sadspheres,8,signed_orc_auto,-0.0068597979518369,1.82,,2-Plane,2,,0.0,,Plane,0.0
sadspheres,8,signed_orc_phys_auto,-0.1220025279162237,1.82,,2-Plane,2,,0.0,,Plane,0.0
sadspheres,16,signed_orc_auto,0.0562466629198899,1.6,,2-Sphere,2,,0.0,,Sphere,2.0
sadspheres,16,signed_orc_phys_auto,0.2581002257939694,1.6,,2-Sphere,2,,0.0,,Sphere,2.0
sadspheres,24,signed_orc_auto,-0.1354903204524734,1.84,,2-Saddle,2,,0.0,,Saddle,-8.0
sadspheres,24,signed_orc_phys_auto,-1.8159669461525236,1.84,,2-Saddle,2,,0.0,,Saddle,-8.0
sadspheres,32,signed_orc_auto,-0.0040709469562741,1.71,,2-Plane,2,,0.0,,Plane,0.0
sadspheres,32,signed_orc_phys_auto,-0.0697014793161792,1.71,,2-Plane,2,,0.0,,Plane,0.0
sadspheres,40,signed_orc_auto,0.0382496532946945,1.8,,2-Sphere,2,,0.0,,Sphere,2.0
sadspheres,40,signed_orc_phys_auto,0.1687978059463744,1.8,,2-Sphere,2,,0.0,,Sphere,2.0
sadspheres,48,signed_orc_auto,-0.0294223074991669,1.87,,2-Saddle,2,,0.0,,Saddle,-8.0
sadspheres,48,signed_orc_phys_auto,-0.3818786975401484,1.87,,2-Saddle,2,,0.0,,Saddle,-8.0
sadspheres,56,signed_orc_auto,-0.0263615482140288,1.99,,2-Plane,2,,0.0,,Plane,0.0
sadspheres,56,signed_orc_phys_auto,-0.4424997412245425,1.99,,2-Plane,2,,0.0,,Plane,0.0
sadspheres,64,signed_orc_auto,0.0949223569942886,1.27,,3-Sphere,3,,0.0,,Sphere,2.0
sadspheres,64,signed_orc_phys_auto,0.3431916804346735,1.27,,3-Sphere,3,,0.0,,Sphere,2.0
sadspheres,72,signed_orc_auto,-0.0829856331745806,1.56,,3-Saddle,3,,0.0,,Saddle,-8.0
sadspheres,72,signed_orc_phys_auto,-0.6496563245643125,1.56,,3-Saddle,3,,0.0,,Saddle,-8.0
sadspheres,80,signed_orc_auto,-0.037848769563201,1.68,,3-Plane,3,,0.0,,Plane,0.0
sadspheres,80,signed_orc_phys_auto,-0.2299023779135666,1.68,,3-Plane,3,,0.0,,Plane,0.0
sadspheres,88,signed_orc_auto,0.0414178080953932,1.37,,3-Sphere,3,,0.0,,Sphere,2.0
sadspheres,88,signed_orc_phys_auto,0.2093714308865725,1.37,,3-Sphere,3,,0.0,,Sphere,2.0
sadspheres,96,signed_orc_auto,-0.0929692501003661,1.33,,3-Saddle,3,,0.0,,Saddle,-8.0
sadspheres,96,signed_orc_phys_auto,-0.7686372131454128,1.33,,3-Saddle,3,,0.0,,Saddle,-8.0
sadspheres,104,signed_orc_auto,0.0252399461566773,1.34,,3-Plane,3,,0.0,,Plane,0.0
sadspheres,104,signed_orc_phys_auto,0.1858020399045091,1.34,,3-Plane,3,,0.0,,Plane,0.0
sadspheres,112,signed_orc_auto,0.0784689857378102,1.2,,3-Sphere,3,,0.0,,Sphere,2.0
sadspheres,112,signed_orc_phys_auto,0.3901931768075048,1.2,,3-Sphere,3,,0.0,,Sphere,2.0
sadspheres,120,signed_orc_auto,-0.18840284468669,1.94,,4-Saddle,4,,0.0,,Saddle,-16.0
sadspheres,120,signed_orc_phys_auto,-0.3164011663628494,1.94,,4-Saddle,4,,0.0,,Saddle,-16.0
sadspheres,128,signed_orc_auto,-0.2263620826615897,1.87,,4-Plane,4,,0.0,,Plane,0.0
sadspheres,128,signed_orc_phys_auto,-0.4593060987854338,1.87,,4-Plane,4,,0.0,,Plane,0.0
sadspheres,136,signed_orc_auto,0.1366507553040206,1.76,,4-Sphere,4,,0.0,,Sphere,2.0
sadspheres,136,signed_orc_phys_auto,0.1623825381251055,1.76,,4-Sphere,4,,0.0,,Sphere,2.0
sadspheres,144,signed_orc_auto,-0.1403671725228043,1.99,,4-Saddle,4,,0.0,,Saddle,-16.0
sadspheres,144,signed_orc_phys_auto,-0.2481317724261894,1.99,,4-Saddle,4,,0.0,,Saddle,-16.0
sadspheres,152,signed_orc_auto,-0.1679011384386229,1.92,,4-Plane,4,,0.0,,Plane,0.0
sadspheres,152,signed_orc_phys_auto,-0.2979707804115577,1.92,,4-Plane,4,,0.0,,Plane,0.0
sadspheres,160,signed_orc_auto,0.1044270277100959,1.58,,4-Sphere,4,,0.0,,Sphere,2.0
sadspheres,160,signed_orc_phys_auto,0.1567565038291301,1.58,,4-Sphere,4,,0.0,,Sphere,2.0
sadspheres,168,signed_orc_auto,-0.0516679110503749,2.01,,4-Saddle,4,,0.0,,Saddle,-16.0
sadspheres,168,signed_orc_phys_auto,-0.0660013027875309,2.01,,4-Saddle,4,,0.0,,Saddle,-16.0
sadspheres,176,signed_orc_auto,-0.1661990320821765,1.93,,4-Plane,4,,0.0,,Plane,0.0
sadspheres,176,signed_orc_phys_auto,-0.2658563347266681,1.93,,4-Plane,4,,0.0,,Plane,0.0
sadspheres,184,signed_orc_auto,0.1522196605721614,1.67,,5-Sphere,5,,0.0,,Sphere,2.0
sadspheres,184,signed_orc_phys_auto,0.1574197344385211,1.67,,5-Sphere,5,,0.0,,Sphere,2.0
sadspheres,192,signed_orc_auto,-0.0977580105903833,1.94,,5-Saddle,5,,0.0,,Saddle,-16.0
sadspheres,192,signed_orc_phys_auto,-0.0735424113364984,1.94,,5-Saddle,5,,0.0,,Saddle,-16.0
sadspheres,200,signed_orc_auto,-0.0100310218613686,2.0,,5-Plane,5,,0.0,,Plane,0.0
sadspheres,200,signed_orc_phys_auto,-0.0078287026702221,2.0,,5-Plane,5,,0.0,,Plane,0.0
sadspheres,208,signed_orc_auto,0.2178265523383061,1.59,,5-Sphere,5,,0.0,,Sphere,2.0
sadspheres,208,signed_orc_phys_auto,0.2164380267363791,1.59,,5-Sphere,5,,0.0,,Sphere,2.0
sadspheres,216,signed_orc_auto,0.0083709382776055,1.9,,5-Saddle,5,,0.0,,Saddle,-16.0
sadspheres,216,signed_orc_phys_auto,0.005962141454724,1.9,,5-Saddle,5,,0.0,,Saddle,-16.0
sadspheres,224,signed_orc_auto,0.0073092945009288,2.39,,5-Plane,5,,0.0,,Plane,0.0
sadspheres,224,signed_orc_phys_auto,0.0061353749196357,2.39,,5-Plane,5,,0.0,,Plane,0.0
sadspheres,232,signed_orc_auto,0.2273806854212623,1.66,,5-Sphere,5,,0.0,,Sphere,2.0
sadspheres,232,signed_orc_phys_auto,0.1703400127929477,1.66,,5-Sphere,5,,0.0,,Sphere,2.0
sadspheres,240,signed_orc_auto,-0.2001100397986229,2.15,,6-Saddle,6,,0.0,,Saddle,-24.0
sadspheres,240,signed_orc_phys_auto,-0.1345097098155507,2.15,,6-Saddle,6,,0.0,,Saddle,-24.0
sadspheres,248,signed_orc_auto,0.0769745294814547,2.08,,6-Plane,6,,0.0,,Plane,0.0
sadspheres,248,signed_orc_phys_auto,0.0378515240299869,2.08,,6-Plane,6,,0.0,,Plane,0.0
sadspheres,256,signed_orc_auto,0.217384882667309,1.33,,6-Sphere,6,,0.0,,Sphere,2.0
sadspheres,256,signed_orc_phys_auto,0.1372951538738502,1.33,,6-Sphere,6,,0.0,,Sphere,2.0
sadspheres,264,signed_orc_auto,-0.2094364237107509,2.11,,6-Saddle,6,,0.0,,Saddle,-24.0
sadspheres,264,signed_orc_phys_auto,-0.1415128924693104,2.11,,6-Saddle,6,,0.0,,Saddle,-24.0
sadspheres,272,signed_orc_auto,-0.0263064891285774,2.07,,6-Plane,6,,0.0,,Plane,0.0
sadspheres,272,signed_orc_phys_auto,-0.0151346871731778,2.07,,6-Plane,6,,0.0,,Plane,0.0
sadspheres,280,signed_orc_auto,0.2205147470691625,1.33,,6-Sphere,6,,0.0,,Sphere,2.0
sadspheres,280,signed_orc_phys_auto,0.1634384454212873,1.33,,6-Sphere,6,,0.0,,Sphere,2.0
sadspheres,288,signed_orc_auto,0.0427822017431701,2.11,,6-Saddle,6,,0.0,,Saddle,-24.0
sadspheres,288,signed_orc_phys_auto,0.0209535392808756,2.11,,6-Saddle,6,,0.0,,Saddle,-24.0
sadspheres,296,signed_orc_auto,0.0323321855491508,2.27,,6-Plane,6,,0.0,,Plane,0.0
sadspheres,296,signed_orc_phys_auto,0.0159146057013963,2.27,,6-Plane,6,,0.0,,Plane,0.0
colosseum,304,signed_orc_auto,-0.0155969285965782,4.28,,d2-c1-n0.01-m4,2,1.0,0.01,4.0,,-10.811957593661983
colosseum,304,signed_orc_phys_auto,-0.079871544910514,4.28,,d2-c1-n0.01-m4,2,1.0,0.01,4.0,,-10.811957593661983
colosseum,312,signed_orc_auto,0.0221675506325616,4.15,,d2-c1-n0.01-m12,2,1.0,0.01,12.0,,-0.8978601744396698
colosseum,312,signed_orc_phys_auto,0.179060715054094,4.15,,d2-c1-n0.01-m12,2,1.0,0.01,12.0,,-0.8978601744396698
colosseum,320,signed_orc_auto,0.3768742604874703,4.98,,d2-c1-n0.01-m20,2,1.0,0.01,20.0,,45.3405767424324
colosseum,320,signed_orc_phys_auto,0.6407722599301866,4.98,,d2-c1-n0.01-m20,2,1.0,0.01,20.0,,45.3405767424324
colosseum,328,signed_orc_auto,0.064615955911516,3.54,,d2-c1-n0.01-m28,2,1.0,0.01,28.0,,1.436558383850528
colosseum,328,signed_orc_phys_auto,0.5084950339273479,3.54,,d2-c1-n0.01-m28,2,1.0,0.01,28.0,,1.436558383850528
colosseum,336,signed_orc_auto,-0.0013176795991745,4.18,,d2-c1-n0.05-m6,2,1.0,0.05,6.0,,-2.880567788146728
colosseum,336,signed_orc_phys_auto,-0.005343986448817,4.18,,d2-c1-n0.05-m6,2,1.0,0.05,6.0,,-2.880567788146728
colosseum,344,signed_orc_auto,0.0363053986085676,3.58,,d2-c1-n0.05-m14,2,1.0,0.05,14.0,,3.330936894367293
colosseum,344,signed_orc_phys_auto,0.2730002566313732,3.58,,d2-c1-n0.05-m14,2,1.0,0.05,14.0,,3.330936894367293
colosseum,352,signed_orc_auto,0.0421242672478567,3.55,,d2-c1-n0.05-m22,2,1.0,0.05,22.0,,5.121812303982799
colosseum,352,signed_orc_phys_auto,0.2952621652361051,3.55,,d2-c1-n0.05-m22,2,1.0,0.05,22.0,,5.121812303982799
colosseum,360,signed_orc_auto,0.0058740470610758,3.97,,d2-c1-n0.1-m0,2,1.0,0.1,0.0,,-0.2773082867850632
colosseum,360,signed_orc_phys_auto,0.0765783483955411,3.97,,d2-c1-n0.1-m0,2,1.0,0.1,0.0,,-0.2773082867850632
colosseum,368,signed_orc_auto,0.0721139304810295,4.09,,d2-c1-n0.1-m8,2,1.0,0.1,8.0,,-4.380389712820355
colosseum,368,signed_orc_phys_auto,0.3252617125377121,4.09,,d2-c1-n0.1-m8,2,1.0,0.1,8.0,,-4.380389712820355
colosseum,376,signed_orc_auto,0.0806309940219618,4.3,,d2-c1-n0.1-m16,2,1.0,0.1,16.0,,-0.2390045068221105
colosseum,376,signed_orc_phys_auto,0.6300159904212767,4.3,,d2-c1-n0.1-m16,2,1.0,0.1,16.0,,-0.2390045068221105
colosseum,384,signed_orc_auto,0.1801031742556542,3.76,,d2-c1-n0.1-m24,2,1.0,0.1,24.0,,-0.4590549992417611
colosseum,384,signed_orc_phys_auto,2.358299425240405,3.76,,d2-c1-n0.1-m24,2,1.0,0.1,24.0,,-0.4590549992417611
colosseum,392,signed_orc_auto,0.0042927305881315,3.23,,d2-c1-n0.2-m2,2,1.0,0.2,2.0,,0.5863070446801962
colosseum,392,signed_orc_phys_auto,0.0656255888442873,3.23,,d2-c1-n0.2-m2,2,1.0,0.2,2.0,,0.5863070446801962
colosseum,400,signed_orc_auto,0.080400399046423,3.86,,d2-c1-n0.2-m10,2,1.0,0.2,10.0,,4.735398380876656
colosseum,400,signed_orc_phys_auto,0.4985651935344048,3.86,,d2-c1-n0.2-m10,2,1.0,0.2,10.0,,4.735398380876656
colosseum,408,signed_orc_auto,0.1530818731070493,3.84,,d2-c1-n0.2-m18,2,1.0,0.2,18.0,,5.336608424492414
colosseum,408,signed_orc_phys_auto,0.8134598431846655,3.84,,d2-c1-n0.2-m18,2,1.0,0.2,18.0,,5.336608424492414
colosseum,416,signed_orc_auto,0.0301288191417657,2.7,,d2-c1-n0.2-m26,2,1.0,0.2,26.0,,-14.812774809802796
colosseum,416,signed_orc_phys_auto,0.2273555252620901,2.7,,d2-c1-n0.2-m26,2,1.0,0.2,26.0,,-14.812774809802796
colosseum,424,signed_orc_auto,-0.117747261629872,2.93,,d3-c1-n0.01-m4,3,1.0,0.01,4.0,,-4.175905001060452
colosseum,424,signed_orc_phys_auto,-0.652041631232019,2.93,,d3-c1-n0.01-m4,3,1.0,0.01,4.0,,-4.175905001060452
colosseum,432,signed_orc_auto,-0.1656773333557482,2.76,,d3-c1-n0.01-m12,3,1.0,0.01,12.0,,-15.026763600360248
colosseum,432,signed_orc_phys_auto,-0.7403849512536258,2.76,,d3-c1-n0.01-m12,3,1.0,0.01,12.0,,-15.026763600360248
colosseum,440,signed_orc_auto,-0.0351098300568336,3.15,,d3-c1-n0.01-m20,3,1.0,0.01,20.0,,-14.190452598895332
colosseum,440,signed_orc_phys_auto,-0.1777280532456175,3.15,,d3-c1-n0.01-m20,3,1.0,0.01,20.0,,-14.190452598895332
colosseum,448,signed_orc_auto,-0.0502712016111496,3.28,,d3-c1-n0.01-m28,3,1.0,0.01,28.0,,-4.441960037757234
colosseum,448,signed_orc_phys_auto,-0.246677731965478,3.28,,d3-c1-n0.01-m28,3,1.0,0.01,28.0,,-4.441960037757234
colosseum,456,signed_orc_auto,-0.1009106692009987,3.12,,d3-c1-n0.05-m6,3,1.0,0.05,6.0,,-10.086395056679647
colosseum,456,signed_orc_phys_auto,-0.7122263445674992,3.12,,d3-c1-n0.05-m6,3,1.0,0.05,6.0,,-10.086395056679647
colosseum,464,signed_orc_auto,-0.0782704814228026,3.55,,d3-c1-n0.05-m14,3,1.0,0.05,14.0,,-21.079559573576592
colosseum,464,signed_orc_phys_auto,-0.1691887105262045,3.55,,d3-c1-n0.05-m14,3,1.0,0.05,14.0,,-21.079559573576592
colosseum,472,signed_orc_auto,-0.1045553166216085,3.07,,d3-c1-n0.05-m22,3,1.0,0.05,22.0,,-3.0109216343285863
colosseum,472,signed_orc_phys_auto,-0.4756748210901268,3.07,,d3-c1-n0.05-m22,3,1.0,0.05,22.0,,-3.0109216343285863
colosseum,480,signed_orc_auto,-0.0580564557613741,3.27,,d3-c1-n0.1-m0,3,1.0,0.1,0.0,,10.984687542340705
colosseum,480,signed_orc_phys_auto,-0.225895410581066,3.27,,d3-c1-n0.1-m0,3,1.0,0.1,0.0,,10.984687542340705
colosseum,488,signed_orc_auto,0.0842091726555243,3.13,,d3-c1-n0.1-m8,3,1.0,0.1,8.0,,25.65230615275553
colosseum,488,signed_orc_phys_auto,0.1965622703942354,3.13,,d3-c1-n0.1-m8,3,1.0,0.1,8.0,,25.65230615275553
colosseum,496,signed_orc_auto,0.0042000971122183,3.27,,d3-c1-n0.1-m16,3,1.0,0.1,16.0,,5.707715703931223
colosseum,496,signed_orc_phys_auto,0.0154201918296004,3.27,,d3-c1-n0.1-m16,3,1.0,0.1,16.0,,5.707715703931223
colosseum,504,signed_orc_auto,-0.0634165883717961,3.76,,d3-c1-n0.1-m24,3,1.0,0.1,24.0,,-8.248643156708667
colosseum,504,signed_orc_phys_auto,-0.1996299771702042,3.76,,d3-c1-n0.1-m24,3,1.0,0.1,24.0,,-8.248643156708667
colosseum,512,signed_orc_auto,-0.1081152223871492,3.66,,d3-c1-n0.2-m2,3,1.0,0.2,2.0,,-7.144697080372662
colosseum,512,signed_orc_phys_auto,-0.2698843437019769,3.66,,d3-c1-n0.2-m2,3,1.0,0.2,2.0,,-7.144697080372662
colosseum,520,signed_orc_auto,0.0185822991347577,3.85,,d3-c1-n0.2-m10,3,1.0,0.2,10.0,,2.0196605728685517
colosseum,520,signed_orc_phys_auto,0.0327099361488347,3.85,,d3-c1-n0.2-m10,3,1.0,0.2,10.0,,2.0196605728685517
colosseum,528,signed_orc_auto,0.1458183230155112,3.76,,d3-c1-n0.2-m18,3,1.0,0.2,18.0,,11.981079499676582
colosseum,528,signed_orc_phys_auto,0.1828607181753478,3.76,,d3-c1-n0.2-m18,3,1.0,0.2,18.0,,11.981079499676582
colosseum,536,signed_orc_auto,0.096338470186672,3.58,,d3-c1-n0.2-m26,3,1.0,0.2,26.0,,-3.941403539930145
colosseum,536,signed_orc_phys_auto,0.2012115918679782,3.58,,d3-c1-n0.2-m26,3,1.0,0.2,26.0,,-3.941403539930145
colosseum,544,signed_orc_auto,-0.1177207863856338,3.47,,d4-c1-n0.01-m4,4,1.0,0.01,4.0,,-16.875471101588957
colosseum,544,signed_orc_phys_auto,-0.1459340603768198,3.47,,d4-c1-n0.01-m4,4,1.0,0.01,4.0,,-16.875471101588957
colosseum,552,signed_orc_auto,-0.0802934352305772,3.41,,d4-c1-n0.01-m12,4,1.0,0.01,12.0,,-11.163127979587726
colosseum,552,signed_orc_phys_auto,-0.1156761847651734,3.41,,d4-c1-n0.01-m12,4,1.0,0.01,12.0,,-11.163127979587726
colosseum,560,signed_orc_auto,-0.0237028687138927,3.61,,d4-c1-n0.01-m20,4,1.0,0.01,20.0,,-23.04084652661989
