dataset,instance,method,ks_hat,elapsed_s,err,name,dim,codim,noise,m,shape,ks_true
colosseum,668,signed_orc_t16,-0.2294991584730123,11.36,,d5-c1-n0.01-m8,5,1.0,0.01,8.0,,-28.42240351450837
colosseum,668,signed_orc_phys_t16,-0.0291876023108267,11.36,,d5-c1-n0.01-m8,5,1.0,0.01,8.0,,-28.42240351450837
colosseum,668,dc_wasserstein_ollivier,-0.4885289669036865,17.15,,d5-c1-n0.01-m8,5,1.0,0.01,8.0,,-28.42240351450837
colosseum,668,orc,-0.3413985391535383,7.2,,d5-c1-n0.01-m8,5,1.0,0.01,8.0,,-28.42240351450837
colosseum,668,laziness_knn_t5,-6.647789478302002,0.62,,d5-c1-n0.01-m8,5,1.0,0.01,8.0,,-28.42240351450837
colosseum,668,hickock,16.921819240960914,33.99,,d5-c1-n0.01-m8,5,1.0,0.01,8.0,,-28.42240351450837
colosseum,676,signed_orc_t8,-0.2529907487348328,10.78,,d5-c1-n0.01-m16,5,1.0,0.01,16.0,,-37.9238237530686
colosseum,676,signed_orc_phys_t8,-0.0366804813506075,10.78,,d5-c1-n0.01-m16,5,1.0,0.01,16.0,,-37.9238237530686
colosseum,676,signed_orc_t16,-0.4733961665309357,10.78,,d5-c1-n0.01-m16,5,1.0,0.01,16.0,,-37.9238237530686
colosseum,676,signed_orc_phys_t16,-0.0503367197303954,10.78,,d5-c1-n0.01-m16,5,1.0,0.01,16.0,,-37.9238237530686
colosseum,676,dc_wasserstein_ollivier,-0.3208469152450561,20.49,,d5-c1-n0.01-m16,5,1.0,0.01,16.0,,-37.9238237530686
colosseum,676,orc,-0.1546713006937699,8.4,,d5-c1-n0.01-m16,5,1.0,0.01,16.0,,-37.9238237530686
colosseum,676,laziness_knn_t5,-6.091299057006836,1.45,,d5-c1-n0.01-m16,5,1.0,0.01,16.0,,-37.9238237530686
colosseum,676,hickock,16.628562250354225,31.95,,d5-c1-n0.01-m16,5,1.0,0.01,16.0,,-37.9238237530686
colosseum,684,signed_orc_t8,0.1870611483265709,12.58,,d5-c1-n0.01-m24,5,1.0,0.01,24.0,,-41.5576222512457
colosseum,684,signed_orc_phys_t8,0.0252028577615353,12.58,,d5-c1-n0.01-m24,5,1.0,0.01,24.0,,-41.5576222512457
colosseum,684,signed_orc_t16,-0.9905828076861176,12.58,,d5-c1-n0.01-m24,5,1.0,0.01,24.0,,-41.5576222512457
colosseum,684,signed_orc_phys_t16,-0.1025651827119643,12.58,,d5-c1-n0.01-m24,5,1.0,0.01,24.0,,-41.5576222512457
colosseum,684,dc_wasserstein_ollivier,-0.1844704151153564,17.51,,d5-c1-n0.01-m24,5,1.0,0.01,24.0,,-41.5576222512457
colosseum,684,orc,-0.2746470161814526,9.18,,d5-c1-n0.01-m24,5,1.0,0.01,24.0,,-41.5576222512457
colosseum,684,laziness_knn_t5,-6.393131732940674,1.56,,d5-c1-n0.01-m24,5,1.0,0.01,24.0,,-41.5576222512457
colosseum,684,hickock,17.18628193519259,29.98,,d5-c1-n0.01-m24,5,1.0,0.01,24.0,,-41.5576222512457
colosseum,692,signed_orc_t8,0.2518528444215349,10.22,,d5-c1-n0.05-m2,5,1.0,0.05,2.0,,-29.278471998111137
colosseum,692,signed_orc_phys_t8,0.0340949461146419,10.22,,d5-c1-n0.05-m2,5,1.0,0.05,2.0,,-29.278471998111137
colosseum,692,signed_orc_t16,-1.005524124171021,10.22,,d5-c1-n0.05-m2,5,1.0,0.05,2.0,,-29.278471998111137
colosseum,692,signed_orc_phys_t16,-0.1001078049346711,10.22,,d5-c1-n0.05-m2,5,1.0,0.05,2.0,,-29.278471998111137
colosseum,692,dc_wasserstein_ollivier,-0.1385281085968017,18.83,,d5-c1-n0.05-m2,5,1.0,0.05,2.0,,-29.278471998111137
colosseum,692,orc,-0.1717641291815291,9.6,,d5-c1-n0.05-m2,5,1.0,0.05,2.0,,-29.278471998111137
colosseum,692,laziness_knn_t5,-6.052526950836182,1.81,,d5-c1-n0.05-m2,5,1.0,0.05,2.0,,-29.278471998111137
colosseum,692,hickock,16.9593739583908,32.72,,d5-c1-n0.05-m2,5,1.0,0.05,2.0,,-29.278471998111137
colosseum,700,signed_orc_t8,0.0047547730239875,10.62,,d5-c1-n0.05-m10,5,1.0,0.05,10.0,,-62.894655678803616
colosseum,700,signed_orc_phys_t8,0.0005921853312349,10.62,,d5-c1-n0.05-m10,5,1.0,0.05,10.0,,-62.894655678803616
colosseum,700,signed_orc_t16,-0.5304539065967028,10.62,,d5-c1-n0.05-m10,5,1.0,0.05,10.0,,-62.894655678803616
colosseum,700,signed_orc_phys_t16,-0.0440964532842812,10.62,,d5-c1-n0.05-m10,5,1.0,0.05,10.0,,-62.894655678803616
colosseum,700,dc_wasserstein_ollivier,-0.0389145612716674,17.9,,d5-c1-n0.05-m10,5,1.0,0.05,10.0,,-62.894655678803616
colosseum,700,orc,-0.2746782556252242,11.08,,d5-c1-n0.05-m10,5,1.0,0.05,10.0,,-62.894655678803616
colosseum,700,laziness_knn_t5,-6.150865077972412,1.55,,d5-c1-n0.05-m10,5,1.0,0.05,10.0,,-62.894655678803616
colosseum,700,hickock,16.989616395762365,38.24,,d5-c1-n0.05-m10,5,1.0,0.05,10.0,,-62.894655678803616
colosseum,708,signed_orc_t8,-0.1400253584603943,10.08,,d5-c1-n0.05-m18,5,1.0,0.05,18.0,,-57.80047209868041
colosseum,708,signed_orc_phys_t8,-0.0193646508263556,10.08,,d5-c1-n0.05-m18,5,1.0,0.05,18.0,,-57.80047209868041
colosseum,708,signed_orc_t16,-0.399309996748473,10.08,,d5-c1-n0.05-m18,5,1.0,0.05,18.0,,-57.80047209868041
colosseum,708,signed_orc_phys_t16,-0.0406823631698626,10.08,,d5-c1-n0.05-m18,5,1.0,0.05,18.0,,-57.80047209868041
colosseum,708,dc_wasserstein_ollivier,-0.2863030433654785,19.22,,d5-c1-n0.05-m18,5,1.0,0.05,18.0,,-57.80047209868041
colosseum,708,orc,-0.2321870042527884,10.01,,d5-c1-n0.05-m18,5,1.0,0.05,18.0,,-57.80047209868041
colosseum,708,laziness_knn_t5,-6.379929542541504,1.95,,d5-c1-n0.05-m18,5,1.0,0.05,18.0,,-57.80047209868041
colosseum,708,hickock,16.854348261011687,35.18,,d5-c1-n0.05-m18,5,1.0,0.05,18.0,,-57.80047209868041
colosseum,716,signed_orc_t8,-0.6287264771178482,9.71,,d5-c1-n0.05-m26,5,1.0,0.05,26.0,,-11.196505536164748
colosseum,716,signed_orc_phys_t8,-0.1048494680750683,9.71,,d5-c1-n0.05-m26,5,1.0,0.05,26.0,,-11.196505536164748
colosseum,716,signed_orc_t16,-0.0386524587421971,9.71,,d5-c1-n0.05-m26,5,1.0,0.05,26.0,,-11.196505536164748
colosseum,716,signed_orc_phys_t16,-0.0052295194460684,9.71,,d5-c1-n0.05-m26,5,1.0,0.05,26.0,,-11.196505536164748
colosseum,716,dc_wasserstein_ollivier,-0.3789891004562378,18.04,,d5-c1-n0.05-m26,5,1.0,0.05,26.0,,-11.196505536164748
colosseum,716,orc,-0.1988151099919795,8.96,,d5-c1-n0.05-m26,5,1.0,0.05,26.0,,-11.196505536164748
colosseum,716,laziness_knn_t5,-6.120271682739258,1.7,,d5-c1-n0.05-m26,5,1.0,0.05,26.0,,-11.196505536164748
colosseum,716,hickock,16.069710562387257,38.93,,d5-c1-n0.05-m26,5,1.0,0.05,26.0,,-11.196505536164748
colosseum,724,signed_orc_t8,0.0437024193194357,10.31,,d5-c1-n0.1-m4,5,1.0,0.1,4.0,,-53.95304602005903
colosseum,724,signed_orc_phys_t8,0.0052044249056472,10.31,,d5-c1-n0.1-m4,5,1.0,0.1,4.0,,-53.95304602005903
colosseum,724,signed_orc_t16,0.2215861964647834,10.31,,d5-c1-n0.1-m4,5,1.0,0.1,4.0,,-53.95304602005903
colosseum,724,signed_orc_phys_t16,0.0197810809682407,10.31,,d5-c1-n0.1-m4,5,1.0,0.1,4.0,,-53.95304602005903
colosseum,724,dc_wasserstein_ollivier,-0.0896185636520385,16.23,,d5-c1-n0.1-m4,5,1.0,0.1,4.0,,-53.95304602005903
colosseum,724,orc,-0.2743276686505371,10.4,,d5-c1-n0.1-m4,5,1.0,0.1,4.0,,-53.95304602005903
colosseum,724,laziness_knn_t5,-6.38527250289917,1.74,,d5-c1-n0.1-m4,5,1.0,0.1,4.0,,-53.95304602005903
colosseum,724,hickock,17.87575748874838,35.64,,d5-c1-n0.1-m4,5,1.0,0.1,4.0,,-53.95304602005903
colosseum,732,signed_orc_t8,-0.2278407930161042,10.24,,d5-c1-n0.1-m12,5,1.0,0.1,12.0,,-36.76476047112881
colosseum,732,signed_orc_phys_t8,-0.0310239645667328,10.24,,d5-c1-n0.1-m12,5,1.0,0.1,12.0,,-36.76476047112881
colosseum,732,signed_orc_t16,-0.4040204556337671,10.24,,d5-c1-n0.1-m12,5,1.0,0.1,12.0,,-36.76476047112881
colosseum,732,signed_orc_phys_t16,-0.0395261791552759,10.24,,d5-c1-n0.1-m12,5,1.0,0.1,12.0,,-36.76476047112881
colosseum,732,dc_wasserstein_ollivier,-0.3826825618743896,15.78,,d5-c1-n0.1-m12,5,1.0,0.1,12.0,,-36.76476047112881
colosseum,732,orc,-0.2664123650109311,8.61,,d5-c1-n0.1-m12,5,1.0,0.1,12.0,,-36.76476047112881
colosseum,732,laziness_knn_t5,-6.378007411956787,1.59,,d5-c1-n0.1-m12,5,1.0,0.1,12.0,,-36.76476047112881
colosseum,732,hickock,16.59077475662341,40.44,,d5-c1-n0.1-m12,5,1.0,0.1,12.0,,-36.76476047112881
colosseum,740,signed_orc_t8,0.2381087273066617,8.59,,d5-c1-n0.1-m20,5,1.0,0.1,20.0,,21.3010262165556
colosseum,740,signed_orc_phys_t8,0.0259017714454805,8.59,,d5-c1-n0.1-m20,5,1.0,0.1,20.0,,21.3010262165556
colosseum,740,signed_orc_t16,0.0895380854695864,8.59,,d5-c1-n0.1-m20,5,1.0,0.1,20.0,,21.3010262165556
colosseum,740,signed_orc_phys_t16,0.0066925217547718,8.59,,d5-c1-n0.1-m20,5,1.0,0.1,20.0,,21.3010262165556
colosseum,740,dc_wasserstein_ollivier,0.2045496702194214,17.49,,d5-c1-n0.1-m20,5,1.0,0.1,20.0,,21.3010262165556
colosseum,740,orc,-0.1802375090699449,8.59,,d5-c1-n0.1-m20,5,1.0,0.1,20.0,,21.3010262165556
colosseum,740,laziness_knn_t5,-5.902314186096191,1.43,,d5-c1-n0.1-m20,5,1.0,0.1,20.0,,21.3010262165556
colosseum,740,hickock,17.264802100521585,43.59,,d5-c1-n0.1-m20,5,1.0,0.1,20.0,,21.3010262165556
colosseum,748,signed_orc_t8,0.02979444213785,11.72,,d5-c1-n0.1-m28,5,1.0,0.1,28.0,,-34.11737744806449
colosseum,748,signed_orc_phys_t8,0.004400655349947,11.72,,d5-c1-n0.1-m28,5,1.0,0.1,28.0,,-34.11737744806449
colosseum,748,signed_orc_t16,-0.650233002810831,11.72,,d5-c1-n0.1-m28,5,1.0,0.1,28.0,,-34.11737744806449
colosseum,748,signed_orc_phys_t16,-0.0731349960758062,11.72,,d5-c1-n0.1-m28,5,1.0,0.1,28.0,,-34.11737744806449
colosseum,748,dc_wasserstein_ollivier,-0.3674631118774414,11.14,,d5-c1-n0.1-m28,5,1.0,0.1,28.0,,-34.11737744806449
colosseum,748,orc,-0.2783693008148034,8.14,,d5-c1-n0.1-m28,5,1.0,0.1,28.0,,-34.11737744806449
colosseum,748,laziness_knn_t5,-6.534430503845215,1.03,,d5-c1-n0.1-m28,5,1.0,0.1,28.0,,-34.11737744806449
colosseum,748,hickock,17.029011579188996,44.03,,d5-c1-n0.1-m28,5,1.0,0.1,28.0,,-34.11737744806449
colosseum,756,signed_orc_t8,0.006083954584958,9.84,,d5-c1-n0.2-m6,5,1.0,0.2,6.0,,-36.6631065153695
colosseum,756,signed_orc_phys_t8,0.0005869000282926,9.84,,d5-c1-n0.2-m6,5,1.0,0.2,6.0,,-36.6631065153695
colosseum,756,signed_orc_t16,-0.5855266178140938,9.84,,d5-c1-n0.2-m6,5,1.0,0.2,6.0,,-36.6631065153695
colosseum,756,signed_orc_phys_t16,-0.039104242183136,9.84,,d5-c1-n0.2-m6,5,1.0,0.2,6.0,,-36.6631065153695
colosseum,756,dc_wasserstein_ollivier,0.3531792759895324,13.85,,d5-c1-n0.2-m6,5,1.0,0.2,6.0,,-36.6631065153695
colosseum,756,orc,-0.1964345243226374,7.42,,d5-c1-n0.2-m6,5,1.0,0.2,6.0,,-36.6631065153695
colosseum,756,laziness_knn_t5,-6.134742736816406,1.37,,d5-c1-n0.2-m6,5,1.0,0.2,6.0,,-36.6631065153695
colosseum,756,hickock,17.395143017679644,37.04,,d5-c1-n0.2-m6,5,1.0,0.2,6.0,,-36.6631065153695
colosseum,764,signed_orc_t8,0.5346294196480992,9.33,,d5-c1-n0.2-m14,5,1.0,0.2,14.0,,19.863413883002544
colosseum,764,signed_orc_phys_t8,0.0673567140496348,9.33,,d5-c1-n0.2-m14,5,1.0,0.2,14.0,,19.863413883002544
colosseum,764,signed_orc_t16,0.8765787794006288,9.33,,d5-c1-n0.2-m14,5,1.0,0.2,14.0,,19.863413883002544
colosseum,764,signed_orc_phys_t16,0.0837706238761764,9.33,,d5-c1-n0.2-m14,5,1.0,0.2,14.0,,19.863413883002544
colosseum,764,dc_wasserstein_ollivier,0.1446806192398071,17.81,,d5-c1-n0.2-m14,5,1.0,0.2,14.0,,19.863413883002544
colosseum,764,orc,-0.1429327701556336,7.95,,d5-c1-n0.2-m14,5,1.0,0.2,14.0,,19.863413883002544
colosseum,764,laziness_knn_t5,-6.102614402770996,0.83,,d5-c1-n0.2-m14,5,1.0,0.2,14.0,,19.863413883002544
colosseum,764,hickock,17.482048783892665,43.67,,d5-c1-n0.2-m14,5,1.0,0.2,14.0,,19.863413883002544
colosseum,772,signed_orc_t8,0.0244431328936376,12.86,,d5-c1-n0.2-m22,5,1.0,0.2,22.0,,-34.35395394627777
colosseum,772,signed_orc_phys_t8,0.0024160224951081,12.86,,d5-c1-n0.2-m22,5,1.0,0.2,22.0,,-34.35395394627777
colosseum,772,signed_orc_t16,-0.1999269727832727,12.86,,d5-c1-n0.2-m22,5,1.0,0.2,22.0,,-34.35395394627777
colosseum,772,signed_orc_phys_t16,-0.0142130045045892,12.86,,d5-c1-n0.2-m22,5,1.0,0.2,22.0,,-34.35395394627777
colosseum,772,dc_wasserstein_ollivier,0.2926970720291137,17.62,,d5-c1-n0.2-m22,5,1.0,0.2,22.0,,-34.35395394627777
colosseum,772,orc,-0.1989115459292104,8.19,,d5-c1-n0.2-m22,5,1.0,0.2,22.0,,-34.35395394627777
colosseum,772,laziness_knn_t5,-5.933151245117188,1.68,,d5-c1-n0.2-m22,5,1.0,0.2,22.0,,-34.35395394627777
colosseum,772,hickock,17.291294614540952,42.59,,d5-c1-n0.2-m22,5,1.0,0.2,22.0,,-34.35395394627777
colosseum,780,signed_orc_t8,-0.4603284422733774,11.35,,d6-c1-n0.01-m0,6,1.0,0.01,0.0,,-45.54654777327077
colosseum,780,signed_orc_phys_t8,-0.0422301158074764,11.35,,d6-c1-n0.01-m0,6,1.0,0.01,0.0,,-45.54654777327077
colosseum,780,signed_orc_t16,-0.9987495616105412,11.35,,d6-c1-n0.01-m0,6,1.0,0.01,0.0,,-45.54654777327077
colosseum,780,signed_orc_phys_t16,-0.0642129019126847,11.35,,d6-c1-n0.01-m0,6,1.0,0.01,0.0,,-45.54654777327077
colosseum,780,dc_wasserstein_ollivier,0.6498321890830994,17.88,,d6-c1-n0.01-m0,6,1.0,0.01,0.0,,-45.54654777327077
colosseum,780,orc,-0.3694875093016861,9.91,,d6-c1-n0.01-m0,6,1.0,0.01,0.0,,-45.54654777327077
colosseum,780,laziness_knn_t5,-6.699530124664307,1.54,,d6-c1-n0.01-m0,6,1.0,0.01,0.0,,-45.54654777327077
colosseum,780,hickock,21.336494856991383,43.29,,d6-c1-n0.01-m0,6,1.0,0.01,0.0,,-45.54654777327077
colosseum,788,signed_orc_t8,-0.0176340136411864,13.05,,d6-c1-n0.01-m8,6,1.0,0.01,8.0,,27.82760591019963
colosseum,788,signed_orc_phys_t8,-0.0019699464408073,13.05,,d6-c1-n0.01-m8,6,1.0,0.01,8.0,,27.82760591019963
colosseum,788,signed_orc_t16,0.3911405166985949,13.05,,d6-c1-n0.01-m8,6,1.0,0.01,8.0,,27.82760591019963
colosseum,788,signed_orc_phys_t16,0.0328718664341363,13.05,,d6-c1-n0.01-m8,6,1.0,0.01,8.0,,27.82760591019963
colosseum,788,dc_wasserstein_ollivier,0.6792616844177246,19.02,,d6-c1-n0.01-m8,6,1.0,0.01,8.0,,27.82760591019963
colosseum,788,orc,-0.3283222143698071,8.93,,d6-c1-n0.01-m8,6,1.0,0.01,8.0,,27.82760591019963
colosseum,788,laziness_knn_t5,-6.56635856628418,0.72,,d6-c1-n0.01-m8,6,1.0,0.01,8.0,,27.82760591019963
colosseum,788,hickock,20.201060129280894,45.82,,d6-c1-n0.01-m8,6,1.0,0.01,8.0,,27.82760591019963
colosseum,796,signed_orc_t8,0.5369916051263555,10.57,,d6-c1-n0.01-m16,6,1.0,0.01,16.0,,0.8388704984331543
colosseum,796,signed_orc_phys_t8,0.0630417628727938,10.57,,d6-c1-n0.01-m16,6,1.0,0.01,16.0,,0.8388704984331543
colosseum,796,signed_orc_t16,0.0231841237670911,10.57,,d6-c1-n0.01-m16,6,1.0,0.01,16.0,,0.8388704984331543
colosseum,796,signed_orc_phys_t16,0.0020616824945466,10.57,,d6-c1-n0.01-m16,6,1.0,0.01,16.0,,0.8388704984331543
colosseum,796,dc_wasserstein_ollivier,0.6068123579025269,17.91,,d6-c1-n0.01-m16,6,1.0,0.01,16.0,,0.8388704984331543
colosseum,796,orc,-0.340370093182487,8.02,,d6-c1-n0.01-m16,6,1.0,0.01,16.0,,0.8388704984331543
colosseum,796,laziness_knn_t5,-6.526572227478027,1.15,,d6-c1-n0.01-m16,6,1.0,0.01,16.0,,0.8388704984331543
colosseum,796,hickock,20.98330379638428,33.87,,d6-c1-n0.01-m16,6,1.0,0.01,16.0,,0.8388704984331543
colosseum,804,signed_orc_t8,0.5662819885721694,10.13,,d6-c1-n0.01-m24,6,1.0,0.01,24.0,,1.8742631813852848
colosseum,804,signed_orc_phys_t8,0.0592975330703493,10.13,,d6-c1-n0.01-m24,6,1.0,0.01,24.0,,1.8742631813852848
colosseum,804,signed_orc_t16,-0.1883430763608362,10.13,,d6-c1-n0.01-m24,6,1.0,0.01,24.0,,1.8742631813852848
colosseum,804,signed_orc_phys_t16,-0.0151305564149309,10.13,,d6-c1-n0.01-m24,6,1.0,0.01,24.0,,1.8742631813852848
colosseum,804,dc_wasserstein_ollivier,0.7468514442443848,16.22,,d6-c1-n0.01-m24,6,1.0,0.01,24.0,,1.8742631813852848
colosseum,804,orc,-0.4007463236393916,8.42,,d6-c1-n0.01-m24,6,1.0,0.01,24.0,,1.8742631813852848
colosseum,804,laziness_knn_t5,-6.679414749145508,2.0,,d6-c1-n0.01-m24,6,1.0,0.01,24.0,,1.8742631813852848
colosseum,804,hickock,21.427247409352606,43.51,,d6-c1-n0.01-m24,6,1.0,0.01,24.0,,1.8742631813852848
colosseum,812,signed_orc_t8,-0.339448551687359,9.5,,d6-c1-n0.05-m2,6,1.0,0.05,2.0,,-45.10090508696406
colosseum,812,signed_orc_phys_t8,-0.0302806065510593,9.5,,d6-c1-n0.05-m2,6,1.0,0.05,2.0,,-45.10090508696406
colosseum,812,signed_orc_t16,-0.4479141670774763,9.5,,d6-c1-n0.05-m2,6,1.0,0.05,2.0,,-45.10090508696406
colosseum,812,signed_orc_phys_t16,-0.0284162667219443,9.5,,d6-c1-n0.05-m2,6,1.0,0.05,2.0,,-45.10090508696406
colosseum,812,dc_wasserstein_ollivier,0.7464168071746826,16.05,,d6-c1-n0.05-m2,6,1.0,0.05,2.0,,-45.10090508696406
colosseum,812,orc,-0.3584035331078168,8.94,,d6-c1-n0.05-m2,6,1.0,0.05,2.0,,-45.10090508696406
colosseum,812,laziness_knn_t5,-6.674737930297852,1.35,,d6-c1-n0.05-m2,6,1.0,0.05,2.0,,-45.10090508696406
colosseum,812,hickock,21.02583194722677,39.34,,d6-c1-n0.05-m2,6,1.0,0.05,2.0,,-45.10090508696406
colosseum,820,signed_orc_t8,-0.5770743726278931,10.61,,d6-c1-n0.05-m10,6,1.0,0.05,10.0,,-44.84909729317228
colosseum,820,signed_orc_phys_t8,-0.0525178773138225,10.61,,d6-c1-n0.05-m10,6,1.0,0.05,10.0,,-44.84909729317228
colosseum,820,signed_orc_t16,-0.4655807475913273,10.61,,d6-c1-n0.05-m10,6,1.0,0.05,10.0,,-44.84909729317228
colosseum,820,signed_orc_phys_t16,-0.0305992010637776,10.61,,d6-c1-n0.05-m10,6,1.0,0.05,10.0,,-44.84909729317228
colosseum,820,dc_wasserstein_ollivier,0.5946043729782104,14.79,,d6-c1-n0.05-m10,6,1.0,0.05,10.0,,-44.84909729317228
colosseum,820,orc,-0.2940835381445842,9.44,,d6-c1-n0.05-m10,6,1.0,0.05,10.0,,-44.84909729317228
colosseum,820,laziness_knn_t5,-6.638626575469971,1.19,,d6-c1-n0.05-m10,6,1.0,0.05,10.0,,-44.84909729317228
colosseum,820,hickock,20.60424083851209,43.34,,d6-c1-n0.05-m10,6,1.0,0.05,10.0,,-44.84909729317228
colosseum,828,signed_orc_t8,-0.7617478371918943,8.61,,d6-c1-n0.05-m18,6,1.0,0.05,18.0,,-43.162609562581736
colosseum,828,signed_orc_phys_t8,-0.0684028485553726,8.61,,d6-c1-n0.05-m18,6,1.0,0.05,18.0,,-43.162609562581736
colosseum,828,signed_orc_t16,-0.5781603507015014,8.61,,d6-c1-n0.05-m18,6,1.0,0.05,18.0,,-43.162609562581736
colosseum,828,signed_orc_phys_t16,-0.0380689114359494,8.61,,d6-c1-n0.05-m18,6,1.0,0.05,18.0,,-43.162609562581736
colosseum,828,dc_wasserstein_ollivier,0.6236428022384644,16.21,,d6-c1-n0.05-m18,6,1.0,0.05,18.0,,-43.162609562581736
colosseum,828,orc,-0.3692441622150374,8.17,,d6-c1-n0.05-m18,6,1.0,0.05,18.0,,-43.162609562581736
colosseum,828,laziness_knn_t5,-6.734541416168213,1.53,,d6-c1-n0.05-m18,6,1.0,0.05,18.0,,-43.162609562581736
colosseum,828,hickock,20.86113692411113,34.23,,d6-c1-n0.05-m18,6,1.0,0.05,18.0,,-43.162609562581736
colosseum,836,signed_orc_t8,-0.0797973107242291,10.02,,d6-c1-n0.05-m26,6,1.0,0.05,26.0,,-9.592934129234015
colosseum,836,signed_orc_phys_t8,-0.007327813138693,10.02,,d6-c1-n0.05-m26,6,1.0,0.05,26.0,,-9.592934129234015
colosseum,836,signed_orc_t16,-1.3108781331805852,10.02,,d6-c1-n0.05-m26,6,1.0,0.05,26.0,,-9.592934129234015
colosseum,836,signed_orc_phys_t16,-0.0811857679325613,10.02,,d6-c1-n0.05-m26,6,1.0,0.05,26.0,,-9.592934129234015
colosseum,836,dc_wasserstein_ollivier,0.6657734513282776,15.88,,d6-c1-n0.05-m26,6,1.0,0.05,26.0,,-9.592934129234015
colosseum,836,orc,-0.3328983141720381,8.01,,d6-c1-n0.05-m26,6,1.0,0.05,26.0,,-9.592934129234015
colosseum,836,laziness_knn_t5,-6.457603931427002,1.31,,d6-c1-n0.05-m26,6,1.0,0.05,26.0,,-9.592934129234015
colosseum,836,hickock,21.27435488649804,32.55,,d6-c1-n0.05-m26,6,1.0,0.05,26.0,,-9.592934129234015
colosseum,844,signed_orc_t8,-0.2097118443627501,10.58,,d6-c1-n0.1-m4,6,1.0,0.1,4.0,,-51.41557026855955
colosseum,844,signed_orc_phys_t8,-0.0184185947128643,10.58,,d6-c1-n0.1-m4,6,1.0,0.1,4.0,,-51.41557026855955
colosseum,844,signed_orc_t16,-0.6215634059715169,10.58,,d6-c1-n0.1-m4,6,1.0,0.1,4.0,,-51.41557026855955
colosseum,844,signed_orc_phys_t16,-0.0370776045246179,10.58,,d6-c1-n0.1-m4,6,1.0,0.1,4.0,,-51.41557026855955
colosseum,844,dc_wasserstein_ollivier,0.6101589798927307,11.79,,d6-c1-n0.1-m4,6,1.0,0.1,4.0,,-51.41557026855955
colosseum,844,orc,-0.3228110572105435,7.85,,d6-c1-n0.1-m4,6,1.0,0.1,4.0,,-51.41557026855955
colosseum,844,laziness_knn_t5,-6.627519607543945,1.5,,d6-c1-n0.1-m4,6,1.0,0.1,4.0,,-51.41557026855955
colosseum,844,hickock,20.88073597611688,43.62,,d6-c1-n0.1-m4,6,1.0,0.1,4.0,,-51.41557026855955
colosseum,852,signed_orc_t8,-0.5858734459583976,11.35,,d6-c1-n0.1-m12,6,1.0,0.1,12.0,,-29.39241479183089
colosseum,852,signed_orc_phys_t8,-0.0506423241003768,11.35,,d6-c1-n0.1-m12,6,1.0,0.1,12.0,,-29.39241479183089
colosseum,852,signed_orc_t16,-0.4516627118835351,11.35,,d6-c1-n0.1-m12,6,1.0,0.1,12.0,,-29.39241479183089
colosseum,852,signed_orc_phys_t16,-0.0288750101510615,11.35,,d6-c1-n0.1-m12,6,1.0,0.1,12.0,,-29.39241479183089
colosseum,852,dc_wasserstein_ollivier,0.6768063306808472,11.17,,d6-c1-n0.1-m12,6,1.0,0.1,12.0,,-29.39241479183089
colosseum,852,orc,-0.2876068081612796,8.05,,d6-c1-n0.1-m12,6,1.0,0.1,12.0,,-29.39241479183089
colosseum,852,laziness_knn_t5,-6.441092491149902,1.28,,d6-c1-n0.1-m12,6,1.0,0.1,12.0,,-29.39241479183089
colosseum,852,hickock,20.498347870467214,51.45,,d6-c1-n0.1-m12,6,1.0,0.1,12.0,,-29.39241479183089
colosseum,860,signed_orc_t8,-0.5067709335744495,8.21,,d6-c1-n0.1-m20,6,1.0,0.1,20.0,,-64.29238214099928
colosseum,860,signed_orc_phys_t8,-0.0401284397480123,8.21,,d6-c1-n0.1-m20,6,1.0,0.1,20.0,,-64.29238214099928
colosseum,860,signed_orc_t16,-0.9437753540035329,8.21,,d6-c1-n0.1-m20,6,1.0,0.1,20.0,,-64.29238214099928
colosseum,860,signed_orc_phys_t16,-0.0535065757542649,8.21,,d6-c1-n0.1-m20,6,1.0,0.1,20.0,,-64.29238214099928
colosseum,860,dc_wasserstein_ollivier,0.7637752890586853,10.34,,d6-c1-n0.1-m20,6,1.0,0.1,20.0,,-64.29238214099928
colosseum,860,orc,-0.3739773546282645,7.48,,d6-c1-n0.1-m20,6,1.0,0.1,20.0,,-64.29238214099928
colosseum,860,laziness_knn_t5,-6.614792823791504,1.24,,d6-c1-n0.1-m20,6,1.0,0.1,20.0,,-64.29238214099928
colosseum,860,hickock,21.3705315464396,43.25,,d6-c1-n0.1-m20,6,1.0,0.1,20.0,,-64.29238214099928
colosseum,868,signed_orc_t8,0.7858836958669919,10.41,,d6-c1-n0.1-m28,6,1.0,0.1,28.0,,27.705738240413154
colosseum,868,signed_orc_phys_t8,0.0859274735444053,10.41,,d6-c1-n0.1-m28,6,1.0,0.1,28.0,,27.705738240413154
colosseum,868,signed_orc_t16,0.2423637010231878,10.41,,d6-c1-n0.1-m28,6,1.0,0.1,28.0,,27.705738240413154
colosseum,868,signed_orc_phys_t16,0.0203550881545352,10.41,,d6-c1-n0.1-m28,6,1.0,0.1,28.0,,27.705738240413154
colosseum,868,dc_wasserstein_ollivier,0.6688590049743652,12.96,,d6-c1-n0.1-m28,6,1.0,0.1,28.0,,27.705738240413154
colosseum,868,orc,-0.2743212418358756,8.61,,d6-c1-n0.1-m28,6,1.0,0.1,28.0,,27.705738240413154
