instance,dataset,err,name,dim,noise,m,shape,ks_true,n_points,kappa_plus,frac,ent,t_ent
57,sadspheres,,2-Saddle,2,0.0,,Saddle,-8.0,2000,-0.1593672624022428,0.0,5.778937339782715,6
121,sadspheres,,4-Sphere,4,0.0,,Sphere,2.0,2000,0.3140828975422818,0.0,5.999623775482178,1
185,sadspheres,,5-Plane,5,0.0,,Plane,0.0,2000,0.29473991558404894,1.0,7.211134433746338,1
249,sadspheres,,6-Saddle,6,0.0,,Saddle,-24.0,2000,0.4576237928793331,1.0,7.4506731033325195,1
313,colosseum,,d2-c1-n0.01-m13,2,0.01,13,,-2.9443229796812913,3000,-0.039095719478307187,0.0625,6.040327072143555,7
452,colosseum,,d3-c1-n0.05-m2,3,0.05,2,,-8.503913817275507,3000,-0.22955484560708483,0.275,5.2678327560424805,1
576,colosseum,,d4-c1-n0.05-m6,4,0.05,6,,1.5495180423592503,3000,0.02672099372470102,0.0125,6.595864772796631,1
700,colosseum,,d5-c1-n0.05-m10,5,0.05,10,,-62.894655678803616,3000,0.004754773023987524,0.175,6.7148919105529785,1
824,colosseum,,d6-c1-n0.05-m14,6,0.05,14,,-23.73030057471971,3000,-0.4185742161732695,1.0,7.412158966064453,1
