instance,n_traj,err,dim,noise,ks_true,coverage,kappa_km,kappa_km_sd,frac_km,frac_km_sd,entcak_km_t2,entcak_km_t2_sd,entcak_km_t4,entcak_km_t4_sd,entcak_km_t8,entcak_km_t8_sd
493,10,,3,0.1,33.209975825617065,0.122,0.7954114027238041,0.0611368784017265,0.0,0.0,0.7333068056032062,0.598058374546232,0.9901163149625064,0.7680815595500496,1.2451706808060408,0.9111462062640566
570,10,,4,0.05,-1.0376935627011612,0.114,0.9714052881510788,0.0113809032352501,0.003125,0.0054126587736527,0.5660080648958683,0.2503437304235601,0.7694969847798347,0.3270790081868315,0.9707125425338744,0.3937613009251408
632,10,,4,0.2,-24.04856054825175,0.123,0.9990458077983804,0.0008719385732875,0.0,0.0,0.8426493853330612,0.2336417140882807,1.1875399500131607,0.3087030261333384,1.5449009239673617,0.3629714436019801
694,10,,5,0.05,54.88132514320018,0.125,0.9964302263419322,0.0017555406711541,0.0,0.0,0.9107845574617386,0.397750376087807,1.2166942283511162,0.4904010616247665,1.5642562955617905,0.5544729710620897
756,10,,5,0.2,-36.6631065153695,0.126,0.9799707687867596,0.0245102683853841,0.0,0.0,0.3990450538694858,0.1967808449223055,0.5839593857526779,0.2460596796919733,0.8089286088943481,0.2941918094846044
818,10,,6,0.05,-41.17873865452874,0.126,0.9978376794111544,0.0017194889439976,0.0,0.0,0.1585506775882095,0.1872753725990218,0.2406840063631534,0.2655438171357658,0.3455112939700484,0.3441558333562831
880,10,,6,0.2,76.14894406390464,0.13,0.9980425113649556,0.0017141505404489,0.0,0.0,0.7441548630595207,0.3911395900118281,1.0593499168753624,0.5056641180947379,1.4132917821407318,0.5966910831494183
431,25,,3,0.01,14.164580864957042,0.254,0.4088116670394026,0.062195732710272,0.003125,0.0054126587736527,2.6743307411670685,0.5953700557239291,3.141752302646637,0.5394107797278095,3.593161940574646,0.5039234438672998
493,25,,3,0.1,33.209975825617065,0.26,0.6627621492827587,0.1388770917130337,0.0,0.0,1.228779911994934,0.5223784597329698,1.752355873584747,0.6514398594153535,2.347045063972473,0.7615922858567411
570,25,,4,0.05,-1.0376935627011612,0.275,0.9331172444675432,0.0673569817895619,0.0,0.0,0.8676181882619858,0.2925040496973261,1.182390421628952,0.3415698298445058,1.518740087747574,0.366724829774009
632,25,,4,0.2,-24.04856054825175,0.273,0.7976649766814308,0.1107775801118959,0.0,0.0,0.6269102990627289,0.1626061054905243,0.9349726587533952,0.2275328966438978,1.3278100192546844,0.2880521380059527
694,25,,5,0.05,54.88132514320018,0.286,0.9057731216083348,0.0761392382279897,0.0,0.0,0.8486450463533401,0.1534276551816668,1.272301405668259,0.1854478492313671,1.78385329246521,0.2062353620616788
756,25,,5,0.2,-36.6631065153695,0.292,0.71687100621106,0.2026911804253229,0.15,0.2598076211353315,0.5158534571528435,0.4207720070031105,0.8301002532243729,0.6294464111260267,1.2628827095031738,0.8547655174633833
818,25,,6,0.05,-41.17873865452874,0.292,0.9579482470347463,0.0276450551781161,0.0,0.0,0.1716735027730465,0.1248919635385432,0.286130229011178,0.2011999846403523,0.4549655094742775,0.3030671577724979
880,25,,6,0.2,76.14894406390464,0.287,0.9844141882069728,0.019882235156108,0.0,0.0,0.4204632937908172,0.1208500082578509,0.6148428320884705,0.1757467017228678,0.8593282848596573,0.2456577773784015
432,10,,3,0.01,-15.026763600360248,0.119,0.9061828414244496,0.0613464101796746,0.0125,0.0216506350946109,1.3703621365129948,0.7463494723425207,1.6479572430253029,0.8680366913732633,1.897578198462725,0.9651207332529286
494,10,,3,0.1,-1.6689192913019415,0.12,0.6609646884918783,0.3737496138712043,0.0,0.0,1.921841651201248,0.4899694546692336,2.1929253935813904,0.5249322713729072,2.400128811597824,0.5475298163193733
571,10,,4,0.05,-39.90075492062513,0.118,0.9879574828783024,0.0083749714521134,0.0,0.0,0.8830510750412941,0.3103625469146215,1.310232326388359,0.4080250652762524,1.7956603467464447,0.4684927735345771
633,10,,4,0.2,-15.94121826097334,0.127,0.9955925478050226,0.0025015666432519,0.253125,0.4312386773875923,1.0116409286856651,0.3493156971533463,1.331300050020218,0.4264742134462237,1.7102715075016022,0.5326459396509953
695,10,,5,0.05,-28.646174109828085,0.13,0.9894355994488486,0.0073747024783802,0.28125,0.4051909272182683,0.4647683389484882,0.128070354194148,0.63698361068964,0.1588036835430548,0.8305007219314575,0.1940117135592751
757,10,,5,0.2,-29.417968211109795,0.124,0.9948915624342808,0.0027043455868862,0.0,0.0,0.5282290056347847,0.3722820676839283,0.7368836151435971,0.4964027051899979,0.9763216022402048,0.6290056915809024
819,10,,6,0.05,18.013705493536783,0.119,0.9895743787008248,0.0042494843124388,0.09375,0.1623797632095822,0.251544339582324,0.1130325609509565,0.3955734558403492,0.1624555303611087,0.5997586026787758,0.217075568715469
881,10,,6,0.2,-26.701955637154743,0.132,0.9975271075405576,0.0012596611463658,0.25,0.4330127018922193,0.1134341908618807,0.0691304930501093,0.1831118445843458,0.0979464909015233,0.2899972349405288,0.1354328838773592
432,25,,3,0.01,-15.026763600360248,0.27,0.6242793494853689,0.2189920160734569,0.0,0.0,2.134308159351349,0.7389143563476815,2.511695623397827,0.6631945423603816,2.8843549489974976,0.5946071059751392
494,25,,3,0.1,-1.6689192913019415,0.266,0.5638535516739815,0.1251439478195257,0.0,0.0,2.480746388435364,0.7162432083471886,2.9641168415546417,0.7143639376284392,3.460170567035675,0.7066347005151872
571,25,,4,0.05,-39.90075492062513,0.27,0.5764062084003826,0.0510528534685464,0.0,0.0,0.8258734345436096,0.3011930107839976,1.20283342897892,0.3823501164302998,1.6297200620174408,0.4374956926250548
633,25,,4,0.2,-15.94121826097334,0.271,0.7036811061468583,0.1810331743752471,0.246875,0.4276000431185666,1.4415203928947449,0.3247468949527587,2.1132130324840546,0.4159495063773459,2.871572256088257,0.4637288008466623
695,25,,5,0.05,-28.646174109828085,0.277,0.932273700148821,0.049827684742707,0.0,0.0,0.5132898613810539,0.1577964814436009,0.7533189207315445,0.2302990202056122,1.0585853159427645,0.3229863712293409
757,25,,5,0.2,-29.417968211109795,0.285,0.9610446104016152,0.0253446858046179,0.0,0.0,0.4415367096662521,0.1747714059591457,0.7228123173117638,0.263300327117779,1.1261398196220398,0.3624797716266166
819,25,,6,0.05,18.013705493536783,0.288,0.982362145534663,0.0198977815206857,0.0,0.0,0.2269109431654214,0.1707861982448227,0.375842273235321,0.2739188890854434,0.5925700329244137,0.4096321651968217
881,25,,6,0.2,-26.701955637154743,0.295,0.9592110624887062,0.0369428635817445,0.0,0.0,0.052905541844666,0.031420413134533,0.0923887873068451,0.0516155403064526,0.1574469581246376,0.080418336748093
433,10,,3,0.01,0.380085965305853,0.113,0.943830061456787,0.0397309109895891,0.0,0.0,1.120357759296894,0.5160541385474408,1.4902898520231247,0.6396215738920076,1.8748794049024584,0.7408537755560544
510,10,,3,0.2,9.530164910380307,0.132,0.985332254518816,0.0125873181358237,0.3874999999999999,0.3876007933428413,1.0139233097434044,0.3883137608304723,1.434080392122269,0.5044003206500386,1.9247644543647768,0.610641253442352
572,10,,4,0.05,-16.09270414189458,0.123,0.9639687304860302,0.0342571214006871,0.0,0.0,0.7420504204928875,0.3842681537393065,1.0612139627337456,0.5205200730681747,1.4039529114961624,0.6353640846996927
634,10,,4,0.2,-5.665571274105821,0.126,0.996998785995228,0.0015614135638373,0.0,0.0,0.6644744835793972,0.3261426303914791,0.8986663296818733,0.3826955108045249,1.1601804196834564,0.4163525210495104
696,10,,5,0.05,-11.136468161274196,0.123,0.9941116177705284,0.005078988698757,0.021875,0.0378886114155691,0.3534024246037006,0.1356336779221192,0.5079143419861794,0.1843769437552819,0.6890869811177254,0.2370726361006043
758,10,,5,0.2,-31.847402516207318,0.13,0.9926083222405476,0.0037394799451775,0.01875,0.0324759526419164,0.14464573841542,0.1190076614265523,0.2235632520169019,0.1610757760260283,0.3320847079157829,0.1992757176126607
820,10,,6,0.05,-44.84909729317228,0.128,0.9969382594763264,0.0027019092396028,0.0,0.0,0.1077968925237655,0.0290825592926341,0.1775205302983522,0.0427479515792869,0.2791515551507473,0.0588996605743031
882,10,,6,0.2,-34.46401744692712,0.132,0.998715105284138,0.0013351872197438,0.0,0.0,0.091548316180706,0.112283772578624,0.1467655296437442,0.1701915926548384,0.2253526775166392,0.2395360578038743
433,25,,3,0.01,0.380085965305853,0.248,0.6453305021370497,0.2168860961556439,0.025,0.0433012701892219,1.9691945165395737,0.8028977355394133,2.3511949628591537,0.8949022320813097,2.7432938516139984,0.997392584008125
510,25,,3,0.2,9.530164910380307,0.289,0.7277030169367724,0.1817076957952152,0.1375,0.2381569860407206,1.2574038803577423,0.4468800154622508,1.7347395420074463,0.5517068186748156,2.2586764097213745,0.6459565925355797
572,25,,4,0.05,-16.09270414189458,0.277,0.7531011471943971,0.1509809851017909,0.0,0.0,0.9157658740878104,0.3873834846759703,1.3475896418094635,0.5491623950712158,1.8896454423666,0.7133933776010714
634,25,,4,0.2,-5.665571274105821,0.296,0.7555260639566885,0.0882316922905786,0.0,0.0,1.151302590966225,0.1940987312604251,1.527119219303131,0.2186903569715163,1.9660774171352384,0.2651130237906747
696,25,,5,0.05,-11.136468161274196,0.285,0.9360997115381328,0.0517372153367935,0.003125,0.0054126587736527,0.727561391890049,0.3543051436008159,1.1059783697128296,0.5065290679956906,1.59168840944767,0.6487812196435944
758,25,,5,0.2,-31.847402516207318,0.287,0.7964883274830444,0.1205358645470981,0.0,0.0,0.2656186483800411,0.0995101197758195,0.4113009124994278,0.1183107723677208,0.6183530390262604,0.1205694042824902
820,25,,6,0.05,-44.84909729317228,0.28,0.8989338206075868,0.0633683137471531,0.0,0.0,0.5916300266981125,0.1544191036089371,0.939789205789566,0.2194087000247138,1.4131131768226624,0.2947280524923863
882,25,,6,0.2,-34.46401744692712,0.301,0.962027789249976,0.0312136828627071,0.0,0.0,0.1147384596988558,0.073131711790168,0.2017602007836103,0.1254061461137217,0.3461936935782432,0.2067306214341788
434,10,,3,0.01,1.6301777294930675,0.11,0.8618085411902281,0.0824691399885475,0.059375,0.102840516699402,0.956925980746746,0.2827441631701103,1.204786852002144,0.3470070834015332,1.477871224284172,0.4052063051142206
511,10,,3,0.2,-3.66641372894382,0.122,0.9793585383938452,0.0156416605488812,0.25,0.4330127018922193,1.0600736662745476,0.3731577811960794,1.5034456998109818,0.5301830632874502,2.007546991109848,0.7089980620359988
573,10,,4,0.05,-30.16895284318092,0.115,0.9952375887472712,0.0038704017044856,0.246875,0.4276000431185666,0.3543768562376499,0.4184514466878682,0.4587186686694622,0.500698978329973,0.5640073716640472,0.5600289613896169
635,10,,4,0.2,-39.18539102422648,0.128,0.9643931532596868,0.0429896813307503,0.159375,0.2220949613903926,0.1713757319375872,0.1053196404546858,0.2785268910229206,0.1679155610995483,0.4285602271556854,0.2501585162552892
697,10,,5,0.05,-19.7446786444012,0.115,0.9922354064388476,0.0047684008957944,0.20625,0.3572354790610809,0.8991494043730199,0.5729312214554239,1.241715366020799,0.7590684215098813,1.602508870884776,0.9416398889366504
759,10,,5,0.2,-18.93721874462364,0.133,0.9966837565720424,0.0019374652742941,0.184375,0.3193468676455118,0.992951420834288,0.7100612865931732,1.2531008920632305,0.8292416891687118,1.5065853362903,0.924526597850659
821,10,,6,0.05,-58.89777561628494,0.131,0.9709241212724546,0.043440345279122,0.0,0.0,0.6814777571707964,0.8053101165715771,0.9203734807670116,0.9845197211289604,1.1957665532827375,1.130160034227921
883,10,,6,0.2,-26.5858890924547,0.136,0.9900640740973016,0.0107748914719737,0.0,0.0,0.1160117406398058,0.0393506638587009,0.200564282014966,0.0661805920462205,0.335865881294012,0.1064034809729326
434,25,,3,0.01,1.6301777294930675,0.268,0.5708678813204047,0.1048666298929218,0.0,0.0,1.410041242837906,0.3868769414333227,2.0076140761375427,0.541255655590078,2.6956160366535187,0.711646265992022
511,25,,3,0.2,-3.66641372894382,0.284,0.6331844148390046,0.0764741987135645,0.61875,0.3149280671836031,0.7829158455133438,0.1654170388097546,1.0856377631425858,0.1966359897665006,1.4763446152210236,0.1906286829553379
573,25,,4,0.05,-30.16895284318092,0.264,0.4903367323947039,0.199175350321609,0.0,0.0,0.6219524219632149,0.277386840904452,0.9268978536128998,0.3851754210484651,1.3028040528297424,0.4955362806803315
635,25,,4,0.2,-39.18539102422648,0.278,0.7504669120179371,0.1399625701017879,0.1875,0.3247595264191645,1.1724005490541458,0.3700571000130812,1.6247203052043917,0.4431756408729261,2.134980082511902,0.4956382578498887
697,25,,5,0.05,-19.7446786444012,0.27,0.8528196726302226,0.0901055349099607,0.0,0.0,0.8167571648955345,0.288254501777039,1.1929344087839129,0.3918523315808896,1.6217369139194489,0.4738308639871154
759,25,,5,0.2,-18.93721874462364,0.294,0.9852085366551976,0.0111228586520296,0.0,0.0,1.035285061225295,0.6918712782043215,1.456138201057911,0.9137363574309948,1.8918233588337896,1.1016317762875412
821,25,,6,0.05,-58.89777561628494,0.286,0.7389168337458464,0.1067770042695776,0.0,0.0,0.1017423025332391,0.0820406293644752,0.1764250360429287,0.1407986836620691,0.2973769474774599,0.2339454655288962
883,25,,6,0.2,-26.5858890924547,0.299,0.9822526241294208,0.012972497068388,0.0,0.0,0.2720093578100204,0.1520113589255879,0.4431358426809311,0.2193081995119533,0.6941013187170029,0.290056159258973
421,25,,3,0.01,-7.415704083686769,0.245,0.7029970961847483,0.0790959414793755,0.0,0.0,1.0503478571772575,0.4698428818342924,1.3900440633296969,0.5731570623713969,1.7379628717899325,0.6605193128215691
483,25,,3,0.1,4.107036960514779,0.277,0.7999262231138544,0.13152167973672,0.0,0.0,1.4894051551818848,0.4227223103778694,1.9471355974674225,0.5142058948766188,2.4225117564201355,0.6113808183165224
545,25,,4,0.01,-25.421391317475663,0.268,0.8106174080805408,0.1347116785569469,0.0,0.0,0.4224243834614754,0.2083782858739242,0.6541276350617409,0.3058166232188911,0.9665606170892715,0.4228372020671431
607,25,,4,0.1,-12.183740340828578,0.275,0.682669738481603,0.1512467454338382,0.015625,0.0270632938682637,1.6299524009227753,0.1548033882706665,2.23262420296669,0.1920942068043266,2.807402729988098,0.2126697955293375
669,25,,5,0.01,-18.319930087521648,0.269,0.8574424177427027,0.0204229444362138,0.0,0.0,1.3128296434879303,0.0840615830274639,1.9105064868927,0.1285605971596072,2.566051661968231,0.1739500283036016
731,25,,5,0.1,-18.969061686030443,0.291,0.8269920659487454,0.0801857832066236,0.0,0.0,1.092908501625061,0.1371725604707967,1.450546681880951,0.1515709015837273,1.8322738707065584,0.1601225015761873
793,25,,6,0.01,-76.44652684559905,0.288,0.9381219862674391,0.0712482389184728,0.065625,0.1136658342467075,0.2930267676711082,0.1545150646506722,0.4271005243062973,0.2119742878787389,0.6072525046765804,0.2782152305313042
870,25,,6,0.2,-34.693294949412,0.291,0.9290312659765289,0.0359556593949614,0.0,0.0,0.0970109840855002,0.0396786838471183,0.1661467095836997,0.0655226683657416,0.2764014806598425,0.1041168299990779
450,10,,3,0.05,-24.89523765054504,0.12,0.832003693045432,0.1020525727628326,0.2875,0.4158951189903531,1.2052967846393583,0.7686799175421972,1.4254080802202225,0.8396168740819643,1.666710540652275,0.9155551807991934
512,10,,3,0.2,-7.144697080372662,0.132,0.9514281213585024,0.0154414380633074,0.0875,0.1515544456622767,0.6553922835737467,0.3376882831009551,0.8933489955961704,0.429453312735316,1.1798717007040975,0.5312948418674803
574,10,,4,0.05,-17.091759926410464,0.123,0.9870845022114894,0.0087131113288683,0.040625,0.0462457768342148,0.6503594741225243,0.2532534725312401,0.935337409377098,0.339655918704745,1.290412664413452,0.4335809082712747
636,10,,4,0.2,-29.21622157395343,0.126,0.9656539720177056,0.0409604017263826,0.0,0.0,1.0022683553397655,0.5329592112100956,1.3220902159810066,0.645089056986091,1.658129833638668,0.7312676582075295
698,10,,5,0.05,-14.507889827778769,0.119,0.9987308568385104,0.0005571968741898,0.0,0.0,0.5217445716261864,0.0687579463222974,0.7642819285392761,0.1146704393921209,1.0569931715726852,0.1613305250001328
760,10,,5,0.2,-38.9177710392795,0.127,0.9933627304046484,0.0032820642635133,0.215625,0.3734734553820392,0.5065232515335083,0.3139298049512504,0.718871958553791,0.3872213072413097,0.962073251605034,0.4424525933436296
822,10,,6,0.05,-7.917380679276863,0.126,0.9998966639618838,7.603268353563262e-05,0.0,0.0,0.2787159821018576,0.1806507314597948,0.3735414817929268,0.2183680031693524,0.4891320578753948,0.2551333846540007
884,10,,6,0.2,-48.22651622007661,0.127,0.99650430407431,0.0055220576671015,0.0,0.0,0.7875098958611488,0.3015941893464612,1.12672321498394,0.383247978630065,1.5155133306980133,0.4515350349661576
450,25,,3,0.05,-24.89523765054504,0.255,0.3362694531068905,0.1896678205843274,0.2125,0.2003902442735174,0.9422099143266678,0.408345228676105,1.2631119713187218,0.5308709669132676,1.6261337399482727,0.6868341677016624
512,25,,3,0.2,-7.144697080372662,0.277,0.6565892250611881,0.1376254149333103,0.259375,0.2700368898409993,1.035519763827324,0.4833199362795526,1.429370477795601,0.5944593200994784,1.896711349487305,0.6949665515023794
574,25,,4,0.05,-17.091759926410464,0.267,0.5774348241355169,0.2411192630194874,0.009375,0.0162379763209582,0.7843250632286072,0.2222312994435181,1.120581865310669,0.3164700358631632,1.5086755752563477,0.4248548809083679
636,25,,4,0.2,-29.21622157395343,0.293,0.4378142336271339,0.0760124433534662,0.01875,0.0324759526419164,1.4434107542037964,0.1450400365122441,1.7537936568260193,0.124788969685831,2.029395818710327,0.1120664316215264
698,25,,5,0.05,-14.507889827778769,0.27,0.8825734231421302,0.0310929251038253,0.003125,0.0054126587736527,0.9683363139629364,0.0735147017093352,1.357171356678009,0.1236045581834051,1.8025986552238464,0.2294052875381363
760,25,,5,0.2,-38.9177710392795,0.288,0.8820200327684562,0.0886852836179908,0.00625,0.0108253175473054,0.3523266464471817,0.0826784739509037,0.570531889796257,0.1255680139221402,0.8820546418428421,0.1782523074430513
822,25,,6,0.05,-7.917380679276863,0.275,0.9558956522596248,0.024307217979169,0.0,0.0,0.3680240586400032,0.0795001911204079,0.5477482974529266,0.1289419055294627,0.7829867601394653,0.2002265990729656
884,25,,6,0.2,-48.22651622007661,0.28,0.926280379891671,0.0780544420869404,0.0,0.0,0.3790219724178314,0.1049086669921922,0.556484267115593,0.1711195495959145,0.7772340774536133,0.2578816954953133
451,10,,3,0.05,-12.659383196182684,0.118,0.9083241107741172,0.0275946912336026,0.25,0.4330127018922193,1.0247661843895912,0.5706188764144159,1.4175638258457184,0.7222435553890152,1.868975356221199,0.8650933288288034
513,10,,3,0.2,-4.361976627914746,0.121,0.9935023053399488,0.0048011594265181,0.221875,0.3276782673217741,0.6580065190792084,0.1165708651358826,1.0204159617424011,0.1747611581585582,1.4938811957836151,0.2651389700654831
575,10,,4,0.05,-31.28121797229592,0.132,0.9808887524234255,0.0101539235426296,0.0,0.0,0.2954276967793703,0.1553541069954096,0.4663952440023422,0.2339734748892913,0.7001847811043262,0.3286004257279117
637,10,,4,0.2,-24.996193418222923,0.127,0.9934920719349296,0.0060262734154152,0.0,0.0,0.4272881522774696,0.194244795559409,0.6340719312429428,0.2679690016433283,0.8862603306770325,0.3508234615820669
699,10,,5,0.05,-33.03765356029634,0.116,0.972152151600098,0.0371018931382141,0.0,0.0,1.0402613133192062,0.1238971519890036,1.4338082373142242,0.1525165872517953,1.8363866806030276,0.1742573944873938
761,10,,5,0.2,-3.4649771563151788,0.127,0.9886682830518458,0.0058124729736897,0.0,0.0,0.317560164257884,0.1355006676199753,0.4970405027270317,0.2055081612427028,0.7426388636231422,0.2950765664475328
823,10,,6,0.05,-71.9194356359564,0.121,0.9836698207910042,0.0121966758026568,0.640625,0.4107324821279661,0.567311542108655,0.4964546247158873,0.8420611508190632,0.6615393645682124,1.1858126744627953,0.7976816020007538
451,25,,3,0.05,-12.659383196182684,0.265,0.4783645331462614,0.1197826017788817,0.315625,0.3651171686938317,0.8698713853955269,0.5375532404621536,1.2831471525132656,0.7713689425002225,1.7832621932029724,1.027703227380885
513,25,,3,0.2,-4.361976627914746,0.287,0.7384065242962423,0.173291556986108,0.003125,0.0054126587736527,1.2238689959049225,0.229190482972998,1.7065727710723877,0.3100535392296418,2.2338168025016785,0.3964025850088105
575,25,,4,0.05,-31.28121797229592,0.273,0.6150256787357414,0.1481020488330071,0.115625,0.2002683746251514,0.6679166629910469,0.185420845432404,0.9982720911502838,0.2435720234543291,1.3893497586250303,0.2972287576366917
637,25,,4,0.2,-24.996193418222923,0.279,0.7203230189936987,0.1851045166190931,0.0,0.0,0.6885943934321404,0.2630884656894852,1.0002000033855438,0.3719416645365537,1.399289295077324,0.5090988522467791
699,25,,5,0.05,-33.03765356029634,0.285,0.9011053606367688,0.0751558428577754,0.08125,0.1137087837416265,0.5190159492194653,0.2137690415051955,0.7384267449378967,0.2965427731730892,1.0138541087508202,0.3970770308823135
761,25,,5,0.2,-3.4649771563151788,0.295,0.8554851007349622,0.067048576830276,0.0,0.0,1.0242202430963516,0.3464000371499348,1.4317724853754044,0.4083615244318467,1.903281569480896,0.4622091635549223
823,25,,6,0.05,-71.9194356359564,0.298,0.7768449161556787,0.0646036184636092,0.0,0.0,0.3144413493573665,0.1424706876303602,0.5007661171257496,0.1968709045403739,0.7540095970034599,0.2404147159256254
452,10,,3,0.05,-8.503913817275507,0.114,0.8591950639038513,0.0460153160151077,0.0875,0.0800390529679106,1.139414206147194,0.2575214014779002,1.5004096329212189,0.3201098000924531,1.8344931602478027,0.3658440476173514
514,10,,3,0.2,-14.544124599425984,0.124,0.9195462944792544,0.0428960833952333,0.1375,0.0980274196334882,0.3535551896784454,0.2091559774543092,0.503302083350718,0.283127622479266,0.7087214840576053,0.3932471167539454
576,10,,4,0.05,1.5495180423592505,0.127,0.9870754164278897,0.0061163580696288,0.0,0.0,0.5604912620037794,0.5677565408557547,0.7638905607163906,0.7127369609221569,0.9874115586280824,0.8349668072331526
638,10,,4,0.2,-22.997619759109075,0.132,0.9424518112385818,0.023064116057816,0.19375,0.3073958156839484,0.5440675616264343,0.0637617395043676,0.7745703607797623,0.0740087325938039,1.0274744778871536,0.0777563474580198
700,10,,5,0.05,-62.894655678803616,0.123,0.928936041897156,0.0264384779716221,0.040625,0.0703645640574856,0.1631795950233936,0.033753591166202,0.2768788933753967,0.0571758949912505,0.4513616040349006,0.0930001925094473
762,10,,5,0.2,-19.633812002494803,0.129,0.9894450830782442,0.0055763800243393,0.103125,0.1786177395305404,0.2897368893027305,0.1311329354631916,0.4366622976958751,0.1799806453038511,0.6223130859434605,0.2304530525628154
824,10,,6,0.05,-23.73030057471971,0.127,0.9989596516615994,0.0013456001924937,0.0,0.0,0.3228565230965614,0.1496343541247899,0.5103481337428093,0.2174705487815504,0.7548623159527779,0.2854111452094698
452,25,,3,0.05,-8.503913817275507,0.281,0.3926298476405039,0.0588544917601679,0.0875,0.1182555495526531,1.73793563246727,0.857069184049898,2.117077276110649,0.9474494690636804,2.5131825655698776,1.0389547727882715
514,25,,3,0.2,-14.544124599425984,0.256,0.666828388374229,0.1459039564854014,0.296875,0.4131032520750714,1.7912720143795011,0.3009182978121599,2.302542895078659,0.313274435160127,2.7419261932373047,0.2714370658635086
576,25,,4,0.05,1.5495180423592505,0.27,0.8949406600705341,0.1137410534853508,0.0,0.0,1.1912049353122711,0.6582032348419471,1.63968226313591,0.8180148293381113,2.1501109898090363,0.913264460675305
638,25,,4,0.2,-22.997619759109075,0.273,0.6229764002657845,0.2147902464143061,0.08125,0.1407291281149713,0.6640098690986633,0.2278201280278368,1.001710280776024,0.3183433214270207,1.4237006455659866,0.4055774351245824
700,25,,5,0.05,-62.894655678803616,0.278,0.5691600585366287,0.2476905890801912,0.0,0.0,0.4774639159440994,0.1971668166962332,0.6829514130949974,0.2555366461775243,0.9350755661725998,0.3244182676483614
762,25,,5,0.2,-19.633812002494803,0.284,0.9334973051357524,0.0594765006054151,0.109375,0.1894430570778459,0.3642140440642833,0.0862356238215399,0.5607564970850945,0.1245102335308126,0.8246995657682419,0.1752299955558778
824,25,,6,0.05,-23.73030057471971,0.291,0.9507291888104886,0.0276390121647687,0.0,0.0,0.1864054999314248,0.1538327592481033,0.285585799254477,0.207070734821546,0.4220063332468271,0.2615488063526893
453,10,,3,0.05,16.800746756883633,0.114,0.9260447415706416,0.0248607865974449,0.003125,0.0054126587736527,1.3994409217548025,0.84849231999891,1.7705415359810104,1.056058631513837,2.074953656777893,1.2284284044642009
515,10,,3,0.2,0.0089580823909294,0.105,0.8099966587924375,0.1161547032421272,0.109375,0.1326929609097634,0.6697279717773199,0.4134112216753871,0.8276190664619207,0.511258049659615,1.0016566663980484,0.6094604482991584
577,10,,4,0.05,-4.587718319365236,0.124,0.9828765944424298,0.0069336562291846,0.0625,0.0718070330817253,0.3032511230558157,0.1343731199317164,0.4819123931229114,0.2101037754120026,0.7283859848976135,0.3079222653409492
639,10,,4,0.2,-57.772627160556176,0.128,0.9814456529485092,0.0075197551481031,0.00625,0.0108253175473054,0.7419345527887344,0.3055074162371305,1.0268374234437945,0.3942777831945156,1.31387959420681,0.4298195377548722
701,10,,5,0.05,-12.478273660639108,0.116,0.9663154571268964,0.017220638904083,0.028125,0.0487139289628746,0.9601865112781524,0.3265491309347669,1.203228384256363,0.3486731088293652,1.3877807259559631,0.3264957514965685
763,10,,5,0.2,-28.47551290508757,0.126,0.988808408513886,0.0105549256452281,0.01875,0.0324759526419164,0.1381524782627821,0.0704741587449029,0.217594739049673,0.100250755957034,0.3350391127169132,0.1410325757811897
840,10,,6,0.1,-39.57480106909405,0.125,0.999681076417124,0.0002290136498954,0.059375,0.102840516699402,0.2922600731253624,0.1321256676636649,0.4158789999783039,0.1541886669952507,0.5705562308430672,0.1868879520417972
453,25,,3,0.05,16.800746756883633,0.272,0.6324526347406774,0.200071394893159,0.0,0.0,1.798244684934616,0.5540880125044303,2.2384625673294067,0.659158193616998,2.774041384458542,0.821358135868496
515,25,,3,0.2,0.0089580823909294,0.273,0.5357837675796628,0.1406409416173035,0.0,0.0,1.894284874200821,0.3642861849953789,2.484848231077194,0.4202975117315071,3.119193434715271,0.4492703685256293
577,25,,4,0.05,-4.587718319365236,0.271,0.7449402043688043,0.0975672241561526,0.25,0.3395769426801531,0.9092986844480038,0.5472863610578409,1.1593480929732325,0.6485509287077122,1.4269958660006523,0.7367846092782429
639,25,,4,0.2,-57.772627160556176,0.264,0.8001206042007318,0.090158288886889,0.04375,0.05625,0.6847582757472992,0.1429732383527014,0.9675862342119216,0.1578575020508762,1.313297301530838,0.1929035146068729
701,25,,5,0.05,-12.478273660639108,0.272,0.9414746996507112,0.0173695516204143,0.0,0.0,0.3832140639424324,0.077570067166949,0.6227813214063644,0.1033909648908234,0.973105862736702,0.1230707847126197
763,25,,5,0.2,-28.47551290508757,0.292,0.6181746812049881,0.3204126709532318,0.0,0.0,0.232875607907772,0.0849688199380384,0.3871688544750213,0.1208206068993678,0.6242607161402702,0.1603216786340788
840,25,,6,0.1,-39.57480106909405,0.295,0.7844502202482975,0.1376927933803254,0.0,0.0,0.159027200192213,0.0624691837191876,0.2587507981806993,0.0924544773280682,0.4033786095678806,0.1302247253002683
454,10,,3,0.05,-4.99685320061184,0.119,0.8772551186794608,0.0591821218509575,0.1875,0.1875,1.2023843824863434,0.5543852059521659,1.4639855027198792,0.5821079181070241,1.7265575379133224,0.5393409055979513
516,10,,3,0.2,-35.603562663735204,0.121,0.8571530706689695,0.0410069600858921,0.253125,0.4312386773875923,0.916865848004818,0.3929334121951799,1.2700441926717758,0.5385816875747426,1.6872296184301376,0.7071074555007255
