instance,n_traj,err,name,dim,noise,ks_true,coverage,n_visited,eval_dist,kappa_plus,frac,ent_cak_t2,ent_cak_t4,ent_cak_t8
580,25,,d4-c1-n0.05-m10,4,0.05,1.430710029764047,0.28,839,0.2161,0.4675752752155646,0.0875,3.6909234523773193,4.5625762939453125,5.363942623138428
608,10,,d4-c1-n0.1-m8,4,0.1,5.924945353387931,0.12,360,0.4301,0.8160549251343752,0.9125,2.4441421031951904,3.178126573562622,3.979390859603882
635,250,,d4-c1-n0.2-m5,4,0.2,-39.18539102422648,0.96,2879,0.0,-0.12924337084689,0.7125,5.6162848472595215,6.5024261474609375,7.080268383026123
663,100,,d5-c1-n0.01-m3,5,0.01,2.1789181931808583,0.708,2123,0.0,-0.2089319558867381,0.125,4.602668285369873,5.752936840057373,6.52731466293335
691,50,,d5-c1-n0.05-m1,5,0.05,-16.171144702457998,0.491,1473,0.0,-0.602692036873341,1.0,4.363082885742188,5.457067489624023,6.2619171142578125
704,25,,d5-c1-n0.05-m14,5,0.05,-31.099208931298197,0.301,904,0.0,0.1957401086121265,1.0,3.451812028884888,4.58903169631958,5.471009731292725
732,10,,d5-c1-n0.1-m12,5,0.1,-36.76476047112881,0.129,386,0.2863,0.6788307363765982,0.875,2.356653213500977,3.1018033027648926,3.835948944091797
759,250,,d5-c1-n0.2-m9,5,0.2,-18.93721874462364,0.958,2873,0.0,0.1881126409629087,0.1,5.138167858123779,6.15702486038208,6.809306621551514
787,100,,d6-c1-n0.01-m7,6,0.01,-45.17999519324027,0.737,2211,0.0,-0.2911157036544956,1.0,4.442184925079346,5.733272075653076,6.651069164276123
815,50,,d6-c1-n0.05-m5,6,0.05,-81.15612396422729,0.474,1422,0.0,-0.2687336292657546,1.0,3.991938829421997,4.949561595916748,5.7048420906066895
843,25,,d6-c1-n0.1-m3,6,0.1,-67.23454284811166,0.29,871,0.6137,0.3027884919428868,1.0,2.579018831253052,3.475926637649536,4.42427396774292
871,10,,d6-c1-n0.2-m1,6,0.2,0.935435246704639,0.13,391,0.7103,0.8898921728441127,1.0,2.2109735012054443,2.79131817817688,3.2802109718322754
883,250,,d6-c1-n0.2-m13,6,0.2,-26.5858890924547,0.95,2849,0.0,-0.5620238419392884,1.0,5.063800811767578,6.126188278198242,6.922309875488281
304,100,,d2-c1-n0.01-m4,2,0.01,-10.811957593661983,0.663,1990,0.1229,0.0378785496870281,0.4625,5.4406561851501465,6.086922645568848,6.578646183013916
332,50,,d2-c1-n0.05-m2,2,0.05,1.728836197424718,0.42,1261,0.0461,-0.0124709024858885,0.0125,4.844661235809326,5.3529953956604,5.8438239097595215
360,25,,d2-c1-n0.1-m0,2,0.1,-0.2773082867850632,0.267,802,0.0,0.0569391969142491,0.0,3.9099178314208975,4.120945930480957,4.410242557525635
373,10,,d2-c1-n0.1-m13,2,0.1,1.219879741117918,0.11,331,0.2576,0.2518760796794125,0.025,4.030467033386231,4.287232875823975,4.434873104095459
400,250,,d2-c1-n0.2-m10,2,0.2,4.735398380876656,0.952,2855,0.0,0.114474476036666,0.0,5.508995056152344,6.216607570648193,6.828503608703613
428,100,,d3-c1-n0.01-m8,3,0.01,-4.470633486317453,0.708,2123,0.0,0.0967153995157055,0.825,5.2069830894470215,6.216063022613525,6.931490421295166
456,50,,d3-c1-n0.05-m6,3,0.05,-10.086395056679647,0.451,1354,0.2209,0.0861081969266747,0.65,4.612888336181641,5.471662998199463,6.082398891448975
484,25,,d3-c1-n0.1-m4,3,0.1,-9.95300009216142,0.258,773,0.5279,0.2690736047366722,0.2125,2.9317193031311035,3.332711935043335,3.858811140060425
512,10,,d3-c1-n0.2-m2,3,0.2,-7.144697080372662,0.132,395,0.2389,0.6253164359211598,0.0125,3.1936073303222656,3.8425471782684326,4.41109561920166
524,250,,d3-c1-n0.2-m14,3,0.2,-10.794922538515332,0.957,2870,0.0,0.0181426984236738,0.0,5.349947929382324,6.175612926483154,6.837210178375244
552,100,,d4-c1-n0.01-m12,4,0.01,-11.163127979587726,0.71,2129,0.0,-0.193141443815465,0.2,4.945079803466797,5.887836456298828,6.642041206359863
580,50,,d4-c1-n0.05-m10,4,0.05,1.430710029764047,0.478,1433,0.3299,0.221152186965422,0.125,4.465814113616943,5.470457553863525,6.228881359100342
608,25,,d4-c1-n0.1-m8,4,0.1,5.924945353387931,0.291,874,0.0,-0.0090268704765196,0.5,3.311232805252075,4.32988977432251,5.2597975730896
636,10,,d4-c1-n0.2-m6,4,0.2,-29.21622157395343,0.126,377,0.2523,0.5124337950526728,0.025,2.791505813598633,3.145689010620117,3.44880747795105
663,250,,d5-c1-n0.01-m3,5,0.01,2.1789181931808583,0.965,2894,0.0,-0.0046990041645873,0.075,5.049883365631104,6.130032539367676,6.8481950759887695
691,100,,d5-c1-n0.05-m1,5,0.05,-16.171144702457998,0.731,2194,0.0,-0.2820379660375557,1.0,5.04146671295166,6.105293273925781,6.783612251281738
704,50,,d5-c1-n0.05-m14,5,0.05,-31.099208931298197,0.474,1421,0.0,0.1624619333645672,1.0,4.505738258361816,5.570476531982422,6.257632255554199
732,25,,d5-c1-n0.1-m12,5,0.1,-36.76476047112881,0.277,832,0.5874,0.0633297848577271,1.0,3.1090247631073,3.928295612335205,4.730191230773926
760,10,,d5-c1-n0.2-m10,5,0.2,-38.9177710392795,0.127,382,0.0,0.644498072571275,1.0,2.952352523803711,3.7315750122070312,4.376732349395752
787,250,,d6-c1-n0.01-m7,6,0.01,-45.17999519324027,0.963,2890,0.0,-0.8619856070928565,1.0,5.010074138641357,6.279067516326904,7.071945190429688
815,100,,d6-c1-n0.05-m5,6,0.05,-81.15612396422729,0.741,2222,0.0,-0.8109611904889782,0.85,4.6497344970703125,5.725549221038818,6.523448467254639
843,50,,d6-c1-n0.1-m3,6,0.1,-67.23454284811166,0.488,1463,0.0,-0.8793698316377426,1.0,4.17950963973999,5.277297496795654,6.057209491729736
871,25,,d6-c1-n0.2-m1,6,0.2,0.935435246704639,0.284,851,0.576,0.6247700697105483,0.9375,2.140964984893799,3.1083853244781494,4.13346529006958
884,10,,d6-c1-n0.2-m14,6,0.2,-48.22651622007661,0.127,380,0.7487,0.86451914009065,0.375,1.9528766870498655,2.5823867321014404,3.221477508544922
304,250,,d2-c1-n0.01-m4,2,0.01,-10.811957593661983,0.936,2807,0.0,0.0072983076236751,0.0,5.727676868438721,6.381819248199463,6.933602809906006
332,100,,d2-c1-n0.05-m2,2,0.05,1.728836197424718,0.684,2052,0.0,-0.0331507900096929,0.0,5.087105751037598,5.885984897613525,6.617032051086426
360,50,,d2-c1-n0.1-m0,2,0.1,-0.2773082867850632,0.433,1298,0.0,-0.0197829483535792,0.125,4.569286823272705,5.2110137939453125,5.783653736114502
373,25,,d2-c1-n0.1-m13,2,0.1,1.219879741117918,0.28,840,0.0,0.1564417059453334,0.75,4.09027624130249,4.86546802520752,5.526201248168945
401,10,,d2-c1-n0.2-m11,2,0.2,-23.39944863774402,0.123,370,0.3603,0.0560157307006966,0.1625,3.732391357421875,4.210632801055908,4.550069332122803
428,250,,d3-c1-n0.01-m8,3,0.01,-4.470633486317453,0.944,2831,0.0,-0.0431396172251924,0.825,5.615283489227295,6.590756416320801,7.304486274719238
456,100,,d3-c1-n0.05-m6,3,0.05,-10.086395056679647,0.692,2075,0.0,-0.0049303596492612,0.0125,5.223586559295654,6.0641632080078125,6.741048336029053
484,50,,d3-c1-n0.1-m4,3,0.1,-9.95300009216142,0.477,1430,0.0,0.0411707823956246,0.475,4.746373653411865,5.60848331451416,6.31784200668335
512,25,,d3-c1-n0.2-m2,3,0.2,-7.144697080372662,0.277,830,0.133,0.4128459012930805,0.1375,3.656436920166016,4.345629215240479,5.116761684417725
540,10,,d4-c1-n0.01-m0,4,0.01,0.8640063178340975,0.125,374,0.176,0.5364676665905471,0.0,2.807033061981201,3.245882511138916,3.648735046386719
552,250,,d4-c1-n0.01-m12,4,0.01,-11.163127979587726,0.959,2876,0.0,-0.1809645668772113,0.125,5.451115131378174,6.40108060836792,7.090133190155029
580,100,,d4-c1-n0.05-m10,4,0.05,1.430710029764047,0.731,2194,0.2834,-0.3584401538393421,0.025,5.153110027313232,6.1912689208984375,6.797365665435791
608,50,,d4-c1-n0.1-m8,4,0.1,5.924945353387931,0.476,1429,0.0,-0.1539501033187941,0.0875,4.574097633361816,5.451270580291748,6.180484294891357
636,25,,d4-c1-n0.2-m6,4,0.2,-29.21622157395343,0.293,880,0.2602,0.143505556712795,1.0,3.8098862171173096,4.699716567993164,5.383365631103516
664,10,,d5-c1-n0.01-m4,5,0.01,-20.746348774718008,0.128,383,0.7196,0.6322020602786569,0.1,2.666035413742065,3.336428165435791,3.8856377601623535
691,250,,d5-c1-n0.05-m1,5,0.05,-16.171144702457998,0.959,2878,0.0,-0.3477857216273115,1.0,5.2860870361328125,6.418925762176514,7.125694274902344
704,100,,d5-c1-n0.05-m14,5,0.05,-31.099208931298197,0.723,2168,0.0,-0.1761080593163941,1.0,5.13470983505249,6.165777683258057,6.810027599334717
732,50,,d5-c1-n0.1-m12,5,0.1,-36.76476047112881,0.463,1389,0.0,-0.0975731676206582,1.0,4.436147212982178,5.316277980804443,6.018472194671631
760,25,,d5-c1-n0.2-m10,5,0.2,-38.9177710392795,0.288,863,0.0,0.0572958366693637,1.0,3.67248010635376,4.676724910736084,5.418347835540772
788,10,,d6-c1-n0.01-m8,6,0.01,27.82760591019963,0.119,356,0.8283,0.7308464812286871,0.0,2.060900449752808,2.751291990280152,3.401904344558716
815,250,,d6-c1-n0.05-m5,6,0.05,-81.15612396422729,0.96,2880,0.0,-0.6919044556550368,0.875,5.09008264541626,6.20709753036499,6.934609889984131
843,100,,d6-c1-n0.1-m3,6,0.1,-67.23454284811166,0.732,2196,0.0,-0.3846249035681924,1.0,4.777525901794434,5.9146037101745605,6.664740085601807
871,50,,d6-c1-n0.2-m1,6,0.2,0.935435246704639,0.495,1486,0.0,0.1724994700458767,1.0,3.8300094604492183,4.9076924324035645,5.759995460510254
884,25,,d6-c1-n0.2-m14,6,0.2,-48.22651622007661,0.28,839,0.0,-0.29858037848245,1.0,3.1505239009857178,4.077266216278076,4.9880242347717285
305,10,,d2-c1-n0.01-m5,2,0.01,17.833593420006732,0.116,349,0.0789,0.4590951330598909,0.0,3.6552655696868896,3.8706796169281006,4.085145473480225
332,250,,d2-c1-n0.05-m2,2,0.05,1.728836197424718,0.925,2776,0.0,-0.036382022097042,0.0,5.5983171463012695,6.314850330352783,6.950035095214844
360,100,,d2-c1-n0.1-m0,2,0.1,-0.2773082867850632,0.698,2093,0.0,-0.0521159126563326,0.0,5.1988444328308105,5.862152099609375,6.50320291519165
373,50,,d2-c1-n0.1-m13,2,0.1,1.219879741117918,0.446,1337,0.1235,0.0453183968721627,0.3875,4.921271324157715,5.516582012176514,6.047011852264404
401,25,,d2-c1-n0.2-m11,2,0.2,-23.39944863774402,0.265,795,0.0,0.0102116444405618,0.025,4.42410135269165,4.797114849090576,5.185868740081787
429,10,,d3-c1-n0.01-m9,3,0.01,-16.296502183721266,0.115,345,0.2443,0.4444071121935993,0.0125,2.9433300495147705,3.3595123291015625,3.860546112060547
456,250,,d3-c1-n0.05-m6,3,0.05,-10.086395056679647,0.949,2848,0.0,-0.1781250116731922,0.0625,5.563436985015869,6.464917182922363,7.157110691070557
484,100,,d3-c1-n0.1-m4,3,0.1,-9.95300009216142,0.737,2210,0.2692,-0.0317841943218885,0.75,5.312011241912842,6.281661510467529,6.936374187469482
512,50,,d3-c1-n0.2-m2,3,0.2,-7.144697080372662,0.464,1391,0.38,0.0006047060355455,0.6125,4.2830023765563965,5.21421480178833,6.070265769958496
540,25,,d4-c1-n0.01-m0,4,0.01,0.8640063178340975,0.26,780,0.0,0.3017954500546752,0.8,3.624666213989258,4.419354438781738,5.1441969871521
553,10,,d4-c1-n0.01-m13,4,0.01,-14.479569337189464,0.121,362,0.3679,0.3832568792920052,0.2875,2.7606894969940186,3.425965547561645,4.064887046813965
580,250,,d4-c1-n0.05-m10,4,0.05,1.430710029764047,0.956,2867,0.0,-0.2567893233314299,0.05,5.500621318817139,6.499551296234131,7.124417304992676
608,100,,d4-c1-n0.1-m8,4,0.1,5.924945353387931,0.718,2155,0.0,0.2461998922892475,0.0125,4.924381256103516,5.899012565612793,6.706910610198975
636,50,,d4-c1-n0.2-m6,4,0.2,-29.21622157395343,0.475,1425,0.2523,-0.0480196633358171,0.6625,4.615434646606445,5.515649318695068,6.128303527832031
664,25,,d5-c1-n0.01-m4,5,0.01,-20.746348774718008,0.295,886,0.4279,0.7083291585611929,0.0,3.9241364002227774,4.75577449798584,5.364839553833008
692,10,,d5-c1-n0.05-m2,5,0.05,-29.278471998111137,0.122,365,0.6221,0.7155085919359441,0.45,2.229907989501953,2.86969256401062,3.467202425003052
704,250,,d5-c1-n0.05-m14,5,0.05,-31.099208931298197,0.964,2891,0.0,-0.536745325019012,1.0,5.54801607131958,6.5563554763793945,7.160434246063232
732,100,,d5-c1-n0.1-m12,5,0.1,-36.76476047112881,0.734,2202,0.0,-0.471402594297793,1.0,5.156963348388672,6.201576232910156,6.868242740631104
760,50,,d5-c1-n0.2-m10,5,0.2,-38.9177710392795,0.501,1503,0.532,-0.208916935598779,0.95,3.994297742843628,4.978862762451172,5.781956195831299
788,25,,d6-c1-n0.01-m8,6,0.01,27.82760591019963,0.279,837,0.0,0.5099640383505224,0.25,2.650664567947388,3.607025146484375,4.4853129386901855
816,10,,d6-c1-n0.05-m6,6,0.05,20.366556504039107,0.124,371,0.9402,0.52053031725787,0.45,1.3268457651138306,1.740983247756958,2.192089796066284
843,250,,d6-c1-n0.1-m3,6,0.1,-67.23454284811166,0.961,2884,0.0,-0.4087454104730902,1.0,5.187830448150635,6.346728801727295,7.06063175201416
871,100,,d6-c1-n0.2-m1,6,0.2,0.935435246704639,0.735,2206,0.0,0.2143409995806336,1.0,4.225444793701172,5.385316371917725,6.244935512542725
884,50,,d6-c1-n0.2-m14,6,0.2,-48.22651622007661,0.473,1418,0.0,-0.2721594021531053,1.0,3.8552072048187256,4.921042442321777,5.795997619628906
305,25,,d2-c1-n0.01-m5,2,0.01,17.833593420006732,0.232,696,0.1643,0.3122572749216873,0.025,3.430864095687866,3.93467116355896,4.352351665496826
333,10,,d2-c1-n0.05-m3,2,0.05,-0.0201398711714281,0.11,331,0.2861,0.4342936257023728,0.0,3.4047188758850098,3.471813201904297,3.5115578174591064
360,250,,d2-c1-n0.1-m0,2,0.1,-0.2773082867850632,0.945,2835,0.0,0.0228097716415984,0.0,5.584869384765625,6.251985549926758,6.8935160636901855
373,100,,d2-c1-n0.1-m13,2,0.1,1.219879741117918,0.698,2094,0.0,0.1286478821368515,0.1375,5.257444858551025,5.971593856811523,6.609647274017334
401,50,,d2-c1-n0.2-m11,2,0.2,-23.39944863774402,0.47,1410,0.0,-0.1507668843941943,0.05,4.990975379943848,5.503856658935547,5.975297927856445
429,25,,d3-c1-n0.01-m9,3,0.01,-16.296502183721266,0.271,813,0.269,0.3072353163905573,0.05,4.16552209854126,4.745976448059082,5.225080966949463
457,10,,d3-c1-n0.05-m7,3,0.05,-16.176625387033255,0.113,338,0.0,0.4061390763080899,0.625,3.43742299079895,4.131524562835693,4.74385929107666
484,250,,d3-c1-n0.1-m4,3,0.1,-9.95300009216142,0.954,2862,0.0,0.0070784105328308,0.725,5.688480377197266,6.637185573577881,7.29653787612915
512,100,,d3-c1-n0.2-m2,3,0.2,-7.144697080372662,0.717,2150,0.0,-0.0227727962795677,0.2875,5.0709967613220215,6.04852819442749,6.8222856521606445
540,50,,d4-c1-n0.01-m0,4,0.01,0.8640063178340975,0.482,1445,0.2633,-0.2989860627862443,0.325,4.767082214355469,5.6227707862854,6.234456062316895
553,25,,d4-c1-n0.01-m13,4,0.01,-14.479569337189464,0.274,822,0.2312,0.2214318217973927,0.4375,4.116272926330566,5.005738258361816,5.600264072418213
581,10,,d4-c1-n0.05-m11,4,0.05,-27.984450651921836,0.116,347,0.4467,0.7373534687950362,0.05,3.231346845626831,3.8778984546661377,4.401003837585449
608,250,,d4-c1-n0.1-m8,4,0.1,5.924945353387931,0.944,2831,0.0,-0.1898248211559147,0.05,5.307759761810303,6.315792560577393,7.088153839111328
636,100,,d4-c1-n0.2-m6,4,0.2,-29.21622157395343,0.726,2179,0.0,0.090794022101676,1.0,5.038504123687744,6.0186076164245605,6.6962890625
664,50,,d5-c1-n0.01-m4,5,0.01,-20.746348774718008,0.462,1387,0.4279,0.6387473305379047,0.075,3.877546787261963,4.817707061767578,5.601491451263428
692,25,,d5-c1-n0.05-m2,5,0.05,-29.278471998111137,0.266,799,0.0,0.2580470167355419,1.0,3.4150540828704834,4.370510101318359,5.182517528533936
720,10,,d5-c1-n0.1-m0,5,0.1,9.58742063848517,0.131,393,0.7528,0.4652606398086949,0.0375,2.1939637660980225,2.77979063987732,3.3169829845428467
732,250,,d5-c1-n0.1-m12,5,0.1,-36.76476047112881,0.963,2890,0.0,-0.3618940682868615,1.0,5.4686455726623535,6.545009613037109,7.1909050941467285
760,100,,d5-c1-n0.2-m10,5,0.2,-38.9177710392795,0.729,2188,0.0,-0.3022875733610806,1.0,5.095115184783936,6.195549488067627,6.898072719573975
788,50,,d6-c1-n0.01-m8,6,0.01,27.82760591019963,0.494,1482,0.0,0.6795649709405458,0.025,3.936495542526245,5.049051761627197,5.868977546691895
816,25,,d6-c1-n0.05-m6,6,0.05,20.366556504039107,0.314,943,0.0,0.5588570651167382,0.0625,3.308486223220825,4.166829586029053,4.909732341766357
844,10,,d6-c1-n0.1-m4,6,0.1,-51.41557026855955,0.131,393,0.0,0.6181280560447957,1.0,2.6570286750793457,3.279991865158081,3.872412919998169
871,250,,d6-c1-n0.2-m1,6,0.2,0.935435246704639,0.95,2849,0.0,0.3373895895521863,1.0,4.660372734069824,5.8452653884887695,6.689874172210693
884,100,,d6-c1-n0.2-m14,6,0.2,-48.22651622007661,0.73,2191,0.0,-0.6396608602909015,1.0,4.381404876708984,5.564176082611084,6.486850261688232
305,50,,d2-c1-n0.01-m5,2,0.01,17.833593420006732,0.431,1293,0.2871,-0.0858525268389786,0.0,4.196051597595215,4.758877277374268,5.436717987060547
333,25,,d2-c1-n0.05-m3,2,0.05,-0.0201398711714281,0.267,800,0.1532,0.2619902293613141,0.0,4.191803455352783,4.62701940536499,5.1146345138549805
361,10,,d2-c1-n0.1-m1,2,0.1,9.449520693307583,0.116,348,0.5387,0.3702894112974066,0.0,3.892791748046875,4.222088813781738,4.480294227600098
373,250,,d2-c1-n0.1-m13,2,0.1,1.219879741117918,0.959,2876,0.0,0.151554762038075,0.1125,5.648187160491943,6.369710445404053,6.9960784912109375
401,100,,d2-c1-n0.2-m11,2,0.2,-23.39944863774402,0.712,2137,0.0,-0.1670231678510081,0.025,5.420730113983154,6.161585807800293,6.767695903778076
429,50,,d3-c1-n0.01-m9,3,0.01,-16.296502183721266,0.476,1428,0.0,0.136051539236618,0.0625,4.908341407775879,5.662776470184326,6.249382972717285
457,25,,d3-c1-n0.05-m7,3,0.05,-16.176625387033255,0.243,729,0.0,0.1522300264991818,0.0375,4.232727527618408,4.8650736808776855,5.3016037940979
485,10,,d3-c1-n0.1-m5,3,0.1,-20.52226204708142,0.122,367,0.188,0.3781730931108576,0.2125,3.16419005393982,3.824926853179932,4.4788498878479
512,250,,d3-c1-n0.2-m2,3,0.2,-7.144697080372662,0.96,2879,0.0,-0.1047707770376802,0.175,5.486094951629639,6.434485912322998,7.151843547821045
540,100,,d4-c1-n0.01-m0,4,0.01,0.8640063178340975,0.716,2147,0.0,0.0002697172271055,0.225,5.22156286239624,6.15175199508667,6.749001979827881
553,50,,d4-c1-n0.01-m13,4,0.01,-14.479569337189464,0.463,1388,0.5094,0.329848218249663,0.075,4.260707378387451,5.141639232635498,5.843846797943115
581,25,,d4-c1-n0.05-m11,4,0.05,-27.984450651921836,0.271,812,0.4598,0.2067734466825981,0.3875,3.20569396018982,4.05016040802002,4.777143955230713
609,10,,d4-c1-n0.1-m9,4,0.1,-0.0842488264840803,0.125,376,0.1905,0.8586624686998028,1.0,2.4036221504211426,3.033133029937744,3.7503411769866943
636,250,,d4-c1-n0.2-m6,4,0.2,-29.21622157395343,0.965,2896,0.0,-0.0613269840133316,0.6875,5.413265705108643,6.344056606292725,7.006706237792969
664,100,,d5-c1-n0.01-m4,5,0.01,-20.746348774718008,0.736,2209,0.0,-0.0482969069286108,0.0125,4.979057312011719,5.9956793785095215,6.640484809875488
692,50,,d5-c1-n0.05-m2,5,0.05,-29.278471998111137,0.479,1438,0.374,-0.5024304451118565,0.9125,4.089276313781738,5.083940029144287,5.8987135887146
720,25,,d5-c1-n0.1-m0,5,0.1,9.58742063848517,0.288,865,0.5218,0.409510253686286,0.05,2.541365385055542,3.2632713317871094,4.110302448272705
733,10,,d5-c1-n0.1-m13,5,0.1,-36.53140813846787,0.123,370,0.7457,0.5782036586787537,0.075,2.52594256401062,2.9246666431427,3.216737508773804
760,250,,d5-c1-n0.2-m10,5,0.2,-38.9177710392795,0.961,2882,0.0,-0.285908113082487,1.0,5.550809383392334,6.602124214172363,7.235874176025391
788,100,,d6-c1-n0.01-m8,6,0.01,27.82760591019963,0.724,2173,0.0,0.8891282075399811,0.0125,4.634936809539795,5.7148051261901855,6.4120192527771
816,50,,d6-c1-n0.05-m6,6,0.05,20.366556504039107,0.492,1477,0.0,0.2819577299762937,0.75,3.790840148925781,4.873076915740967,5.743698120117188
844,25,,d6-c1-n0.1-m4,6,0.1,-51.41557026855955,0.299,897,0.6736,-0.5381908729150496,1.0,2.6593565940856934,3.683603763580322,4.723691463470459
872,10,,d6-c1-n0.2-m2,6,0.2,-31.49232593408417,0.128,383,0.6917,0.8641493780267184,1.0,2.00756573677063,2.6957316398620605,3.3729119300842285
884,250,,d6-c1-n0.2-m14,6,0.2,-48.22651622007661,0.961,2882,0.0,-0.4538308091150815,1.0,5.089465618133545,6.208742141723633,6.952857971191406
305,100,,d2-c1-n0.01-m5,2,0.01,17.833593420006732,0.648,1944,0.2131,0.0121232391551414,0.55,4.5794782638549805,5.216838836669922,5.801573276519775
333,50,,d2-c1-n0.05-m3,2,0.05,-0.0201398711714281,0.453,1359,0.0613,-0.0092869052212218,0.0,4.06519079208374,4.539421081542969,5.22542142868042
361,25,,d2-c1-n0.1-m1,2,0.1,9.449520693307583,0.243,728,0.1834,0.5493959541460305,0.0,3.47576904296875,4.027293205261231,4.646286010742188
374,10,,d2-c1-n0.1-m14,2,0.1,-7.89412429083137,0.107,320,0.0824,-0.0014916382083415,0.0,3.3834939002990723,3.5958385467529297,3.786726474761963
401,250,,d2-c1-n0.2-m11,2,0.2,-23.39944863774402,0.96,2879,0.0,-0.0632044218805446,0.025,5.703853607177734,6.451531887054443,7.073066711425781
429,100,,d3-c1-n0.01-m9,3,0.01,-16.296502183721266,0.701,2104,0.0,0.079594009145374,0.0,5.314540863037109,6.054560661315918,6.609202861785889
457,50,,d3-c1-n0.05-m7,3,0.05,-16.176625387033255,0.442,1326,0.0,0.1961630510391042,0.5125,4.8072829246521,5.649792194366455,6.299051284790039
485,25,,d3-c1-n0.1-m5,3,0.1,-20.52226204708142,0.258,774,0.2776,0.2630169870309794,0.5125,3.904405355453491,4.656721591949463,5.34045934677124
513,10,,d3-c1-n0.2-m3,3,0.2,-4.361976627914746,0.121,364,0.3991,0.2212551424614407,0.025,4.120829105377197,4.586435317993164,4.779354095458984
540,250,,d4-c1-n0.01-m0,4,0.01,0.8640063178340975,0.951,2852,0.0,0.0050670420690354,0.3625,5.488199710845947,6.518071174621582,7.165206909179688
553,100,,d4-c1-n0.01-m13,4,0.01,-14.479569337189464,0.703,2109,0.0,-0.0066188180277352,0.375,5.015574932098389,6.164758205413818,6.888328075408936
581,50,,d4-c1-n0.05-m11,4,0.05,-27.984450651921836,0.484,1452,0.3892,-0.3496730856979754,0.8625,4.609021186828613,5.622695446014404,6.325722694396973
609,25,,d4-c1-n0.1-m9,4,0.1,-0.0842488264840803,0.271,813,0.0,0.0823246218756844,0.225,4.029569625854492,4.8507256507873535,5.541823387145996
637,10,,d4-c1-n0.2-m7,4,0.2,-24.996193418222923,0.127,380,0.2579,0.8075511689782024,1.0,3.080780506134033,3.568495988845825,4.053624153137207
664,250,,d5-c1-n0.01-m4,5,0.01,-20.746348774718008,0.964,2892,0.0,-0.1729282632272189,0.025,5.38312292098999,6.411379337310791,7.020327091217041
692,100,,d5-c1-n0.05-m2,5,0.05,-29.278471998111137,0.733,2199,0.374,0.2849807047611389,0.75,4.586488723754883,5.670423984527588,6.4703521728515625
720,50,,d5-c1-n0.1-m0,5,0.1,9.58742063848517,0.489,1466,0.4278,0.8468140385034587,0.0,3.920766115188599,4.887429714202881,5.640109539031982
733,25,,d5-c1-n0.1-m13,5,0.1,-36.53140813846787,0.28,840,0.0,0.3287491256148899,0.9375,3.596670866012573,4.6434502601623535,5.447412014007568
761,10,,d5-c1-n0.2-m11,5,0.2,-3.4649771563151788,0.127,382,0.5399,0.8657106870780645,0.5125,2.129063367843628,2.7040669918060303,3.296935796737671
788,250,,d6-c1-n0.01-m8,6,0.01,27.82760591019963,0.959,2876,0.0,0.3901139705007226,0.0125,5.06104040145874,6.134145736694336,6.786506652832031
816,100,,d6-c1-n0.05-m6,6,0.05,20.366556504039107,0.759,2276,0.0,0.2476020123554869,0.0875,4.542600154876709,5.610219478607178,6.378223419189453
844,50,,d6-c1-n0.1-m4,6,0.1,-51.41557026855955,0.515,1546,0.0,-0.3593260877380967,1.0,4.35443115234375,5.385615825653076,6.152819633483887
872,25,,d6-c1-n0.2-m2,6,0.2,-31.49232593408417,0.286,859,0.0,0.2914403311378303,1.0,2.9515748023986816,3.9616096019744873,4.842800140380859
305,250,,d2-c1-n0.01-m5,2,0.01,17.833593420006732,0.952,2856,0.0,0.0350656081511389,0.0125,5.577484130859375,6.214890480041504,6.732572078704834
333,100,,d2-c1-n0.05-m3,2,0.05,-0.0201398711714281,0.691,2073,0.0,-0.0194507294141874,0.1375,5.14116907119751,5.822556972503662,6.5205278396606445
361,50,,d2-c1-n0.1-m1,2,0.1,9.449520693307583,0.453,1360,0.156,0.0708249497411987,0.0,4.3615546226501465,5.00893497467041,5.602220058441162
374,25,,d2-c1-n0.1-m14,2,0.1,-7.89412429083137,0.266,797,0.1937,0.1981222501097214,0.2625,3.67518162727356,4.150535106658936,4.657038688659668
402,10,,d2-c1-n0.2-m12,2,0.2,5.287646988969231,0.11,329,0.4708,-0.1646466377848572,0.0,3.1594626903533936,3.4004197120666504,3.603980779647827
429,250,,d3-c1-n0.01-m9,3,0.01,-16.296502183721266,0.948,2845,0.0,0.1462832011370323,0.1625,5.669785976409912,6.504985332489014,7.0982208251953125
457,100,,d3-c1-n0.05-m7,3,0.05,-16.176625387033255,0.704,2111,0.0,-0.201429242805014,0.675,5.375582218170166,6.232510089874268,6.829556465148926
485,50,,d3-c1-n0.1-m5,3,0.1,-20.52226204708142,0.475,1424,0.0,0.0878848304234366,0.225,4.8901214599609375,5.632972240447998,6.271580219268799
513,25,,d3-c1-n0.2-m3,3,0.2,-4.361976627914746,0.287,861,0.0,0.084144672559048,1.0,3.409266233444214,4.385875701904297,5.304186820983887
541,10,,d4-c1-n0.01-m1,4,0.01,-0.036623222623584,0.127,380,0.8799,0.515635436812548,0.0125,2.506077527999878,3.1436069011688232,3.754051923751831
553,250,,d4-c1-n0.01-m13,4,0.01,-14.479569337189464,0.961,2882,0.0,-0.0847838901590114,0.1625,5.393531322479248,6.488084316253662,7.1822357177734375
581,100,,d4-c1-n0.05-m11,4,0.05,-27.984450651921836,0.695,2086,0.3326,-0.0935913944185469,0.4625,4.975744247436523,5.955233097076416,6.71209716796875
