instance,dataset,err,name,dim,noise,m,shape,ks_true,n_points,kappa_plus,frac
51,sadspheres,,2-Saddle,2,0.0,,Saddle,-8.0,2000,-0.08994354131300084,0.0
115,sadspheres,,3-Sphere,3,0.0,,Sphere,2.0,2000,0.22883693213768463,0.0
179,sadspheres,,4-Plane,4,0.0,,Plane,0.0,2000,0.09724705686080297,1.0
243,sadspheres,,6-Saddle,6,0.0,,Saddle,-24.0,2000,0.5570965276308486,1.0
307,colosseum,,d2-c1-n0.01-m7,2,0.01,7,,-4.119639039475162,3000,-0.028560142233755095,0.0
431,colosseum,,d3-c1-n0.01-m11,3,0.01,11,,14.164580864957042,3000,0.013041828619461127,0.025
570,colosseum,,d4-c1-n0.05-m0,4,0.05,0,,-1.0376935627011612,3000,-0.2026638373823625,0.025
694,colosseum,,d5-c1-n0.05-m4,5,0.05,4,,54.88132514320018,3000,0.48077277882508757,0.0
818,colosseum,,d6-c1-n0.05-m8,6,0.05,8,,-41.17873865452874,3000,0.2603211357452012,1.0
