instance,dataset,err,name,dim,noise,m,shape,ks_true,n_points,kappa_plus,frac
45,sadspheres,,2-Saddle,2,0.0,,Saddle,-8.0,2000,-0.08088976133912566,0.0
109,sadspheres,,3-Sphere,3,0.0,,Sphere,2.0,2000,0.21053637515600154,0.0
173,sadspheres,,4-Plane,4,0.0,,Plane,0.0,2000,0.16600216421214337,0.9875
237,sadspheres,,5-Saddle,5,0.0,,Saddle,-16.0,2000,0.2695146228966646,1.0
301,colosseum,,d2-c1-n0.01-m1,2,0.01,1,,24.29147882731491,3000,0.08925972287792866,0.0
425,colosseum,,d3-c1-n0.01-m5,3,0.01,5,,-6.077102370699984,3000,0.007571579004861481,0.7
549,colosseum,,d4-c1-n0.01-m9,4,0.01,9,,-11.171970873719408,3000,0.1242814953502339,0.2875
673,colosseum,,d5-c1-n0.01-m13,5,0.01,13,,-29.827358750792463,3000,-0.30385786550235383,1.0
812,colosseum,,d6-c1-n0.05-m2,6,0.05,2,,-45.10090508696406,3000,-0.33944855168735977,0.7375
