seed,T,N,gamma,temperature,mean_kl,pearson_entropy_vs_ks,spearman_entropy_vs_ks,pearson_entropy_hat_vs_real,err
1,20,100,0.2,1.0,2.1617068254782663,0.20696570728706484,0.2721975966514733,0.11066612406734067,
1,20,100,0.2,2.0,2.6344698399019193,-0.0037585760195245777,-0.052797491719171995,-0.03501453591465034,
1,20,100,0.2,5.0,3.8084343583475553,-0.1327206930721869,-0.2546372274457737,-0.10043888906765969,
1,20,100,0.5,0.1,6.8862378257352,0.2870994027234717,0.38637038159259535,-0.00738273906774304,
1,20,100,0.5,0.3,3.6577350655732963,0.33673787427408447,0.446864444216111,0.02308123393926889,
1,20,100,0.5,0.5,2.5739911139459544,0.3389775832655733,0.441384368346092,0.07085519834520917,
1,20,100,0.5,1.0,1.6883193605823457,0.28686338148863344,0.36905804940290915,0.14712036152091884,
1,20,100,0.5,2.0,1.4339291969593286,0.12738557163723133,0.173807725712643,0.1579667562054941,
1,20,100,0.5,5.0,1.8944388532553584,-0.12516655684247824,-0.26937337484334367,-0.004401246344567782,
1,20,100,0.8,0.1,14.570291053105604,0.2371085221563017,0.2924332301083075,0.010886749856407986,
1,20,100,0.8,0.3,10.532578702155767,0.29281513661616604,0.3964561261140315,0.04794302017727847,
1,20,100,0.8,0.5,8.357662053931515,0.32311782368216796,0.4243706050926513,0.08462272701087839,
1,20,100,0.8,1.0,5.454656984104991,0.3311534008131241,0.4224951426237857,0.13626613442235608,
1,20,100,0.8,2.0,2.941311961992835,0.26030964720344096,0.334481821245886,0.17594057551216857,
1,20,100,0.8,5.0,0.9905687381573225,-0.01850860203707888,-0.06947752886938222,0.12379099942484392,
1,20,100,0.9,0.1,17.66981531785408,0.19553875371339882,0.22608392502098126,0.07202360198540902,
1,20,100,0.9,0.3,14.56304221250915,0.2773778527787967,0.3615920667836137,0.12929345226328348,
1,20,100,0.9,0.5,12.65259126702361,0.31342161817843806,0.40265743516435876,0.16734349510624477,
1,20,100,0.9,1.0,9.670735396012315,0.345116406248744,0.41999333399833344,0.2189849230569707,
1,20,100,0.9,2.0,6.421479428923065,0.30298629566581303,0.378000684000171,0.2257348461160636,
1,20,100,0.9,5.0,2.139204948567108,0.0762508380256882,0.08750070165798818,0.13364336597103246,
1,50,10,0.2,0.1,6.014551766531831,0.10381277419919789,0.1556739224184806,0.03752664632871906,
1,50,10,0.2,0.3,3.2614704354943607,0.06517063100691575,0.11342786914950276,0.026687523546366693,
1,50,10,0.2,0.5,2.872677896806394,0.032219357899002876,0.0682642835660709,0.01562997862065066,
1,50,10,0.2,1.0,2.8656559293839736,-0.0246772921564744,-0.014899685230508691,-0.0004374098971032629,
1,50,10,0.2,2.0,3.251097792950953,-0.05920831604934709,-0.09011876031348462,-0.029120134593032105,
1,50,10,0.2,5.0,4.297089065714834,-0.10534192530487765,-0.18525146177127333,-0.03280232421923729,
1,50,10,0.5,0.1,9.270575419002114,0.1060324958382388,0.144078384019596,-0.008799165169940552,
1,50,10,0.5,0.3,4.4775022967105285,0.09250735267077943,0.14832557658139414,-0.011648845995160896,
1,50,10,0.5,0.5,3.115531936452993,0.06918193809554099,0.11856278664069665,-0.013769583975443093,
1,50,10,0.5,1.0,2.136550954583635,0.01693175028192035,0.0455718023929506,-0.019380172636038785,
1,50,10,0.5,2.0,1.927776735469468,-0.047258300325789246,-0.05044593661148415,-0.03743759474315439,
1,50,10,0.5,5.0,2.500163824053219,-0.11687667630866594,-0.21612294619282874,-0.06093408383937697,
1,50,10,0.8,0.1,14.953587418110892,0.0815996374223308,0.08610799102699775,-0.009514676551591548,
1,50,10,0.8,0.3,9.256029451394648,0.08802764725025405,0.11414751903687975,-0.008591282990965976,
1,50,10,0.8,0.5,6.70181293479213,0.08446512803171265,0.11901031625257906,-0.009316503933289083,
1,50,10,0.8,1.0,3.85690760009353,0.05754606974659074,0.08943195135798783,-0.01939258463938466,
1,50,10,0.8,2.0,1.8994733080765107,-0.0031010874532951226,0.010849120212280053,-0.04879222465968436,
1,50,10,0.8,5.0,1.0331624423363535,-0.08571901978635858,-0.12349979037494759,-0.08477107876871864,
1,50,10,0.9,0.1,17.238274666707817,0.0719039896363083,0.06733737933434483,0.01226985396536874,
1,50,10,0.9,0.3,12.514044131654892,0.07574678042198435,0.09597908399477098,0.01734724733927793,
1,50,10,0.9,0.5,9.9545887721307,0.07673843416707476,0.10014362053590513,0.01738085003967405,
1,50,10,0.9,1.0,6.534193420219723,0.06640491774962831,0.09180421995105499,0.010969224287845521,
1,50,10,0.9,2.0,3.394428141733878,0.019655674461723345,0.03718505581020835,-0.022506240853199994,
1,50,10,0.9,5.0,0.9803268054716329,-0.0745179773672009,-0.1012939266494521,-0.08803057601143008,
1,50,20,0.2,0.1,3.6463045993335292,0.2097664511135663,0.2535609213902303,0.12882940889828853,
1,50,20,0.2,0.3,2.330973000052688,0.1831386237137265,0.21510416527604131,0.13323711384167158,
1,50,20,0.2,0.5,2.223539409350057,0.13617157068528435,0.1563507180876795,0.1261897491951282,
1,50,20,0.2,1.0,2.4065930337504873,0.021005590002708085,0.04513555428388857,0.07220752773950923,
1,50,20,0.2,2.0,2.8582348689134607,-0.1144098726909719,-0.13584973001337616,-0.05276677892982881,
1,50,20,0.2,5.0,4.00908897134619,-0.13873878694250563,-0.2083085284052478,-0.0889980040228912,
1,50,20,0.5,0.1,7.7182398785657895,0.19353845580844578,0.2084441021110255,0.018661647729675174,
1,50,20,0.5,0.3,3.810433969975186,0.2108940905291098,0.25323069630767403,0.02671183089813959,
1,50,20,0.5,0.5,2.6736849902608983,0.18874161329233793,0.217773935025149,0.046136282587687164,
1,50,20,0.5,1.0,1.8048101957860203,0.10082240278810416,0.1141809218380483,0.05721767515584458,
1,50,20,0.5,2.0,1.6082390198210896,-0.04840843651979216,-0.03316020980248753,0.02004718283455407,
1,50,20,0.5,5.0,2.170300785535671,-0.1854656352943145,-0.3242309680509152,-0.06348503134860652,
1,50,20,0.8,0.1,14.760560688497273,0.12212557741179497,0.11445266411316603,-0.007179833404745384,
1,50,20,0.8,0.3,9.517050260976955,0.18705183606550985,0.20414239203559797,-0.007927469042565985,
1,50,20,0.8,0.5,7.107432981136051,0.2103082390062606,0.2379912369978092,0.008372298502633851,
1,50,20,0.8,1.0,4.223048624853556,0.19275932036452237,0.21382921903749075,0.02367015464050535,
1,50,20,0.8,2.0,2.015752661946562,0.08559694775777298,0.09451909612977404,0.0036174714248940233,
1,50,20,0.8,5.0,0.8632822333812581,-0.13802108765485255,-0.19060075465018866,-0.0449973814234899,
1,50,20,0.9,0.1,17.422671182749188,0.1130922424402285,0.10113359828339957,0.037490085546394894,
1,50,20,0.9,0.3,13.143215551737134,0.16387172072316764,0.16748978987244745,0.05581939891364746,
1,50,20,0.9,0.5,10.794075693541759,0.19792125174935105,0.21486196021549003,0.07884209653040404,
1,50,20,0.9,1.0,7.4505962651993975,0.20738428808506632,0.23067441666860414,0.08989045466548017,
1,50,20,0.9,2.0,4.056230247303932,0.13209848432395915,0.1449321572873889,0.04890038857255463,
1,50,20,0.9,5.0,1.0589558329753495,-0.09075133662840928,-0.10808005056054266,-0.06716408655494441,
1,50,50,0.2,0.1,2.5663302315669902,0.13904012647441755,0.2519515814878953,0.14621276489116375,
1,50,50,0.2,0.3,1.820124967063014,0.19997624758171345,0.30523525030881254,0.20097017240492154,
1,50,50,0.2,0.5,1.8328639785205818,0.19616777857329382,0.2657770354442588,0.21025589257663813,
1,50,50,0.2,1.0,2.1192953809175297,0.10165041280899646,0.11445495094957893,0.13110492783791444,
1,50,50,0.2,2.0,2.6159777497277035,-0.01986698292496563,-0.137765123941281,-0.06994520174074118,
1,50,50,0.2,5.0,3.8045766688027634,0.10310135602487,-0.025179532063767666,-0.15183391159052603,
1,50,50,0.5,0.1,6.890405957434423,0.13062876378339794,0.21786473229788236,-0.08933580449044976,
1,50,50,0.5,0.3,3.5742428910174917,0.18852109612911444,0.30105083426270857,-0.03422274168476998,
1,50,50,0.5,0.5,2.47817304039844,0.22516569845190482,0.3164388987283893,0.027649304835841437,
1,50,50,0.5,1.0,1.6016144518569848,0.2083610091374108,0.24609538502384626,0.09740025130211954,
1,50,50,0.5,2.0,1.3789596961312887,0.07231310109933735,0.04243568264074742,0.07106197583697588,
1,50,50,0.5,5.0,1.8711033681527347,0.07958051095957805,-0.12682781359963471,0.03459328764981083,
1,50,50,0.8,0.1,14.918828773727785,0.1770252043949376,0.19473089618272404,-0.07610212903109342,
1,50,50,0.8,0.3,10.8442569218331,0.2013490032523157,0.279783303945826,-0.07843729311823183,
1,50,50,0.8,0.5,8.612967400418544,0.23143129070842844,0.3074437848609462,-0.05541010202486715,
1,50,50,0.8,1.0,5.62756580816029,0.2770633143233959,0.3300598350149587,0.014123441383770308,
1,50,50,0.8,2.0,3.035696002196856,0.24193690819755684,0.25999920799980203,0.07302344811474906,
1,50,50,0.8,5.0,0.9940876830796668,0.03308455988017765,-0.08061679499489263,0.09649453700582465,
1,50,50,0.9,0.1,18.12873127167021,0.19726884230982833,0.20031973107993276,0.07020882417465164,
1,50,50,0.9,0.3,15.090595312403625,0.2386820725265202,0.2726439960132405,0.07987084121568176,
1,50,50,0.9,0.5,13.208030675298232,0.26019242236586443,0.3073166568291642,0.08702576445135307,
1,50,50,0.9,1.0,10.217347606869392,0.294252327209572,0.33469497729925496,0.11641402463944255,
1,50,50,0.9,2.0,6.9318705236031635,0.28903780362060627,0.3127763416940854,0.14248879972283884,
1,50,50,0.9,5.0,2.487695962986153,0.10287165366651616,0.05969451742362936,0.08445993557500456,
1,50,100,0.2,0.1,2.2747016110999754,-0.08335163350576567,0.04342153685538421,0.09203267080967475,
1,50,100,0.2,0.3,1.5467891260598146,-0.14378115065101377,0.07992441129104612,0.1305602965632511,
1,50,100,0.2,0.5,1.5822056930053232,-0.13746405403568662,0.09334560383640096,0.1442719248902814,
1,50,100,0.2,1.0,1.921184667804694,-0.005425996147870819,0.08589126347281587,0.10576977711558413,
1,50,100,0.2,2.0,2.479734703982465,0.1900986607413926,0.021920709996618028,-0.06428581006624835,
1,50,100,0.2,5.0,3.7396879769352145,0.3309093162931338,0.153104571083557,-0.10632622030245781,
1,50,100,0.5,0.1,6.6203540248706725,-0.023043154235673654,0.06445866711466677,-0.25160013395056113,
1,50,100,0.5,0.3,3.2971341805825753,-0.0827984009809386,0.10130538132634533,-0.22827265720395684,
1,50,100,0.5,0.5,2.181766369556596,-0.09102336451878627,0.12535001383750344,-0.15812014819990902,
1,50,100,0.5,1.0,1.3255181270766547,-0.03082834417756707,0.1529315632328908,-0.018517213144534646,
1,50,100,0.5,2.0,1.1764579832833342,0.19068928644795502,0.20864889649046747,0.150279278584532,
1,50,100,0.5,5.0,1.7557626213116697,0.38956686583175926,0.1658074368262148,0.20666645384794854,
1,50,100,0.8,0.1,14.745640626376032,0.08689535399163925,0.12945549986387497,-0.15596318287124564,
1,50,100,0.8,0.3,10.895081547472433,0.09023661445083808,0.20284112071028018,-0.21849073376937528,
1,50,100,0.8,0.5,8.67350495618628,0.09499439931709028,0.24352771447325153,-0.21272150033148468,
1,50,100,0.8,1.0,5.633539218198856,0.14023864607896241,0.3151685677921419,-0.12397684800144348,
1,50,100,0.8,2.0,2.948834967833057,0.30918795902138557,0.388777174340085,0.12670376199011973,
1,50,100,0.8,5.0,0.8831274070471874,0.43046397361817446,0.3437363648207946,0.4554605105833963,
1,50,100,0.9,0.1,18.171290848751532,0.14255096176013246,0.15927532737856012,0.01273676255769401,
1,50,100,0.9,0.3,15.412983745035701,0.1806062986116362,0.25021189455297366,0.003148829125427917,
1,50,100,0.9,0.5,13.638910350863702,0.1917306950234242,0.29610761752690434,0.007151975890884919,
1,50,100,0.9,1.0,10.7285915458566,0.22787040101103087,0.36590003861222214,0.052322730444839,
1,50,100,0.9,2.0,7.4264157337099315,0.3577878790223271,0.43916933879233466,0.22129400252239076,
1,50,100,0.9,5.0,2.856823513538192,0.4827044351551635,0.4511211857802964,0.4822899397987615,
2,20,10,0.2,0.1,11.077132345162816,0.11937192241174607,0.1186845551711388,0.0591386898947176,
2,20,10,0.2,0.3,5.244913543970153,0.13405056756302874,0.1643860460965115,0.03267193841766407,
2,20,10,0.2,0.5,3.9173703331182277,0.11492730885311275,0.14098760174690042,0.03879236895694644,
2,20,10,0.2,1.0,3.2056672816035223,0.05082659004217304,0.06083817177798589,0.05082935602466398,
2,20,10,0.2,2.0,3.2598374154929415,-0.039372834457294704,-0.07276371919092979,0.0776680873132727,
2,20,10,0.2,5.0,4.215634082911893,-0.07828663969641925,-0.08958040489510122,0.07245757887708851,
2,20,10,0.5,0.1,15.29781222836844,0.17865226965623782,0.19389903947475987,0.05535172716069259,
2,20,10,0.5,0.3,7.86853735077264,0.16106504508989608,0.1851766326135994,0.0359692421618934,
2,20,10,0.5,0.5,5.2788220944031385,0.14977498419283136,0.188121158100835,0.044485255446935074,
2,20,10,0.5,1.0,3.109472202572136,0.11027094542998701,0.15523879036791213,0.0640826611248253,
2,20,10,0.5,2.0,2.2465391986149137,0.022794962696555034,0.03284250072294112,0.06260007662744442,
2,20,10,0.5,5.0,2.4684775733632334,-0.09112378263978242,-0.11475681768920443,-0.01434156957370095,
2,20,10,0.8,0.1,19.587235801038826,0.12614885721943986,0.12888543372135844,0.13457758076650134,
2,20,10,0.8,0.3,14.060982733762492,0.13738699989630676,0.12897120074280016,0.14843313802593217,
2,20,10,0.8,0.5,10.705244152882562,0.13465394062814645,0.13322145480536368,0.13810299275769672,
2,20,10,0.8,1.0,6.360354950939806,0.12826030930885152,0.14414695884079481,0.13077827542142334,
2,20,10,0.8,2.0,3.1209897841398497,0.0981949037675428,0.12414663112976776,0.11191851246339529,
2,20,10,0.8,5.0,1.2745908059648028,-0.035924320057280815,-0.054842424210606054,-0.03174778873715915,
2,20,10,0.9,0.1,20.274403017776798,0.10928297974172432,0.11053310313327577,0.14738592054004723,
2,20,10,0.9,0.3,16.63206318621783,0.12269711781876443,0.11117160529290132,0.17545754772849828,
2,20,10,0.9,0.5,13.864361098611054,0.11750825867574108,0.11036350409087602,0.16269062850080132,
2,20,10,0.9,1.0,9.490883525233151,0.12163558563277953,0.125732843933211,0.1512672134761866,
2,20,10,0.9,2.0,5.184280269923677,0.11300506858871497,0.1359474475378422,0.1335154821581417,
2,20,10,0.9,5.0,1.463201504956547,0.0074314961115354485,-0.0029866537466634365,0.0170410483906211,
2,20,20,0.2,0.1,4.682077150857936,0.23077614532501062,0.27747338436834607,0.08634538683491982,
2,20,20,0.2,0.3,2.7017502617315006,0.19367403555221246,0.21454526663631662,0.10221581229286147,
2,20,20,0.2,0.5,2.4417811640424434,0.14180340359905882,0.15568724098019296,0.10430008047812402,
2,20,20,0.2,1.0,2.495984613137845,0.03793430391888687,0.05098127024531756,0.07390086405677915,
2,20,20,0.2,2.0,2.874176405549909,-0.16056248159350467,-0.1811587211076148,0.021870260654681836,
2,20,20,0.2,5.0,3.9741394550099276,-0.2784527921392572,-0.33799825950306356,-0.040315617501708964,
2,20,20,0.5,0.1,9.027242308814932,0.255667299269175,0.30598657199664303,0.10491597224355709,
2,20,20,0.5,0.3,4.419272470837705,0.23006969955034384,0.2716246287580164,0.11910524217233005,
2,20,20,0.5,0.5,3.079191261071588,0.19198101053844419,0.21949716537429134,0.12554352263253077,
2,20,20,0.5,1.0,2.0266891156032103,0.10115286184289066,0.11719854009358449,0.12546693721593188,
2,20,20,0.5,2.0,1.7041856885923146,-0.03542661182389331,-0.022561700640425158,0.09215159307966064,
2,20,20,0.5,5.0,2.1763470959850855,-0.3474682922820561,-0.43039085675911076,-0.10268211883224654,
2,20,20,0.8,0.1,15.77802114772959,0.23685149872365036,0.27896614424153604,0.17292237826040835,
2,20,20,0.8,0.3,10.269205265559172,0.25320579352542466,0.3018462148247461,0.18377467010475723,
2,20,20,0.8,0.5,7.708927157391903,0.23712220969072567,0.27682923320730823,0.17472284305500635,
2,20,20,0.8,1.0,4.640260710155759,0.17863908171899978,0.19863568673341006,0.15648976459989888,
2,20,20,0.8,2.0,2.2827137119067102,0.06670963357084597,0.07695380076730787,0.11749296964469945,
2,20,20,0.8,5.0,0.9462331484823269,-0.2044868360998441,-0.24470390517597626,-0.036030929284334184,
2,20,20,0.9,0.1,17.962876391107912,0.20014528798081133,0.23482493570623394,0.18530633106116434,
2,20,20,0.9,0.3,13.72988533624361,0.2672009138236403,0.31375532893883223,0.23493861141453573,
2,20,20,0.9,0.5,11.325978920161234,0.26121604912389723,0.30310858750447833,0.22710133504432398,
2,20,20,0.9,1.0,7.874036236824866,0.21429409587614892,0.23734973183743296,0.194265775278457,
2,20,20,0.9,2.0,4.416008819860586,0.11628621597395693,0.12557443573778979,0.13320812395992404,
2,20,20,0.9,5.0,1.1754437404157416,-0.10696464559432177,-0.10444639040076499,-0.018471636701721205,
2,20,50,0.2,0.1,3.0357899231239833,0.3502993044162228,0.4122358285589572,0.11824907206903909,
2,20,50,0.2,0.3,2.0767304414808425,0.3089909529875091,0.3738169475944183,0.15067972866098783,
2,20,50,0.2,0.5,2.02461899183379,0.23874031267683424,0.2969384460959635,0.1589785943653519,
2,20,50,0.2,1.0,2.2333385292362244,0.0816686102228554,0.1124056751435709,0.10050994411614184,
2,20,50,0.2,2.0,2.679425389377869,-0.18565526629731527,-0.20447500661875165,-0.03725929127133143,
2,20,50,0.2,5.0,3.8325701251058684,-0.24632524236766462,-0.3169674132418533,-0.09343886122000941,
2,20,50,0.5,0.1,7.304186732417616,0.3320695197599782,0.3926060691515173,0.032306238367513423,
2,20,50,0.5,0.3,3.781220976431889,0.3319704569530233,0.4011813297953325,0.05612192213127222,
2,20,50,0.5,0.5,2.6665425310950677,0.2898383310154927,0.35623161519149066,0.08853002156720916,
2,20,50,0.5,1.0,1.7711938850314273,0.17615445313375377,0.22462734065683515,0.12427521138214911,
2,20,50,0.5,2.0,1.5142180620000216,-0.025879237453863155,-0.022190567547641888,0.08622580149323616,
2,20,50,0.5,5.0,2.0018897598054863,-0.28416475788207884,-0.3564812151203038,-0.07848004748892795,
2,20,50,0.8,0.1,14.411499669295463,0.28069077686619814,0.3213349043337261,0.10423391837777439,
2,20,50,0.8,0.3,9.784254329042538,0.327102539340399,0.38518620779655194,0.11305859673126026,
2,20,50,0.8,0.5,7.497427955357787,0.31814586611219303,0.37957205589301396,0.12092689902666887,
2,20,50,0.8,1.0,4.6162149384692155,0.2615823578793962,0.31772600543150137,0.13447111089091682,
2,20,50,0.8,2.0,2.287999049937298,0.12958490981499304,0.1565870927642135,0.12742758814063013,
2,20,50,0.8,5.0,0.863682134960972,-0.2163255063121698,-0.261980840593453,-0.005202196672655578,
2,20,50,0.9,0.1,17.178612953138728,0.24291513487219793,0.2745117356279339,0.1626726484932699,
2,20,50,0.9,0.3,13.445743926818338,0.30792302128502164,0.3575591708897927,0.1986147803984536,
2,20,50,0.9,0.5,11.281997031643762,0.3118909879810922,0.3675760263940066,0.20365254811442918,
2,20,50,0.9,1.0,8.066253296842172,0.27845952776116845,0.3335073925019134,0.19945464503515786,
2,20,50,0.9,2.0,4.701413135223291,0.17783097159039654,0.21079386769846692,0.16074482569899823,
2,20,50,0.9,5.0,1.2374608042148045,-0.12399712570167962,-0.15018777840958542,-0.0055907543538947,
2,20,100,0.2,0.1,2.6122218275942966,0.34679565466176165,0.40948846537211636,0.091703307944557,
2,20,100,0.2,0.3,1.8940016290536548,0.3506395217230286,0.40386589696647424,0.16236816492280248,
2,20,100,0.2,0.5,1.8967620544171138,0.29395806134659114,0.336664296166074,0.1847644687929626,
2,20,100,0.2,1.0,2.154129024298543,0.134479875614747,0.142872439271687,0.12850494473742624,
2,20,100,0.2,2.0,2.6241225015364944,-0.10049323294862111,-0.1518561245209772,-0.030241838371968078,
2,20,100,0.2,5.0,3.7919697664340437,-0.1151708957023319,-0.20139456324968671,-0.09163090489937897,
2,20,100,0.5,0.1,6.9138105323694,0.3127197705825824,0.3671502497875624,-0.0630572588296971,
2,20,100,0.5,0.3,3.6817508006740223,0.36936247485503704,0.42970908349955267,0.018470609611398025,
2,20,100,0.5,0.5,2.6004197035447607,0.35913309588211545,0.41128951732237934,0.07966349200326578,
2,20,100,0.5,1.0,1.7057796715205646,0.2624753622855741,0.2951459312864828,0.15081564299591776,
2,20,100,0.5,2.0,1.4368072034442285,0.056791315097842895,0.043047130027925186,0.13778541825688112,
2,20,100,0.5,5.0,1.8841007548757858,-0.17138329375278524,-0.2853148808287202,-0.03346813888835455,
2,20,100,0.8,0.1,14.709512682445967,0.23638267956992598,0.2607008751752188,0.00841514535140054,
2,20,100,0.8,0.3,10.643428428522693,0.31916510546261534,0.3792677268169317,0.033033129919523924,
2,20,100,0.8,0.5,8.460737779572925,0.3467577033659718,0.40237054509263626,0.06229398227874845,
2,20,100,0.8,1.0,5.544628842204161,0.343372178314394,0.3867242078260736,0.10975117659125935,
2,20,100,0.8,2.0,3.015742095194801,0.24260971849297572,0.2691274716327907,0.13855087923340995,
2,20,100,0.8,5.0,1.0115292449976596,-0.07269528353309854,-0.11079126069781517,0.07232398936069989,
2,20,100,0.9,0.1,17.77705243467872,0.2182264727976651,0.23267978666994668,0.09984898122721246,
2,20,100,0.9,0.3,14.66375382331277,0.31122376652632494,0.3708541092135273,0.1466945923099329,
2,20,100,0.9,0.5,12.75345735392246,0.33589825920997024,0.40189125747281434,0.16410466120325226,
2,20,100,0.9,1.0,9.775334939823418,0.35254750976611404,0.4022055885513971,0.1943412981449537,
2,20,100,0.9,2.0,6.5256556625137305,0.295651141881871,0.33317694829423705,0.19153430138816807,
2,20,100,0.9,5.0,2.2125047223830796,0.036471366968762554,0.033207212301803075,0.08021774147103652,
2,50,10,0.2,0.1,4.956798618608515,0.2618036845429713,0.30044590061147514,0.08895485815967108,
2,50,10,0.2,0.3,2.7677356144580907,0.24980035883567864,0.30803486450871614,0.10617141904105504,
2,50,10,0.2,0.5,2.4630071489132015,0.20158990361576418,0.2640130650032662,0.09937078547696004,
2,50,10,0.2,1.0,2.4964837438538683,0.09711596191454905,0.15576373649934555,0.06428472329881861,
2,50,10,0.2,2.0,2.881592633174003,-0.08389515412588361,-0.10908116956119783,0.004267988672852675,
2,50,10,0.2,5.0,4.001600114019211,-0.1991819253871348,-0.18381542945385734,-0.07196138183858469,
2,50,10,0.5,0.1,9.480411033495026,0.2173017937346325,0.24914931828732956,0.04415972181523739,
2,50,10,0.5,0.3,4.55279925777415,0.2527340507293873,0.31448591035734197,0.0616707639820277,
2,50,10,0.5,0.5,3.1247852154559053,0.235435931844677,0.3052374928093732,0.06619473596754703,
2,50,10,0.5,1.0,2.0199335767563866,0.1654815424524493,0.2438159304539826,0.06151825721745756,
2,50,10,0.5,2.0,1.6945805586817597,0.03488107398926302,0.07242701713391442,0.030097053417601306,
2,50,10,0.5,5.0,2.194011972889609,-0.2228729463273642,-0.20673434918358732,-0.02338955752459778,
2,50,10,0.8,0.1,16.579932206555355,0.17133612170241835,0.19609851552462887,0.059192586648863475,
2,50,10,0.8,0.3,10.674744897764944,0.2259113130098021,0.27184348696087174,0.07170255221958659,
2,50,10,0.8,0.5,7.910438191124206,0.2386369317512844,0.295938427984607,0.07889812361894344,
2,50,10,0.8,1.0,4.665130499429654,0.22523044936658979,0.2923434850858712,0.08145557979600156,
2,50,10,0.8,2.0,2.2650214808183873,0.1469359710671825,0.21647305661826416,0.05437838953995398,
2,50,10,0.8,5.0,0.947427934470362,-0.081767555855208,-0.11925146840230569,-0.022867743661030837,
2,50,10,0.9,0.1,18.61136795723997,0.14718491937886452,0.16682277270569318,0.08278060564586963,
2,50,10,0.9,0.3,14.201710578887369,0.21995949485454253,0.26467052266763064,0.12267458617607702,
2,50,10,0.9,0.5,11.598034755009614,0.23866923774385834,0.2987077736769434,0.13576921876183784,
2,50,10,0.9,1.0,7.922631687336137,0.241312991229273,0.31376022494005623,0.14167549993576023,
2,50,10,0.9,2.0,4.339886365858367,0.1879596931127669,0.26267928126832507,0.11109723949391566,
2,50,10,0.9,5.0,1.1593864494063342,-0.0022871055307926227,-0.02273360295045094,-0.005673659880642003,
2,50,20,0.2,0.1,3.0457650537801144,0.28661659783484517,0.34644897124216123,0.08948311969207329,
2,50,20,0.2,0.3,2.0802474256571575,0.23404476826938836,0.3042009115502279,0.11679527598238601,
2,50,20,0.2,0.5,2.0379398689179316,0.16888401491006638,0.23672764502068408,0.11431741311686267,
2,50,20,0.2,1.0,2.2589128564751273,0.02678400623601612,0.08219154032870692,0.05363637337321202,
2,50,20,0.2,2.0,2.7180222082544367,-0.2287348720878162,-0.23214107203526801,-0.05074856668728963,
2,50,20,0.2,5.0,3.8717231799124483,-0.25730447298783465,-0.3086857476714369,-0.07506041385055867,
2,50,20,0.5,0.1,7.040162195655007,0.2732825455418786,0.33227079956769984,-0.014414231509600651,
2,50,20,0.5,0.3,3.5888788055522656,0.24761169894281265,0.3201872060468015,0.0064506750768839926,
2,50,20,0.5,0.5,2.532985097068596,0.20210688177104968,0.2779027534756884,0.033567925971214406,
2,50,20,0.5,1.0,1.71255814919419,0.09377342231094293,0.16410834815016828,0.05336613912164968,
2,50,20,0.5,2.0,1.510760860101548,-0.08370169804430058,-0.038893529237967385,0.008106884749875393,
2,50,20,0.5,5.0,2.04127362445137,-0.32761201332769174,-0.4040562878171141,-0.06874373519239274,
2,50,20,0.8,0.1,14.081380762590216,0.22121742155732804,0.26897037724259426,0.032411551168991165,
2,50,20,0.8,0.3,9.412530075549256,0.26735325909618846,0.3334016153504038,0.03796346769164963,
2,50,20,0.8,0.5,7.133747329702948,0.24961924584073106,0.32105790826447705,0.029416221376102256,
2,50,20,0.8,1.0,4.328631936396408,0.18049877879683765,0.2581756208907211,0.021152625701448727,
2,50,20,0.8,2.0,2.1132356873056053,0.04949647255355695,0.1160457245549483,-0.0014552614842288647,
2,50,20,0.8,5.0,0.8334205167341756,-0.2720319899785951,-0.32904296763413304,-0.10758857819288785,
2,50,20,0.9,0.1,16.95135993781967,0.21877554462052318,0.2636210189052547,0.11205425967693167,
2,50,20,0.9,0.3,13.128272058674149,0.2596282023334954,0.3217905469389796,0.12638419624796776,
2,50,20,0.9,0.5,10.924756944202347,0.25447313429767326,0.3205161771290443,0.11545132895687266,
2,50,20,0.9,1.0,7.699624888146324,0.2041625808728327,0.28114813028703256,0.08409932316553045,
2,50,20,0.9,2.0,4.3686105842583345,0.0942219514009528,0.17170155923977792,0.028041056545787632,
2,50,20,0.9,5.0,1.1357153606857238,-0.1906215203041101,-0.21723746905375943,-0.12725656491743273,
2,50,50,0.2,0.1,2.5438878795601823,0.3647683926272007,0.41016979854244956,0.10408573775655384,
2,50,50,0.2,0.3,1.8554628434341853,0.3557739181183126,0.41750169837542456,0.16008778602174256,
2,50,50,0.2,0.5,1.8656556624757803,0.3041567022118957,0.3629336767334192,0.17612449234846128,
2,50,50,0.2,1.0,2.128540412164949,0.16728471978989645,0.2013438113359528,0.11686598822559076,
2,50,50,0.2,2.0,2.603562901668405,-0.057825903220194916,-0.08223503805875951,-0.0638295810081089,
2,50,50,0.2,5.0,3.7780403915158796,-0.13597632858361963,-0.23546683320500833,-0.11359777296562423,
2,50,50,0.5,0.1,6.801857245462385,0.3360382810321673,0.38343902685975667,-0.06226242314231042,
2,50,50,0.5,0.3,3.630997866085184,0.3797541220426489,0.4377336884334221,-0.0035196754270112535,
2,50,50,0.5,0.5,2.564819935374838,0.35512206783400946,0.4156376608152793,0.05071193244305914,
2,50,50,0.5,1.0,1.6800156216861493,0.2668666862592788,0.30941990485497617,0.11724893453858927,
2,50,50,0.5,2.0,1.4128515897054812,0.07871639234451386,0.08499613528090738,0.0880810571552374,
