seed,T,N,gamma,temperature,mean_kl,pearson_entropy_vs_ks,spearman_entropy_vs_ks,pearson_entropy_hat_vs_real,err
1,20,10,0.9,5.0,1.1889763416105477,-0.02429283366108372,-0.06228251757062939,-0.0337790079063848,
1,20,20,0.2,0.1,6.198921726402467,0.19229189050729997,0.24280892479328453,0.12089872304967239,
1,20,20,0.2,0.3,3.181657202796415,0.24709952140817532,0.30479312519828133,0.12569791286228865,
1,20,20,0.2,0.5,2.724536328461737,0.23546188521675815,0.29207426201856546,0.10099727299408591,
1,20,20,0.2,1.0,2.6635400231465685,0.15395825819835407,0.20226348414171988,0.040922303167706967,
1,20,20,0.2,2.0,3.0066870976878377,-0.016179496921329164,-0.039106266776566694,-0.030876629157693986,
1,20,20,0.2,5.0,4.091722807456805,-0.19240151461668203,-0.27616925789587793,-0.1063504272499964,
1,20,20,0.5,0.1,10.774968781139636,0.1829507932178931,0.23911505086843088,0.08847419674782775,
1,20,20,0.5,0.3,5.270717553644128,0.23507675399315991,0.2963456885864222,0.14360542555216932,
1,20,20,0.5,0.5,3.5502329567803965,0.2524766585705681,0.3053340148335037,0.15058077134767905,
1,20,20,0.5,1.0,2.24135803939869,0.2082503668737886,0.2544448942066404,0.12952332890861146,
1,20,20,0.5,2.0,1.8379477055680453,0.08824942190882337,0.11315090387258915,0.07534558855005109,
1,20,20,0.5,5.0,2.282241652580556,-0.17760564183929684,-0.2658422419605605,-0.08592249209570255,
1,20,20,0.8,0.1,16.89249352731326,0.13466554734456604,0.16962184090546023,0.08429704094488366,
1,20,20,0.8,0.3,11.244109558947402,0.20011961857067617,0.27000257700064423,0.13243782664591525,
1,20,20,0.8,0.5,8.382474655848455,0.23906424757561176,0.3071353292838323,0.16626565532294396,
1,20,20,0.8,1.0,4.928785403950604,0.2628393119550191,0.31503309375827343,0.21011217069866225,
1,20,20,0.8,2.0,2.404016040204772,0.1966867559882973,0.23317479279369815,0.19969801080936694,
1,20,20,0.8,5.0,1.0327553811927517,-0.036604240632915244,-0.08391282897820725,0.06659408748656717,
1,20,20,0.9,0.1,18.649164566309757,0.10757084875961218,0.1354004393501098,0.0824611633420634,
1,20,20,0.9,0.3,14.396399379269816,0.17518368520089067,0.24569109292277325,0.13547266702343894,
1,20,20,0.9,0.5,11.837075783497621,0.22276513886971072,0.30458120664530164,0.17592053775239488,
1,20,20,0.9,1.0,8.104628940792237,0.27316391092667774,0.34194054598513646,0.23687239783573,
1,20,20,0.9,2.0,4.463984161500147,0.23887712143724688,0.28214555864219426,0.23961979172507253,
1,20,20,0.9,5.0,1.2442096746000801,0.03834255674265882,0.021687389421847357,0.11250648399835847,
1,20,50,0.2,0.1,3.053358594035197,0.3534002931448775,0.4342965335741334,0.07348632809108974,
1,20,50,0.2,0.3,2.0779663436447735,0.3474891685670778,0.44350025087506273,0.11456130409197107,
1,20,50,0.2,0.5,2.02923794451333,0.3014230077363763,0.39810399892528875,0.12934002224016988,
1,20,50,0.2,1.0,2.2453363652197043,0.16525315774305135,0.24583588814334895,0.09517939305739959,
1,20,50,0.2,2.0,2.700087945491663,-0.11955947250557526,-0.12929531332382832,-0.014340217278569265,
1,20,50,0.2,5.0,3.8677962127178884,-0.22839507243063406,-0.30616067254016816,-0.06321196840391971,
1,20,50,0.5,0.1,7.206056166665347,0.3111682897586262,0.3765677456419364,0.0355121550654456,
1,20,50,0.5,0.3,3.715919758413323,0.3445355923139552,0.43106822226705555,0.055799856048968026,
1,20,50,0.5,0.5,2.6206784465850155,0.32561958304528704,0.41602470966218674,0.08966513552194458,
1,20,50,0.5,1.0,1.752635849326486,0.2399490787970635,0.32155831438957855,0.1290569480823821,
1,20,50,0.5,2.0,1.5209291490528218,0.03953680469376821,0.07897677027380887,0.095111360147383,
1,20,50,0.5,5.0,2.0313039222349465,-0.2404402259893299,-0.31743712884736003,-0.09303216355325641,
1,20,50,0.8,0.1,14.403736933627824,0.23756629416431735,0.27770485992621496,0.08083038974386808,
1,20,50,0.8,0.3,9.721124948186512,0.30226955091865215,0.3741072974171146,0.11650996207320288,
1,20,50,0.8,0.5,7.43332093054616,0.31698736865095,0.3899988638959656,0.13649018963503054,
1,20,50,0.8,1.0,4.55631516791609,0.2961774809468737,0.3747503273281132,0.16463165981667688,
1,20,50,0.8,2.0,2.2564688225798593,0.18701625835514477,0.2503027609195538,0.16704171866410283,
1,20,50,0.8,5.0,0.8702946384410735,-0.1440871943456078,-0.17177256694314175,0.009945505576433705,
1,20,50,0.9,0.1,17.18713191226419,0.19707594185959662,0.21823961239174297,0.11580549158344626,
1,20,50,0.9,0.3,13.409443732778767,0.2644567882396356,0.33183807645951907,0.1669349255846383,
1,20,50,0.9,0.5,11.238038469568316,0.2924602886747739,0.3626425956606489,0.19428421859617157,
1,20,50,0.9,1.0,8.008012775850696,0.3009252089717436,0.3772958383239596,0.2226621449908781,
1,20,50,0.9,2.0,4.642954462307343,0.22992603756981375,0.2933654624513777,0.20953025978329587,
1,20,50,0.9,5.0,1.2393752898020247,-0.06387502875371516,-0.07175701274307093,0.03596431661325296,
1,20,100,0.2,0.1,2.6407070916023714,0.3168538035380503,0.42330272332568075,0.1110458374660837,
1,20,100,0.2,0.3,1.8968741956870354,0.3331869712503719,0.44381782195445546,0.13943799834454862,
1,20,100,0.2,0.5,1.9000962874282057,0.30793466836581673,0.4027744510946532,0.15271754383766015,
