instance,dataset,err,name,dim,noise,m,shape,ks_true,n_points,kappa_plus,frac
31,sadspheres,,2-Sphere,2,0.0,,Sphere,2.0,2000,0.039551624215659525,0.0
95,sadspheres,,3-Plane,3,0.0,,Plane,0.0,2000,-0.10804994952002567,1.0
159,sadspheres,,4-Saddle,4,0.0,,Saddle,-16.0,2000,0.011848210767720982,1.0
223,sadspheres,,5-Sphere,5,0.0,,Sphere,2.0,2000,0.4532167511824954,0.0
287,sadspheres,,6-Plane,6,0.0,,Plane,0.0,2000,0.4321785642084722,1.0
396,colosseum,,d2-c1-n0.2-m6,2,0.2,6,,-19.90966868373765,3000,-0.2012236301094836,0.1125
520,colosseum,,d3-c1-n0.2-m10,3,0.2,10,,2.0196605728685513,3000,-0.42330970320694333,0.0875
644,colosseum,,d4-c1-n0.2-m14,4,0.2,14,,53.488467626860555,3000,0.5932070521805101,0.0
783,colosseum,,d6-c1-n0.01-m3,6,0.01,3,,-42.999693054825144,3000,-0.3825117682567014,1.0
