instance,dataset,err,name,dim,noise,m,shape,ks_true,n_points,kappa_plus,frac,t_auto,ent_t2,wspread_t2,ent_t4,wspread_t4,ent_auto,wspread_auto,ent_t8,wspread_t8,ent_t16,wspread_t16,ent_t32,wspread_t32,ent_t64,wspread_t64,ent_t128,wspread_t128,mu_kappa_plus,mu_frac,mu_ent_t2,mu_ent_t4,mu_ent_t8,mu_ent_t16,mu_ent_t32,mu_ent_t64,mu_ent_t128,mu_ent_auto,mu_wspread_t2,mu_wspread_t4,mu_wspread_t8,mu_wspread_t16,mu_wspread_t32,mu_wspread_t64,mu_wspread_t128,mu_wspread_auto,sd_kappa_plus,sd_frac,sd_ent_t2,sd_ent_t4,sd_ent_t8,sd_ent_t16,sd_ent_t32,sd_ent_t64,sd_ent_t128,sd_ent_auto,sd_wspread_t2,sd_wspread_t4,sd_wspread_t8,sd_wspread_t16,sd_wspread_t32,sd_wspread_t64,sd_wspread_t128,sd_wspread_auto,z_plus,z_frac,S_diff
761,colosseum,,d5-c1-n0.2-m11,5,0.2,11.0,,-3.4649771563151788,3000,-0.2307247559237441,0.075,1,7.124894618988037,1.3082380294799805,7.537415981292725,1.565239429473877,7.750367164611816,1.7837517261505127,7.882912635803223,2.019406080245972,7.965245246887207,2.2953803539276123,7.985371589660644,2.595062732696533,7.968839168548584,2.797419309616089,7.961543560028076,2.848928689956665,0.15121377023799723,1.0,7.528799978892009,7.9228909333546955,8.00171496073405,8.00295877456665,8.002961540222168,8.002961349487304,8.002961540222168,7.9534319877624515,1.0121387223402658,1.2022242347399394,1.3039064486821492,1.3100288788477579,1.3105241457621257,1.3105271935462952,1.3105271935462952,1.261769046386083,0.061370690979241846,0.0,0.1152943632729713,0.02374175180234136,0.0004600756957061345,0.0003236991081926892,0.00032625752584404077,0.0003261076114777571,0.00032609637858624325,0.1256946883740975,0.052552074113906694,0.0227854516299719,0.008995479525143674,0.010052980767564135,0.010147355368281062,0.010148005627540346,0.010148024406148872,0.07299298160706069,-6.223467913876496,-925.0,918.7765320861236
25,sadspheres,,2-Sphere,2,0.0,,Sphere,2.0,2000,0.0757942328633833,0.0,5,4.897141456604004,0.2767741680145263,5.501355648040772,0.3716787993907928,5.694688320159912,0.4088853895664215,6.097750186920166,0.500755250453949,6.664059638977051,0.6738411784172058,7.157644748687744,0.887230396270752,7.48593282699585,1.1096595525741575,7.590695381164551,1.2718689441680908,-0.005977246090684373,0.004166666666666667,4.669156853357951,5.357025369008382,6.057370313008627,6.749711227416992,7.316938241322835,7.566555706659953,7.595163520177206,5.660355265935262,0.13643090079228076,0.19477934489647544,0.2784032126267751,0.39689425428708397,0.5518732090791066,0.6993316213289896,0.7721735060214996,0.22767604688803353,0.02826436714094643,0.016522363806281668,0.09619163014580637,0.06773193668738947,0.045198629542724834,0.02920393579427152,0.012949905155024697,0.002504406837886986,0.0008928363930547317,0.08926540042406504,0.011293233747492038,0.011656825762030068,0.011664832029558987,0.0112423137146807,0.009713677137615133,0.006314594975667167,0.004213347306011526,0.007157369922485402,2.8930942817964524,-0.2521834475695623,3.145277729366015
89,sadspheres,,3-Plane,3,0.0,,Plane,0.0,2000,0.0481703779870057,1.0,1,5.292595863342285,0.3653046190738678,6.318342685699463,0.5152268409729004,7.167586803436279,0.711124837398529,7.546605110168457,0.8964083790779114,7.589479923248291,0.9895862936973572,7.590463161468506,1.0081634521484375,7.591566562652588,1.0110528469085691,7.591617584228516,1.0115818977355957,-0.01156080209928355,0.995,5.1686320304870605,6.227100769678752,7.531568145751953,7.589186414082845,7.590623235702514,7.591772079467773,7.591827646891276,6.956223996480306,0.33722349603970847,0.48830176492532096,0.8724543193976084,0.975250635544459,0.9959937512874604,0.9991088291009267,0.9996510068575541,0.6520294060309728,0.03955325840848126,0.010170952554312156,0.30069388702915845,0.25233246199745163,0.0071425432580279075,0.003252121645372905,0.0011712480738223332,0.0010017532827617105,0.000998377174299341,0.5057585800912503,0.042519810856234394,0.05418003122441466,0.011110008557179363,0.005495595031110267,0.00524670316975197,0.0054793187999186335,0.005559338456662759,0.09155093194290902,1.5101456236404867,0.49159604012508795,1.0185495835153988
153,sadspheres,,4-Saddle,4,0.0,,Saddle,-16.0,2000,0.0822919990903078,1.0,1,6.754968166351318,0.8467742800712585,7.418200969696045,1.1059576272964478,7.569999694824219,1.268016695976257,7.587635040283203,1.3201693296432495,7.590949535369873,1.3320759534835815,7.591081142425537,1.3339842557907104,7.59108304977417,1.3340452909469604,7.59108304977417,1.33404541015625,0.10307559745691662,0.9845833333333334,6.5884238084157305,7.3631558577219645,7.586440722147624,7.593521912892659,7.593982807795206,7.593981409072876,7.593981583913167,7.499821774164835,0.7218379120031992,0.951287712653478,1.1507926344871522,1.1634159644444784,1.1666137456893921,1.1668194572130839,1.1668203075726826,1.0748205562432607,0.0729677896994548,0.019332429130659076,0.22224460106668986,0.05611323320058187,0.0023746510630121634,0.0006621228856503066,0.0006328443386471162,0.0006325617443121128,0.0006326533994349717,0.23886004501335753,0.06498323138638587,0.0414496439519679,0.005577086256512363,0.007071399596794457,0.007772142780186858,0.007826975686112878,0.007827255356561938,0.09554937232369816,-0.2848325055783362,0.7974510891762443,-1.0822835947545806
217,sadspheres,,5-Sphere,5,0.0,,Sphere,2.0,2000,0.4475815581659945,0.0,1,6.639973640441895,0.9021846652030944,7.356776714324951,1.139184594154358,7.582960605621338,1.3048349618911743,7.60077428817749,1.3607693910598757,7.600808620452881,1.3654922246932983,7.600808143615723,1.3655235767364502,7.600808620452881,1.3655235767364502,7.600808620452881,1.3655236959457395,0.2888645288180819,1.0,7.261055564880371,7.543686564763387,7.598183250427246,7.598578580220541,7.59857652982076,7.598576418558756,7.598576498031616,7.566277122497558,1.0604363679885864,1.2267317255338033,1.306274457772573,1.3101527214050293,1.310331658522288,1.3103320598602295,1.3103320558865865,1.2723702510197958,0.036398824889933575,0.0,0.08224470612942905,0.017135132226578587,0.0002671239359308475,0.00021311370570180208,0.00021330472803268504,0.00021342637601588554,0.00021353311999278488,0.08600045179236539,0.04596000088110804,0.018551884607954486,0.010914391851839352,0.011527111810909188,0.011561573246612295,0.011561638331946974,0.011561625934022312,0.06151026209657907,4.3604987201608045,-1000.0,1004.3604987201608
281,sadspheres,,6-Plane,6,0.0,,Plane,0.0,2000,0.3969328979782391,1.0,1,7.416368961334228,1.251484751701355,7.578321933746338,1.3905582427978516,7.598759651184082,1.4298584461212158,7.600169658660889,1.4375747442245483,7.600175380706787,1.4381192922592163,7.600175380706787,1.438122034072876,7.600175380706787,1.438122034072876,7.600175380706787,1.438122034072876,0.4403097779431379,1.0,7.422912724812826,7.574405018488566,7.600260670979818,7.60026528040568,7.600265153249105,7.600265200932821,7.600265216827393,7.584985478719076,1.2756821473439535,1.4022701819737753,1.4515195568402608,1.4522100289662678,1.4522134780883789,1.4522134820620218,1.452213474114736,1.4295558333396912,0.03220084053120525,0.0,0.042862761925491794,0.008366964102597666,5.6241520468225686e-05,5.3225429701332736e-05,5.311501178254995e-05,5.3331789474364796e-05,5.3354147929997236e-05,0.05148956989064449,0.035866186952500316,0.015285040741980801,0.013259049927531023,0.013386073729952767,0.013386800366060072,0.013386802938062312,0.013386841153958242,0.04629096860565518,-1.3470729101888834,0.0,-1.3470729101888834
390,colosseum,,d2-c1-n0.2-m0,2,0.2,0.0,,6.571277573877722,3000,0.1367814659160378,0.1,4,5.950253963470459,0.5137891173362732,6.5602874755859375,0.6820315718650818,6.5602874755859375,0.6820315718650818,6.98155689239502,0.8705629706382751,7.274078369140625,1.0786491632461548,7.487026214599609,1.3084999322891235,7.664663791656494,1.5688122510910034,7.829851627349853,1.892971396446228,0.00745966836540488,0.0175,4.7184529304504395,5.405885696411133,6.129505825042725,6.757111072540283,7.420674180984497,7.867435391743978,7.995563507080078,5.94357164700826,0.11357763136426605,0.16290358006954186,0.23548698971668877,0.32413673599561055,0.4590859125057856,0.618761396408081,0.7389630575974783,0.21684303556879359,0.029911808688745024,0.07424911470504386,0.213340304236494,0.19421191277486807,0.04837636384812571,0.03660504308152141,0.020322182664204366,0.0061370420124274945,0.0013069541078949958,0.3525321548433269,0.016450531875050405,0.01950430495913267,0.007498285608818061,0.011041957355698153,0.009984528324740862,0.007428415598367628,0.004142533979046067,0.03142864242822728,4.323436235378607,1.1111243592295068,3.2123118761491005
514,colosseum,,d3-c1-n0.2-m4,3,0.2,4.0,,-14.544124599425984,3000,0.0652085721344998,0.0125,1,5.873752117156982,0.6177945733070374,6.793453216552734,0.8515664935112,7.391280651092529,1.1062945127487185,7.738381862640381,1.3515180349349976,7.923071384429932,1.601487398147583,7.980215549468994,1.8381004333496092,7.9837470054626465,2.000276565551758,7.978376865386963,2.0810906887054443,-0.13339043664545883,0.9383333333333332,5.136056645711263,6.189835246404012,7.822046756744385,7.993940289815267,7.996312808990479,7.9971816380818685,7.997324577967325,7.012419668833415,0.2902417947848638,0.4188876370588938,0.7961489280064901,0.9460454225540161,0.9918826321760813,0.9971494396527608,0.9980318148930868,0.5658234606186548,0.05156161832448258,0.051688445539586986,0.3203776561509491,0.2930968534743693,0.01878286628091085,0.003053160831848788,0.0011357725128522994,0.0009340775530700714,0.0009344729853804281,0.5049236650735075,0.04019742336922137,0.05218424040213493,0.013666652405024439,0.006424069327017411,0.004524623152588631,0.004497207239933444,0.004565322159608477,0.07619648033971005,3.85168300052482,-17.91180453713314,21.76348753765796
638,colosseum,,d4-c1-n0.2-m8,4,0.2,8.0,,-22.997619759109075,3000,0.0038211103936895,0.075,1,6.64708423614502,1.056449294090271,7.231290340423584,1.320823073387146,7.596597194671631,1.5714467763900757,7.844745635986328,1.8612648248672483,7.979541301727295,2.2203032970428467,7.9973344802856445,2.572914361953736,7.974684238433838,2.7618796825408936,7.968580722808838,2.798429489135742,-0.09327934569536739,0.98125,6.623758840560913,7.607644446690878,7.987826379140218,7.996613852183024,7.997879552841186,7.997888708114624,7.997888644536336,7.862358967463176,0.6488878508408864,0.8850186705589295,1.1458001971244811,1.1625288685162862,1.1670963724454244,1.167632790406545,1.1676392873128256,1.0391868809858957,0.10507114599649368,0.029680409770384428,0.2833542440887241,0.09981276393037414,0.004317434154063882,0.0006733622908757165,0.0005800111668616397,0.0005827193633471459,0.0005827837140186508,0.3368333254991482,0.06716674922429508,0.05286233710315227,0.0048018531717315014,0.004784261946243383,0.005479753579451938,0.0055938599564309965,0.005595472211453702,0.10755941764647378,0.9241400687901246,-30.533608094059076,31.4577481628492
762,colosseum,,d5-c1-n0.2-m12,5,0.2,12.0,,-19.633812002494803,3000,-0.4496263457238204,1.0,1,7.030074596405029,1.2673100233078003,7.64781904220581,1.6094703674316406,7.911856174468994,1.914676308631897,7.989131450653076,2.18958067893982,7.977911472320557,2.402333974838257,7.96107816696167,2.499338150024414,7.957173824310303,2.522858142852783,7.956675052642822,2.5258102416992188,0.15121377023799723,1.0,7.528799978892009,7.9228909333546955,8.00171496073405,8.00295877456665,8.002961540222168,8.002961349487304,8.002961540222168,7.9534319877624515,1.0121387223402658,1.2022242347399394,1.3039064486821492,1.3100288788477579,1.3105241457621257,1.3105271935462952,1.3105271935462952,1.261769046386083,0.061370690979241846,0.0,0.1152943632729713,0.02374175180234136,0.0004600756957061345,0.0003236991081926892,0.00032625752584404077,0.0003261076114777571,0.00032609637858624325,0.1256946883740975,0.052552074113906694,0.0227854516299719,0.008995479525143674,0.010052980767564135,0.010147355368281062,0.010148005627540346,0.010148024406148872,0.07299298160706069,-9.790343018380664,0.0,-9.790343018380664
26,sadspheres,,2-Plane,2,0.0,,Plane,0.0,2000,-0.0161677078174092,0.0,7,4.614898204803467,0.1139780431985855,5.2910475730896,0.167958527803421,5.858998775482178,0.2316876947879791,5.994872570037842,0.2501907050609588,6.694825649261475,0.3705279529094696,7.290004253387451,0.531085729598999,7.563582897186279,0.687534511089325,7.59508752822876,0.7665150761604309,-0.005977246090684373,0.004166666666666667,4.669156853357951,5.357025369008382,6.057370313008627,6.749711227416992,7.316938241322835,7.566555706659953,7.595163520177206,5.660355265935262,0.13643090079228076,0.19477934489647544,0.2784032126267751,0.39689425428708397,0.5518732090791066,0.6993316213289896,0.7721735060214996,0.22767604688803353,0.02826436714094643,0.016522363806281668,0.09619163014580637,0.06773193668738947,0.045198629542724834,0.02920393579427152,0.012949905155024697,0.002504406837886986,0.0008928363930547317,0.08926540042406504,0.011293233747492038,0.011656825762030068,0.011664832029558987,0.0112423137146807,0.009713677137615133,0.006314594975667167,0.004213347306011526,0.007157369922485402,-0.36054094810996007,-0.2521834475695623,-0.10835750054039778
90,sadspheres,,3-Saddle,3,0.0,,Saddle,-8.0,2000,0.0467270316849569,1.0,1,5.270041465759277,0.3694127202033996,6.333521366119385,0.5462862253189087,7.192222595214844,0.7871341109275818,7.545772075653076,1.0150024890899658,7.583982944488525,1.1287519931793213,7.584036350250244,1.16058611869812,7.583352565765381,1.166653394699097,7.583326816558838,1.1670433282852173,-0.01156080209928355,0.995,5.1686320304870605,6.227100769678752,7.531568145751953,7.589186414082845,7.590623235702514,7.591772079467773,7.591827646891276,6.956223996480306,0.33722349603970847,0.48830176492532096,0.8724543193976084,0.975250635544459,0.9959937512874604,0.9991088291009267,0.9996510068575541,0.6520294060309728,0.03955325840848126,0.010170952554312156,0.30069388702915845,0.25233246199745163,0.0071425432580279075,0.003252121645372905,0.0011712480738223332,0.0010017532827617105,0.000998377174299341,0.5057585800912503,0.042519810856234394,0.05418003122441466,0.011110008557179363,0.005495595031110267,0.00524670316975197,0.0054793187999186335,0.005559338456662759,0.09155093194290902,1.4736544125462494,0.49159604012508795,0.9820583724211615
154,sadspheres,,4-Sphere,4,0.0,,Sphere,2.0,2000,0.3164395999952566,0.0,1,6.178186893463135,0.7601739168167114,7.025290966033936,0.9857859015464784,7.479594707489014,1.192544937133789,7.594933986663818,1.3221153020858765,7.600865364074707,1.358129858970642,7.600840091705322,1.360238790512085,7.600839138031006,1.360245704650879,7.600839138031006,1.360245704650879,0.10307559745691662,0.9845833333333334,6.5884238084157305,7.3631558577219645,7.586440722147624,7.593521912892659,7.593982807795206,7.593981409072876,7.593981583913167,7.499821774164835,0.7218379120031992,0.951287712653478,1.1507926344871522,1.1634159644444784,1.1666137456893921,1.1668194572130839,1.1668203075726826,1.0748205562432607,0.0729677896994548,0.019332429130659076,0.22224460106668986,0.05611323320058187,0.0023746510630121634,0.0006621228856503066,0.0006328443386471162,0.0006325617443121128,0.0006326533994349717,0.23886004501335753,0.06498323138638587,0.0414496439519679,0.005577086256512363,0.007071399596794457,0.007772142780186858,0.007826975686112878,0.007827255356561938,0.09554937232369816,2.924084769693033,-50.92910604658025,53.85319081627328
218,sadspheres,,5-Plane,5,0.0,,Plane,0.0,2000,0.389792743875363,1.0,1,7.21984338760376,1.031173586845398,7.537085056304932,1.2111256122589111,7.588966369628906,1.282012104988098,7.59790563583374,1.3016377687454224,7.598126888275146,1.3056410551071167,7.598118782043457,1.3058156967163086,7.598118782043457,1.3058159351348877,7.598118782043457,1.3058159351348877,0.2888645288180819,1.0,7.261055564880371,7.543686564763387,7.598183250427246,7.598578580220541,7.59857652982076,7.598576418558756,7.598576498031616,7.566277122497558,1.0604363679885864,1.2267317255338033,1.306274457772573,1.3101527214050293,1.310331658522288,1.3103320598602295,1.3103320558865865,1.2723702510197958,0.036398824889933575,0.0,0.08224470612942905,0.017135132226578587,0.0002671239359308475,0.00021311370570180208,0.00021330472803268504,0.00021342637601588554,0.00021353311999278488,0.08600045179236539,0.04596000088110804,0.018551884607954486,0.010914391851839352,0.011527111810909188,0.011561573246612295,0.011561638331946974,0.011561625934022312,0.06151026209657907,2.7728426772698844,0.0,2.7728426772698844
282,sadspheres,,6-Saddle,6,0.0,,Saddle,-24.0,2000,0.5375865244088988,1.0,1,7.446089267730713,1.4225757122039795,7.585615634918213,1.5747108459472656,7.598869323730469,1.62106192111969,7.599197387695312,1.627550721168518,7.599193096160889,1.6278282403945925,7.599193096160889,1.6278295516967771,7.599191188812256,1.6278294324874878,7.599191188812256,1.6278291940689087,0.4403097779431379,1.0,7.422912724812826,7.574405018488566,7.600260670979818,7.60026528040568,7.600265153249105,7.600265200932821,7.600265216827393,7.584985478719076,1.2756821473439535,1.4022701819737753,1.4515195568402608,1.4522100289662678,1.4522134780883789,1.4522134820620218,1.452213474114736,1.4295558333396912,0.03220084053120525,0.0,0.042862761925491794,0.008366964102597666,5.6241520468225686e-05,5.3225429701332736e-05,5.311501178254995e-05,5.3331789474364796e-05,5.3354147929997236e-05,0.05148956989064449,0.035866186952500316,0.015285040741980801,0.013259049927531023,0.013386073729952767,0.013386800366060072,0.013386802938062312,0.013386841153958242,0.04629096860565518,3.0209381140685356,0.0,3.0209381140685356
391,colosseum,,d2-c1-n0.2-m1,2,0.2,1.0,,-11.10729981739082,3000,-0.0922648239469244,0.1125,1,5.093957424163818,0.2926139533519745,6.0258002281188965,0.4112337529659271,6.791882991790772,0.5656001567840576,7.387923717498779,0.7590464949607849,7.7653489112854,0.9786497354507446,7.935543060302734,1.1754475831985474,7.983993053436279,1.304155707359314,7.989675998687744,1.3563175201416016,0.00745966836540488,0.0175,4.7184529304504395,5.405885696411133,6.129505825042725,6.757111072540283,7.420674180984497,7.867435391743978,7.995563507080078,5.94357164700826,0.11357763136426605,0.16290358006954186,0.23548698971668877,0.32413673599561055,0.4590859125057856,0.618761396408081,0.7389630575974783,0.21684303556879359,0.029911808688745024,0.07424911470504386,0.213340304236494,0.19421191277486807,0.04837636384812571,0.03660504308152141,0.020322182664204366,0.0061370420124274945,0.0013069541078949958,0.3525321548433269,0.016450531875050405,0.01950430495913267,0.007498285608818061,0.011041957355698153,0.009984528324740862,0.007428415598367628,0.004142533979046067,0.03142864242822728,-3.3339505928925255,1.279476534870341,-4.613427127762867
515,colosseum,,d3-c1-n0.2-m5,3,0.2,5.0,,0.0089580823909294,3000,-0.0944126308350936,0.2,1,5.760993480682373,0.6566891074180603,6.692758083343506,0.9056114554405212,7.2917327880859375,1.1767679452896118,7.664808750152588,1.4392064809799194,7.891095638275146,1.711825251579285,7.974040508270264,1.964410781860352,7.985478401184082,2.117981195449829,7.985995769500732,2.174721956253052,-0.13339043664545883,0.9383333333333332,5.136056645711263,6.189835246404012,7.822046756744385,7.993940289815267,7.996312808990479,7.9971816380818685,7.997324577967325,7.012419668833415,0.2902417947848638,0.4188876370588938,0.7961489280064901,0.9460454225540161,0.9918826321760813,0.9971494396527608,0.9980318148930868,0.5658234606186548,0.05156161832448258,0.051688445539586986,0.3203776561509491,0.2930968534743693,0.01878286628091085,0.003053160831848788,0.0011357725128522994,0.0009340775530700714,0.0009344729853804281,0.5049236650735075,0.04019742336922137,0.05218424040213493,0.013666652405024439,0.006424069327017411,0.004524623152588631,0.004497207239933444,0.004565322159608477,0.07619648033971005,0.7559461296399557,-14.28430136804677,15.040247497686725
639,colosseum,,d4-c1-n0.2-m9,4,0.2,9.0,,-57.772627160556176,3000,-0.2978856711573984,1.0,1,6.7485198974609375,1.0427325963974,7.44347333908081,1.3386484384536743,7.817920207977295,1.6161655187606812,7.97505521774292,1.887368440628052,7.993497371673584,2.114002227783203,7.976258754730225,2.231409072875977,7.971106052398682,2.258199453353882,7.970770359039307,2.26084566116333,-0.09327934569536739,0.98125,6.623758840560913,7.607644446690878,7.987826379140218,7.996613852183024,7.997879552841186,7.997888708114624,7.997888644536336,7.862358967463176,0.6488878508408864,0.8850186705589295,1.1458001971244811,1.1625288685162862,1.1670963724454244,1.167632790406545,1.1676392873128256,1.0391868809858957,0.10507114599649368,0.029680409770384428,0.2833542440887241,0.09981276393037414,0.004317434154063882,0.0006733622908757165,0.0005800111668616397,0.0005827193633471459,0.0005827837140186508,0.3368333254991482,0.06716674922429508,0.05286233710315227,0.0048018531717315014,0.004784261946243383,0.005479753579451938,0.0055938599564309965,0.005595472211453702,0.10755941764647378,-1.9473122094705133,0.6317298226357065,-2.5790420321062197
763,colosseum,,d5-c1-n0.2-m13,5,0.2,13.0,,-28.47551290508757,3000,-0.2026645698727066,1.0,1,7.119899749755859,1.3444688320159912,7.550167083740234,1.6061371564865112,7.824059963226318,1.874517798423767,7.978044033050537,2.214708089828491,7.998864650726318,2.559073209762573,7.972964763641357,2.741591691970825,7.966506958007812,2.7733676433563232,7.966243267059326,2.774850606918335,0.15121377023799723,1.0,7.528799978892009,7.9228909333546955,8.00171496073405,8.00295877456665,8.002961540222168,8.002961349487304,8.002961540222168,7.9534319877624515,1.0121387223402658,1.2022242347399394,1.3039064486821492,1.3100288788477579,1.3105241457621257,1.3105271935462952,1.3105271935462952,1.261769046386083,0.061370690979241846,0.0,0.1152943632729713,0.02374175180234136,0.0004600756957061345,0.0003236991081926892,0.00032625752584404077,0.0003261076114777571,0.00032609637858624325,0.1256946883740975,0.052552074113906694,0.0227854516299719,0.008995479525143674,0.010052980767564135,0.010147355368281062,0.010148005627540346,0.010148024406148872,0.07299298160706069,-5.76624337227033,0.0,-5.76624337227033
27,sadspheres,,2-Saddle,2,0.0,,Saddle,-8.0,2000,-0.0397298635018265,0.0,6,4.701263427734375,0.1363753378391266,5.404118061065674,0.200039193034172,5.821090221405029,0.2510125637054443,6.119968414306641,0.2953694760799408,6.841709136962891,0.4411607384681701,7.40975284576416,0.6466135382652283,7.589299201965332,0.8310516476631165,7.58275842666626,0.9010034799575806,-0.005977246090684373,0.004166666666666667,4.669156853357951,5.357025369008382,6.057370313008627,6.749711227416992,7.316938241322835,7.566555706659953,7.595163520177206,5.660355265935262,0.13643090079228076,0.19477934489647544,0.2784032126267751,0.39689425428708397,0.5518732090791066,0.6993316213289896,0.7721735060214996,0.22767604688803353,0.02826436714094643,0.016522363806281668,0.09619163014580637,0.06773193668738947,0.045198629542724834,0.02920393579427152,0.012949905155024697,0.002504406837886986,0.0008928363930547317,0.08926540042406504,0.011293233747492038,0.011656825762030068,0.011664832029558987,0.0112423137146807,0.009713677137615133,0.006314594975667167,0.004213347306011526,0.007157369922485402,-1.1941755937016858,-0.2521834475695623,-0.9419921461321235
91,sadspheres,,3-Sphere,3,0.0,,Sphere,2.0,2000,0.2303834901208157,0.0,1,5.195106506347656,0.476891428232193,6.056673526763916,0.6443371176719666,6.794536590576172,0.8474602699279785,7.333793640136719,1.0710575580596924,7.567445278167725,1.259086847305298,7.600073337554932,1.346349000930786,7.600606441497803,1.3589915037155151,7.600605010986328,1.3592084646224976,-0.01156080209928355,0.995,5.1686320304870605,6.227100769678752,7.531568145751953,7.589186414082845,7.590623235702514,7.591772079467773,7.591827646891276,6.956223996480306,0.33722349603970847,0.48830176492532096,0.8724543193976084,0.975250635544459,0.9959937512874604,0.9991088291009267,0.9996510068575541,0.6520294060309728,0.03955325840848126,0.010170952554312156,0.30069388702915845,0.25233246199745163,0.0071425432580279075,0.003252121645372905,0.0011712480738223332,0.0010017532827617105,0.000998377174299341,0.5057585800912503,0.042519810856234394,0.05418003122441466,0.011110008557179363,0.005495595031110267,0.00524670316975197,0.0054793187999186335,0.005559338456662759,0.09155093194290902,6.116924419258972,-97.82761198489241,103.94453640415139
155,sadspheres,,4-Plane,4,0.0,,Plane,0.0,2000,0.0290583332784728,0.975,1,6.352210521697998,0.6580187678337097,7.29436731338501,0.9141811728477478,7.5642595291137695,1.095830321311951,7.587896823883057,1.1523765325546265,7.594059944152832,1.163112759590149,7.594490051269531,1.1656404733657837,7.594490051269531,1.1658035516738892,7.594490051269531,1.165804147720337,0.10307559745691662,0.9845833333333334,6.5884238084157305,7.3631558577219645,7.586440722147624,7.593521912892659,7.593982807795206,7.593981409072876,7.593981583913167,7.499821774164835,0.7218379120031992,0.951287712653478,1.1507926344871522,1.1634159644444784,1.1666137456893921,1.1668194572130839,1.1668203075726826,1.0748205562432607,0.0729677896994548,0.019332429130659076,0.22224460106668986,0.05611323320058187,0.0023746510630121634,0.0006621228856503066,0.0006328443386471162,0.0006325617443121128,0.0006326533994349717,0.23886004501335753,0.06498323138638587,0.0414496439519679,0.005577086256512363,0.007071399596794457,0.007772142780186858,0.007826975686112878,0.007827255356561938,0.09554937232369816,-1.0143827089091182,-0.4957128392176693,-0.5186698696914489
219,sadspheres,,5-Saddle,5,0.0,,Saddle,-16.0,2000,0.0437534038820147,1.0,1,7.298187255859375,1.191346526145935,7.55764627456665,1.382088541984558,7.594387054443359,1.461063265800476,7.597344875335693,1.4839541912078855,7.597043037414551,1.487633466720581,7.597024440765381,1.487756371498108,7.597026348114014,1.4877567291259766,7.597026348114014,1.4877569675445557,0.2888645288180819,1.0,7.261055564880371,7.543686564763387,7.598183250427246,7.598578580220541,7.59857652982076,7.598576418558756,7.598576498031616,7.566277122497558,1.0604363679885864,1.2267317255338033,1.306274457772573,1.3101527214050293,1.310331658522288,1.3103320598602295,1.3103320558865865,1.2723702510197958,0.036398824889933575,0.0,0.08224470612942905,0.017135132226578587,0.0002671239359308475,0.00021311370570180208,0.00021330472803268504,0.00021342637601588554,0.00021353311999278488,0.08600045179236539,0.04596000088110804,0.018551884607954486,0.010914391851839352,0.011527111810909188,0.011561573246612295,0.011561638331946974,0.011561625934022312,0.06151026209657907,-6.734039510266028,0.0,-6.734039510266028
283,sadspheres,,6-Sphere,6,0.0,,Sphere,2.0,2000,0.491039826874484,0.0,1,7.032519817352295,1.0551807880401611,7.511451244354248,1.2583147287368774,7.598437786102295,1.3634036779403689,7.600894927978516,1.3830170631408691,7.60089635848999,1.383576512336731,7.600895881652832,1.3835771083831787,7.600895881652832,1.3835768699645996,7.600895881652832,1.3835768699645996,0.4403097779431379,1.0,7.422912724812826,7.574405018488566,7.600260670979818,7.60026528040568,7.600265153249105,7.600265200932821,7.600265216827393,7.584985478719076,1.2756821473439535,1.4022701819737753,1.4515195568402608,1.4522100289662678,1.4522134780883789,1.4522134820620218,1.452213474114736,1.4295558333396912,0.03220084053120525,0.0,0.042862761925491794,0.008366964102597666,5.6241520468225686e-05,5.3225429701332736e-05,5.311501178254995e-05,5.3331789474364796e-05,5.3354147929997236e-05,0.05148956989064449,0.035866186952500316,0.015285040741980801,0.013259049927531023,0.013386073729952767,0.013386800366060072,0.013386802938062312,0.013386841153958242,0.04629096860565518,1.57542623405077,-1000.0,1001.5754262340507
392,colosseum,,d2-c1-n0.2-m2,2,0.2,2.0,,0.5863070446801962,3000,-0.0081524668100932,0.075,1,5.193486213684082,0.2349932193756103,6.047711372375488,0.3279262781143188,6.82808256149292,0.4534289836883545,7.467231750488281,0.6218738555908203,7.840808391571045,0.8131589889526367,7.956784725189209,0.9581782221794128,7.982481479644775,1.0221461057662964,7.9917497634887695,1.0449672937393188,0.00745966836540488,0.0175,4.7184529304504395,5.405885696411133,6.129505825042725,6.757111072540283,7.420674180984497,7.867435391743978,7.995563507080078,5.94357164700826,0.11357763136426605,0.16290358006954186,0.23548698971668877,0.32413673599561055,0.4590859125057856,0.618761396408081,0.7389630575974783,0.21684303556879359,0.029911808688745024,0.07424911470504386,0.213340304236494,0.19421191277486807,0.04837636384812571,0.03660504308152141,0.020322182664204366,0.0061370420124274945,0.0013069541078949958,0.3525321548433269,0.016450531875050405,0.01950430495913267,0.007498285608818061,0.011041957355698153,0.009984528324740862,0.007428415598367628,0.004142533979046067,0.03142864242822728,-0.5219388549169375,0.7744200079478379,-1.2963588628647753
