n_points,dim,rep,err,kappa_plus,frac
2000,2,21,,0.012494591007353326,0.0
2000,3,23,,-0.047975986532461365,0.9625
2000,4,25,,0.16096903116874708,1.0
2000,5,27,,0.24506041062960285,1.0
2000,6,29,,0.4446043649094492,1.0
3000,3,1,,-0.15762518144240273,0.95
3000,4,3,,-0.06934197666624478,0.9875
3000,5,5,,0.10480218839392742,1.0
3000,6,7,,0.23361499290958876,1.0
