n_points,dim,rep,err,kappa_plus,frac,ent,t_ent
2000,2,23,,-0.023113132774585515,0.0,5.710339069366455,6
2000,3,25,,0.008842717267795563,1.0,5.0928635597229,1
2000,4,27,,0.20011084668249174,1.0,6.504490852355957,1
2000,5,29,,0.26899486413224005,1.0,7.241002559661865,1
3000,2,1,,-0.021750666154279258,0.0,6.1405768394470215,9
3000,3,3,,-0.16560861965342172,0.9625,5.183534145355225,1
3000,4,5,,-0.08108184440582898,0.9625,6.639071941375732,1
3000,5,7,,0.2150597941317538,1.0,7.462904453277588,1
3000,6,9,,0.23268316561317118,1.0,7.775653839111328,1
