n_points,dim,rep,err,kappa_plus,frac
2000,2,27,,-0.025468505799251764,0.0
2000,3,29,,-0.017168476312703282,1.0
2000,5,1,,0.29263220042584437,1.0
2000,6,3,,0.4599081544823065,1.0
3000,2,5,,0.0033594519298644487,0.0
3000,3,7,,-0.03530480302198165,0.9875
3000,4,9,,-0.09723785754887235,1.0
3000,5,11,,0.08318246374449632,1.0
3000,6,13,,0.20613602191131708,1.0
