instance,dataset,err,name,dim,noise,m,shape,ks_true,n_points,kappa_plus,frac
43,sadspheres,,2-Sphere,2,0.0,,Sphere,2.0,2000,0.06659652473389373,0.0
107,sadspheres,,3-Plane,3,0.0,,Plane,0.0,2000,0.02915649660632945,0.9875
171,sadspheres,,4-Saddle,4,0.0,,Saddle,-16.0,2000,0.14510573466185725,1.0
235,sadspheres,,5-Sphere,5,0.0,,Sphere,2.0,2000,0.41200039942504374,0.0
299,sadspheres,,6-Plane,6,0.0,,Plane,0.0,2000,0.49703998481806955,1.0
423,colosseum,,d3-c1-n0.01-m3,3,0.01,3,,-4.375614595954051,3000,0.044639574073704266,0.1625
547,colosseum,,d4-c1-n0.01-m7,4,0.01,7,,-29.76605096445724,3000,-0.275117578799423,0.3625
671,colosseum,,d5-c1-n0.01-m11,5,0.01,11,,-19.616145636909778,3000,0.19972336327683027,1.0
810,colosseum,,d6-c1-n0.05-m0,6,0.05,0,,-50.04826371600894,3000,-0.8003164928223271,1.0
