n_points,dim,rep,err,kappa_plus,frac
2000,2,2,,0.04784108810550729,0.0
2000,3,4,,-0.030253047546840772,1.0
2000,4,6,,0.1348997616212485,0.9875
2000,5,8,,0.25541442309812945,1.0
2000,6,10,,0.3861220499477082,1.0
3000,2,12,,0.007196173996286748,0.0
3000,3,14,,-0.08885300210110189,0.95
3000,4,16,,-0.06178936711425831,1.0
3000,5,18,,0.1375435094565215,1.0
3000,6,20,,0.13461899662794127,1.0
