instance,method,score,score_std,err,name,dim,noise,m,ks_true
373,se_kmetric_t,-5.523385825641966,0.0020251508603621,,d2-c1-n0.1-m13,2,0.1,13,1.219879741117918
373,w1_spread,-98.706670306473,0.3443607801961263,,d2-c1-n0.1-m13,2,0.1,13,1.219879741117918
373,w2_spread,-108.89862104122504,0.3960580003247997,,d2-c1-n0.1-m13,2,0.1,13,1.219879741117918
373,se_multiscale,0.2982347309589386,0.009427934885025,,d2-c1-n0.1-m13,2,0.1,13,1.219879741117918
422,se_tau1,-0.6438243687152863,0.0087116658687591,,d3-c1-n0.01-m2,3,0.01,2,-10.734204673555151
422,se_tau_auto,-4.125788688659668,0.0591216087341308,,d3-c1-n0.01-m2,3,0.01,2,-10.734204673555151
422,se_kmetric_t,-6.459331575985349,0.0259829802505771,,d3-c1-n0.01-m2,3,0.01,2,-10.734204673555151
422,w1_spread,-108.7634819226395,0.1661113601127084,,d3-c1-n0.01-m2,3,0.01,2,-10.734204673555151
422,w2_spread,-117.86923480021092,0.1488014837208169,,d3-c1-n0.01-m2,3,0.01,2,-10.734204673555151
422,se_multiscale,0.4496121853590011,0.01234070956707,,d3-c1-n0.01-m2,3,0.01,2,-10.734204673555151
426,se_tau1,-0.5690775215625763,0.0028682649135589,,d3-c1-n0.01-m6,3,0.01,6,-3.8235642778157457
426,se_tau_auto,-4.038341403007507,0.2950845956802368,,d3-c1-n0.01-m6,3,0.01,6,-3.8235642778157457
426,se_kmetric_t,-6.642236762990686,0.0079821469348009,,d3-c1-n0.01-m6,3,0.01,6,-3.8235642778157457
426,w1_spread,-108.70225640512602,0.5175717590955742,,d3-c1-n0.01-m6,3,0.01,6,-3.8235642778157457
426,w2_spread,-117.30119081515753,0.5690076435281668,,d3-c1-n0.01-m6,3,0.01,6,-3.8235642778157457
426,se_multiscale,0.5292929112911224,0.0159737169742584,,d3-c1-n0.01-m6,3,0.01,6,-3.8235642778157457
430,se_tau1,-0.6648615300655365,0.0073626339435577,,d3-c1-n0.01-m10,3,0.01,10,-16.842236690951605
430,se_tau_auto,-4.168700695037842,0.1740412712097168,,d3-c1-n0.01-m10,3,0.01,10,-16.842236690951605
430,se_kmetric_t,-6.458133555127764,0.0149899041674164,,d3-c1-n0.01-m10,3,0.01,10,-16.842236690951605
430,w1_spread,-108.95198908697525,0.2274070443528728,,d3-c1-n0.01-m10,3,0.01,10,-16.842236690951605
430,w2_spread,-118.0993126468766,0.3308393570164796,,d3-c1-n0.01-m10,3,0.01,10,-16.842236690951605
430,se_multiscale,0.4427302479743957,0.0150759518146514,,d3-c1-n0.01-m10,3,0.01,10,-16.842236690951605
434,se_tau1,-0.550887256860733,0.0059652030467987,,d3-c1-n0.01-m14,3,0.01,14,1.6301777294930675
434,se_tau_auto,-3.840763688087464,0.2044109106063842,,d3-c1-n0.01-m14,3,0.01,14,1.6301777294930675
434,se_kmetric_t,-6.723624862126874,0.0129425800480493,,d3-c1-n0.01-m14,3,0.01,14,1.6301777294930675
434,w1_spread,-108.33164398362428,0.2076136374368218,,d3-c1-n0.01-m14,3,0.01,14,1.6301777294930675
434,w2_spread,-116.40595773110664,0.2295652597900641,,d3-c1-n0.01-m14,3,0.01,14,1.6301777294930675
434,se_multiscale,0.5462154746055603,0.0174921154975891,,d3-c1-n0.01-m14,3,0.01,14,1.6301777294930675
483,se_tau1,-0.4844070225954056,0.0004526823759078,,d3-c1-n0.1-m3,3,0.1,3,4.107036960514779
483,se_tau_auto,-3.933089137077332,0.1001607179641723,,d3-c1-n0.1-m3,3,0.1,3,4.107036960514779
483,se_kmetric_t,-6.6572321404015895,0.0024242071549647,,d3-c1-n0.1-m3,3,0.1,3,4.107036960514779
483,w1_spread,-111.38762478451088,0.0334691855411506,,d3-c1-n0.1-m3,3,0.1,3,4.107036960514779
483,w2_spread,-119.57068677448429,0.0298323181552788,,d3-c1-n0.1-m3,3,0.1,3,4.107036960514779
483,se_multiscale,0.4439997375011444,0.0075561702251434,,d3-c1-n0.1-m3,3,0.1,3,4.107036960514779
487,se_tau1,-0.5596361756324768,0.0046234130859375,,d3-c1-n0.1-m7,3,0.1,7,-37.0087735355624
487,se_tau_auto,-4.078914403915405,0.1603786945343017,,d3-c1-n0.1-m7,3,0.1,7,-37.0087735355624
487,se_kmetric_t,-6.47543354906309,0.0133071785213552,,d3-c1-n0.1-m7,3,0.1,7,-37.0087735355624
487,w1_spread,-105.64542816066228,0.2238844163555313,,d3-c1-n0.1-m7,3,0.1,7,-37.0087735355624
487,w2_spread,-114.95215718024896,0.3018637492865892,,d3-c1-n0.1-m7,3,0.1,7,-37.0087735355624
487,se_multiscale,0.4872020781040191,0.0082370638847351,,d3-c1-n0.1-m7,3,0.1,7,-37.0087735355624
491,se_tau1,-0.5411597788333893,0.0038442313671112,,d3-c1-n0.1-m11,3,0.1,11,-13.136520272342572
491,se_tau_auto,-4.722671270370483,0.117760419845581,,d3-c1-n0.1-m11,3,0.1,11,-13.136520272342572
491,se_kmetric_t,-6.514393277750512,0.0174696391904927,,d3-c1-n0.1-m11,3,0.1,11,-13.136520272342572
491,w1_spread,-110.48309629275067,0.2250763288044837,,d3-c1-n0.1-m11,3,0.1,11,-13.136520272342572
491,w2_spread,-119.4711138741816,0.2536062127305101,,d3-c1-n0.1-m11,3,0.1,11,-13.136520272342572
491,se_multiscale,0.4339134842157364,0.0077307075262069,,d3-c1-n0.1-m11,3,0.1,11,-13.136520272342572
660,se_tau1,-0.3555097132921219,0.0044736713171005,,d5-c1-n0.01-m0,5,0.01,0,1.9053751696081136
660,se_tau_auto,-3.0804532766342163,0.4917653799057007,,d5-c1-n0.01-m0,5,0.01,0,1.9053751696081136
660,se_kmetric_t,-7.42585157736616,0.0129422345215188,,d5-c1-n0.01-m0,5,0.01,0,1.9053751696081136
660,w1_spread,-134.2698218691505,0.3779604059890005,,d5-c1-n0.01-m0,5,0.01,0,1.9053751696081136
660,w2_spread,-141.4743075584779,0.2685858644219223,,d5-c1-n0.01-m0,5,0.01,0,1.9053751696081136
660,se_multiscale,0.3857675492763519,0.0056587159633636,,d5-c1-n0.01-m0,5,0.01,0,1.9053751696081136
664,se_tau1,-0.3224648237228393,0.002320259809494,,d5-c1-n0.01-m4,5,0.01,4,-20.746348774718008
664,se_tau_auto,-3.3854578733444214,0.0370906591415405,,d5-c1-n0.01-m4,5,0.01,4,-20.746348774718008
664,se_kmetric_t,-7.474354255468731,0.0033885419805819,,d5-c1-n0.01-m4,5,0.01,4,-20.746348774718008
664,w1_spread,-133.0594697136308,0.0736670546593671,,d5-c1-n0.01-m4,5,0.01,4,-20.746348774718008
664,w2_spread,-139.69183570957796,0.0624637832269456,,d5-c1-n0.01-m4,5,0.01,4,-20.746348774718008
664,se_multiscale,0.4444247335195541,0.002993568778038,,d5-c1-n0.01-m4,5,0.01,4,-20.746348774718008
668,se_tau1,-0.2876651734113693,0.0015854984521865,,d5-c1-n0.01-m8,5,0.01,8,-28.42240351450837
668,se_tau_auto,-3.4221982955932617,0.0348968505859375,,d5-c1-n0.01-m8,5,0.01,8,-28.42240351450837
668,se_kmetric_t,-7.535703422348881,0.0097374577505271,,d5-c1-n0.01-m8,5,0.01,8,-28.42240351450837
668,w1_spread,-131.17537438096096,0.1945375399830879,,d5-c1-n0.01-m8,5,0.01,8,-28.42240351450837
668,w2_spread,-137.41385186251154,0.2829161357740588,,d5-c1-n0.01-m8,5,0.01,8,-28.42240351450837
668,se_multiscale,0.5370154082775116,0.0100712478160858,,d5-c1-n0.01-m8,5,0.01,8,-28.42240351450837
672,se_tau1,-0.3273022472858429,0.0011032223701477,,d5-c1-n0.01-m12,5,0.01,12,4.810311591502766
672,se_tau_auto,-3.382104754447937,0.0235043764114379,,d5-c1-n0.01-m12,5,0.01,12,4.810311591502766
672,se_kmetric_t,-7.513639009450926,0.0057688756248612,,d5-c1-n0.01-m12,5,0.01,12,4.810311591502766
672,w1_spread,-134.2481923472717,0.1546282373707157,,d5-c1-n0.01-m12,5,0.01,12,4.810311591502766
672,w2_spread,-140.7960282182895,0.2603044395415423,,d5-c1-n0.01-m12,5,0.01,12,4.810311591502766
672,se_multiscale,0.454585313796997,0.0001053214073181,,d5-c1-n0.01-m12,5,0.01,12,4.810311591502766
721,se_tau1,-0.3644096702337265,0.006281241774559,,d5-c1-n0.1-m1,5,0.1,1,55.01886922438137
721,se_tau_auto,-3.0011993646621704,0.1322811841964721,,d5-c1-n0.1-m1,5,0.1,1,55.01886922438137
721,se_kmetric_t,-7.489794553253855,0.0005285494142683,,d5-c1-n0.1-m1,5,0.1,1,55.01886922438137
721,w1_spread,-135.21602048167748,0.3033407698955557,,d5-c1-n0.1-m1,5,0.1,1,55.01886922438137
721,w2_spread,-141.75256299572703,0.3661652107348629,,d5-c1-n0.1-m1,5,0.1,1,55.01886922438137
721,se_multiscale,0.384940430521965,0.0099036544561386,,d5-c1-n0.1-m1,5,0.1,1,55.01886922438137
725,se_tau1,-0.3152564913034439,0.002590075135231,,d5-c1-n0.1-m5,5,0.1,5,-33.13785935137783
725,se_tau_auto,-2.9734115600585938,0.2547628879547119,,d5-c1-n0.1-m5,5,0.1,5,-33.13785935137783
725,se_kmetric_t,-7.446569811247773,0.0009184494146232,,d5-c1-n0.1-m5,5,0.1,5,-33.13785935137783
725,w1_spread,-131.16704081800611,0.0138682281289561,,d5-c1-n0.1-m5,5,0.1,5,-33.13785935137783
725,w2_spread,-137.92211896990693,0.0037146666548437,,d5-c1-n0.1-m5,5,0.1,5,-33.13785935137783
725,se_multiscale,0.4703254997730255,0.0080173909664154,,d5-c1-n0.1-m5,5,0.1,5,-33.13785935137783
729,se_tau1,-0.3151431381702423,0.0063002705574035,,d5-c1-n0.1-m9,5,0.1,9,12.657273566920678
729,se_tau_auto,-3.095570206642151,0.1305102109909057,,d5-c1-n0.1-m9,5,0.1,9,12.657273566920678
729,se_kmetric_t,-7.493428093772412,0.0054973830490303,,d5-c1-n0.1-m9,5,0.1,9,12.657273566920678
729,w1_spread,-133.27370103122254,0.0051528724148681,,d5-c1-n0.1-m9,5,0.1,9,12.657273566920678
729,w2_spread,-139.68995363595508,0.0191574208929097,,d5-c1-n0.1-m9,5,0.1,9,12.657273566920678
729,se_multiscale,0.4429564177989959,0.0075190067291259,,d5-c1-n0.1-m9,5,0.1,9,12.657273566920678
733,se_tau1,-0.3392833769321441,0.0012150704860687,,d5-c1-n0.1-m13,5,0.1,13,-36.53140813846787
733,se_tau_auto,-3.090239882469177,0.1895908117294311,,d5-c1-n0.1-m13,5,0.1,13,-36.53140813846787
733,se_kmetric_t,-7.4217823060562225,0.0034933179747893,,d5-c1-n0.1-m13,5,0.1,13,-36.53140813846787
733,w1_spread,-131.4637025310575,0.0082081836565777,,d5-c1-n0.1-m13,5,0.1,13,-36.53140813846787
733,w2_spread,-138.70854018133213,0.0602055748239962,,d5-c1-n0.1-m13,5,0.1,13,-36.53140813846787
733,se_multiscale,0.4269973933696747,0.0093134045600891,,d5-c1-n0.1-m13,5,0.1,13,-36.53140813846787
782,se_tau1,-0.2269618809223175,0.005473643541336,,d6-c1-n0.01-m2,6,0.01,2,-86.42381835431243
782,se_tau_auto,-3.2270078659057617,0.1291985511779785,,d6-c1-n0.01-m2,6,0.01,2,-86.42381835431243
782,se_kmetric_t,-7.415309652531731,0.0035806937523785,,d6-c1-n0.01-m2,6,0.01,2,-86.42381835431243
782,w1_spread,-137.74804282469285,0.5404209023865008,,d6-c1-n0.01-m2,6,0.01,2,-86.42381835431243
782,w2_spread,-145.2288310496187,0.5471509852724239,,d6-c1-n0.01-m2,6,0.01,2,-86.42381835431243
782,se_multiscale,0.3833799511194229,0.0012891441583633,,d6-c1-n0.01-m2,6,0.01,2,-86.42381835431243
786,se_tau1,-0.2596570402383804,0.0025920718908309,,d6-c1-n0.01-m6,6,0.01,6,19.57578791881146
786,se_tau_auto,-3.2962034940719604,0.0198925733566284,,d6-c1-n0.01-m6,6,0.01,6,19.57578791881146
786,se_kmetric_t,-7.542751082597853,0.0012778512980027,,d6-c1-n0.01-m6,6,0.01,6,19.57578791881146
786,w1_spread,-142.17133749229134,0.3628918734429049,,d6-c1-n0.01-m6,6,0.01,6,19.57578791881146
786,w2_spread,-149.05199959369838,0.4231646187237317,,d6-c1-n0.01-m6,6,0.01,6,19.57578791881146
786,se_multiscale,0.3186086416244507,0.0007363557815551,,d6-c1-n0.01-m6,6,0.01,6,19.57578791881146
790,se_tau1,-0.2654899954795837,0.0025373399257659,,d6-c1-n0.01-m10,6,0.01,10,-54.921670100446896
790,se_tau_auto,-2.740857481956482,0.0822144746780395,,d6-c1-n0.01-m10,6,0.01,10,-54.921670100446896
790,se_kmetric_t,-7.515269126147636,0.0145224849152416,,d6-c1-n0.01-m10,6,0.01,10,-54.921670100446896
790,w1_spread,-141.5364610101999,0.1711384498589865,,d6-c1-n0.01-m10,6,0.01,10,-54.921670100446896
790,w2_spread,-148.11089502322451,0.2963693150766744,,d6-c1-n0.01-m10,6,0.01,10,-54.921670100446896
790,se_multiscale,0.3644487559795379,0.0036889910697937,,d6-c1-n0.01-m10,6,0.01,10,-54.921670100446896
794,se_tau1,-0.2416717410087585,0.0008818060159683,,d6-c1-n0.01-m14,6,0.01,14,-38.89536340245233
794,se_tau_auto,-3.071478009223938,0.0199259519577026,,d6-c1-n0.01-m14,6,0.01,14,-38.89536340245233
794,se_kmetric_t,-7.547185875797865,0.0112434735166266,,d6-c1-n0.01-m14,6,0.01,14,-38.89536340245233
794,w1_spread,-142.43376206250542,0.4566730954934144,,d6-c1-n0.01-m14,6,0.01,14,-38.89536340245233
794,w2_spread,-149.14282896689355,0.5555684586148573,,d6-c1-n0.01-m14,6,0.01,14,-38.89536340245233
794,se_multiscale,0.3326553851366043,0.0082389563322067,,d6-c1-n0.01-m14,6,0.01,14,-38.89536340245233
843,se_tau1,-0.2477776110172271,0.0064960718154907,,d6-c1-n0.1-m3,6,0.1,3,-67.23454284811166
843,se_tau_auto,-2.876339912414551,0.2061984539031982,,d6-c1-n0.1-m3,6,0.1,3,-67.23454284811166
843,se_kmetric_t,-7.60269851443569,0.0053569147333902,,d6-c1-n0.1-m3,6,0.1,3,-67.23454284811166
843,w1_spread,-141.2329118773202,0.2843836886965931,,d6-c1-n0.1-m3,6,0.1,3,-67.23454284811166
843,w2_spread,-147.40364146277167,0.2925147514425532,,d6-c1-n0.1-m3,6,0.1,3,-67.23454284811166
843,se_multiscale,0.4139936417341232,0.0033570379018783,,d6-c1-n0.1-m3,6,0.1,3,-67.23454284811166
847,se_tau1,-0.2521480172872543,0.0024385601282119,,d6-c1-n0.1-m7,6,0.1,7,-52.04537163029244
847,se_tau_auto,-2.740797162055969,0.1881412267684936,,d6-c1-n0.1-m7,6,0.1,7,-52.04537163029244
847,se_kmetric_t,-7.544280054674552,0.0075504403432731,,d6-c1-n0.1-m7,6,0.1,7,-52.04537163029244
847,w1_spread,-142.66982443245317,0.323372487637954,,d6-c1-n0.1-m7,6,0.1,7,-52.04537163029244
847,w2_spread,-149.1892380016189,0.3994018226158147,,d6-c1-n0.1-m7,6,0.1,7,-52.04537163029244
847,se_multiscale,0.358553797006607,0.0100725889205932,,d6-c1-n0.1-m7,6,0.1,7,-52.04537163029244
851,se_tau1,-0.2218567505478859,0.0023028776049613,,d6-c1-n0.1-m11,6,0.1,11,-9.528899156859143
851,se_tau_auto,-2.9373905658721924,0.0648887157440185,,d6-c1-n0.1-m11,6,0.1,11,-9.528899156859143
851,se_kmetric_t,-7.676035275779252,0.0072356130294988,,d6-c1-n0.1-m11,6,0.1,11,-9.528899156859143
851,w1_spread,-143.76877617427516,0.3839807404524293,,d6-c1-n0.1-m11,6,0.1,11,-9.528899156859143
851,w2_spread,-149.3405638000268,0.4387312354473209,,d6-c1-n0.1-m11,6,0.1,11,-9.528899156859143
851,se_multiscale,0.4480451643466949,0.0099359452724456,,d6-c1-n0.1-m11,6,0.1,11,-9.528899156859143
301,se_tau1,-1.248722106218338,0.0271306216344257,,d2-c1-n0.01-m1,2,0.01,1,24.29147882731491
301,se_tau_auto,-4.599493741989136,0.1649328837151649,,d2-c1-n0.01-m1,2,0.01,1,24.29147882731491
301,se_kmetric_t,-5.218906760215759,0.0075914298550768,,d2-c1-n0.01-m1,2,0.01,1,24.29147882731491
301,w1_spread,-91.6389617919922,0.4978484438648471,,d2-c1-n0.01-m1,2,0.01,1,24.29147882731491
301,w2_spread,-101.11152458190918,0.6043178791907806,,d2-c1-n0.01-m1,2,0.01,1,24.29147882731491
301,se_multiscale,0.3150539696216583,0.01787039549786,,d2-c1-n0.01-m1,2,0.01,1,24.29147882731491
305,se_tau1,-1.3277956247329712,0.0116142034530639,,d2-c1-n0.01-m5,2,0.01,5,17.833593420006732
305,se_tau_auto,-4.798487663269043,0.1762228012084961,,d2-c1-n0.01-m5,2,0.01,5,17.833593420006732
305,se_kmetric_t,-5.198393983870021,0.004595473490502,,d2-c1-n0.01-m5,2,0.01,5,17.833593420006732
305,w1_spread,-89.86733972196645,0.2194068792617685,,d2-c1-n0.01-m5,2,0.01,5,17.833593420006732
305,w2_spread,-99.4490049944444,0.0576346431732517,,d2-c1-n0.01-m5,2,0.01,5,17.833593420006732
305,se_multiscale,0.2557164877653122,0.0079512745141983,,d2-c1-n0.01-m5,2,0.01,5,17.833593420006732
309,se_tau1,-1.081584930419922,0.0070489645004272,,d2-c1-n0.01-m9,2,0.01,9,-8.930072585381469
309,se_tau_auto,-4.401078939437866,0.0716884136199951,,d2-c1-n0.01-m9,2,0.01,9,-8.930072585381469
309,se_kmetric_t,-5.215962363152855,0.0097637431426549,,d2-c1-n0.01-m9,2,0.01,9,-8.930072585381469
309,w1_spread,-87.96853273784973,0.5787569954294511,,d2-c1-n0.01-m9,2,0.01,9,-8.930072585381469
309,w2_spread,-98.36240058443218,0.7156173862896793,,d2-c1-n0.01-m9,2,0.01,9,-8.930072585381469
309,se_multiscale,0.463833749294281,0.0111801326274871,,d2-c1-n0.01-m9,2,0.01,9,-8.930072585381469
313,se_tau1,-1.1534035205841064,0.0118231773376464,,d2-c1-n0.01-m13,2,0.01,13,-2.9443229796812918
313,se_tau_auto,-5.126113176345825,0.156024694442749,,d2-c1-n0.01-m13,2,0.01,13,-2.9443229796812918
313,se_kmetric_t,-5.1824915871266,0.006769076224605,,d2-c1-n0.01-m13,2,0.01,13,-2.9443229796812918
313,w1_spread,-91.93749350637502,0.1073157471635539,,d2-c1-n0.01-m13,2,0.01,13,-2.9443229796812918
313,w2_spread,-102.61271526843748,0.1014408831865267,,d2-c1-n0.01-m13,2,0.01,13,-2.9443229796812918
313,se_multiscale,0.3322930783033371,0.0050543397665023,,d2-c1-n0.01-m13,2,0.01,13,-2.9443229796812918
362,se_tau1,-0.8003993928432465,0.0022635161876678,,d2-c1-n0.1-m2,2,0.1,2,-12.086218290266444
362,se_tau_auto,-4.759755849838257,0.1849815845489502,,d2-c1-n0.1-m2,2,0.1,2,-12.086218290266444
362,se_kmetric_t,-5.543398621978653,0.0100275217867293,,d2-c1-n0.1-m2,2,0.1,2,-12.086218290266444
362,w1_spread,-94.636350638001,0.1277607470922888,,d2-c1-n0.1-m2,2,0.1,2,-12.086218290266444
362,w2_spread,-105.21657814292126,0.0593135978031824,,d2-c1-n0.1-m2,2,0.1,2,-12.086218290266444
362,se_multiscale,0.3801219314336777,0.0004299134016036,,d2-c1-n0.1-m2,2,0.1,2,-12.086218290266444
366,se_tau1,-0.6728910505771637,0.0022432506084442,,d2-c1-n0.1-m6,2,0.1,6,-3.606518083255943
366,se_tau_auto,-4.6364426612854,0.111422061920166,,d2-c1-n0.1-m6,2,0.1,6,-3.606518083255943
366,se_kmetric_t,-5.679380326581645,0.00084700929601,,d2-c1-n0.1-m6,2,0.1,6,-3.606518083255943
366,w1_spread,-96.90648438674204,0.487047396045952,,d2-c1-n0.1-m6,2,0.1,6,-3.606518083255943
366,w2_spread,-107.12388635859122,0.4737190453093731,,d2-c1-n0.1-m6,2,0.1,6,-3.606518083255943
366,se_multiscale,0.3701144605875015,0.0003322213888168,,d2-c1-n0.1-m6,2,0.1,6,-3.606518083255943
370,se_tau1,-0.8211337625980377,0.0143100917339324,,d2-c1-n0.1-m10,2,0.1,10,-7.72404280863429
370,se_tau_auto,-4.182501554489136,0.3323557376861572,,d2-c1-n0.1-m10,2,0.1,10,-7.72404280863429
370,se_kmetric_t,-5.499405909775815,0.0185197775120609,,d2-c1-n0.1-m10,2,0.1,10,-7.72404280863429
370,w1_spread,-97.60118939331277,0.0310330339404316,,d2-c1-n0.1-m10,2,0.1,10,-7.72404280863429
370,w2_spread,-108.1368623599078,0.1259292310059336,,d2-c1-n0.1-m10,2,0.1,10,-7.72404280863429
370,se_multiscale,0.346004918217659,0.0044326931238174,,d2-c1-n0.1-m10,2,0.1,10,-7.72404280863429
374,se_tau1,-0.7439150512218475,0.0112735927104949,,d2-c1-n0.1-m14,2,0.1,14,-7.89412429083137
374,se_tau_auto,-4.504107475280762,0.2013888359069824,,d2-c1-n0.1-m14,2,0.1,14,-7.89412429083137
374,se_kmetric_t,-5.582717567300476,0.022464573940685,,d2-c1-n0.1-m14,2,0.1,14,-7.89412429083137
374,w1_spread,-97.251070984961,0.2153630322678452,,d2-c1-n0.1-m14,2,0.1,14,-7.89412429083137
374,w2_spread,-107.53847660895887,0.1681151908990941,,d2-c1-n0.1-m14,2,0.1,14,-7.89412429083137
374,se_multiscale,0.3422375619411468,0.0083527565002441,,d2-c1-n0.1-m14,2,0.1,14,-7.89412429083137
423,se_tau1,-0.6703594326972961,0.0036408305168151,,d3-c1-n0.01-m3,3,0.01,3,-4.375614595954051
423,se_tau_auto,-4.274343729019165,0.1178371906280517,,d3-c1-n0.01-m3,3,0.01,3,-4.375614595954051
423,se_kmetric_t,-6.485893994724531,0.0031342943033347,,d3-c1-n0.01-m3,3,0.01,3,-4.375614595954051
423,w1_spread,-109.0739288457151,0.5367589709985197,,d3-c1-n0.01-m3,3,0.01,3,-4.375614595954051
423,w2_spread,-117.77132307654976,0.6639416851492115,,d3-c1-n0.01-m3,3,0.01,3,-4.375614595954051
423,se_multiscale,0.4406672567129135,0.010745421051979,,d3-c1-n0.01-m3,3,0.01,3,-4.375614595954051
427,se_tau1,-0.6890130639076233,0.00922292470932,,d3-c1-n0.01-m7,3,0.01,7,-41.3525179488977
427,se_tau_auto,-4.261564254760742,0.2002239227294922,,d3-c1-n0.01-m7,3,0.01,7,-41.3525179488977
