n_points,dim,rep,err,kappa_plus,frac
2000,2,13,,0.0004336774758481182,0.0
2000,3,15,,-0.014992059268045796,0.9875
2000,4,17,,-0.123062692405144,0.9625
2000,5,19,,0.26324367971340895,1.0
2000,6,21,,0.5012018800695432,1.0
3000,2,23,,-0.0059698922577726965,0.0
3000,3,25,,-0.18203475035118266,0.925
3000,4,27,,-0.10485342688700479,1.0
3000,5,29,,0.19938362722142072,1.0
