dataset,method,n_samples,n_trajectories,instance,name,ks_hat_mean,ks_hat_std,ks_true_scalar,label
sadspheres,laziness_knn_t5,2000,100,0,2-Saddle-0,-4.054756654915234,0.2010639101842366,-8.0,0.0
sadspheres,laziness_knn_t10,2000,100,0,2-Saddle-0,-4.643296887265875,0.2282209995378459,-8.0,0.0
sadspheres,laziness_adaptive_t5,2000,100,0,2-Saddle-0,-4.0043052533557795,0.19744506804082185,-8.0,0.0
sadspheres,successor_entropy,2000,100,0,2-Saddle-0,-6.799243837101804,0.18943124889731983,-8.0,0.0
sadspheres,successor_orc,2000,100,0,2-Saddle-0,-4.214751326919832,35.23980422695644,-8.0,0.0
sadspheres,laziness_knn_t3,2000,100,1,2-Sphere-0,-3.6153369504655117,0.1565439712080966,2.0,1.0
sadspheres,laziness_knn_t5,2000,100,1,2-Sphere-0,-4.06605425060592,0.16798761031890286,2.0,1.0
sadspheres,laziness_knn_t10,2000,100,1,2-Sphere-0,-4.68352715792372,0.15664653093857145,2.0,1.0
sadspheres,laziness_adaptive_t5,2000,100,1,2-Sphere-0,-4.01949790703135,0.1650723586080002,2.0,1.0
sadspheres,successor_entropy,2000,100,1,2-Sphere-0,-7.1173909005968135,0.16456884498578225,2.0,1.0
sadspheres,successor_orc,2000,100,1,2-Sphere-0,-2.961228202101777,32.31242184127945,2.0,1.0
sadspheres,laziness_knn_t3,2000,100,2,2-Saddle-1,-3.5587736993763013,0.18740193455463625,-8.0,0.0
sadspheres,laziness_knn_t5,2000,100,2,2-Saddle-1,-3.9738768982917563,0.216441675560216,-8.0,0.0
sadspheres,laziness_knn_t10,2000,100,2,2-Saddle-1,-4.534066519864481,0.2412984168074909,-8.0,0.0
sadspheres,laziness_adaptive_t5,2000,100,2,2-Saddle-1,-3.9219613900784465,0.21927200675401026,-8.0,0.0
sadspheres,successor_entropy,2000,100,2,2-Saddle-1,-6.879557794355225,0.18982043031129256,-8.0,0.0
sadspheres,successor_orc,2000,100,2,2-Saddle-1,-2.9687403756186823,23.43690309236091,-8.0,0.0
sadspheres,laziness_knn_t3,2000,100,3,2-Sphere-1,-3.621547192706729,0.1600194538009927,2.0,1.0
sadspheres,laziness_knn_t5,2000,100,3,2-Sphere-1,-4.071881992115344,0.17602396454346536,2.0,1.0
sadspheres,laziness_knn_t10,2000,100,3,2-Sphere-1,-4.688843151874971,0.173185646525267,2.0,1.0
sadspheres,laziness_adaptive_t5,2000,100,3,2-Sphere-1,-4.025499118979733,0.17281935082788324,2.0,1.0
sadspheres,successor_entropy,2000,100,3,2-Sphere-1,-7.074697137176248,0.16651278887097185,2.0,1.0
sadspheres,successor_orc,2000,100,3,2-Sphere-1,-5.016131697837782,42.06839000654305,2.0,1.0
sadspheres,laziness_knn_t3,2000,100,4,2-Saddle-2,-3.5935371642500997,0.19625849703528936,-8.0,0.0
sadspheres,laziness_knn_t5,2000,100,4,2-Saddle-2,-4.017762090261959,0.2387711802626072,-8.0,0.0
sadspheres,laziness_knn_t10,2000,100,4,2-Saddle-2,-4.58830927877329,0.28045052609800536,-8.0,0.0
sadspheres,laziness_adaptive_t5,2000,100,4,2-Saddle-2,-3.9679237508591805,0.23566537028633205,-8.0,0.0
sadspheres,successor_entropy,2000,100,4,2-Saddle-2,-6.761897995271756,0.10028874098523982,-8.0,0.0
sadspheres,successor_orc,2000,100,4,2-Saddle-2,-27.644149064895203,484.344845492493,-8.0,0.0
sadspheres,laziness_knn_t3,2000,100,5,2-Sphere-2,-3.6202756505493725,0.16011062471657417,2.0,1.0
sadspheres,laziness_knn_t5,2000,100,5,2-Sphere-2,-4.070634319585397,0.16942310987618017,2.0,1.0
sadspheres,laziness_knn_t10,2000,100,5,2-Sphere-2,-4.6878313677026595,0.14681657935520365,2.0,1.0
sadspheres,laziness_adaptive_t5,2000,100,5,2-Sphere-2,-4.025603443985685,0.1702787504580838,2.0,1.0
sadspheres,successor_entropy,2000,100,5,2-Sphere-2,-6.756425273673615,0.09853872599985183,2.0,1.0
sadspheres,successor_orc,2000,100,5,2-Sphere-2,-15.863815243026655,182.85813839246038,2.0,1.0
sadspheres,laziness_knn_t3,2000,100,6,2-Saddle-3,-3.577540526411486,0.2066088916298442,-8.0,0.0
sadspheres,laziness_knn_t5,2000,100,6,2-Saddle-3,-3.9912516812317795,0.24707112691292868,-8.0,0.0
sadspheres,laziness_knn_t10,2000,100,6,2-Saddle-3,-4.545520327961391,0.2865334041235117,-8.0,0.0
sadspheres,laziness_adaptive_t5,2000,100,6,2-Saddle-3,-3.941694118641675,0.243125201278115,-8.0,0.0
sadspheres,successor_entropy,2000,100,6,2-Saddle-3,-6.747795790108906,0.11385544779066346,-8.0,0.0
sadspheres,successor_orc,2000,100,6,2-Saddle-3,-23.822231686295453,513.0106688364319,-8.0,0.0
sadspheres,laziness_knn_t3,2000,100,7,2-Sphere-3,-3.6205740681015643,0.16600002285334253,2.0,1.0
sadspheres,laziness_knn_t5,2000,100,7,2-Sphere-3,-4.068459388175213,0.18521990744247563,2.0,1.0
sadspheres,laziness_knn_t10,2000,100,7,2-Sphere-3,-4.682864994628174,0.19450336428834683,2.0,1.0
sadspheres,laziness_adaptive_t5,2000,100,7,2-Sphere-3,-4.024483045883607,0.18774000992427786,2.0,1.0
sadspheres,successor_entropy,2000,100,7,2-Sphere-3,-7.106822476422698,0.14636619600711173,2.0,1.0
sadspheres,successor_orc,2000,100,7,2-Sphere-3,-6.415171243454643,103.3260478444586,2.0,1.0
sadspheres,laziness_knn_t3,2000,100,8,2-Saddle-4,-3.6006489705601963,0.18445386997538119,-8.0,0.0
sadspheres,laziness_knn_t5,2000,100,8,2-Saddle-4,-4.032653461537959,0.21306749428193617,-8.0,0.0
sadspheres,laziness_knn_t10,2000,100,8,2-Saddle-4,-4.6118977717303355,0.24437975373474635,-8.0,0.0
sadspheres,laziness_adaptive_t5,2000,100,8,2-Saddle-4,-3.9778434229917847,0.212190258047241,-8.0,0.0
sadspheres,successor_entropy,2000,100,8,2-Saddle-4,-6.7448356269696434,0.14293149600963426,-8.0,0.0
sadspheres,successor_orc,2000,100,8,2-Saddle-4,-2.8087965511533355,22.09688344430581,-8.0,0.0
sadspheres,laziness_knn_t3,2000,100,9,2-Sphere-4,-3.6199145928558085,0.15710627199797245,2.0,1.0
sadspheres,laziness_knn_t5,2000,100,9,2-Sphere-4,-4.069234924457517,0.16882294806442452,2.0,1.0
sadspheres,laziness_knn_t10,2000,100,9,2-Sphere-4,-4.685225121630987,0.1635523977352249,2.0,1.0
sadspheres,laziness_adaptive_t5,2000,100,9,2-Sphere-4,-4.0285048380439,0.16896103910295257,2.0,1.0
sadspheres,successor_entropy,2000,100,9,2-Sphere-4,-6.911569318406826,0.17925915759000857,2.0,1.0
sadspheres,successor_orc,2000,100,9,2-Sphere-4,-2.527353520371817,12.390287401825507,2.0,1.0
sadspheres,laziness_knn_t3,2000,100,10,2-Saddle-5,-3.603802456310978,0.19443215149560236,-8.0,0.0
sadspheres,laziness_knn_t5,2000,100,10,2-Saddle-5,-4.041712860898219,0.22813230584612457,-8.0,0.0
sadspheres,laziness_knn_t10,2000,100,10,2-Saddle-5,-4.632076983597871,0.2608988162156738,-8.0,0.0
sadspheres,laziness_adaptive_t5,2000,100,10,2-Saddle-5,-3.98772766031281,0.2264233812086735,-8.0,0.0
sadspheres,successor_entropy,2000,100,10,2-Saddle-5,-6.928589337565733,0.21860106031572926,-8.0,0.0
sadspheres,successor_orc,2000,100,10,2-Saddle-5,-1.5136107273635482,13.174282278526144,-8.0,0.0
sadspheres,laziness_knn_t3,2000,100,11,2-Sphere-5,-3.6059004592657535,0.16617430172013012,2.0,1.0
sadspheres,laziness_knn_t5,2000,100,11,2-Sphere-5,-4.051373428504168,0.18250838768721395,2.0,1.0
sadspheres,laziness_knn_t10,2000,100,11,2-Sphere-5,-4.6610697774833545,0.1764250662546868,2.0,1.0
sadspheres,laziness_adaptive_t5,2000,100,11,2-Sphere-5,-4.009202620124936,0.18173246863356457,2.0,1.0
sadspheres,successor_entropy,2000,100,11,2-Sphere-5,-6.9721702824364735,0.1921309029636555,2.0,1.0
sadspheres,successor_orc,2000,100,11,2-Sphere-5,-3.8758478789520097,21.602265907793797,2.0,1.0
sadspheres,laziness_knn_t3,2000,100,12,2-Saddle-6,-3.5786283073958405,0.1898324418601266,-8.0,0.0
sadspheres,laziness_knn_t5,2000,100,12,2-Saddle-6,-3.997225733129134,0.22241651319727146,-8.0,0.0
sadspheres,laziness_knn_t10,2000,100,12,2-Saddle-6,-4.558953159492209,0.2538954603896403,-8.0,0.0
sadspheres,laziness_adaptive_t5,2000,100,12,2-Saddle-6,-3.946128313437752,0.21799285794729611,-8.0,0.0
sadspheres,successor_entropy,2000,100,12,2-Saddle-6,-6.9168999597892995,0.1936513396222903,-8.0,0.0
sadspheres,successor_orc,2000,100,12,2-Saddle-6,-7.707466763565132,75.47764752606138,-8.0,0.0
sadspheres,laziness_knn_t3,2000,100,13,2-Sphere-6,-3.630586878900175,0.1481447646327522,2.0,1.0
sadspheres,laziness_knn_t5,2000,100,13,2-Sphere-6,-4.089845173741565,0.159385641599358,2.0,1.0
sadspheres,laziness_knn_t10,2000,100,13,2-Sphere-6,-4.717806292168888,0.15366612320112896,2.0,1.0
sadspheres,laziness_adaptive_t5,2000,100,13,2-Sphere-6,-4.0446150167488755,0.1612946570011209,2.0,1.0
sadspheres,successor_entropy,2000,100,13,2-Sphere-6,-7.011781625688812,0.16475528155079158,2.0,1.0
sadspheres,successor_orc,2000,100,13,2-Sphere-6,-4.831726490956685,62.96210280946119,2.0,1.0
sadspheres,laziness_knn_t3,2000,100,14,2-Saddle-7,-3.590456625047374,0.1943222080521077,-8.0,0.0
sadspheres,laziness_knn_t5,2000,100,14,2-Saddle-7,-4.018361486023687,0.23235846348114095,-8.0,0.0
sadspheres,laziness_knn_t10,2000,100,14,2-Saddle-7,-4.596750150235021,0.26567783488341984,-8.0,0.0
sadspheres,laziness_adaptive_t5,2000,100,14,2-Saddle-7,-3.9646901072474954,0.23058062215486036,-8.0,0.0
sadspheres,successor_entropy,2000,100,14,2-Saddle-7,-7.071314536949073,0.12943954850580344,-8.0,0.0
sadspheres,successor_orc,2000,100,14,2-Saddle-7,-1.6431560294343224,12.297047181995183,-8.0,0.0
sadspheres,laziness_knn_t3,2000,100,15,2-Sphere-7,-3.619723232901478,0.17088602754170693,2.0,1.0
sadspheres,laziness_knn_t5,2000,100,15,2-Sphere-7,-4.062183795750553,0.18804494465947816,2.0,1.0
sadspheres,laziness_knn_t10,2000,100,15,2-Sphere-7,-4.659475691125443,0.1867073547866154,2.0,1.0
sadspheres,laziness_adaptive_t5,2000,100,15,2-Sphere-7,-4.020941512508356,0.1855925326209951,2.0,1.0
sadspheres,successor_entropy,2000,100,15,2-Sphere-7,-6.9712473326932685,0.19531386586068278,2.0,1.0
sadspheres,successor_orc,2000,100,15,2-Sphere-7,-3.5507110279018823,41.19864900492066,2.0,1.0
sadspheres,laziness_knn_t3,2000,100,16,2-Saddle-8,-3.5784564647896615,0.1936269400357046,-8.0,0.0
sadspheres,laziness_knn_t5,2000,100,16,2-Saddle-8,-4.00070045026494,0.23252665322548152,-8.0,0.0
sadspheres,laziness_knn_t10,2000,100,16,2-Saddle-8,-4.5710796090025525,0.27445751053827044,-8.0,0.0
sadspheres,laziness_adaptive_t5,2000,100,16,2-Saddle-8,-3.9521211308299327,0.22582939697643117,-8.0,0.0
sadspheres,successor_entropy,2000,100,16,2-Saddle-8,-6.972409934974184,0.22086012927835214,-8.0,0.0
sadspheres,successor_orc,2000,100,16,2-Saddle-8,-1.0722432335427206,6.944534437215959,-8.0,0.0
sadspheres,laziness_knn_t3,2000,100,17,2-Sphere-8,-3.6060109281510426,0.17368589639818818,2.0,1.0
sadspheres,laziness_knn_t5,2000,100,17,2-Sphere-8,-4.055084569703375,0.18874673772206618,2.0,1.0
sadspheres,laziness_knn_t10,2000,100,17,2-Sphere-8,-4.671397221700306,0.18220478885211025,2.0,1.0
sadspheres,laziness_adaptive_t5,2000,100,17,2-Sphere-8,-4.011026008820637,0.18980413209236058,2.0,1.0
sadspheres,successor_entropy,2000,100,17,2-Sphere-8,-6.846372084773907,0.1822120009548102,2.0,1.0
sadspheres,successor_orc,2000,100,17,2-Sphere-8,-4.447359786413423,21.671446709552235,2.0,1.0
sadspheres,laziness_knn_t3,2000,100,18,2-Saddle-9,-3.588899241857906,0.18583483341929583,-8.0,0.0
sadspheres,laziness_knn_t5,2000,100,18,2-Saddle-9,-4.015166461696113,0.22244875152536883,-8.0,0.0
sadspheres,laziness_knn_t10,2000,100,18,2-Saddle-9,-4.586905200210415,0.26394513513075135,-8.0,0.0
sadspheres,laziness_adaptive_t5,2000,100,18,2-Saddle-9,-3.96058213512864,0.21818761941427045,-8.0,0.0
sadspheres,successor_entropy,2000,100,18,2-Saddle-9,-6.89129422633584,0.23808933867283177,-8.0,0.0
sadspheres,successor_orc,2000,100,18,2-Saddle-9,-6.819623334899048,98.9842085113591,-8.0,0.0
sadspheres,laziness_knn_t3,2000,100,19,2-Sphere-9,-3.624833072749051,0.16105515809638837,2.0,1.0
sadspheres,laziness_knn_t5,2000,100,19,2-Sphere-9,-4.07317307544477,0.1776556934772549,2.0,1.0
sadspheres,laziness_knn_t10,2000,100,19,2-Sphere-9,-4.684417919679121,0.17196537980830784,2.0,1.0
sadspheres,laziness_adaptive_t5,2000,100,19,2-Sphere-9,-4.0273590118234806,0.1778978452790604,2.0,1.0
sadspheres,successor_entropy,2000,100,19,2-Sphere-9,-7.077298238638676,0.17290611313233506,2.0,1.0
sadspheres,successor_orc,2000,100,19,2-Sphere-9,-5.105437896817424,93.55634141774307,2.0,1.0
sadspheres,laziness_knn_t3,2000,500,0,2-Saddle-0,-3.6495727241039275,0.16193842720954038,-8.0,0.0
sadspheres,laziness_knn_t5,2000,500,0,2-Saddle-0,-4.102335450291633,0.19179761508115437,-8.0,0.0
sadspheres,laziness_knn_t10,2000,500,0,2-Saddle-0,-4.706648601055146,0.2203729765826435,-8.0,0.0
sadspheres,laziness_adaptive_t5,2000,500,0,2-Saddle-0,-4.051359134316445,0.1892547196386615,-8.0,0.0
sadspheres,successor_entropy,2000,500,0,2-Saddle-0,-6.95964148235321,0.22646616040591372,-8.0,0.0
sadspheres,successor_orc,2000,500,0,2-Saddle-0,-2.6619426290027173,55.15678560221688,-8.0,0.0
sadspheres,laziness_knn_t3,2000,500,1,2-Sphere-0,-3.652754655416278,0.14778515692148247,2.0,1.0
sadspheres,laziness_knn_t5,2000,500,1,2-Sphere-0,-4.123936646696685,0.15824411210992215,2.0,1.0
sadspheres,laziness_knn_t10,2000,500,1,2-Sphere-0,-4.765972425366354,0.14357678051763986,2.0,1.0
sadspheres,laziness_adaptive_t5,2000,500,1,2-Sphere-0,-4.07220767246836,0.16076069413823857,2.0,1.0
sadspheres,successor_entropy,2000,500,1,2-Sphere-0,-7.095207278045074,0.13727657239288055,2.0,1.0
sadspheres,successor_orc,2000,500,1,2-Sphere-0,-3.8315919174334376,45.84272802994487,2.0,1.0
sadspheres,laziness_knn_t3,2000,500,2,2-Saddle-1,-3.6300705860853197,0.17253632238009886,-8.0,0.0
sadspheres,laziness_knn_t5,2000,500,2,2-Saddle-1,-4.080828019618988,0.19733431152386904,-8.0,0.0
sadspheres,laziness_knn_t10,2000,500,2,2-Saddle-1,-4.685266046762466,0.22126839235054177,-8.0,0.0
sadspheres,laziness_adaptive_t5,2000,500,2,2-Saddle-1,-4.025508453130722,0.19639043456898528,-8.0,0.0
sadspheres,successor_entropy,2000,500,2,2-Saddle-1,-6.776368280887604,0.15794627855270157,-8.0,0.0
sadspheres,successor_orc,2000,500,2,2-Saddle-1,-2.49385812173377,42.96743901286314,-8.0,0.0
sadspheres,laziness_knn_t3,2000,500,3,2-Sphere-1,-3.6693603895902633,0.13816727741026674,2.0,1.0
sadspheres,laziness_knn_t5,2000,500,3,2-Sphere-1,-4.145032312750816,0.14234227214606118,2.0,1.0
sadspheres,laziness_knn_t10,2000,500,3,2-Sphere-1,-4.790854823350906,0.1257880706551508,2.0,1.0
sadspheres,laziness_adaptive_t5,2000,500,3,2-Sphere-1,-4.098832303524017,0.1455677394798642,2.0,1.0
sadspheres,successor_entropy,2000,500,3,2-Sphere-1,-7.017291924476623,0.15782272440975392,2.0,1.0
sadspheres,successor_orc,2000,500,3,2-Sphere-1,-5.420831121679959,50.19206824351246,2.0,1.0
sadspheres,laziness_knn_t3,2000,500,4,2-Saddle-2,-3.6209548361301422,0.17836911473064876,-8.0,0.0
sadspheres,laziness_knn_t5,2000,500,4,2-Saddle-2,-4.066818823456765,0.20585773031962132,-8.0,0.0
sadspheres,laziness_knn_t10,2000,500,4,2-Saddle-2,-4.667071789741516,0.23468198290185954,-8.0,0.0
sadspheres,laziness_adaptive_t5,2000,500,4,2-Saddle-2,-4.016126271367073,0.20704248041258635,-8.0,0.0
sadspheres,successor_entropy,2000,500,4,2-Saddle-2,-6.7531624796390535,0.11167515642186075,-8.0,0.0
sadspheres,successor_orc,2000,500,4,2-Saddle-2,-1.99837296860224,20.183604207379343,-8.0,0.0
sadspheres,laziness_knn_t3,2000,500,5,2-Sphere-2,-3.6616115999436487,0.1452493164544364,2.0,1.0
sadspheres,laziness_knn_t5,2000,500,5,2-Sphere-2,-4.135709747187551,0.15105696632540744,2.0,1.0
sadspheres,laziness_knn_t10,2000,500,5,2-Sphere-2,-4.7816030980349185,0.13059493472397166,2.0,1.0
sadspheres,laziness_adaptive_t5,2000,500,5,2-Sphere-2,-4.093766098680826,0.15084425958775172,2.0,1.0
sadspheres,successor_entropy,2000,500,5,2-Sphere-2,-6.9477791037185,0.18368592864825806,2.0,1.0
sadspheres,successor_orc,2000,500,5,2-Sphere-2,-2.9728208922082606,18.85749642526424,2.0,1.0
sadspheres,laziness_knn_t3,2000,500,6,2-Saddle-3,-3.6310795144238073,0.17968648505916066,-8.0,0.0
sadspheres,laziness_knn_t5,2000,500,6,2-Saddle-3,-4.078990441790338,0.20569702878511906,-8.0,0.0
sadspheres,laziness_knn_t10,2000,500,6,2-Saddle-3,-4.682048675953119,0.22704870311556455,-8.0,0.0
sadspheres,laziness_adaptive_t5,2000,500,6,2-Saddle-3,-4.030435749863075,0.2049633410480547,-8.0,0.0
sadspheres,successor_entropy,2000,500,6,2-Saddle-3,-6.746383734498399,0.10070358899223196,-8.0,0.0
sadspheres,successor_orc,2000,500,6,2-Saddle-3,-5.366288513552014,95.99949964702704,-8.0,0.0
sadspheres,laziness_knn_t3,2000,500,7,2-Sphere-3,-3.6546501038729278,0.14612201642791353,2.0,1.0
sadspheres,laziness_knn_t5,2000,500,7,2-Sphere-3,-4.125248754543326,0.1605411807314635,2.0,1.0
sadspheres,laziness_knn_t10,2000,500,7,2-Sphere-3,-4.767200226185023,0.1563386371672954,2.0,1.0
sadspheres,laziness_adaptive_t5,2000,500,7,2-Sphere-3,-4.075079127512556,0.16100155315412268,2.0,1.0
sadspheres,successor_entropy,2000,500,7,2-Sphere-3,-7.098016253944157,0.1446073746908965,2.0,1.0
sadspheres,successor_orc,2000,500,7,2-Sphere-3,-3.416254717510817,55.782543513411134,2.0,1.0
sadspheres,laziness_knn_t3,2000,500,8,2-Saddle-4,-3.6382540119886397,0.18071897602265072,-8.0,0.0
sadspheres,laziness_knn_t5,2000,500,8,2-Saddle-4,-4.088078994512558,0.21326590888696773,-8.0,0.0
sadspheres,laziness_knn_t10,2000,500,8,2-Saddle-4,-4.689944963812828,0.2453413712432258,-8.0,0.0
sadspheres,laziness_adaptive_t5,2000,500,8,2-Saddle-4,-4.036194118380546,0.20939169849130618,-8.0,0.0
sadspheres,successor_entropy,2000,500,8,2-Saddle-4,-6.789125581979752,0.20348610098165318,-8.0,0.0
sadspheres,successor_orc,2000,500,8,2-Saddle-4,-1.1214044102790997,7.078351118438217,-8.0,0.0
sadspheres,laziness_knn_t3,2000,500,9,2-Sphere-4,-3.6502701923534557,0.14069241502332322,2.0,1.0
sadspheres,laziness_knn_t5,2000,500,9,2-Sphere-4,-4.116360291346416,0.14624622318361838,2.0,1.0
sadspheres,laziness_knn_t10,2000,500,9,2-Sphere-4,-4.755007445036589,0.12907989005680465,2.0,1.0
sadspheres,laziness_adaptive_t5,2000,500,9,2-Sphere-4,-4.071419073058082,0.14371875770675652,2.0,1.0
sadspheres,successor_entropy,2000,500,9,2-Sphere-4,-6.856815347919713,0.18128185911288186,2.0,1.0
sadspheres,successor_orc,2000,500,9,2-Sphere-4,-8.332411486183867,160.83431406636808,2.0,1.0
sadspheres,laziness_knn_t3,2000,500,10,2-Saddle-5,-3.6355990028381346,0.17323468352482152,-8.0,0.0
sadspheres,laziness_knn_t5,2000,500,10,2-Saddle-5,-4.088272968411446,0.19781438685950958,-8.0,0.0
sadspheres,laziness_knn_t10,2000,500,10,2-Saddle-5,-4.692939743161202,0.22397941717011252,-8.0,0.0
sadspheres,laziness_adaptive_t5,2000,500,10,2-Saddle-5,-4.029509477376938,0.19739896321665612,-8.0,0.0
sadspheres,successor_entropy,2000,500,10,2-Saddle-5,-6.815168786525726,0.18322415848389031,-8.0,0.0
sadspheres,successor_orc,2000,500,10,2-Saddle-5,-2.9032005313014646,28.51050919819448,-8.0,0.0
sadspheres,laziness_knn_t3,2000,500,11,2-Sphere-5,-3.6611238747253725,0.1431487338425035,2.0,1.0
sadspheres,laziness_knn_t5,2000,500,11,2-Sphere-5,-4.131335364991036,0.15096738398072454,2.0,1.0
sadspheres,laziness_knn_t10,2000,500,11,2-Sphere-5,-4.76871129403775,0.1338653400915006,2.0,1.0
sadspheres,laziness_adaptive_t5,2000,500,11,2-Sphere-5,-4.085663010681672,0.1539306318756205,2.0,1.0
sadspheres,successor_entropy,2000,500,11,2-Sphere-5,-6.889291712497102,0.1903401275915371,2.0,1.0
sadspheres,successor_orc,2000,500,11,2-Sphere-5,-6.9955693601192745,89.10438944485821,2.0,1.0
sadspheres,laziness_knn_t3,2000,500,12,2-Saddle-6,-3.6074531489816413,0.18468801734834184,-8.0,0.0
sadspheres,laziness_knn_t5,2000,500,12,2-Saddle-6,-4.05037718620701,0.21714160488815584,-8.0,0.0
sadspheres,laziness_knn_t10,2000,500,12,2-Saddle-6,-4.648931996830706,0.2503104069585128,-8.0,0.0
sadspheres,laziness_adaptive_t5,2000,500,12,2-Saddle-6,-4.001569436513644,0.21305961015886013,-8.0,0.0
sadspheres,successor_entropy,2000,500,12,2-Saddle-6,-6.908314922202999,0.20207689778183627,-8.0,0.0
sadspheres,successor_orc,2000,500,12,2-Saddle-6,-3.5916189797257507,40.753600405025864,-8.0,0.0
sadspheres,laziness_knn_t3,2000,500,13,2-Sphere-6,-3.6355215047597884,0.14771327952012192,2.0,1.0
sadspheres,laziness_knn_t5,2000,500,13,2-Sphere-6,-4.096223656654358,0.15619062874038975,2.0,1.0
sadspheres,laziness_knn_t10,2000,500,13,2-Sphere-6,-4.729502304315567,0.14440031927814245,2.0,1.0
sadspheres,laziness_adaptive_t5,2000,500,13,2-Sphere-6,-4.047951136708259,0.15667216242247892,2.0,1.0
sadspheres,successor_entropy,2000,500,13,2-Sphere-6,-7.104519033908844,0.1462128726841174,2.0,1.0
sadspheres,successor_orc,2000,500,13,2-Sphere-6,-2.566135386493804,24.793636584243554,2.0,1.0
sadspheres,laziness_knn_t3,2000,500,14,2-Saddle-7,-3.6308859531879425,0.16930578047337697,-8.0,0.0
sadspheres,laziness_knn_t5,2000,500,14,2-Saddle-7,-4.082038758039475,0.19081178697679657,-8.0,0.0
sadspheres,laziness_knn_t10,2000,500,14,2-Saddle-7,-4.686793897628784,0.21342598074828084,-8.0,0.0
sadspheres,laziness_adaptive_t5,2000,500,14,2-Saddle-7,-4.027274386644363,0.19319905673418827,-8.0,0.0
sadspheres,successor_entropy,2000,500,14,2-Saddle-7,-7.074277778148651,0.1350751768668279,-8.0,0.0
sadspheres,successor_orc,2000,500,14,2-Saddle-7,-1.0440190192285173,11.426357512295224,-8.0,0.0
sadspheres,laziness_knn_t3,2000,500,15,2-Sphere-7,-3.658562277841115,0.140414595467218,2.0,1.0
sadspheres,laziness_knn_t5,2000,500,15,2-Sphere-7,-4.127929939276698,0.14870883242966249,2.0,1.0
sadspheres,laziness_knn_t10,2000,500,15,2-Sphere-7,-4.7674084618545995,0.13965353416518883,2.0,1.0
sadspheres,laziness_adaptive_t5,2000,500,15,2-Sphere-7,-4.07948581143103,0.15118410414364924,2.0,1.0
sadspheres,successor_entropy,2000,500,15,2-Sphere-7,-6.901016779456394,0.203323535618968,2.0,1.0
sadspheres,successor_orc,2000,500,15,2-Sphere-7,-12.253701229585957,175.33955735431144,2.0,1.0
sadspheres,laziness_knn_t3,2000,500,16,2-Saddle-8,-3.616068099617958,0.17502543054923744,-8.0,0.0
sadspheres,laziness_knn_t5,2000,500,16,2-Saddle-8,-4.063364524841308,0.2078971382811202,-8.0,0.0
sadspheres,laziness_knn_t10,2000,500,16,2-Saddle-8,-4.666338676452637,0.23929913789178128,-8.0,0.0
sadspheres,laziness_adaptive_t5,2000,500,16,2-Saddle-8,-4.01043772315979,0.20820694595913244,-8.0,0.0
sadspheres,successor_entropy,2000,500,16,2-Saddle-8,-7.088024246454239,0.16131445330290636,-8.0,0.0
sadspheres,successor_orc,2000,500,16,2-Saddle-8,-2.1870750723496544,48.531506874278946,-8.0,0.0
sadspheres,laziness_knn_t3,2000,500,17,2-Sphere-8,-3.6624808391372583,0.14744484859923715,2.0,1.0
sadspheres,laziness_knn_t5,2000,500,17,2-Sphere-8,-4.1357285159417785,0.15589531940813386,2.0,1.0
sadspheres,laziness_knn_t10,2000,500,17,2-Sphere-8,-4.778944233765061,0.13914504954247633,2.0,1.0
sadspheres,laziness_adaptive_t5,2000,500,17,2-Sphere-8,-4.087973357916713,0.15808591876113973,2.0,1.0
sadspheres,successor_entropy,2000,500,17,2-Sphere-8,-7.011792177913068,0.18372627690185656,2.0,1.0
sadspheres,successor_orc,2000,500,17,2-Sphere-8,-7.256359761287062,114.79952583790944,2.0,1.0
sadspheres,laziness_knn_t3,2000,500,18,2-Saddle-9,-3.6066960978352944,0.18006245647524435,-8.0,0.0
sadspheres,laziness_knn_t5,2000,500,18,2-Saddle-9,-4.046526304300336,0.21321211848589056,-8.0,0.0
sadspheres,laziness_knn_t10,2000,500,18,2-Saddle-9,-4.6417548993994675,0.2429265421278586,-8.0,0.0
sadspheres,laziness_adaptive_t5,2000,500,18,2-Saddle-9,-3.991136465148964,0.2123317183371314,-8.0,0.0
sadspheres,successor_entropy,2000,500,18,2-Saddle-9,-6.828328255953462,0.1673668379442487,-8.0,0.0
sadspheres,successor_orc,2000,500,18,2-Saddle-9,-3.0664935390000676,19.863939535282423,-8.0,0.0
sadspheres,laziness_knn_t3,2000,500,19,2-Sphere-9,-3.663410474563492,0.1390337847428712,2.0,1.0
sadspheres,laziness_knn_t5,2000,500,19,2-Sphere-9,-4.136205216775601,0.14720537706243203,2.0,1.0
sadspheres,laziness_knn_t10,2000,500,19,2-Sphere-9,-4.777914367120466,0.13746239741243288,2.0,1.0
sadspheres,laziness_adaptive_t5,2000,500,19,2-Sphere-9,-4.091670474629214,0.1463994752330547,2.0,1.0
sadspheres,successor_entropy,2000,500,19,2-Sphere-9,-7.120305081138973,0.1428274566136093,2.0,1.0
sadspheres,successor_orc,2000,500,19,2-Sphere-9,-2.4901314571530233,28.806439818966187,2.0,1.0
colosseum,laziness_knn_t3,500,100,0,d2-c1-n0.0-m0,-3.533801561401736,0.2075994253887201,-0.5901423941137971,
colosseum,laziness_knn_t5,500,100,0,d2-c1-n0.0-m0,-3.934570268277199,0.23566739796875796,-0.5901423941137971,
