n_points,dim,rep,err,kappa_plus,frac
2000,2,3,,0.022133233641625158,0.0
2000,3,5,,-0.033055992766906475,1.0
2000,4,7,,0.0322684616304318,0.9875
2000,5,9,,0.23070603143638316,1.0
2000,6,11,,0.4256688881116999,1.0
3000,2,13,,0.014766861515507365,0.0
3000,3,15,,-0.13853250094116862,0.9625
3000,4,17,,-0.09181888409408832,1.0
3000,5,19,,0.08025726813532717,1.0
3000,6,21,,0.18166888398473197,1.0
