n_points,dim,rep,err,kappa_plus,frac
2000,2,28,,0.03513025251785945,0.0
2000,4,0,,0.12967894844966,0.975
2000,5,2,,0.31615614673935566,1.0
2000,6,4,,0.3986357038970425,1.0
3000,2,6,,0.01854565704108263,0.0
3000,3,8,,-0.18981431261521228,0.775
3000,4,10,,-0.004685242656075894,1.0
3000,5,12,,0.04052441375171184,1.0
3000,6,14,,0.308068058956604,1.0
