instance,dataset,err,name,dim,noise,m,shape,ks_true,n_points,kappa_plus,ent_k10_t8,frac,ent_cak_t2,ent_cak_t4,ent_cak_t8,mu_kappa_plus,mu_frac,mu_ent_cak_t2,mu_ent_cak_t4,mu_ent_cak_t8,mu_ent_k10_t8,sd_kappa_plus,sd_frac,sd_ent_cak_t2,sd_ent_cak_t4,sd_ent_cak_t8,sd_ent_k10_t8,z_plus,z_frac,S_diff,z_ent_cak_t2,z_ent_cak_t4,z_ent_cak_t8,z_ent_k10_t8
273,sadspheres,,6-Saddle,6,0.0,,Saddle,-24.0,2000,0.5279331739560651,7.599557399749756,1.0,4.770827770233154,6.043467044830322,6.942625522613525,0.4403097779431379,1.0,4.690694284439087,6.054225317637125,6.990317519505819,7.600260670979818,0.03220084053120525,0.0,0.09056825213543589,0.07265949273243807,0.052477074776090066,5.6241520468225686e-05,2.721152447185748,0.0,2.721152447185748,-0.8847856053822866,0.14806424325613343,0.9088158418849837,12.504484661992864
367,colosseum,,d2-c1-n0.1-m7,2,0.1,7.0,,-1.4167534716119394,3000,-0.0337194908747535,6.985487461090088,0.0,5.440083980560303,6.10144567489624,6.774940013885498,0.00745966836540488,0.0175,5.415722751617432,6.086958805720012,6.77007695833842,6.0572700023651125,0.029911808688745024,0.07424911470504386,0.06294747339509821,0.05230456272326661,0.03713879198477605,0.05890919580639425,-1.3766856985700415,-0.2356930458971681,-1.1409926526728733,-0.38700884450062417,-0.2769714231791935,-0.13094274980919676,-15.756749791247751
491,colosseum,,d3-c1-n0.1-m11,3,0.1,11.0,,-13.136520272342572,3000,0.0679090524572496,7.633093357086182,0.1,5.371198654174805,6.309377193450928,7.074525356292725,-0.13339043664545883,0.9383333333333332,5.272492535909017,6.271948083241781,7.196819416681925,7.822046756744385,0.05156161832448258,0.051688445539586986,0.08606897455713512,0.06582261181940272,0.048578961974909796,0.01878286628091085,3.904056847787631,-16.218969724892833,20.123026572680466,-1.1468257728603855,-0.5686360533951647,2.517428438515488,10.059881001774352
630,colosseum,,d4-c1-n0.2-m0,4,0.2,0.0,,-3.558579726048665,3000,-0.1999479499798427,7.817319393157959,0.0125,5.299236297607422,6.268850803375244,6.947322368621826,-0.09327934569536739,0.98125,5.135085566838582,6.379115883509318,7.358068799972534,7.987826379140218,0.10507114599649368,0.029680409770384428,0.0908633234910468,0.08139604700834609,0.05317567186980149,0.004317434154063882,-1.0152035867966542,-32.63937416951143,31.624170582714772,-1.8065675397071959,1.3546736504632397,7.724329884470551,39.49266622208134
754,colosseum,,d5-c1-n0.2-m4,5,0.2,4.0,,-4.946768816439207,3000,-0.3476070516745674,7.925904750823975,0.675,4.929059505462647,6.026088714599609,6.825125217437744,0.15121377023799723,1.0,4.823663822809855,6.243747679392497,7.317367029190064,8.00171496073405,0.061370690979241846,0.0,0.10770314623313382,0.09448255344440228,0.04487416335679891,0.0004600756957061345,-8.127997484683476,-324.99999999999994,316.87200251531647,-0.9785757086859241,2.3036947759986997,10.969381375168071,164.77768901424034
878,colosseum,,d6-c1-n0.2-m8,6,0.2,8.0,,-31.98985941612672,3000,-0.787637877003543,7.990628719329834,1.0,4.547711849212647,5.712052822113037,6.642707824707031,0.2241901802541967,1.0,4.427391386032104,5.918041308720906,7.1100481986999515,8.005357042948406,0.07050366417352924,0.0,0.08522408014515075,0.07483346455610415,0.0481352602254691,7.363100635980363e-05,-14.351425122634023,0.0,-14.351425122634023,-1.4118129873108343,2.7526252837517027,9.708898877950666,200.02882408805735
18,sadspheres,,2-Saddle,2,0.0,,Saddle,-8.0,2000,-0.0733249289566816,6.098729133605957,0.0,5.816455841064453,6.363582134246826,6.878271579742432,-0.005977246090684373,0.004166666666666667,5.554142173131307,6.235423787434896,6.894546667734782,6.057370313008627,0.02826436714094643,0.016522363806281668,0.040929649721457885,0.03289857433223674,0.029810251911173844,0.045198629542724834,-2.382776961895284,-0.2521834475695623,-2.1305935143257217,-6.408891102618567,-3.895559288304787,0.5459560704433406,-0.9150458988637062
82,sadspheres,,3-Sphere,3,0.0,,Sphere,2.0,2000,0.2324732934168228,7.332540035247803,0.0,4.489945888519287,5.462395668029785,6.375136375427246,-0.01156080209928355,0.995,5.434345213572184,6.404733546574911,7.156411075592041,7.531568145751953,0.03955325840848126,0.010170952554312156,0.06387082745426148,0.05468925343203854,0.034520419848644124,0.0071425432580279075,6.16975959340379,-97.82761198489241,103.99737157829621,14.786082515201338,17.230768741726454,22.6322479155908,27.8651599737182
146,sadspheres,,4-Plane,4,0.0,,Plane,0.0,2000,0.0876803399377504,7.585559844970703,0.95,5.376400470733643,6.510199069976807,7.213120937347412,0.10307559745691662,0.9845833333333334,5.30994356473287,6.46229141553243,7.21294272740682,7.586440722147624,0.0729677896994548,0.019332429130659076,0.08446397637178647,0.06856427125874077,0.03581073107540687,0.0023746510630121634,-0.21098703390327922,-1.7888767676115829,1.5778897337083038,-0.7868076883836044,-0.6987262252607838,-0.004976439610148581,0.37095015374743373
210,sadspheres,,5-Saddle,5,0.0,,Saddle,-16.0,2000,0.0480100123800063,7.596940040588379,1.0,5.067054748535156,6.2465667724609375,7.053753852844238,0.2888645288180819,1.0,5.063860813776652,6.3532570997873945,7.1658700466156,7.598183250427246,0.036398824889933575,0.0,0.10396287479072916,0.06817385130575644,0.036124001539504395,0.0002671239359308475,-6.617095941047429,0.0,-6.617095941047429,-0.03072187802552718,1.5649743308171928,3.1036482392116556,4.654056307363904
274,sadspheres,,6-Sphere,6,0.0,,Sphere,2.0,2000,0.5520218518378874,7.600882053375244,0.0,2.266221284866333,3.2146880626678467,4.400313854217529,0.4403097779431379,1.0,4.690694284439087,6.054225317637125,6.990317519505819,7.600260670979818,0.03220084053120525,0.0,0.09056825213543589,0.07265949273243807,0.052477074776090066,5.6241520468225686e-05,3.4692285062090655,-1000.0,1003.4692285062091,26.769568169949817,39.080058890936854,49.35495502253802,-11.04846366622063
368,colosseum,,d2-c1-n0.1-m8,2,0.1,8.0,,-4.380389712820355,3000,-0.0396076329401452,6.77229642868042,0.0375,5.46815824508667,6.198134899139404,6.848876476287842,0.00745966836540488,0.0175,5.415722751617432,6.086958805720012,6.77007695833842,6.0572700023651125,0.029911808688745024,0.07424911470504386,0.06294747339509821,0.05230456272326661,0.03713879198477605,0.05890919580639425,-1.5735357829852727,0.2693634810253349,-1.8428992640106077,-0.8330039418757853,-2.12555248779354,-2.1217577023432432,-12.13777266057493
492,colosseum,,d3-c1-n0.1-m12,3,0.1,12.0,,0.3353985029380055,3000,-0.1713872903009934,7.616719245910644,0.2875,5.48389196395874,6.380208492279053,7.062933444976807,-0.13339043664545883,0.9383333333333332,5.272492535909017,6.271948083241781,7.196819416681925,7.822046756744385,0.05156161832448258,0.051688445539586986,0.08606897455713512,0.06582261181940272,0.048578961974909796,0.01878286628091085,-0.7369212776917987,-12.591466555806463,11.854545278114664,-2.4561629685664457,-1.6447297675501817,2.7560484263592997,10.931638854417914
631,colosseum,,d4-c1-n0.2-m1,4,0.2,1.0,,9.496456875600702,3000,0.1320822839112918,7.880598545074463,0.2,4.982114315032959,6.063902378082275,6.892338752746582,-0.09327934569536739,0.98125,5.135085566838582,6.379115883509318,7.358068799972534,7.987826379140218,0.10507114599649368,0.029680409770384428,0.0908633234910468,0.08139604700834609,0.05317567186980149,0.004317434154063882,2.1448479263201308,-26.322075943154374,28.466923869474506,1.683531329565514,3.8725898494151862,8.758329342152427,24.83600912936321
755,colosseum,,d5-c1-n0.2-m5,5,0.2,5.0,,-34.37732560792047,3000,-0.8569095048834047,7.992840766906738,1.0,5.004685401916504,6.139639377593994,6.952159404754639,0.15121377023799723,1.0,4.823663822809855,6.243747679392497,7.317367029190064,8.00171496073405,0.061370690979241846,0.0,0.10770314623313382,0.09448255344440228,0.04487416335679891,0.0004600756957061345,-16.426787103674485,0.0,-16.426787103674485,-1.6807455068657935,1.101878579729163,8.138483196480411,19.288551666898453
879,colosseum,,d6-c1-n0.2-m9,6,0.2,9.0,,-34.01810499140309,3000,-0.7173307711763556,7.996339321136475,1.0,4.901619911193848,6.105189800262451,6.912510871887207,0.2241901802541967,1.0,4.427391386032104,5.918041308720906,7.1100481986999515,8.005357042948406,0.07050366417352924,0.0,0.08522408014515075,0.07483346455610415,0.0481352602254691,7.363100635980363e-05,-13.354213039384815,0.0,-13.354213039384815,-5.564489805628335,-2.500866325669526,4.1037967985934865,122.47179901175558
19,sadspheres,,2-Sphere,2,0.0,,Sphere,2.0,2000,0.054399904560826,5.950294494628906,0.0,5.113189697265625,5.774013996124268,6.409749507904053,-0.005977246090684373,0.004166666666666667,5.554142173131307,6.235423787434896,6.894546667734782,6.057370313008627,0.02826436714094643,0.016522363806281668,0.040929649721457885,0.03289857433223674,0.029810251911173844,0.045198629542724834,2.1361578821286376,-0.2521834475695623,2.3883413296982,10.77342412814511,14.02522147771312,16.262766288432868,2.3690058628548702
83,sadspheres,,3-Plane,3,0.0,,Plane,0.0,2000,-0.0535061215650798,7.519125461578369,1.0,5.468379974365234,6.350409030914307,7.083439826965332,-0.01156080209928355,0.995,5.434345213572184,6.404733546574911,7.156411075592041,7.531568145751953,0.03955325840848126,0.010170952554312156,0.06387082745426148,0.05468925343203854,0.034520419848644124,0.0071425432580279075,-1.0604769658320254,0.49159604012508795,-1.5520730059571135,-0.5328686373669205,0.9933307231577492,2.1138575065614527,1.7420523368337453
147,sadspheres,,4-Saddle,4,0.0,,Saddle,-16.0,2000,0.0871681696963519,7.588780879974365,1.0,5.361278057098389,6.388149261474609,7.109223365783691,0.10307559745691662,0.9845833333333334,5.30994356473287,6.46229141553243,7.21294272740682,7.586440722147624,0.0729677896994548,0.019332429130659076,0.08446397637178647,0.06856427125874077,0.03581073107540687,0.0023746510630121634,-0.21800616170621898,0.7974510891762443,-1.0154572508824633,-0.6077678860341468,1.0813526155339837,2.896320697969729,-0.9854743979828474
211,sadspheres,,5-Sphere,5,0.0,,Sphere,2.0,2000,0.3667664642782627,7.6007399559021,0.0,3.167269706726074,4.136086940765381,5.317351818084717,0.2888645288180819,1.0,5.063860813776652,6.3532570997873945,7.1658700466156,7.598183250427246,0.036398824889933575,0.0,0.10396287479072916,0.06817385130575644,0.036124001539504395,0.0002671239359308475,2.1402321557288873,-1000.0,1002.1402321557289,18.242965201455796,32.5222958151229,51.17146909955104,-9.571233165401342
275,sadspheres,,6-Plane,6,0.0,,Plane,0.0,2000,0.4635278857206623,7.600252628326416,1.0,4.545426368713379,6.001269817352295,7.019684791564941,0.4403097779431379,1.0,4.690694284439087,6.054225317637125,6.990317519505819,7.600260670979818,0.03220084053120525,0.0,0.09056825213543589,0.07265949273243807,0.052477074776090066,5.6241520468225686e-05,0.7210404261039124,0.0,0.7210404261039124,1.603960684903959,0.7288173684315977,-0.5596209808650193,0.14300206208815688
369,colosseum,,d2-c1-n0.1-m9,2,0.1,9.0,,1.4450793517878724,3000,0.0143474612878113,7.1650390625,0.1,5.4695563316345215,6.177396297454834,6.802131652832031,0.00745966836540488,0.0175,5.415722751617432,6.086958805720012,6.77007695833842,6.0572700023651125,0.029911808688745024,0.07424911470504386,0.06294747339509821,0.05230456272326661,0.03713879198477605,0.05890919580639425,0.2302700245939358,1.1111243592295068,-0.8808543346355711,-0.8552143098611099,-1.7290554977643093,-0.8631054695250026,-18.804688214987408
493,colosseum,,d3-c1-n0.1-m13,3,0.1,13.0,,33.209975825617065,3000,-0.0776189487041503,7.369643688201904,0.0,5.150185108184815,6.020429611206055,6.738600254058838,-0.13339043664545883,0.9383333333333332,5.272492535909017,6.271948083241781,7.196819416681925,7.822046756744385,0.05156161832448258,0.051688445539586986,0.08606897455713512,0.06582261181940272,0.048578961974909796,0.01878286628091085,1.0816473523063763,-18.153638081738894,19.23528543404527,1.4210396760682995,3.8211560599542356,9.432460966534228,24.085944167225463
632,colosseum,,d4-c1-n0.2-m2,4,0.2,2.0,,-24.04856054825175,3000,-0.1159548368866556,7.939862728118896,0.75,5.417410850524902,6.441939830780029,7.138281345367432,-0.09327934569536739,0.98125,5.135085566838582,6.379115883509318,7.358068799972534,7.987826379140218,0.10507114599649368,0.029680409770384428,0.0908633234910468,0.08139604700834609,0.05317567186980149,0.004317434154063882,-0.21581082966435822,-7.791334479173694,7.575523649509336,-3.107142385278685,-0.7718304460690792,4.133233241382318,11.109295315175919
756,colosseum,,d5-c1-n0.2-m6,5,0.2,6.0,,-36.6631065153695,3000,0.006083954584958,7.858485698699951,0.15,5.276931285858154,6.236743450164795,6.858206272125244,0.15121377023799723,1.0,4.823663822809855,6.243747679392497,7.317367029190064,8.00171496073405,0.061370690979241846,0.0,0.10770314623313382,0.09448255344440228,0.04487416335679891,0.0004600756957061345,-2.3648066094306848,-850.0,847.6351933905693,-4.208488599461696,0.07413251412413976,10.232185353830152,311.31673194400685
880,colosseum,,d6-c1-n0.2-m10,6,0.2,10.0,,76.14894406390464,3000,0.6084494848349473,7.815258979797363,0.0,3.918459415435791,5.0890398025512695,6.08629322052002,0.2241901802541967,1.0,4.427391386032104,5.918041308720906,7.1100481986999515,8.005357042948406,0.07050366417352924,0.0,0.08522408014515075,0.07483346455610415,0.0481352602254691,7.363100635980363e-05,5.450203320425744,-1000.0,1005.4502033204258,5.971692152376623,11.077951703654154,21.268296325491697,2581.766466997796
2,sadspheres,,2-Plane,2,0.0,,Plane,0.0,2000,-0.0078677564104317,5.978464126586914,0.0,5.576508522033691,6.242507457733154,6.880661964416504,-0.005977246090684373,0.004166666666666667,5.554142173131307,6.235423787434896,6.894546667734782,6.057370313008627,0.02826436714094643,0.016522363806281668,0.040929649721457885,0.03289857433223674,0.029810251911173844,0.045198629542724834,-0.06688670262171045,-0.2521834475695623,0.18529674494785184,-0.546458351209841,-0.21531845808033206,0.46576940576184317,1.7457650203116255
66,sadspheres,,3-Saddle,3,0.0,,Saddle,-8.0,2000,-0.1751655127054257,7.5415358543396,1.0,5.610532283782959,6.3791680335998535,7.004275798797607,-0.01156080209928355,0.995,5.434345213572184,6.404733546574911,7.156411075592041,7.531568145751953,0.03955325840848126,0.010170952554312156,0.06387082745426148,0.05468925343203854,0.034520419848644124,0.0071425432580279075,-4.136314356621021,0.49159604012508795,-4.627910396746109,-2.75849049140539,0.46746867749487997,4.407109689322317,-1.3955405277305908
130,sadspheres,,4-Sphere,4,0.0,,Sphere,2.0,2000,0.3170583690612562,7.590644359588623,0.0,4.171570777893066,5.2330498695373535,6.207108974456787,0.10307559745691662,0.9845833333333334,5.30994356473287,6.46229141553243,7.21294272740682,7.586440722147624,0.0729677896994548,0.019332429130659076,0.08446397637178647,0.06856427125874077,0.03581073107540687,0.0023746510630121634,2.932564799971437,-50.92910604658025,53.86167084655169,13.477613010178555,17.928310524242164,28.087495640120917,-1.7702126878661841
194,sadspheres,,5-Plane,5,0.0,,Plane,0.0,2000,0.2873376923904225,7.597897529602051,1.0,5.06541919708252,6.322483539581299,7.160657405853272,0.2888645288180819,1.0,5.063860813776652,6.3532570997873945,7.1658700466156,7.598183250427246,0.036398824889933575,0.0,0.10396287479072916,0.06817385130575644,0.036124001539504395,0.0002671239359308475,-0.041947409903379716,0.0,-0.041947409903379716,-0.014989805822559587,0.4513982944586442,0.14429854224835617,1.0696189549592592
258,sadspheres,,6-Saddle,6,0.0,,Saddle,-24.0,2000,0.5186968472939353,7.598916053771973,1.0,4.939071178436279,6.1210036277771,6.913589000701904,0.4403097779431379,1.0,4.690694284439087,6.054225317637125,6.990317519505819,7.600260670979818,0.03220084053120525,0.0,0.09056825213543589,0.07265949273243807,0.052477074776090066,5.6241520468225686e-05,2.4343174916454084,0.0,2.4343174916454084,-2.7424278170430965,-0.9190583037219842,1.4621340677105377,23.907909968489317
337,colosseum,,d2-c1-n0.05-m7,2,0.05,7.0,,0.013149415250463,3000,0.086018678320901,6.6208672523498535,0.0,5.550958156585693,6.175351142883301,6.785536289215088,0.00745966836540488,0.0175,5.415722751617432,6.086958805720012,6.77007695833842,6.0572700023651125,0.029911808688745024,0.07424911470504386,0.06294747339509821,0.05230456272326661,0.03713879198477605,0.05890919580639425,2.6263543864218306,-0.2356930458971681,2.862047432318999,-2.148384957716068,-1.689954615067828,-0.4162583124137498,-9.56722023225389
461,colosseum,,d3-c1-n0.05-m11,3,0.05,11.0,,21.368395828400903,3000,0.1050407058645639,7.394311428070068,0.025,5.346820831298828,6.20569372177124,6.873466491699219,-0.13339043664545883,0.9383333333333332,5.272492535909017,6.271948083241781,7.196819416681925,7.822046756744385,0.05156161832448258,0.051688445539586986,0.08606897455713512,0.06582261181940272,0.048578961974909796,0.01878286628091085,4.6241981973791235,-17.66997099252738,22.2941691899065,-0.863589879771014,1.0065592907847885,6.656233724172875,22.772633435027252
600,colosseum,,d4-c1-n0.1-m0,4,0.1,0.0,,-26.415311732361605,3000,-0.1824868451635824,7.912532329559326,0.525,5.4645094871521,6.480098247528076,7.14088773727417,-0.09327934569536739,0.98125,5.135085566838582,6.379115883509318,7.358068799972534,7.987826379140218,0.10507114599649368,0.029680409770384428,0.0908633234910468,0.08139604700834609,0.05317567186980149,0.004317434154063882,-0.8490199533104165,-15.372092350802152,14.523072397491736,-3.625488345096434,-1.2406298306894925,4.084218498077901,17.439536283377848
724,colosseum,,d5-c1-n0.1-m4,5,0.1,4.0,,-53.95304602005903,3000,0.0437024193194361,7.869612216949463,0.3,5.177134990692139,6.269030570983887,6.953782558441162,0.15121377023799723,1.0,4.823663822809855,6.243747679392497,7.317367029190064,8.00171496073405,0.061370690979241846,0.0,0.10770314623313382,0.09448255344440228,0.04487416335679891,0.0004600756957061345,-1.751835431589421,-699.9999999999999,698.2481645684105,-3.281901970785158,-0.2675932293284964,8.102311966420531,287.1326284294004
848,colosseum,,d6-c1-n0.1-m8,6,0.1,8.0,,-25.63865350280647,3000,-0.1701424552545507,7.995927333831787,1.0,4.74578332901001,5.893816947937012,6.768649578094482,0.2241901802541967,1.0,4.427391386032104,5.918041308720906,7.1100481986999515,8.005357042948406,0.07050366417352924,0.0,0.08522408014515075,0.07483346455610415,0.0481352602254691,7.363100635980363e-05,-5.593080021177119,0.0,-5.593080021177119,-3.7359387444913614,0.3237102668918004,7.092485197053737,128.06709541004588
20,sadspheres,,2-Plane,2,0.0,,Plane,0.0,2000,0.0459463752885246,6.037461280822754,0.0,5.496567726135254,6.208274364471436,6.915023326873779,-0.005977246090684373,0.004166666666666667,5.554142173131307,6.235423787434896,6.894546667734782,6.057370313008627,0.02826436714094643,0.016522363806281668,0.040929649721457885,0.03289857433223674,0.029810251911173844,0.045198629542724834,1.8370700154112956,-0.2521834475695623,2.089253462980858,1.4066684515472208,0.8252461851167883,-0.6868999027586811,0.4404786690944563
84,sadspheres,,3-Saddle,3,0.0,,Saddle,-8.0,2000,-0.1238954392885751,7.52528715133667,1.0,5.481549739837647,6.248879909515381,6.948849678039551,-0.01156080209928355,0.995,5.434345213572184,6.404733546574911,7.156411075592041,7.531568145751953,0.03955325840848126,0.010170952554312156,0.06387082745426148,0.05468925343203854,0.034520419848644124,0.0071425432580279075,-2.8400855380654066,0.49159604012508795,-3.3316815781904947,-0.7390623880560594,2.8498037050954967,6.012713589885353,0.8793778614113794
148,sadspheres,,4-Sphere,4,0.0,,Sphere,2.0,2000,0.2976953050105969,7.591897487640381,0.0125,4.024377346038818,5.179848670959473,6.269585132598877,0.10307559745691662,0.9845833333333334,5.30994356473287,6.46229141553243,7.21294272740682,7.586440722147624,0.0729677896994548,0.019332429130659076,0.08446397637178647,0.06856427125874077,0.03581073107540687,0.0023746510630121634,2.6672002585701784,-50.2825240823833,52.94972434095347,15.220290044543411,18.704242326639882,26.342874509361717,-2.29792308341721
212,sadspheres,,5-Plane,5,0.0,,Plane,0.0,2000,0.2736299094116725,7.597898960113525,1.0,5.180121898651123,6.335381507873535,7.106869697570801,0.2888645288180819,1.0,5.063860813776652,6.3532570997873945,7.1658700466156,7.598183250427246,0.036398824889933575,0.0,0.10396287479072916,0.06817385130575644,0.036124001539504395,0.0002671239359308475,-0.4185470122312296,0.0,-0.4185470122312296,-1.1182942479081799,0.2622059861879913,1.6332727973194774,1.0642637198710054
276,sadspheres,,6-Saddle,6,0.0,,Saddle,-24.0,2000,0.5408714498746414,7.599433422088623,1.0,4.919312477111816,6.115731716156006,6.945927619934082,0.4403097779431379,1.0,4.690694284439087,6.054225317637125,6.990317519505819,7.600260670979818,0.03220084053120525,0.0,0.09056825213543589,0.07265949273243807,0.052477074776090066,5.6241520468225686e-05,3.122951769971688,0.0,3.122951769971688,-2.524264157498075,-0.8465018981810443,0.8458912727346246,14.708864275144595
370,colosseum,,d2-c1-n0.1-m10,2,0.1,10.0,,-7.72404280863429,3000,0.0727031731347194,6.884203433990479,0.025,5.397000789642334,6.169975280761719,6.8711838722229,0.00745966836540488,0.0175,5.415722751617432,6.086958805720012,6.77007695833842,6.0572700023651125,0.029911808688745024,0.07424911470504386,0.06294747339509821,0.05230456272326661,0.03713879198477605,0.05890919580639425,2.181195575574266,0.1010113053845006,2.0801842701897653,0.2974219768534175,-1.587174631034223,-2.7224071780774795,-14.037425232269223
494,colosseum,,d3-c1-n0.1-m14,3,0.1,14.0,,-1.6689192913019415,3000,-0.119182041776642,7.741561889648437,0.3375,5.268208980560303,6.246399402618408,7.060014247894287,-0.13339043664545883,0.9383333333333332,5.272492535909017,6.271948083241781,7.196819416681925,7.822046756744385,0.05156161832448258,0.051688445539586986,0.08606897455713512,0.06582261181940272,0.048578961974909796,0.01878286628091085,0.2755614608409288,-11.62413237738343,11.89969383822436,0.049768867013409775,0.38814443725615577,2.8161402225575642,4.285015177781756
633,colosseum,,d4-c1-n0.2-m3,4,0.2,3.0,,-15.94121826097334,3000,-0.2352134077846888,7.951048374176025,0.4375,5.437793731689453,6.490846157073975,7.184079170227051,-0.09327934569536739,0.98125,5.135085566838582,6.379115883509318,7.358068799972534,7.987826379140218,0.10507114599649368,0.029680409770384428,0.0908633234910468,0.08139604700834609,0.05317567186980149,0.004317434154063882,-1.3508376704491056,-18.320164856435444,16.969327185986337,-3.3314670124376202,-1.372674443922324,3.2719780235497486,8.518486594537746
757,colosseum,,d5-c1-n0.2-m7,5,0.2,7.0,,-29.417968211109795,3000,-0.5000068522219192,8.002832412719727,1.0,5.146730899810791,6.255298614501953,7.004771709442139,0.15121377023799723,1.0,4.823663822809855,6.243747679392497,7.317367029190064,8.00171496073405,0.061370690979241846,0.0,0.10770314623313382,0.09448255344440228,0.04487416335679891,0.0004600756957061345,-10.611264303349406,0.0,-10.611264303349406,-2.9996066809564366,-0.12225468817640861,6.966042291695751,-2.428843766591852
881,colosseum,,d6-c1-n0.2-m11,6,0.2,11.0,,-26.701955637154743,3000,-0.462607863164055,7.98003625869751,1.0,4.788856029510498,5.976482391357422,6.809231758117676,0.2241901802541967,1.0,4.427391386032104,5.918041308720906,7.1100481986999515,8.005357042948406,0.07050366417352924,0.0,0.08522408014515075,0.07483346455610415,0.0481352602254691,7.363100635980363e-05,-9.741309922954494,0.0,-9.741309922954494,-4.241344029325511,-0.7809485099103108,6.249398864226129,343.88752106910005
21,sadspheres,,2-Saddle,2,0.0,,Saddle,-8.0,2000,-0.1173115958119222,6.106778621673584,0.0,5.856403350830078,6.393828868865967,6.887392520904541,-0.005977246090684373,0.004166666666666667,5.554142173131307,6.235423787434896,6.894546667734782,6.057370313008627,0.02826436714094643,0.016522363806281668,0.040929649721457885,0.03289857433223674,0.029810251911173844,0.045198629542724834,-3.939035647465405,-0.2521834475695623,-3.6868521998958426,-7.384895296094037,-4.814952764559543,0.23998947917510138,-1.0931373177643176
85,sadspheres,,3-Sphere,3,0.0,,Sphere,2.0,2000,0.1957190896830624,7.26320219039917,0.0,4.524400234222412,5.368043422698975,6.238180637359619,-0.01156080209928355,0.995,5.434345213572184,6.404733546574911,7.156411075592041,7.531568145751953,0.03955325840848126,0.010170952554312156,0.06387082745426148,0.05468925343203854,0.034520419848644124,0.0071425432580279075,5.240526321287849,-97.82761198489241,103.06813830618026,14.24664460471242,18.956011626017432,26.599631240246577,37.5728848475858
149,sadspheres,,4-Plane,4,0.0,,Plane,0.0,2000,0.010872878132606,7.587557315826416,1.0,5.425373077392578,6.525855541229248,7.2243804931640625,0.10307559745691662,0.9845833333333334,5.30994356473287,6.46229141553243,7.21294272740682,7.586440722147624,0.0729677896994548,0.019332429130659076,0.08446397637178647,0.06856427125874077,0.03581073107540687,0.0023746510630121634,-1.2636085004641375,0.7974510891762443,-2.061059589640382,-1.3666123431321806,-0.9270735986815357,-0.3193949247547573,-0.470213791063543
213,sadspheres,,5-Saddle,5,0.0,,Saddle,-16.0,2000,0.1891173681404686,7.597302436828613,1.0,5.132033824920654,6.278663158416748,7.047094821929932,0.2888645288180819,1.0,5.063860813776652,6.3532570997873945,7.1658700466156,7.598183250427246,0.036398824889933575,0.0,0.10396287479072916,0.06817385130575644,0.036124001539504395,0.0002671239359308475,-2.740395080864253,0.0,-2.740395080864253,-0.6557438054808511,1.0941723247539032,3.2879863698316667,3.297396751672903
277,sadspheres,,6-Sphere,6,0.0,,Sphere,2.0,2000,0.4790182387603853,7.600883483886719,0.0,2.5593721866607666,3.6022369861602783,4.804900646209717,0.4403097779431379,1.0,4.690694284439087,6.054225317637125,6.990317519505819,7.600260670979818,0.03220084053120525,0.0,0.09056825213543589,0.07265949273243807,0.052477074776090066,5.6241520468225686e-05,1.2020947335128012,-1000.0,1001.2020947335128,23.532772771093544,33.74629025426959,41.64517329940493,-11.073898815603151
371,colosseum,,d2-c1-n0.1-m11,2,0.1,11.0,,-16.934696980264345,3000,-0.1018697067401019,7.064416408538818,0.1,5.475529670715332,6.334300994873047,7.075323581695557,0.00745966836540488,0.0175,5.415722751617432,6.086958805720012,6.77007695833842,6.0572700023651125,0.029911808688745024,0.07424911470504386,0.06294747339509821,0.05230456272326661,0.03713879198477605,0.05890919580639425,-3.655057313422988,1.1111243592295068,-4.766181672652495,-0.9501083343331977,-4.72888360546431,-8.219077870983627,-17.096590649169684
510,colosseum,,d3-c1-n0.2-m0,3,0.2,0.0,,9.530164910380307,3000,-0.0311683157500286,7.856026649475098,0.1125,5.170888423919678,6.133495330810547,6.910588264465332,-0.13339043664545883,0.9383333333333332,5.272492535909017,6.271948083241781,7.196819416681925,7.822046756744385,0.05156161832448258,0.051688445539586986,0.08606897455713512,0.06582261181940272,0.048578961974909796,0.01878286628091085,1.9825235168558109,-15.977136180287072,17.959659697142882,1.1804963694773871,2.1034223438460047,5.892080451707192,-1.809089849361643
634,colosseum,,d4-c1-n0.2-m4,4,0.2,4.0,,-5.665571274105821,3000,-0.2942127348568213,7.978582859039307,0.8875,5.169293403625488,6.193994045257568,6.980804443359375,-0.09327934569536739,0.98125,5.135085566838582,6.379115883509318,7.358068799972534,7.987826379140218,0.10507114599649368,0.029680409770384428,0.0908633234910468,0.08139604700834609,0.05317567186980149,0.004317434154063882,-1.9123555497163727,-3.158649113178525,1.2462935634621521,-0.3764757382033965,2.2743345046322414,7.094679641037269,2.1409753504198017
758,colosseum,,d5-c1-n0.2-m8,5,0.2,8.0,,-31.847402516207318,3000,-0.3554502648991374,7.993948459625244,1.0,4.992764949798584,6.22982120513916,7.029979705810547,0.15121377023799723,1.0,4.823663822809855,6.243747679392497,7.317367029190064,8.00171496073405,0.061370690979241846,0.0,0.10770314623313382,0.09448255344440228,0.04487416335679891,0.0004600756957061345,-8.255798118820428,0.0,-8.255798118820428,-1.5700667334517193,0.1473973103566857,6.404293737901512,16.88092020789311
