n_points,dim,rep,err,kappa_plus,frac
2000,2,22,,-0.01865378217650679,0.0
2000,3,24,,-0.010755632269965995,0.975
2000,4,26,,0.011002423545968906,1.0
2000,5,28,,0.27127756472371817,1.0
3000,2,0,,-0.0004480941254820098,0.0
3000,3,2,,-0.14199259868989259,0.9875
3000,4,4,,-0.1815873137277761,0.9125
3000,5,6,,0.15607435041746087,1.0
3000,6,8,,0.2801204233317495,1.0
