instance,dataset,err,name,dim,noise,m,shape,ks_true,n_points,kappa_plus,frac,ent,t_ent
35,sadspheres,,2-Plane,2,0.0,,Plane,0.0,2000,0.0037577411721915754,0.0,5.543771743774414,4
99,sadspheres,,3-Saddle,3,0.0,,Saddle,-8.0,2000,0.008124890938691995,1.0,5.389233112335205,1
163,sadspheres,,4-Sphere,4,0.0,,Sphere,2.0,2000,0.325424254576554,0.0,6.072164058685303,1
227,sadspheres,,5-Plane,5,0.0,,Plane,0.0,2000,0.3367952093171771,1.0,7.213510036468506,1
291,sadspheres,,6-Saddle,6,0.0,,Saddle,-24.0,2000,0.451248769366601,1.0,7.4583916664123535,1
400,colosseum,,d2-c1-n0.2-m10,2,0.2,10,,4.735398380876656,3000,0.04010521730480568,0.0,5.750223636627197,2
524,colosseum,,d3-c1-n0.2-m14,3,0.2,14,,-10.794922538515333,3000,0.15358497782779812,0.0,5.658663272857666,1
663,colosseum,,d5-c1-n0.01-m3,5,0.01,3,,2.1789181931808583,3000,-0.6098389170997274,0.125,6.888388156890869,1
787,colosseum,,d6-c1-n0.01-m7,6,0.01,7,,-45.17999519324027,3000,-0.9075799435189819,1.0,7.452890872955322,1
