method,dim,noise,pearson,n
laziness_knn_t5,5,0.01,0.10883679914302925,50
laziness_knn_t5,5,0.05,0.623187299969279,50
laziness_knn_t5,5,0.1,0.388138555341063,50
laziness_knn_t5,5,0.2,0.4394602234332209,50
laziness_knn_t5,6,0.01,0.5657211520648167,50
laziness_knn_t5,6,0.05,0.46631170135183114,48
laziness_knn_t5,6,0.1,0.18867939097962477,50
laziness_knn_t5,6,0.2,0.34137302633011096,50
orc,2,0.01,0.27348829046298584,50
orc,2,0.05,-0.03232712472560172,50
orc,2,0.1,0.06709198869642992,50
orc,2,0.2,0.10311803441112835,50
orc,3,0.01,0.16210274810594238,50
orc,3,0.05,0.06257766671764327,50
orc,3,0.1,0.20426364619648554,50
orc,3,0.2,-0.0004208206891072111,50
orc,4,0.01,0.33676580709946263,50
orc,4,0.05,0.20587801941216666,50
orc,4,0.1,-0.07977805332585536,50
orc,4,0.2,0.09730384208930645,50
orc,5,0.01,0.12468786954010189,50
orc,5,0.05,0.5583882046474342,50
orc,5,0.1,0.23495411284793305,50
orc,5,0.2,0.36679608738872105,50
orc,6,0.01,0.437739083761918,50
orc,6,0.05,0.21454323867027297,48
orc,6,0.1,-0.1123648928915618,50
orc,6,0.2,0.09056055589649752,50
spc_diffusion_t5,2,0.01,0.18626418134668227,50
spc_diffusion_t5,2,0.05,-0.10575378294818902,50
spc_diffusion_t5,2,0.1,0.016061734164412284,50
spc_diffusion_t5,2,0.2,0.056773357455146736,50
spc_diffusion_t5,3,0.01,0.13119628403723874,50
spc_diffusion_t5,3,0.05,-0.10978484462360233,50
spc_diffusion_t5,3,0.1,-0.06906804941479791,50
spc_diffusion_t5,3,0.2,-0.005944068986443476,50
spc_diffusion_t5,4,0.01,-0.04717873691495425,50
spc_diffusion_t5,4,0.05,-0.13718441659310027,50
spc_diffusion_t5,4,0.1,-0.09026804667225723,50
spc_diffusion_t5,4,0.2,-0.142866692124476,50
spc_diffusion_t5,5,0.01,,50
spc_diffusion_t5,5,0.05,,50
spc_diffusion_t5,5,0.1,,50
spc_diffusion_t5,5,0.2,,50
spc_diffusion_t5,6,0.01,,50
spc_diffusion_t5,6,0.05,,48
spc_diffusion_t5,6,0.1,,50
spc_diffusion_t5,6,0.2,,50
spc_hop,2,0.01,0.13514023403528486,50
spc_hop,2,0.05,0.059916937026945706,50
spc_hop,2,0.1,-0.07046752118343047,50
spc_hop,2,0.2,0.046913358821253824,50
spc_hop,3,0.01,0.011578580913596877,50
spc_hop,3,0.05,-0.26061923266586945,50
spc_hop,3,0.1,-0.26575696118218134,50
spc_hop,3,0.2,0.18322039222310849,50
spc_hop,4,0.01,0.0028924727903626365,50
spc_hop,4,0.05,0.0023501914050736324,50
spc_hop,4,0.1,0.0218655166654042,50
spc_hop,4,0.2,-0.08604877522438611,50
spc_hop,5,0.01,,50
spc_hop,5,0.05,,50
spc_hop,5,0.1,,50
spc_hop,5,0.2,,50
spc_hop,6,0.01,,50
spc_hop,6,0.05,,48
spc_hop,6,0.1,,50
spc_hop,6,0.2,,50
successor_entropy,2,0.01,0.6831772692066058,50
successor_entropy,2,0.05,0.6401540705772218,50
successor_entropy,2,0.1,0.6134882740153164,50
successor_entropy,2,0.2,0.09454359534333628,50
successor_entropy,3,0.01,0.7300314796715581,50
successor_entropy,3,0.05,0.459600237575601,50
successor_entropy,3,0.1,0.42626925749554245,50
successor_entropy,3,0.2,0.3948248672776267,50
successor_entropy,4,0.01,0.3584275309806523,50
successor_entropy,4,0.05,0.5963957939247901,50
successor_entropy,4,0.1,0.5901203203400012,50
successor_entropy,4,0.2,0.5739314352277705,50
successor_entropy,5,0.01,0.4930839631186324,50
successor_entropy,5,0.05,0.5019176158882486,50
successor_entropy,5,0.1,0.3756763479080635,50
successor_entropy,5,0.2,0.42228216800994095,50
successor_entropy,6,0.01,0.5846700173612542,50
successor_entropy,6,0.05,0.4715808530365636,47
successor_entropy,6,0.1,0.40827846708542825,50
successor_entropy,6,0.2,0.2774855448422391,50
successor_orc,2,0.01,-0.4487435686383713,50
successor_orc,2,0.05,-0.3447737182121312,50
successor_orc,2,0.1,0.06691822419851307,50
successor_orc,2,0.2,-0.3641315829785122,50
successor_orc,3,0.01,-0.037295487903658484,50
successor_orc,3,0.05,-0.17560334125243945,50
successor_orc,3,0.1,-0.10295563597767032,50
successor_orc,3,0.2,0.08186687199591003,50
successor_orc,4,0.01,-0.16695844168773918,50
successor_orc,4,0.05,-0.12040670881787705,50
successor_orc,4,0.1,-0.07774418472344255,50
successor_orc,4,0.2,0.32888677072353034,50
successor_orc,5,0.01,-0.16777926714744076,50
successor_orc,5,0.05,-0.05060396508052609,50
successor_orc,5,0.1,0.07916808325556954,50
successor_orc,5,0.2,-0.11582931424293708,50
successor_orc,6,0.01,0.36199028344241324,50
successor_orc,6,0.05,0.05011606924050639,47
successor_orc,6,0.1,-0.07764312023957547,50
successor_orc,6,0.2,-0.2800073744309235,50
