dataset,instance,method,ks_hat,elapsed_s,fb_elapsed_s,err,name,dim,codim,noise,m,shape,ks_true
colosseum,3,successor_entropy,-2.5052580650846163,0.14,177.32,,d2-c1-n0.01-m3,2,1,0.01,3,,0.26636206360671894
colosseum,3,successor_orc,0.9363072512309971,4.89,177.32,,d2-c1-n0.01-m3,2,1,0.01,3,,0.26636206360671894
colosseum,11,successor_entropy,-2.5281844261487323,0.15,191.04,,d2-c1-n0.01-m11,2,1,0.01,11,,-0.7152819549465034
colosseum,11,successor_orc,0.9345005485018096,5.11,191.04,,d2-c1-n0.01-m11,2,1,0.01,11,,-0.7152819549465034
colosseum,19,successor_entropy,-2.519726471443971,0.15,197.85,,d2-c1-n0.01-m19,2,1,0.01,19,,2.3896870830420553
colosseum,19,successor_orc,0.937854195924705,5.0,197.85,,d2-c1-n0.01-m19,2,1,0.01,19,,2.3896870830420553
colosseum,27,successor_entropy,-2.6883036774396896,0.15,199.1,,d2-c1-n0.01-m27,2,1,0.01,27,,-3.516924572737593
colosseum,27,successor_orc,0.9296782174620815,4.7,199.1,,d2-c1-n0.01-m27,2,1,0.01,27,,-3.516924572737593
colosseum,35,successor_entropy,-2.5324114549358687,0.15,199.96,,d2-c1-n0.01-m35,2,1,0.01,35,,-0.7115737973993609
colosseum,35,successor_orc,0.9367532720100774,4.86,199.96,,d2-c1-n0.01-m35,2,1,0.01,35,,-0.7115737973993609
colosseum,43,successor_entropy,-2.5747237839102746,0.15,201.42,,d2-c1-n0.01-m43,2,1,0.01,43,,-3.5031967747613146
colosseum,43,successor_orc,0.9363885762376596,4.56,201.42,,d2-c1-n0.01-m43,2,1,0.01,43,,-3.5031967747613146
colosseum,51,successor_entropy,-2.5680664369066557,0.16,200.99,,d2-c1-n0.05-m1,2,1,0.05,1,,-3.776431487235069
colosseum,51,successor_orc,0.9378293363585511,4.52,200.99,,d2-c1-n0.05-m1,2,1,0.05,1,,-3.776431487235069
colosseum,59,successor_entropy,-2.5264749580820403,0.16,201.68,,d2-c1-n0.05-m9,2,1,0.05,9,,5.450098607492841
colosseum,59,successor_orc,0.9364318416236859,4.72,201.68,,d2-c1-n0.05-m9,2,1,0.05,9,,5.450098607492841
colosseum,67,successor_entropy,-2.5313364410797754,0.15,201.81,,d2-c1-n0.05-m17,2,1,0.05,17,,0.7021626576082719
colosseum,67,successor_orc,0.9423459614234553,4.61,201.81,,d2-c1-n0.05-m17,2,1,0.05,17,,0.7021626576082719
colosseum,75,successor_entropy,-2.605663309494654,0.15,202.07,,d2-c1-n0.05-m25,2,1,0.05,25,,-10.52246327163052
colosseum,75,successor_orc,0.9429540913460668,4.73,202.07,,d2-c1-n0.05-m25,2,1,0.05,25,,-10.52246327163052
colosseum,83,successor_entropy,-2.5425366686582564,0.16,202.15,,d2-c1-n0.05-m33,2,1,0.05,33,,9.683925930738312
colosseum,83,successor_orc,0.9328103710842823,4.75,202.15,,d2-c1-n0.05-m33,2,1,0.05,33,,9.683925930738312
colosseum,91,successor_entropy,-2.678482055167357,0.15,202.96,,d2-c1-n0.05-m41,2,1,0.05,41,,-11.365559791768495
colosseum,91,successor_orc,0.9398556328853278,4.83,202.96,,d2-c1-n0.05-m41,2,1,0.05,41,,-11.365559791768495
colosseum,99,successor_entropy,-2.7276523093481857,0.15,202.34,,d2-c1-n0.05-m49,2,1,0.05,49,,-21.266728818830032
colosseum,99,successor_orc,0.9413983674532876,4.81,202.34,,d2-c1-n0.05-m49,2,1,0.05,49,,-21.266728818830032
colosseum,107,successor_entropy,-2.639249217947324,0.15,201.92,,d2-c1-n0.1-m7,2,1,0.1,7,,-6.147778530167756
colosseum,107,successor_orc,0.946732148447181,4.86,201.92,,d2-c1-n0.1-m7,2,1,0.1,7,,-6.147778530167756
colosseum,115,successor_entropy,-2.5923355369766554,0.14,203.12,,d2-c1-n0.1-m15,2,1,0.1,15,,1.795031139658702
colosseum,115,successor_orc,0.9469226890198029,4.82,203.12,,d2-c1-n0.1-m15,2,1,0.1,15,,1.795031139658702
colosseum,123,successor_entropy,-2.652811483959357,0.15,202.04,,d2-c1-n0.1-m23,2,1,0.1,23,,-3.0097793085156956
colosseum,123,successor_orc,0.9504203963110109,4.71,202.04,,d2-c1-n0.1-m23,2,1,0.1,23,,-3.0097793085156956
colosseum,131,successor_entropy,-2.604072414199511,0.14,202.74,,d2-c1-n0.1-m31,2,1,0.1,31,,0.1693191654900444
colosseum,131,successor_orc,0.9468703815123345,4.78,202.74,,d2-c1-n0.1-m31,2,1,0.1,31,,0.1693191654900444
colosseum,139,successor_entropy,-2.588039473960797,0.14,203.07,,d2-c1-n0.1-m39,2,1,0.1,39,,-2.2249717589438163
colosseum,139,successor_orc,0.9493474665485016,4.78,203.07,,d2-c1-n0.1-m39,2,1,0.1,39,,-2.2249717589438163
colosseum,147,successor_entropy,-2.6190268727938335,0.16,203.21,,d2-c1-n0.1-m47,2,1,0.1,47,,-4.130506531371205
colosseum,147,successor_orc,0.9480047882604461,4.73,203.21,,d2-c1-n0.1-m47,2,1,0.1,47,,-4.130506531371205
