dataset,instance,method,ks_hat,elapsed_s,fb_elapsed_s,err,name,dim,codim,noise,m,shape,ks_true
colosseum,0,successor_entropy,-2.507344321290652,0.15,179.93,,d2-c1-n0.01-m0,2,1,0.01,0,,1.5023388433075426
colosseum,0,successor_orc,0.9369288217365305,5.3,179.93,,d2-c1-n0.01-m0,2,1,0.01,0,,1.5023388433075426
colosseum,8,successor_entropy,-2.5144282801349958,0.15,192.91,,d2-c1-n0.01-m8,2,1,0.01,8,,0.5744463418359287
colosseum,8,successor_orc,0.9343338103119825,5.19,192.91,,d2-c1-n0.01-m8,2,1,0.01,8,,0.5744463418359287
colosseum,16,successor_entropy,-2.5915267338554067,0.15,199.0,,d2-c1-n0.01-m16,2,1,0.01,16,,-2.0002586957778736
colosseum,16,successor_orc,0.9380376020633039,4.76,199.0,,d2-c1-n0.01-m16,2,1,0.01,16,,-2.0002586957778736
colosseum,24,successor_entropy,-2.685277305694918,0.14,200.24,,d2-c1-n0.01-m24,2,1,0.01,24,,-7.600160089799983
colosseum,24,successor_orc,0.9318286548424121,4.83,200.24,,d2-c1-n0.01-m24,2,1,0.01,24,,-7.600160089799983
colosseum,32,successor_entropy,-2.491318199733893,0.14,201.22,,d2-c1-n0.01-m32,2,1,0.01,32,,5.530928764311708
colosseum,32,successor_orc,0.929820241082688,4.68,201.22,,d2-c1-n0.01-m32,2,1,0.01,32,,5.530928764311708
colosseum,40,successor_entropy,-2.595312310854594,0.15,203.13,,d2-c1-n0.01-m40,2,1,0.01,40,,-4.878249342241951
colosseum,40,successor_orc,0.933876803865937,4.7,203.13,,d2-c1-n0.01-m40,2,1,0.01,40,,-4.878249342241951
colosseum,48,successor_entropy,-2.5582391057014466,0.14,202.26,,d2-c1-n0.01-m48,2,1,0.01,48,,-3.377343071735588
colosseum,48,successor_orc,0.9353569028503028,4.84,202.26,,d2-c1-n0.01-m48,2,1,0.01,48,,-3.377343071735588
colosseum,56,successor_entropy,-2.6604631330867607,0.15,202.23,,d2-c1-n0.05-m6,2,1,0.05,6,,-1.555380717564065
colosseum,56,successor_orc,0.940333644767592,4.9,202.23,,d2-c1-n0.05-m6,2,1,0.05,6,,-1.555380717564065
colosseum,64,successor_entropy,-2.598307799696922,0.16,202.6,,d2-c1-n0.05-m14,2,1,0.05,14,,-1.76545186507604
colosseum,64,successor_orc,0.9414519028919631,4.81,202.6,,d2-c1-n0.05-m14,2,1,0.05,14,,-1.76545186507604
colosseum,72,successor_entropy,-2.5965416918993,0.15,202.35,,d2-c1-n0.05-m22,2,1,0.05,22,,-9.181960406942933
colosseum,72,successor_orc,0.9413090208476435,4.73,202.35,,d2-c1-n0.05-m22,2,1,0.05,22,,-9.181960406942933
colosseum,80,successor_entropy,-2.5542765345623097,0.16,202.9,,d2-c1-n0.05-m30,2,1,0.05,30,,22.794226426738142
colosseum,80,successor_orc,0.9257760100461425,4.83,202.9,,d2-c1-n0.05-m30,2,1,0.05,30,,22.794226426738142
colosseum,88,successor_entropy,-2.5220558873414993,0.16,203.79,,d2-c1-n0.05-m38,2,1,0.05,38,,9.668156105839401
colosseum,88,successor_orc,0.9334679662626549,5.01,203.79,,d2-c1-n0.05-m38,2,1,0.05,38,,9.668156105839401
colosseum,96,successor_entropy,-2.5827982215682668,0.15,203.49,,d2-c1-n0.05-m46,2,1,0.05,46,,-3.5958498562787833
colosseum,96,successor_orc,0.9428970373255653,4.95,203.49,,d2-c1-n0.05-m46,2,1,0.05,46,,-3.5958498562787833
colosseum,104,successor_entropy,-2.5708486505150794,0.15,202.43,,d2-c1-n0.1-m4,2,1,0.1,4,,2.7127435798503727
colosseum,104,successor_orc,0.94615172364989,4.92,202.43,,d2-c1-n0.1-m4,2,1,0.1,4,,2.7127435798503727
