n_points,dim,rep,err,kappa_plus,frac
2000,2,0,,0.02190740287740099,0.0
2000,3,2,,0.01722856479055794,1.0
2000,4,4,,0.1444915892550763,0.9875
2000,5,6,,0.27223682048637055,1.0
2000,6,8,,0.4347765400890983,1.0
3000,2,10,,-0.0015809273459832518,0.3875
3000,3,12,,-0.047233701814511586,0.9125
3000,4,14,,0.014019667552284606,0.95
3000,5,16,,0.24469181669462164,1.0
3000,6,18,,0.11935995685223962,1.0
