instance,n_traj,method,ks_hat,ks_hat_std,n_seeds_ok,coverage,eval_dist,elapsed_s,err,name,dim,codim,noise,m,ks_true
519,100,fbkernel_orc,0.1003943250550891,0.0261905162886298,4,0.712,0.0,63.2,,d3-c1-n0.2-m9,3,1,0.2,9,2.771940661275317
522,100,traj_dorc,0.147938483351061,0.0,1,0.721,0.0,1.0,,d3-c1-n0.2-m12,3,1,0.2,12,-18.867196080469053
522,100,kmetric_dorc,0.1433090849515975,0.0339931853495753,4,0.721,0.0,63.4,,d3-c1-n0.2-m12,3,1,0.2,12,-18.867196080469053
522,100,fbkernel_orc,0.185940547761444,0.1033382367975239,4,0.721,0.0,63.4,,d3-c1-n0.2-m12,3,1,0.2,12,-18.867196080469053
540,100,traj_dorc,0.0755292685927327,0.0,1,0.716,0.0,1.3,,d4-c1-n0.01-m0,4,1,0.01,0,0.8640063178340975
540,100,kmetric_dorc,0.2641019690221359,0.0391680052216399,4,0.716,0.0,63.9,,d4-c1-n0.01-m0,4,1,0.01,0,0.8640063178340975
540,100,fbkernel_orc,0.2676305714236989,0.0811815691577944,4,0.716,0.0,63.9,,d4-c1-n0.01-m0,4,1,0.01,0,0.8640063178340975
543,100,traj_dorc,0.1240223363986586,0.0,1,0.715,0.0,1.2,,d4-c1-n0.01-m3,4,1,0.01,3,5.992532678039441
543,100,kmetric_dorc,0.2845715465236079,0.0554541263008538,4,0.715,0.0,64.7,,d4-c1-n0.01-m3,4,1,0.01,3,5.992532678039441
543,100,fbkernel_orc,0.2602317807951244,0.0372226059748063,4,0.715,0.0,64.7,,d4-c1-n0.01-m3,4,1,0.01,3,5.992532678039441
546,100,traj_dorc,0.0607383820488037,0.0,1,0.703,0.0,1.2,,d4-c1-n0.01-m6,4,1,0.01,6,-35.825477386408664
546,100,kmetric_dorc,0.2271986478072956,0.0933547819176236,4,0.703,0.0,66.2,,d4-c1-n0.01-m6,4,1,0.01,6,-35.825477386408664
546,100,fbkernel_orc,0.2029746766445779,0.0613624759827371,4,0.703,0.0,66.2,,d4-c1-n0.01-m6,4,1,0.01,6,-35.825477386408664
549,100,traj_dorc,0.0561892117911842,0.0,1,0.703,0.0,1.2,,d4-c1-n0.01-m9,4,1,0.01,9,-11.171970873719408
549,100,kmetric_dorc,0.2451982105026137,0.0695178347960069,4,0.703,0.0,66.1,,d4-c1-n0.01-m9,4,1,0.01,9,-11.171970873719408
549,100,fbkernel_orc,0.1992508843881511,0.0484536041389896,4,0.703,0.0,66.1,,d4-c1-n0.01-m9,4,1,0.01,9,-11.171970873719408
552,100,traj_dorc,-0.018752422829533,0.0,1,0.71,0.0,1.2,,d4-c1-n0.01-m12,4,1,0.01,12,-11.163127979587726
552,100,kmetric_dorc,0.2103523771330605,0.0322758503562984,4,0.71,0.0,66.0,,d4-c1-n0.01-m12,4,1,0.01,12,-11.163127979587726
552,100,fbkernel_orc,0.259972821793323,0.0426548846926046,4,0.71,0.0,66.0,,d4-c1-n0.01-m12,4,1,0.01,12,-11.163127979587726
570,100,traj_dorc,0.0389718551827919,0.0,1,0.713,0.0,1.2,,d4-c1-n0.05-m0,4,1,0.05,0,-1.0376935627011612
570,100,kmetric_dorc,0.2139209501122867,0.0550386591666178,4,0.713,0.0,66.7,,d4-c1-n0.05-m0,4,1,0.05,0,-1.0376935627011612
570,100,fbkernel_orc,0.228427879027959,0.0453914989436019,4,0.713,0.0,66.7,,d4-c1-n0.05-m0,4,1,0.05,0,-1.0376935627011612
573,100,traj_dorc,0.0222477049714262,0.0,1,0.715,0.0,1.3,,d4-c1-n0.05-m3,4,1,0.05,3,-30.16895284318092
573,100,kmetric_dorc,0.3173690243005467,0.083171029286664,4,0.715,0.0,66.9,,d4-c1-n0.05-m3,4,1,0.05,3,-30.16895284318092
573,100,fbkernel_orc,0.2626575068932483,0.0451445129042809,4,0.715,0.0,66.9,,d4-c1-n0.05-m3,4,1,0.05,3,-30.16895284318092
576,100,traj_dorc,0.0698418479167798,0.0,1,0.728,0.0,1.3,,d4-c1-n0.05-m6,4,1,0.05,6,1.5495180423592505
576,100,kmetric_dorc,0.2575373119344362,0.027291760007952,4,0.728,0.0,65.7,,d4-c1-n0.05-m6,4,1,0.05,6,1.5495180423592505
576,100,fbkernel_orc,0.2214294007792867,0.0622249836189844,4,0.728,0.0,65.7,,d4-c1-n0.05-m6,4,1,0.05,6,1.5495180423592505
579,100,traj_dorc,-0.0248164298528228,0.0,1,0.72,0.0,1.3,,d4-c1-n0.05-m9,4,1,0.05,9,-12.708320135998806
579,100,kmetric_dorc,0.2814255878197458,0.0318038760803581,4,0.72,0.0,67.4,,d4-c1-n0.05-m9,4,1,0.05,9,-12.708320135998806
579,100,fbkernel_orc,0.2753131796346418,0.0177327273374294,4,0.72,0.0,67.4,,d4-c1-n0.05-m9,4,1,0.05,9,-12.708320135998806
582,100,traj_dorc,0.0762798942516095,0.0,1,0.715,0.0,1.2,,d4-c1-n0.05-m12,4,1,0.05,12,-20.161306901824567
582,100,kmetric_dorc,0.1775593481772125,0.0707798460049768,4,0.715,0.0,65.9,,d4-c1-n0.05-m12,4,1,0.05,12,-20.161306901824567
582,100,fbkernel_orc,0.2558962884377925,0.0528640407541556,4,0.715,0.0,65.9,,d4-c1-n0.05-m12,4,1,0.05,12,-20.161306901824567
600,100,traj_dorc,0.1191627648436428,0.0,1,0.718,0.0,1.2,,d4-c1-n0.1-m0,4,1,0.1,0,-26.415311732361605
600,100,kmetric_dorc,0.2353727998437492,0.0695829850231752,4,0.718,0.0,65.2,,d4-c1-n0.1-m0,4,1,0.1,0,-26.415311732361605
600,100,fbkernel_orc,0.3184697633430917,0.0448358290920311,4,0.718,0.0,65.2,,d4-c1-n0.1-m0,4,1,0.1,0,-26.415311732361605
603,100,traj_dorc,0.0869918189146142,0.0,1,0.709,0.0,1.2,,d4-c1-n0.1-m3,4,1,0.1,3,-9.190322083736802
603,100,kmetric_dorc,0.2137269706444172,0.0719048177874027,4,0.709,0.0,64.3,,d4-c1-n0.1-m3,4,1,0.1,3,-9.190322083736802
603,100,fbkernel_orc,0.2626446695815295,0.0612805258703028,4,0.709,0.0,64.3,,d4-c1-n0.1-m3,4,1,0.1,3,-9.190322083736802
606,100,traj_dorc,0.0801906864660731,0.0,1,0.732,0.0,1.3,,d4-c1-n0.1-m6,4,1,0.1,6,-27.860036231503933
606,100,kmetric_dorc,0.2153308353329282,0.073237214885891,4,0.732,0.0,64.7,,d4-c1-n0.1-m6,4,1,0.1,6,-27.860036231503933
606,100,fbkernel_orc,0.1635375267199267,0.0436554613903693,4,0.732,0.0,64.7,,d4-c1-n0.1-m6,4,1,0.1,6,-27.860036231503933
609,100,traj_dorc,-0.0367363432877624,0.0,1,0.743,0.0,1.4,,d4-c1-n0.1-m9,4,1,0.1,9,-0.0842488264840803
609,100,kmetric_dorc,0.2759896749417425,0.0227157577178402,4,0.743,0.0,66.6,,d4-c1-n0.1-m9,4,1,0.1,9,-0.0842488264840803
609,100,fbkernel_orc,0.2538835341047689,0.0705942118971745,4,0.743,0.0,66.6,,d4-c1-n0.1-m9,4,1,0.1,9,-0.0842488264840803
612,100,traj_dorc,0.1255603402998878,0.0,1,0.728,0.0,1.2,,d4-c1-n0.1-m12,4,1,0.1,12,2.082313981868797
612,100,kmetric_dorc,0.2993293891614579,0.0535697846332626,4,0.728,0.0,65.3,,d4-c1-n0.1-m12,4,1,0.1,12,2.082313981868797
612,100,fbkernel_orc,0.2506780546579579,0.0290837240570753,4,0.728,0.0,65.3,,d4-c1-n0.1-m12,4,1,0.1,12,2.082313981868797
630,100,traj_dorc,0.0539827631351008,0.0,1,0.761,0.0,1.3,,d4-c1-n0.2-m0,4,1,0.2,0,-3.558579726048665
630,100,kmetric_dorc,0.1760491431216919,0.0520682601374148,4,0.761,0.0,67.5,,d4-c1-n0.2-m0,4,1,0.2,0,-3.558579726048665
630,100,fbkernel_orc,0.2379605306249466,0.0101376655285091,4,0.761,0.0,67.5,,d4-c1-n0.2-m0,4,1,0.2,0,-3.558579726048665
633,100,traj_dorc,0.0686187829978409,0.0,1,0.733,0.0,1.6,,d4-c1-n0.2-m3,4,1,0.2,3,-15.94121826097334
633,100,kmetric_dorc,0.2145756649076509,0.0111519104265938,4,0.733,0.0,67.0,,d4-c1-n0.2-m3,4,1,0.2,3,-15.94121826097334
633,100,fbkernel_orc,0.2243113090204708,0.0527009460239786,4,0.733,0.0,67.0,,d4-c1-n0.2-m3,4,1,0.2,3,-15.94121826097334
636,100,traj_dorc,0.0954866892474512,0.0,1,0.726,0.0,1.3,,d4-c1-n0.2-m6,4,1,0.2,6,-29.21622157395343
636,100,kmetric_dorc,0.2340043355529805,0.0141195455925185,4,0.726,0.0,66.1,,d4-c1-n0.2-m6,4,1,0.2,6,-29.21622157395343
636,100,fbkernel_orc,0.1947171813304863,0.0128260272977064,4,0.726,0.0,66.1,,d4-c1-n0.2-m6,4,1,0.2,6,-29.21622157395343
639,100,traj_dorc,0.0069168354677844,0.0,1,0.731,0.0,1.3,,d4-c1-n0.2-m9,4,1,0.2,9,-57.772627160556176
639,100,kmetric_dorc,0.2511399675686407,0.0147032783467404,4,0.731,0.0,66.8,,d4-c1-n0.2-m9,4,1,0.2,9,-57.772627160556176
639,100,fbkernel_orc,0.2059494938581187,0.0365694009540782,4,0.731,0.0,66.8,,d4-c1-n0.2-m9,4,1,0.2,9,-57.772627160556176
642,100,traj_dorc,0.0467044568749134,0.0,1,0.716,0.344,1.4,,d4-c1-n0.2-m12,4,1,0.2,12,-15.484538294325528
642,100,kmetric_dorc,0.1734791977472264,0.0443006162164753,4,0.716,0.344,67.3,,d4-c1-n0.2-m12,4,1,0.2,12,-15.484538294325528
642,100,fbkernel_orc,0.148165814865657,0.083308729782642,4,0.716,0.344,67.3,,d4-c1-n0.2-m12,4,1,0.2,12,-15.484538294325528
660,100,traj_dorc,0.2552683498522863,0.0,1,0.73,0.0,1.4,,d5-c1-n0.01-m0,5,1,0.01,0,1.9053751696081136
660,100,kmetric_dorc,0.3354543927021881,0.0284032191424569,4,0.73,0.0,66.9,,d5-c1-n0.01-m0,5,1,0.01,0,1.9053751696081136
660,100,fbkernel_orc,0.2852082149709,0.045996754342985,4,0.73,0.0,66.9,,d5-c1-n0.01-m0,5,1,0.01,0,1.9053751696081136
663,100,traj_dorc,0.1078093061773149,0.0,1,0.708,0.0,1.3,,d5-c1-n0.01-m3,5,1,0.01,3,2.1789181931808583
663,100,kmetric_dorc,0.3290490052628717,0.0457792021757932,4,0.708,0.0,66.0,,d5-c1-n0.01-m3,5,1,0.01,3,2.1789181931808583
663,100,fbkernel_orc,0.2974482921658896,0.0456137999530385,4,0.708,0.0,66.0,,d5-c1-n0.01-m3,5,1,0.01,3,2.1789181931808583
666,100,traj_dorc,0.1922747444779794,0.0,1,0.718,0.0,1.4,,d5-c1-n0.01-m6,5,1,0.01,6,-37.70430429832168
666,100,kmetric_dorc,0.3262362153447188,0.0578427017599852,4,0.718,0.0,66.2,,d5-c1-n0.01-m6,5,1,0.01,6,-37.70430429832168
666,100,fbkernel_orc,0.3212430401163673,0.0196917656209493,4,0.718,0.0,66.2,,d5-c1-n0.01-m6,5,1,0.01,6,-37.70430429832168
669,100,traj_dorc,0.1162293112012756,0.0,1,0.742,0.2961,1.6,,d5-c1-n0.01-m9,5,1,0.01,9,-18.319930087521648
669,100,kmetric_dorc,0.2550074494251358,0.0162228224818397,4,0.742,0.2961,66.4,,d5-c1-n0.01-m9,5,1,0.01,9,-18.319930087521648
669,100,fbkernel_orc,0.2326525414120079,0.0414697769449868,4,0.742,0.2961,66.4,,d5-c1-n0.01-m9,5,1,0.01,9,-18.319930087521648
672,100,traj_dorc,0.2525722039292066,0.0,1,0.734,0.0,1.7,,d5-c1-n0.01-m12,5,1,0.01,12,4.810311591502766
672,100,kmetric_dorc,0.3394065184814882,0.0769195076383635,4,0.734,0.0,64.4,,d5-c1-n0.01-m12,5,1,0.01,12,4.810311591502766
672,100,fbkernel_orc,0.3809094664676405,0.0364158304234301,4,0.734,0.0,64.4,,d5-c1-n0.01-m12,5,1,0.01,12,4.810311591502766
690,100,traj_dorc,0.0818927538236406,0.0,1,0.731,0.436,1.4,,d5-c1-n0.05-m0,5,1,0.05,0,19.46385767445848
690,100,kmetric_dorc,0.3031369798034009,0.0351102543843091,4,0.731,0.436,63.6,,d5-c1-n0.05-m0,5,1,0.05,0,19.46385767445848
690,100,fbkernel_orc,0.3103842494657888,0.0450554881010036,4,0.731,0.436,63.6,,d5-c1-n0.05-m0,5,1,0.05,0,19.46385767445848
693,100,traj_dorc,0.1336174056907287,0.0,1,0.726,0.0,1.5,,d5-c1-n0.05-m3,5,1,0.05,3,-16.703636368602854
693,100,kmetric_dorc,0.310203813195911,0.0398696414178714,4,0.726,0.0,68.0,,d5-c1-n0.05-m3,5,1,0.05,3,-16.703636368602854
693,100,fbkernel_orc,0.3318078233129478,0.032758962036095,4,0.726,0.0,68.0,,d5-c1-n0.05-m3,5,1,0.05,3,-16.703636368602854
696,100,traj_dorc,0.0587627302109308,0.0,1,0.738,0.0,1.8,,d5-c1-n0.05-m6,5,1,0.05,6,-11.136468161274196
696,100,kmetric_dorc,0.292330334145391,0.0290734611314155,4,0.738,0.0,66.9,,d5-c1-n0.05-m6,5,1,0.05,6,-11.136468161274196
696,100,fbkernel_orc,0.325546430887643,0.0502783443579787,4,0.738,0.0,66.9,,d5-c1-n0.05-m6,5,1,0.05,6,-11.136468161274196
699,100,traj_dorc,0.2242843622963556,0.0,1,0.71,0.0,1.4,,d5-c1-n0.05-m9,5,1,0.05,9,-33.03765356029634
699,100,kmetric_dorc,0.3022744214273519,0.0218909180864752,4,0.71,0.0,65.6,,d5-c1-n0.05-m9,5,1,0.05,9,-33.03765356029634
699,100,fbkernel_orc,0.2611590276847283,0.0297317185793771,4,0.71,0.0,65.6,,d5-c1-n0.05-m9,5,1,0.05,9,-33.03765356029634
702,100,traj_dorc,0.1709520717150051,0.0,1,0.725,0.0,1.5,,d5-c1-n0.05-m12,5,1,0.05,12,-8.094765280509788
702,100,kmetric_dorc,0.3658141111418611,0.052004857684576,4,0.725,0.0,63.5,,d5-c1-n0.05-m12,5,1,0.05,12,-8.094765280509788
702,100,fbkernel_orc,0.3180224533607642,0.0396734148127619,4,0.725,0.0,63.5,,d5-c1-n0.05-m12,5,1,0.05,12,-8.094765280509788
720,100,traj_dorc,0.3017854300932169,0.0,1,0.747,0.0,1.2,,d5-c1-n0.1-m0,5,1,0.1,0,9.58742063848517
720,100,kmetric_dorc,0.3218555597382005,0.1013043472344084,4,0.747,0.0,62.4,,d5-c1-n0.1-m0,5,1,0.1,0,9.58742063848517
720,100,fbkernel_orc,0.2977749106369336,0.0311799185537253,4,0.747,0.0,62.4,,d5-c1-n0.1-m0,5,1,0.1,0,9.58742063848517
723,100,traj_dorc,0.0857699618772369,0.0,1,0.721,0.5416,1.6,,d5-c1-n0.1-m3,5,1,0.1,3,-39.1042194433172
723,100,kmetric_dorc,0.2332361303429121,0.009362197423881,4,0.721,0.5416,63.8,,d5-c1-n0.1-m3,5,1,0.1,3,-39.1042194433172
723,100,fbkernel_orc,0.2314212038358548,0.0065318380702264,4,0.721,0.5416,63.8,,d5-c1-n0.1-m3,5,1,0.1,3,-39.1042194433172
726,100,traj_dorc,0.2002024879575032,0.0,1,0.714,0.4252,1.4,,d5-c1-n0.1-m6,5,1,0.1,6,-27.36501286887357
726,100,kmetric_dorc,0.3233469329830265,0.0338712100054534,4,0.714,0.4252,60.9,,d5-c1-n0.1-m6,5,1,0.1,6,-27.36501286887357
726,100,fbkernel_orc,0.2265747857067968,0.0495252432898624,4,0.714,0.4252,60.9,,d5-c1-n0.1-m6,5,1,0.1,6,-27.36501286887357
729,100,traj_dorc,0.2831367912038531,0.0,1,0.709,0.4287,1.1,,d5-c1-n0.1-m9,5,1,0.1,9,12.657273566920678
729,100,kmetric_dorc,0.3705455042451726,0.0314883232685353,4,0.709,0.4287,60.7,,d5-c1-n0.1-m9,5,1,0.1,9,12.657273566920678
729,100,fbkernel_orc,0.3098571455073138,0.0206450445579409,4,0.709,0.4287,60.7,,d5-c1-n0.1-m9,5,1,0.1,9,12.657273566920678
732,100,traj_dorc,0.1284775913758369,0.0,1,0.734,0.0,1.4,,d5-c1-n0.1-m12,5,1,0.1,12,-36.76476047112881
732,100,kmetric_dorc,0.2259389661699126,0.0341222192199776,4,0.734,0.0,63.3,,d5-c1-n0.1-m12,5,1,0.1,12,-36.76476047112881
732,100,fbkernel_orc,0.2349423137228628,0.0334955077054166,4,0.734,0.0,63.3,,d5-c1-n0.1-m12,5,1,0.1,12,-36.76476047112881
750,100,traj_dorc,0.1807520568859394,0.0,1,0.748,0.0,1.4,,d5-c1-n0.2-m0,5,1,0.2,0,-64.8943072100459
750,100,kmetric_dorc,0.2652327696567967,0.030524072117607,4,0.748,0.0,66.2,,d5-c1-n0.2-m0,5,1,0.2,0,-64.8943072100459
750,100,fbkernel_orc,0.1345836319778168,0.048262203189008,4,0.748,0.0,66.2,,d5-c1-n0.2-m0,5,1,0.2,0,-64.8943072100459
753,100,traj_dorc,0.2726750494330137,0.0,1,0.742,0.5074,1.5,,d5-c1-n0.2-m3,5,1,0.2,3,-27.36167081917381
753,100,kmetric_dorc,0.2360076405150168,0.0483654704722424,4,0.742,0.5074,68.0,,d5-c1-n0.2-m3,5,1,0.2,3,-27.36167081917381
753,100,fbkernel_orc,0.2226020994114243,0.024947239947043,4,0.742,0.5074,68.0,,d5-c1-n0.2-m3,5,1,0.2,3,-27.36167081917381
756,100,traj_dorc,0.2486377894221633,0.0,1,0.737,0.3506,1.2,,d5-c1-n0.2-m6,5,1,0.2,6,-36.6631065153695
756,100,kmetric_dorc,0.2622342510254009,0.0383670121617986,4,0.737,0.3506,66.6,,d5-c1-n0.2-m6,5,1,0.2,6,-36.6631065153695
756,100,fbkernel_orc,0.2619466538637256,0.0378065525303689,4,0.737,0.3506,66.6,,d5-c1-n0.2-m6,5,1,0.2,6,-36.6631065153695
759,100,traj_dorc,0.1539293994234041,0.0,1,0.737,0.4974,1.3,,d5-c1-n0.2-m9,5,1,0.2,9,-18.93721874462364
759,100,kmetric_dorc,0.3018377847722855,0.0785848751606468,4,0.737,0.4974,68.0,,d5-c1-n0.2-m9,5,1,0.2,9,-18.93721874462364
759,100,fbkernel_orc,0.2379082011681567,0.0235905080884076,4,0.737,0.4974,68.0,,d5-c1-n0.2-m9,5,1,0.2,9,-18.93721874462364
762,100,traj_dorc,0.1877792880764656,0.0,1,0.75,0.2382,1.4,,d5-c1-n0.2-m12,5,1,0.2,12,-19.633812002494803
762,100,kmetric_dorc,0.1880860633547205,0.032228352116204,4,0.75,0.2382,70.2,,d5-c1-n0.2-m12,5,1,0.2,12,-19.633812002494803
762,100,fbkernel_orc,0.1443749608674965,0.0443326696947526,4,0.75,0.2382,70.2,,d5-c1-n0.2-m12,5,1,0.2,12,-19.633812002494803
780,100,traj_dorc,0.2800098268221804,0.0,1,0.707,0.6102,1.5,,d6-c1-n0.01-m0,6,1,0.01,0,-45.54654777327077
780,100,kmetric_dorc,0.3310130206186662,0.0151278649940827,4,0.707,0.6102,68.2,,d6-c1-n0.01-m0,6,1,0.01,0,-45.54654777327077
780,100,fbkernel_orc,0.2510243186032705,0.0423516094739703,4,0.707,0.6102,68.2,,d6-c1-n0.01-m0,6,1,0.01,0,-45.54654777327077
783,100,traj_dorc,0.2744469929033709,0.0,1,0.741,0.0,1.5,,d6-c1-n0.01-m3,6,1,0.01,3,-42.99969305482514
783,100,kmetric_dorc,0.3155496514422112,0.0398626331130066,4,0.741,0.0,71.4,,d6-c1-n0.01-m3,6,1,0.01,3,-42.99969305482514
783,100,fbkernel_orc,0.3703538540154143,0.0352170796797861,4,0.741,0.0,71.4,,d6-c1-n0.01-m3,6,1,0.01,3,-42.99969305482514
786,100,traj_dorc,0.3946402660928962,0.0,1,0.744,0.0,1.2,,d6-c1-n0.01-m6,6,1,0.01,6,19.57578791881146
786,100,kmetric_dorc,0.4329833887685769,0.0473678773767718,4,0.744,0.0,70.2,,d6-c1-n0.01-m6,6,1,0.01,6,19.57578791881146
786,100,fbkernel_orc,0.3895069774067795,0.0291724365010536,4,0.744,0.0,70.2,,d6-c1-n0.01-m6,6,1,0.01,6,19.57578791881146
789,100,traj_dorc,0.2169220698262007,0.0,1,0.734,0.3621,1.4,,d6-c1-n0.01-m9,6,1,0.01,9,-43.329784414216405
789,100,kmetric_dorc,0.3288197551761766,0.0289753592584634,4,0.734,0.3621,71.6,,d6-c1-n0.01-m9,6,1,0.01,9,-43.329784414216405
789,100,fbkernel_orc,0.2014168451949713,0.0263980762233426,4,0.734,0.3621,71.6,,d6-c1-n0.01-m9,6,1,0.01,9,-43.329784414216405
792,100,traj_dorc,0.2739343523027337,0.0,1,0.748,0.57,1.4,,d6-c1-n0.01-m12,6,1,0.01,12,-38.33381100352402
792,100,kmetric_dorc,0.266342243464436,0.0163100065636924,4,0.748,0.57,71.1,,d6-c1-n0.01-m12,6,1,0.01,12,-38.33381100352402
792,100,fbkernel_orc,0.2503229558116834,0.0828029361118635,4,0.748,0.57,71.1,,d6-c1-n0.01-m12,6,1,0.01,12,-38.33381100352402
810,100,traj_dorc,0.2185422454300299,0.0,1,0.737,0.0,1.7,,d6-c1-n0.05-m0,6,1,0.05,0,-50.04826371600894
810,100,kmetric_dorc,0.3459975582822091,0.0329839067918851,4,0.737,0.0,71.8,,d6-c1-n0.05-m0,6,1,0.05,0,-50.04826371600894
810,100,fbkernel_orc,0.3247507978131328,0.0164650460156856,4,0.737,0.0,71.8,,d6-c1-n0.05-m0,6,1,0.05,0,-50.04826371600894
813,100,traj_dorc,0.2013303226607571,0.0,1,0.743,0.0,1.7,,d6-c1-n0.05-m3,6,1,0.05,3,-23.29512109554493
813,100,kmetric_dorc,0.3719338333047882,0.0273826476499919,4,0.743,0.0,71.7,,d6-c1-n0.05-m3,6,1,0.05,3,-23.29512109554493
813,100,fbkernel_orc,0.2961837538123549,0.0177360509414931,4,0.743,0.0,71.7,,d6-c1-n0.05-m3,6,1,0.05,3,-23.29512109554493
816,100,traj_dorc,0.3121871942321967,0.0,1,0.759,0.0,1.4,,d6-c1-n0.05-m6,6,1,0.05,6,20.366556504039107
816,100,kmetric_dorc,0.3622811967514072,0.0306143228708766,4,0.759,0.0,72.4,,d6-c1-n0.05-m6,6,1,0.05,6,20.366556504039107
816,100,fbkernel_orc,0.2847635838015944,0.0343639300677133,4,0.759,0.0,72.4,,d6-c1-n0.05-m6,6,1,0.05,6,20.366556504039107
819,100,traj_dorc,0.2865197758268969,0.0,1,0.764,0.0,1.7,,d6-c1-n0.05-m9,6,1,0.05,9,18.013705493536783
819,100,kmetric_dorc,0.3587585436521633,0.0437119673013697,4,0.764,0.0,74.9,,d6-c1-n0.05-m9,6,1,0.05,9,18.013705493536783
819,100,fbkernel_orc,0.2987453783276228,0.0150447665281491,4,0.764,0.0,74.9,,d6-c1-n0.05-m9,6,1,0.05,9,18.013705493536783
822,100,traj_dorc,0.2555350522970583,0.0,1,0.727,0.0,1.5,,d6-c1-n0.05-m12,6,1,0.05,12,-7.917380679276863
822,100,kmetric_dorc,0.356722367656833,0.0582219197876698,4,0.727,0.0,75.7,,d6-c1-n0.05-m12,6,1,0.05,12,-7.917380679276863
822,100,fbkernel_orc,0.33401835909748,0.0221535132616863,4,0.727,0.0,75.7,,d6-c1-n0.05-m12,6,1,0.05,12,-7.917380679276863
840,100,traj_dorc,0.1944891416316307,0.0,1,0.74,0.0,1.8,,d6-c1-n0.1-m0,6,1,0.1,0,-39.57480106909405
840,100,kmetric_dorc,0.30402954520131,0.0080769576662792,4,0.74,0.0,76.1,,d6-c1-n0.1-m0,6,1,0.1,0,-39.57480106909405
840,100,fbkernel_orc,0.3461858631010847,0.0250617638435339,4,0.74,0.0,76.1,,d6-c1-n0.1-m0,6,1,0.1,0,-39.57480106909405
843,100,traj_dorc,0.2298927072059332,0.0,1,0.732,0.0,1.6,,d6-c1-n0.1-m3,6,1,0.1,3,-67.23454284811166
843,100,kmetric_dorc,0.3106135170690438,0.0306020165108221,4,0.732,0.0,77.0,,d6-c1-n0.1-m3,6,1,0.1,3,-67.23454284811166
843,100,fbkernel_orc,0.2823028244917834,0.0326574694681422,4,0.732,0.0,77.0,,d6-c1-n0.1-m3,6,1,0.1,3,-67.23454284811166
846,100,traj_dorc,0.3298186597700687,0.0,1,0.738,0.0,1.4,,d6-c1-n0.1-m6,6,1,0.1,6,68.02202730824673
846,100,kmetric_dorc,0.4437472936373222,0.0856882493123604,4,0.738,0.0,73.3,,d6-c1-n0.1-m6,6,1,0.1,6,68.02202730824673
846,100,fbkernel_orc,0.4005788442015896,0.0205303537145256,4,0.738,0.0,73.3,,d6-c1-n0.1-m6,6,1,0.1,6,68.02202730824673
849,100,traj_dorc,0.2669234997777246,0.0,1,0.734,0.0,1.4,,d6-c1-n0.1-m9,6,1,0.1,9,-69.16244751925056
849,100,kmetric_dorc,0.3655442560134615,0.0316447486316554,4,0.734,0.0,70.3,,d6-c1-n0.1-m9,6,1,0.1,9,-69.16244751925056
849,100,fbkernel_orc,0.3321922851434185,0.0369463178741467,4,0.734,0.0,70.3,,d6-c1-n0.1-m9,6,1,0.1,9,-69.16244751925056
852,100,traj_dorc,0.2521043060698149,0.0,1,0.753,0.0,1.8,,d6-c1-n0.1-m12,6,1,0.1,12,-29.39241479183089
852,100,kmetric_dorc,0.3585594069223534,0.0298452751337317,4,0.753,0.0,67.1,,d6-c1-n0.1-m12,6,1,0.1,12,-29.39241479183089
852,100,fbkernel_orc,0.3030308857979288,0.0387136148857014,4,0.753,0.0,67.1,,d6-c1-n0.1-m12,6,1,0.1,12,-29.39241479183089
870,100,traj_dorc,0.1545221745709286,0.0,1,0.721,0.0,1.8,,d6-c1-n0.2-m0,6,1,0.2,0,-34.693294949412
870,100,kmetric_dorc,0.3156746921229785,0.0651707336180614,4,0.721,0.0,59.3,,d6-c1-n0.2-m0,6,1,0.2,0,-34.693294949412
870,100,fbkernel_orc,0.315670299042149,0.0399187005728829,4,0.721,0.0,59.3,,d6-c1-n0.2-m0,6,1,0.2,0,-34.693294949412
873,100,traj_dorc,0.2569685283888885,0.0,1,0.732,0.5811,1.4,,d6-c1-n0.2-m3,6,1,0.2,3,-50.45518735514644
873,100,kmetric_dorc,0.2303436417904412,0.0513542276004555,4,0.732,0.5811,59.7,,d6-c1-n0.2-m3,6,1,0.2,3,-50.45518735514644
873,100,fbkernel_orc,0.2853006270318491,0.0375540750056992,4,0.732,0.5811,59.7,,d6-c1-n0.2-m3,6,1,0.2,3,-50.45518735514644
876,100,traj_dorc,0.2778065185722917,0.0,1,0.748,0.0,1.4,,d6-c1-n0.2-m6,6,1,0.2,6,-71.87814112792898
876,100,kmetric_dorc,0.2093961073930071,0.0359094481654474,4,0.748,0.0,58.5,,d6-c1-n0.2-m6,6,1,0.2,6,-71.87814112792898
876,100,fbkernel_orc,0.2082725574864848,0.0310833951305738,4,0.748,0.0,58.5,,d6-c1-n0.2-m6,6,1,0.2,6,-71.87814112792898
879,100,traj_dorc,0.2993422224895958,0.0,1,0.736,0.0,1.4,,d6-c1-n0.2-m9,6,1,0.2,9,-34.01810499140309
879,100,kmetric_dorc,0.3287271684517703,0.0104847699352758,4,0.736,0.0,63.8,,d6-c1-n0.2-m9,6,1,0.2,9,-34.01810499140309
879,100,fbkernel_orc,0.2464391282401063,0.0364677861537891,4,0.736,0.0,63.8,,d6-c1-n0.2-m9,6,1,0.2,9,-34.01810499140309
