instance,dataset,err,name,dim,noise,m,shape,ks_true,n_points,kappa_plus,frac,mu_k,sd_k,mu_f,sd_f,z_plus,z_frac,S_diff,S_sel,kappa_only,frac_only
210,sadspheres,,5-Saddle,5,0.0,,Saddle,-16.0,2000,0.0480100123800063,1.0,0.2888645288180819,0.036398824889933575,1.0,0.001,-6.617095941047429,0.0,-6.617095941047429,0.0,-6.617095941047429,-0.0
274,sadspheres,,6-Sphere,6,0.0,,Sphere,2.0,2000,0.5520218518378874,0.0,0.4403097779431379,0.03220084053120525,1.0,0.001,3.4692285062090655,-1000.0,1003.4692285062091,3.4692285062090655,3.4692285062090655,1000.0
368,colosseum,,d2-c1-n0.1-m8,2,0.1,8.0,,-4.380389712820355,3000,-0.0396076329401452,0.0375,0.00745966836540488,0.029911808688745024,0.0175,0.07424911470504386,-1.5735357829852727,0.2693634810253349,-1.8428992640106077,0.0,-1.5735357829852727,-0.2693634810253349
492,colosseum,,d3-c1-n0.1-m12,3,0.1,12.0,,0.3353985029380055,3000,-0.1713872903009934,0.2875,-0.13339043664545883,0.05156161832448258,0.9383333333333332,0.051688445539586986,-0.7369212776917987,-12.591466555806463,11.854545278114664,0.0,-0.7369212776917987,12.591466555806463
631,colosseum,,d4-c1-n0.2-m1,4,0.2,1.0,,9.496456875600702,3000,0.1320822839112918,0.2,-0.09327934569536739,0.10507114599649368,0.98125,0.029680409770384428,2.1448479263201308,-26.322075943154374,28.466923869474506,2.1448479263201308,2.1448479263201308,26.322075943154374
755,colosseum,,d5-c1-n0.2-m5,5,0.2,5.0,,-34.37732560792047,3000,-0.8569095048834047,1.0,0.15121377023799723,0.061370690979241846,1.0,0.001,-16.426787103674485,0.0,-16.426787103674485,0.0,-16.426787103674485,-0.0
879,colosseum,,d6-c1-n0.2-m9,6,0.2,9.0,,-34.01810499140309,3000,-0.7173307711763556,1.0,0.2241901802541967,0.07050366417352924,1.0,0.001,-13.354213039384815,0.0,-13.354213039384815,0.0,-13.354213039384815,-0.0
19,sadspheres,,2-Sphere,2,0.0,,Sphere,2.0,2000,0.054399904560826,0.0,-0.005977246090684373,0.02826436714094643,0.004166666666666667,0.016522363806281668,2.1361578821286376,-0.2521834475695623,2.3883413296982,2.1361578821286376,2.1361578821286376,0.2521834475695623
83,sadspheres,,3-Plane,3,0.0,,Plane,0.0,2000,-0.0535061215650798,1.0,-0.01156080209928355,0.03955325840848126,0.995,0.010170952554312156,-1.0604769658320254,0.49159604012508795,-1.5520730059571135,0.0,-1.0604769658320254,-0.49159604012508795
147,sadspheres,,4-Saddle,4,0.0,,Saddle,-16.0,2000,0.0871681696963519,1.0,0.10307559745691662,0.0729677896994548,0.9845833333333334,0.019332429130659076,-0.21800616170621898,0.7974510891762443,-1.0154572508824633,0.0,-0.21800616170621898,-0.7974510891762443
211,sadspheres,,5-Sphere,5,0.0,,Sphere,2.0,2000,0.3667664642782627,0.0,0.2888645288180819,0.036398824889933575,1.0,0.001,2.1402321557288873,-1000.0,1002.1402321557289,2.1402321557288873,2.1402321557288873,1000.0
275,sadspheres,,6-Plane,6,0.0,,Plane,0.0,2000,0.4635278857206623,1.0,0.4403097779431379,0.03220084053120525,1.0,0.001,0.7210404261039124,0.0,0.7210404261039124,0.0,0.7210404261039124,-0.0
369,colosseum,,d2-c1-n0.1-m9,2,0.1,9.0,,1.4450793517878724,3000,0.0143474612878113,0.1,0.00745966836540488,0.029911808688745024,0.0175,0.07424911470504386,0.2302700245939358,1.1111243592295068,-0.8808543346355711,-1.1111243592295068,0.2302700245939358,-1.1111243592295068
493,colosseum,,d3-c1-n0.1-m13,3,0.1,13.0,,33.209975825617065,3000,-0.0776189487041503,0.0,-0.13339043664545883,0.05156161832448258,0.9383333333333332,0.051688445539586986,1.0816473523063763,-18.153638081738894,19.23528543404527,1.0816473523063763,1.0816473523063763,18.153638081738894
632,colosseum,,d4-c1-n0.2-m2,4,0.2,2.0,,-24.04856054825175,3000,-0.1159548368866556,0.75,-0.09327934569536739,0.10507114599649368,0.98125,0.029680409770384428,-0.21581082966435822,-7.791334479173694,7.575523649509336,0.0,-0.21581082966435822,7.791334479173694
756,colosseum,,d5-c1-n0.2-m6,5,0.2,6.0,,-36.6631065153695,3000,0.006083954584958,0.15,0.15121377023799723,0.061370690979241846,1.0,0.001,-2.3648066094306848,-850.0,847.6351933905693,0.0,-2.3648066094306848,850.0
880,colosseum,,d6-c1-n0.2-m10,6,0.2,10.0,,76.14894406390464,3000,0.6084494848349473,0.0,0.2241901802541967,0.07050366417352924,1.0,0.001,5.450203320425744,-1000.0,1005.4502033204258,5.450203320425744,5.450203320425744,1000.0
2,sadspheres,,2-Plane,2,0.0,,Plane,0.0,2000,-0.0078677564104317,0.0,-0.005977246090684373,0.02826436714094643,0.004166666666666667,0.016522363806281668,-0.06688670262171045,-0.2521834475695623,0.18529674494785184,0.0,-0.06688670262171045,0.2521834475695623
66,sadspheres,,3-Saddle,3,0.0,,Saddle,-8.0,2000,-0.1751655127054257,1.0,-0.01156080209928355,0.03955325840848126,0.995,0.010170952554312156,-4.136314356621021,0.49159604012508795,-4.627910396746109,0.0,-4.136314356621021,-0.49159604012508795
130,sadspheres,,4-Sphere,4,0.0,,Sphere,2.0,2000,0.3170583690612562,0.0,0.10307559745691662,0.0729677896994548,0.9845833333333334,0.019332429130659076,2.932564799971437,-50.92910604658025,53.86167084655169,2.932564799971437,2.932564799971437,50.92910604658025
194,sadspheres,,5-Plane,5,0.0,,Plane,0.0,2000,0.2873376923904225,1.0,0.2888645288180819,0.036398824889933575,1.0,0.001,-0.041947409903379716,0.0,-0.041947409903379716,0.0,-0.041947409903379716,-0.0
258,sadspheres,,6-Saddle,6,0.0,,Saddle,-24.0,2000,0.5186968472939353,1.0,0.4403097779431379,0.03220084053120525,1.0,0.001,2.4343174916454084,0.0,2.4343174916454084,2.4343174916454084,2.4343174916454084,-0.0
337,colosseum,,d2-c1-n0.05-m7,2,0.05,7.0,,0.013149415250463,3000,0.086018678320901,0.0,0.00745966836540488,0.029911808688745024,0.0175,0.07424911470504386,2.6263543864218306,-0.2356930458971681,2.862047432318999,2.6263543864218306,2.6263543864218306,0.2356930458971681
461,colosseum,,d3-c1-n0.05-m11,3,0.05,11.0,,21.368395828400903,3000,0.1050407058645639,0.025,-0.13339043664545883,0.05156161832448258,0.9383333333333332,0.051688445539586986,4.6241981973791235,-17.66997099252738,22.2941691899065,4.6241981973791235,4.6241981973791235,17.66997099252738
600,colosseum,,d4-c1-n0.1-m0,4,0.1,0.0,,-26.415311732361605,3000,-0.1824868451635824,0.525,-0.09327934569536739,0.10507114599649368,0.98125,0.029680409770384428,-0.8490199533104165,-15.372092350802152,14.523072397491736,0.0,-0.8490199533104165,15.372092350802152
724,colosseum,,d5-c1-n0.1-m4,5,0.1,4.0,,-53.95304602005903,3000,0.0437024193194361,0.3,0.15121377023799723,0.061370690979241846,1.0,0.001,-1.751835431589421,-699.9999999999999,698.2481645684105,0.0,-1.751835431589421,699.9999999999999
848,colosseum,,d6-c1-n0.1-m8,6,0.1,8.0,,-25.63865350280647,3000,-0.1701424552545507,1.0,0.2241901802541967,0.07050366417352924,1.0,0.001,-5.593080021177119,0.0,-5.593080021177119,0.0,-5.593080021177119,-0.0
20,sadspheres,,2-Plane,2,0.0,,Plane,0.0,2000,0.0459463752885246,0.0,-0.005977246090684373,0.02826436714094643,0.004166666666666667,0.016522363806281668,1.8370700154112956,-0.2521834475695623,2.089253462980858,1.8370700154112956,1.8370700154112956,0.2521834475695623
84,sadspheres,,3-Saddle,3,0.0,,Saddle,-8.0,2000,-0.1238954392885751,1.0,-0.01156080209928355,0.03955325840848126,0.995,0.010170952554312156,-2.8400855380654066,0.49159604012508795,-3.3316815781904947,0.0,-2.8400855380654066,-0.49159604012508795
148,sadspheres,,4-Sphere,4,0.0,,Sphere,2.0,2000,0.2976953050105969,0.0125,0.10307559745691662,0.0729677896994548,0.9845833333333334,0.019332429130659076,2.6672002585701784,-50.2825240823833,52.94972434095347,2.6672002585701784,2.6672002585701784,50.2825240823833
212,sadspheres,,5-Plane,5,0.0,,Plane,0.0,2000,0.2736299094116725,1.0,0.2888645288180819,0.036398824889933575,1.0,0.001,-0.4185470122312296,0.0,-0.4185470122312296,0.0,-0.4185470122312296,-0.0
276,sadspheres,,6-Saddle,6,0.0,,Saddle,-24.0,2000,0.5408714498746414,1.0,0.4403097779431379,0.03220084053120525,1.0,0.001,3.122951769971688,0.0,3.122951769971688,3.122951769971688,3.122951769971688,-0.0
370,colosseum,,d2-c1-n0.1-m10,2,0.1,10.0,,-7.72404280863429,3000,0.0727031731347194,0.025,0.00745966836540488,0.029911808688745024,0.0175,0.07424911470504386,2.181195575574266,0.1010113053845006,2.0801842701897653,2.181195575574266,2.181195575574266,-0.1010113053845006
494,colosseum,,d3-c1-n0.1-m14,3,0.1,14.0,,-1.6689192913019415,3000,-0.119182041776642,0.3375,-0.13339043664545883,0.05156161832448258,0.9383333333333332,0.051688445539586986,0.2755614608409288,-11.62413237738343,11.89969383822436,0.0,0.2755614608409288,11.62413237738343
633,colosseum,,d4-c1-n0.2-m3,4,0.2,3.0,,-15.94121826097334,3000,-0.2352134077846888,0.4375,-0.09327934569536739,0.10507114599649368,0.98125,0.029680409770384428,-1.3508376704491056,-18.320164856435444,16.969327185986337,0.0,-1.3508376704491056,18.320164856435444
757,colosseum,,d5-c1-n0.2-m7,5,0.2,7.0,,-29.417968211109795,3000,-0.5000068522219192,1.0,0.15121377023799723,0.061370690979241846,1.0,0.001,-10.611264303349406,0.0,-10.611264303349406,0.0,-10.611264303349406,-0.0
881,colosseum,,d6-c1-n0.2-m11,6,0.2,11.0,,-26.701955637154743,3000,-0.462607863164055,1.0,0.2241901802541967,0.07050366417352924,1.0,0.001,-9.741309922954494,0.0,-9.741309922954494,0.0,-9.741309922954494,-0.0
21,sadspheres,,2-Saddle,2,0.0,,Saddle,-8.0,2000,-0.1173115958119222,0.0,-0.005977246090684373,0.02826436714094643,0.004166666666666667,0.016522363806281668,-3.939035647465405,-0.2521834475695623,-3.6868521998958426,0.0,-3.939035647465405,0.2521834475695623
85,sadspheres,,3-Sphere,3,0.0,,Sphere,2.0,2000,0.1957190896830624,0.0,-0.01156080209928355,0.03955325840848126,0.995,0.010170952554312156,5.240526321287849,-97.82761198489241,103.06813830618026,5.240526321287849,5.240526321287849,97.82761198489241
149,sadspheres,,4-Plane,4,0.0,,Plane,0.0,2000,0.010872878132606,1.0,0.10307559745691662,0.0729677896994548,0.9845833333333334,0.019332429130659076,-1.2636085004641375,0.7974510891762443,-2.061059589640382,0.0,-1.2636085004641375,-0.7974510891762443
213,sadspheres,,5-Saddle,5,0.0,,Saddle,-16.0,2000,0.1891173681404686,1.0,0.2888645288180819,0.036398824889933575,1.0,0.001,-2.740395080864253,0.0,-2.740395080864253,0.0,-2.740395080864253,-0.0
277,sadspheres,,6-Sphere,6,0.0,,Sphere,2.0,2000,0.4790182387603853,0.0,0.4403097779431379,0.03220084053120525,1.0,0.001,1.2020947335128012,-1000.0,1001.2020947335128,1.2020947335128012,1.2020947335128012,1000.0
371,colosseum,,d2-c1-n0.1-m11,2,0.1,11.0,,-16.934696980264345,3000,-0.1018697067401019,0.1,0.00745966836540488,0.029911808688745024,0.0175,0.07424911470504386,-3.655057313422988,1.1111243592295068,-4.766181672652495,-1.1111243592295068,-3.655057313422988,-1.1111243592295068
510,colosseum,,d3-c1-n0.2-m0,3,0.2,0.0,,9.530164910380307,3000,-0.0311683157500286,0.1125,-0.13339043664545883,0.05156161832448258,0.9383333333333332,0.051688445539586986,1.9825235168558109,-15.977136180287072,17.959659697142882,1.9825235168558109,1.9825235168558109,15.977136180287072
634,colosseum,,d4-c1-n0.2-m4,4,0.2,4.0,,-5.665571274105821,3000,-0.2942127348568213,0.8875,-0.09327934569536739,0.10507114599649368,0.98125,0.029680409770384428,-1.9123555497163727,-3.158649113178525,1.2462935634621521,0.0,-1.9123555497163727,3.158649113178525
758,colosseum,,d5-c1-n0.2-m8,5,0.2,8.0,,-31.847402516207318,3000,-0.3554502648991374,1.0,0.15121377023799723,0.061370690979241846,1.0,0.001,-8.255798118820428,0.0,-8.255798118820428,0.0,-8.255798118820428,-0.0
882,colosseum,,d6-c1-n0.2-m12,6,0.2,12.0,,-34.46401744692712,3000,-0.2699117923939018,1.0,0.2241901802541967,0.07050366417352924,1.0,0.001,-7.008174375617916,0.0,-7.008174375617916,0.0,-7.008174375617916,-0.0
22,sadspheres,,2-Sphere,2,0.0,,Sphere,2.0,2000,0.0641622027262616,0.025,-0.005977246090684373,0.02826436714094643,0.004166666666666667,0.016522363806281668,2.481550302088149,1.2609172378478115,1.2206330642403376,2.481550302088149,2.481550302088149,-1.2609172378478115
86,sadspheres,,3-Plane,3,0.0,,Plane,0.0,2000,0.0202709082184083,1.0,-0.01156080209928355,0.03955325840848126,0.995,0.010170952554312156,0.8047809864096126,0.49159604012508795,0.31318494628452465,0.0,0.8047809864096126,-0.49159604012508795
150,sadspheres,,4-Saddle,4,0.0,,Saddle,-16.0,2000,-0.0228489482292563,1.0,0.10307559745691662,0.0729677896994548,0.9845833333333334,0.019332429130659076,-1.725755243578576,0.7974510891762443,-2.52320633275482,0.0,-1.725755243578576,-0.7974510891762443
214,sadspheres,,5-Sphere,5,0.0,,Sphere,2.0,2000,0.3529300937310897,0.0,0.2888645288180819,0.036398824889933575,1.0,0.001,1.76009981384662,-1000.0,1001.7600998138466,1.76009981384662,1.76009981384662,1000.0
278,sadspheres,,6-Plane,6,0.0,,Plane,0.0,2000,0.4834079429827757,1.0,0.4403097779431379,0.03220084053120525,1.0,0.001,1.3384173931072425,0.0,1.3384173931072425,1.3384173931072425,1.3384173931072425,-0.0
372,colosseum,,d2-c1-n0.1-m12,2,0.1,12.0,,-0.6620962286516345,3000,-0.0153000208005544,0.0,0.00745966836540488,0.029911808688745024,0.0175,0.07424911470504386,-0.7608931109044942,-0.2356930458971681,-0.5252000650073261,0.0,-0.7608931109044942,0.2356930458971681
511,colosseum,,d3-c1-n0.2-m1,3,0.2,1.0,,-3.66641372894382,3000,0.0595494912234729,0.15,-0.13339043664545883,0.05156161832448258,0.9383333333333332,0.051688445539586986,3.7419292516138816,-15.2516355464698,18.993564798083682,3.7419292516138816,3.7419292516138816,15.2516355464698
635,colosseum,,d4-c1-n0.2-m5,4,0.2,5.0,,-39.18539102422648,3000,-0.3894625789063112,0.7875,-0.09327934569536739,0.10507114599649368,0.98125,0.029680409770384428,-2.818882676132872,-6.527874833902284,3.708992157769412,0.0,-2.818882676132872,6.527874833902284
759,colosseum,,d5-c1-n0.2-m9,5,0.2,9.0,,-18.93721874462364,3000,-0.0849568409751363,0.1,0.15121377023799723,0.061370690979241846,1.0,0.001,-3.848263844593446,-900.0,896.1517361554065,0.0,-3.848263844593446,900.0
883,colosseum,,d6-c1-n0.2-m13,6,0.2,13.0,,-26.5858890924547,3000,-0.9833209481780364,0.95,0.2241901802541967,0.07050366417352924,1.0,0.001,-17.12692726806667,-50.00000000000004,32.87307273193338,0.0,-17.12692726806667,50.00000000000004
23,sadspheres,,2-Plane,2,0.0,,Plane,0.0,2000,0.0925858509490295,0.0,-0.005977246090684373,0.02826436714094643,0.004166666666666667,0.016522363806281668,3.487185704466953,-0.2521834475695623,3.7393691520365153,3.487185704466953,3.487185704466953,0.2521834475695623
87,sadspheres,,3-Saddle,3,0.0,,Saddle,-8.0,2000,-0.1051932036020358,1.0,-0.01156080209928355,0.03955325840848126,0.995,0.010170952554312156,-2.367248749414663,0.49159604012508795,-2.858844789539751,0.0,-2.367248749414663,-0.49159604012508795
151,sadspheres,,4-Sphere,4,0.0,,Sphere,2.0,2000,0.3670382490351527,0.0,0.10307559745691662,0.0729677896994548,0.9845833333333334,0.019332429130659076,3.617522918886062,-50.92910604658025,54.54662896546631,3.617522918886062,3.617522918886062,50.92910604658025
215,sadspheres,,5-Plane,5,0.0,,Plane,0.0,2000,0.2512905933249465,1.0,0.2888645288180819,0.036398824889933575,1.0,0.001,-1.0322843005716589,0.0,-1.0322843005716589,0.0,-1.0322843005716589,-0.0
279,sadspheres,,6-Saddle,6,0.0,,Saddle,-24.0,2000,0.573637714770064,1.0,0.4403097779431379,0.03220084053120525,1.0,0.001,4.140511074477089,0.0,4.140511074477089,4.140511074477089,4.140511074477089,-0.0
373,colosseum,,d2-c1-n0.1-m13,2,0.1,13.0,,1.219879741117918,3000,0.1056256699422419,0.0875,0.00745966836540488,0.029911808688745024,0.0175,0.07424911470504386,3.2818477343957517,0.9427721835886722,2.3390755508070793,3.2818477343957517,3.2818477343957517,-0.9427721835886722
512,colosseum,,d3-c1-n0.2-m2,3,0.2,2.0,,-7.144697080372662,3000,-0.1775942264972204,0.1875,-0.13339043664545883,0.05156161832448258,0.9383333333333332,0.051688445539586986,-0.8573002804834899,-14.526134912652527,13.668834632169037,0.0,-0.8573002804834899,14.526134912652527
636,colosseum,,d4-c1-n0.2-m6,4,0.2,6.0,,-29.21622157395343,3000,-0.2996578744088246,0.675,-0.09327934569536739,0.10507114599649368,0.98125,0.029680409770384428,-1.9641789071220772,-10.318253769716511,8.354074862594434,0.0,-1.9641789071220772,10.318253769716511
760,colosseum,,d5-c1-n0.2-m10,5,0.2,10.0,,-38.9177710392795,3000,-0.4155076690273704,1.0,0.15121377023799723,0.061370690979241846,1.0,0.001,-9.234398867320179,0.0,-9.234398867320179,0.0,-9.234398867320179,-0.0
884,colosseum,,d6-c1-n0.2-m14,6,0.2,14.0,,-48.22651622007661,3000,-0.7741001753058455,1.0,0.2241901802541967,0.07050366417352924,1.0,0.001,-14.159410964839648,0.0,-14.159410964839648,0.0,-14.159410964839648,-0.0
24,sadspheres,,2-Saddle,2,0.0,,Saddle,-8.0,2000,-0.1354903204524739,0.0,-0.005977246090684373,0.02826436714094643,0.004166666666666667,0.016522363806281668,-4.582203228395114,-0.2521834475695623,-4.330019780825552,0.0,-4.582203228395114,0.2521834475695623
88,sadspheres,,3-Sphere,3,0.0,,Sphere,2.0,2000,0.1980271148224597,0.0,-0.01156080209928355,0.03955325840848126,0.995,0.010170952554312156,5.298878660191548,-97.82761198489241,103.12649064508396,5.298878660191548,5.298878660191548,97.82761198489241
152,sadspheres,,4-Plane,4,0.0,,Plane,0.0,2000,0.1191607140904276,1.0,0.10307559745691662,0.0729677896994548,0.9845833333333334,0.019332429130659076,0.22044133034265612,0.7974510891762443,-0.5770097588335882,0.0,0.22044133034265612,-0.7974510891762443
216,sadspheres,,5-Saddle,5,0.0,,Saddle,-16.0,2000,0.2887450280097716,1.0,0.2888645288180819,0.036398824889933575,1.0,0.001,-0.0032830952282569765,0.0,-0.0032830952282569765,0.0,-0.0032830952282569765,-0.0
280,sadspheres,,6-Sphere,6,0.0,,Sphere,2.0,2000,0.4917448125074487,0.0,0.4403097779431379,0.03220084053120525,1.0,0.001,1.59731962631429,-1000.0,1001.5973196263143,1.59731962631429,1.59731962631429,1000.0
374,colosseum,,d2-c1-n0.1-m14,2,0.1,14.0,,-7.89412429083137,3000,0.0483277004511989,0.1,0.00745966836540488,0.029911808688745024,0.0175,0.07424911470504386,1.3662842160785653,1.1111243592295068,0.2551598568490585,1.3662842160785653,1.3662842160785653,-1.1111243592295068
513,colosseum,,d3-c1-n0.2-m3,3,0.2,3.0,,-4.361976627914746,3000,-0.2876440892623398,0.8875,-0.13339043664545883,0.05156161832448258,0.9383333333333332,0.051688445539586986,-2.9916371446324055,-0.9834564147300814,-2.008180729902324,0.0,-2.9916371446324055,0.9834564147300814
637,colosseum,,d4-c1-n0.2-m7,4,0.2,7.0,,-24.996193418222923,3000,-0.1365511925802408,0.1125,-0.09327934569536739,0.10507114599649368,0.98125,0.029680409770384428,-0.41183377676605354,-29.270148448787662,28.85831467202161,0.0,-0.41183377676605354,29.270148448787662
761,colosseum,,d5-c1-n0.2-m11,5,0.2,11.0,,-3.4649771563151788,3000,-0.2307247559237441,0.075,0.15121377023799723,0.061370690979241846,1.0,0.001,-6.223467913876496,-925.0,918.7765320861236,0.0,-6.223467913876496,925.0
25,sadspheres,,2-Sphere,2,0.0,,Sphere,2.0,2000,0.0757942328633833,0.0,-0.005977246090684373,0.02826436714094643,0.004166666666666667,0.016522363806281668,2.8930942817964524,-0.2521834475695623,3.145277729366015,2.8930942817964524,2.8930942817964524,0.2521834475695623
89,sadspheres,,3-Plane,3,0.0,,Plane,0.0,2000,0.0481703779870057,1.0,-0.01156080209928355,0.03955325840848126,0.995,0.010170952554312156,1.5101456236404867,0.49159604012508795,1.0185495835153988,1.5101456236404867,1.5101456236404867,-0.49159604012508795
153,sadspheres,,4-Saddle,4,0.0,,Saddle,-16.0,2000,0.0822919990903078,1.0,0.10307559745691662,0.0729677896994548,0.9845833333333334,0.019332429130659076,-0.2848325055783362,0.7974510891762443,-1.0822835947545806,0.0,-0.2848325055783362,-0.7974510891762443
217,sadspheres,,5-Sphere,5,0.0,,Sphere,2.0,2000,0.4475815581659945,0.0,0.2888645288180819,0.036398824889933575,1.0,0.001,4.3604987201608045,-1000.0,1004.3604987201608,4.3604987201608045,4.3604987201608045,1000.0
281,sadspheres,,6-Plane,6,0.0,,Plane,0.0,2000,0.3969328979782391,1.0,0.4403097779431379,0.03220084053120525,1.0,0.001,-1.3470729101888834,0.0,-1.3470729101888834,0.0,-1.3470729101888834,-0.0
390,colosseum,,d2-c1-n0.2-m0,2,0.2,0.0,,6.571277573877722,3000,0.1367814659160378,0.1,0.00745966836540488,0.029911808688745024,0.0175,0.07424911470504386,4.323436235378607,1.1111243592295068,3.2123118761491005,4.323436235378607,4.323436235378607,-1.1111243592295068
514,colosseum,,d3-c1-n0.2-m4,3,0.2,4.0,,-14.544124599425984,3000,0.0652085721344998,0.0125,-0.13339043664545883,0.05156161832448258,0.9383333333333332,0.051688445539586986,3.85168300052482,-17.91180453713314,21.76348753765796,3.85168300052482,3.85168300052482,17.91180453713314
638,colosseum,,d4-c1-n0.2-m8,4,0.2,8.0,,-22.997619759109075,3000,0.0038211103936895,0.075,-0.09327934569536739,0.10507114599649368,0.98125,0.029680409770384428,0.9241400687901246,-30.533608094059076,31.4577481628492,0.0,0.9241400687901246,30.533608094059076
762,colosseum,,d5-c1-n0.2-m12,5,0.2,12.0,,-19.633812002494803,3000,-0.4496263457238204,1.0,0.15121377023799723,0.061370690979241846,1.0,0.001,-9.790343018380664,0.0,-9.790343018380664,0.0,-9.790343018380664,-0.0
26,sadspheres,,2-Plane,2,0.0,,Plane,0.0,2000,-0.0161677078174092,0.0,-0.005977246090684373,0.02826436714094643,0.004166666666666667,0.016522363806281668,-0.36054094810996007,-0.2521834475695623,-0.10835750054039778,0.0,-0.36054094810996007,0.2521834475695623
90,sadspheres,,3-Saddle,3,0.0,,Saddle,-8.0,2000,0.0467270316849569,1.0,-0.01156080209928355,0.03955325840848126,0.995,0.010170952554312156,1.4736544125462494,0.49159604012508795,0.9820583724211615,1.4736544125462494,1.4736544125462494,-0.49159604012508795
154,sadspheres,,4-Sphere,4,0.0,,Sphere,2.0,2000,0.3164395999952566,0.0,0.10307559745691662,0.0729677896994548,0.9845833333333334,0.019332429130659076,2.924084769693033,-50.92910604658025,53.85319081627328,2.924084769693033,2.924084769693033,50.92910604658025
218,sadspheres,,5-Plane,5,0.0,,Plane,0.0,2000,0.389792743875363,1.0,0.2888645288180819,0.036398824889933575,1.0,0.001,2.7728426772698844,0.0,2.7728426772698844,2.7728426772698844,2.7728426772698844,-0.0
282,sadspheres,,6-Saddle,6,0.0,,Saddle,-24.0,2000,0.5375865244088988,1.0,0.4403097779431379,0.03220084053120525,1.0,0.001,3.0209381140685356,0.0,3.0209381140685356,3.0209381140685356,3.0209381140685356,-0.0
391,colosseum,,d2-c1-n0.2-m1,2,0.2,1.0,,-11.10729981739082,3000,-0.0922648239469244,0.1125,0.00745966836540488,0.029911808688745024,0.0175,0.07424911470504386,-3.3339505928925255,1.279476534870341,-4.613427127762867,-1.279476534870341,-3.3339505928925255,-1.279476534870341
515,colosseum,,d3-c1-n0.2-m5,3,0.2,5.0,,0.0089580823909294,3000,-0.0944126308350936,0.2,-0.13339043664545883,0.05156161832448258,0.9383333333333332,0.051688445539586986,0.7559461296399557,-14.28430136804677,15.040247497686725,0.0,0.7559461296399557,14.28430136804677
639,colosseum,,d4-c1-n0.2-m9,4,0.2,9.0,,-57.772627160556176,3000,-0.2978856711573984,1.0,-0.09327934569536739,0.10507114599649368,0.98125,0.029680409770384428,-1.9473122094705133,0.6317298226357065,-2.5790420321062197,0.0,-1.9473122094705133,-0.6317298226357065
763,colosseum,,d5-c1-n0.2-m13,5,0.2,13.0,,-28.47551290508757,3000,-0.2026645698727066,1.0,0.15121377023799723,0.061370690979241846,1.0,0.001,-5.76624337227033,0.0,-5.76624337227033,0.0,-5.76624337227033,-0.0
27,sadspheres,,2-Saddle,2,0.0,,Saddle,-8.0,2000,-0.0397298635018265,0.0,-0.005977246090684373,0.02826436714094643,0.004166666666666667,0.016522363806281668,-1.1941755937016858,-0.2521834475695623,-0.9419921461321235,0.0,-1.1941755937016858,0.2521834475695623
91,sadspheres,,3-Sphere,3,0.0,,Sphere,2.0,2000,0.2303834901208157,0.0,-0.01156080209928355,0.03955325840848126,0.995,0.010170952554312156,6.116924419258972,-97.82761198489241,103.94453640415139,6.116924419258972,6.116924419258972,97.82761198489241
155,sadspheres,,4-Plane,4,0.0,,Plane,0.0,2000,0.0290583332784728,0.975,0.10307559745691662,0.0729677896994548,0.9845833333333334,0.019332429130659076,-1.0143827089091182,-0.4957128392176693,-0.5186698696914489,0.0,-1.0143827089091182,0.4957128392176693
219,sadspheres,,5-Saddle,5,0.0,,Saddle,-16.0,2000,0.0437534038820147,1.0,0.2888645288180819,0.036398824889933575,1.0,0.001,-6.734039510266028,0.0,-6.734039510266028,0.0,-6.734039510266028,-0.0
283,sadspheres,,6-Sphere,6,0.0,,Sphere,2.0,2000,0.491039826874484,0.0,0.4403097779431379,0.03220084053120525,1.0,0.001,1.57542623405077,-1000.0,1001.5754262340507,1.57542623405077,1.57542623405077,1000.0
392,colosseum,,d2-c1-n0.2-m2,2,0.2,2.0,,0.5863070446801962,3000,-0.0081524668100932,0.075,0.00745966836540488,0.029911808688745024,0.0175,0.07424911470504386,-0.5219388549169375,0.7744200079478379,-1.2963588628647753,0.0,-0.5219388549169375,-0.7744200079478379
516,colosseum,,d3-c1-n0.2-m6,3,0.2,6.0,,-35.603562663735204,3000,-0.0720841700376869,0.0,-0.13339043664545883,0.05156161832448258,0.9383333333333332,0.051688445539586986,1.1889903497978918,-18.153638081738894,19.342628431536784,1.1889903497978918,1.1889903497978918,18.153638081738894
640,colosseum,,d4-c1-n0.2-m10,4,0.2,10.0,,32.54341939091398,3000,-0.1163215142856051,0.0,-0.09327934569536739,0.10507114599649368,0.98125,0.029680409770384428,-0.21930063074601513,-33.06052738460189,32.84122675385588,0.0,-0.21930063074601513,33.06052738460189
764,colosseum,,d5-c1-n0.2-m14,5,0.2,14.0,,19.863413883002544,3000,0.5346294196480992,0.0,0.15121377023799723,0.061370690979241846,1.0,0.001,6.24753678494168,-1000.0,1006.2475367849416,6.24753678494168,6.24753678494168,1000.0
28,sadspheres,,2-Sphere,2,0.0,,Sphere,2.0,2000,0.0563670568186891,0.0,-0.005977246090684373,0.02826436714094643,0.004166666666666667,0.016522363806281668,2.2057561946630546,-0.2521834475695623,2.457939642232617,2.2057561946630546,2.2057561946630546,0.2521834475695623
92,sadspheres,,3-Plane,3,0.0,,Plane,0.0,2000,-0.0672675523593293,1.0,-0.01156080209928355,0.03955325840848126,0.995,0.010170952554312156,-1.408398511312048,0.49159604012508795,-1.899994551437136,0.0,-1.408398511312048,-0.49159604012508795
