instance,dataset,err,name,dim,noise,m,shape,ks_true,n_points,kappa_plus,frac,ent,t_ent
34,sadspheres,,2-Sphere,2,0.0,,Sphere,2.0,2000,0.08318177995700209,0.0,5.585988998413086,5
98,sadspheres,,3-Plane,3,0.0,,Plane,0.0,2000,0.0680269666488156,1.0,5.043898105621338,1
162,sadspheres,,4-Saddle,4,0.0,,Saddle,-16.0,2000,0.10723410962028707,1.0,6.770256042480469,1
226,sadspheres,,5-Sphere,5,0.0,,Sphere,2.0,2000,0.4378912374972729,0.0,6.631778240203857,1
290,sadspheres,,6-Plane,6,0.0,,Plane,0.0,2000,0.439076030220248,1.0,7.394547462463379,1
399,colosseum,,d2-c1-n0.2-m9,2,0.2,9,,0.678826668015989,3000,-0.023896355067251962,0.0,5.116763591766357,1
523,colosseum,,d3-c1-n0.2-m13,3,0.2,13,,-9.602609423517961,3000,0.012508694071356186,0.075,5.866893768310547,1
662,colosseum,,d5-c1-n0.01-m2,5,0.01,2,,-1.454894501301056,3000,-0.06167487811425722,0.225,7.206921577453613,1
786,colosseum,,d6-c1-n0.01-m6,6,0.01,6,,19.57578791881146,3000,0.045494130994319454,0.15,7.018347263336182,1
