instance,n_traj,dim,noise,ks_true,err,coverage,topo
690,100,5,0.05,19.46385767445848,,0.7306666666666667,0.0520273577894803
752,100,5,0.2,-8.878799685305857,,0.7346666666666667,0.0612727256838201
814,100,6,0.05,-47.9480359713048,,0.7316666666666667,0.0601783508544012
876,100,6,0.2,-71.87814112792898,,0.748,0.0150900239705536
428,25,3,0.01,-4.470633486317453,,0.273,-0.0239511849985849
490,25,3,0.1,-20.614923975239662,,0.2603333333333333,0.0313488603783015
552,25,4,0.01,-11.163127979587726,,0.2666666666666666,-0.014874451085732
614,25,4,0.1,-12.13766082906188,,0.2623333333333333,0.0391334568797686
691,25,5,0.05,-16.171144702457998,,0.2986666666666667,0.0335147381986883
753,25,5,0.2,-27.36167081917381,,0.291,0.0465562799346278
815,25,6,0.05,-81.15612396422729,,0.2966666666666667,0.0594289780483936
877,25,6,0.2,-36.88598049578116,,0.2876666666666667,0.0468005680384138
428,100,3,0.01,-4.470633486317453,,0.7076666666666667,0.0197928844209036
490,100,3,0.1,-20.614923975239662,,0.697,0.0079556801380135
552,100,4,0.01,-11.163127979587726,,0.7096666666666667,0.0330749893764077
614,100,4,0.1,-12.13766082906188,,0.718,0.0475942725414316
691,100,5,0.05,-16.171144702457998,,0.7313333333333333,0.0312728374812382
753,100,5,0.2,-27.36167081917381,,0.7416666666666667,0.096880433769958
815,100,6,0.05,-81.15612396422729,,0.7406666666666667,0.0854259321205081
877,100,6,0.2,-36.88598049578116,,0.738,0.0716613892628278
429,25,3,0.01,-16.296502183721266,,0.271,0.03010613474171
491,25,3,0.1,-13.136520272342572,,0.2896666666666667,0.0061339945424161
553,25,4,0.01,-14.479569337189464,,0.274,0.0486519983896095
630,25,4,0.2,-3.558579726048665,,0.2876666666666667,0.0181583652866922
692,25,5,0.05,-29.278471998111137,,0.2663333333333333,0.0143544808025662
754,25,5,0.2,-4.946768816439207,,0.2973333333333333,0.0658741815390739
816,25,6,0.05,20.366556504039107,,0.3143333333333333,0.0753990508976041
878,25,6,0.2,-31.98985941612672,,0.291,0.0083748825473569
429,100,3,0.01,-16.296502183721266,,0.7013333333333334,-0.0100075296467352
491,100,3,0.1,-13.136520272342572,,0.7153333333333334,0.0444485693201676
553,100,4,0.01,-14.479569337189464,,0.703,0.0200768779575193
630,100,4,0.2,-3.558579726048665,,0.761,0.0199627393700788
692,100,5,0.05,-29.278471998111137,,0.733,0.0388114505821444
754,100,5,0.2,-4.946768816439207,,0.7443333333333333,0.0601547718649268
816,100,6,0.05,20.366556504039107,,0.7586666666666667,0.0611415844895823
878,100,6,0.2,-31.98985941612672,,0.7523333333333333,0.0875391144659994
421,25,3,0.01,-7.415704083686769,,0.2446666666666666,-0.0018877332041468
483,25,3,0.1,4.107036960514779,,0.277,0.0279832224543736
545,25,4,0.01,-25.421391317475663,,0.2683333333333333,0.0269652930659641
607,25,4,0.1,-12.183740340828578,,0.2746666666666666,0.004550271179741
669,25,5,0.01,-18.319930087521648,,0.2693333333333333,0.1113814253966032
731,25,5,0.1,-18.969061686030443,,0.2906666666666667,0.0561557823073864
793,25,6,0.01,-76.44652684559905,,0.2883333333333333,0.0552698830888053
870,25,6,0.2,-34.693294949412,,0.2913333333333333,0.0810316390293264
430,25,3,0.01,-16.842236690951605,,0.276,0.0212787491112134
492,25,3,0.1,0.3353985029380055,,0.2736666666666666,-0.010235725291693
554,25,4,0.01,-4.503402761482203,,0.2693333333333333,0.0470650427289932
631,25,4,0.2,9.496456875600702,,0.2886666666666667,0.0299020538576258
693,25,5,0.05,-16.703636368602854,,0.2796666666666667,0.0966185722379031
755,25,5,0.2,-34.37732560792047,,0.2776666666666667,0.0256392850197144
817,25,6,0.05,-12.910662028844692,,0.3076666666666666,0.0469020299289659
879,25,6,0.2,-34.01810499140309,,0.3103333333333333,0.0955665370644446
430,100,3,0.01,-16.842236690951605,,0.701,-0.0003702320221522
492,100,3,0.1,0.3353985029380055,,0.7363333333333333,0.0056771413835893
554,100,4,0.01,-4.503402761482203,,0.7143333333333334,0.0110452921914669
631,100,4,0.2,9.496456875600702,,0.7206666666666667,0.0661927378556769
693,100,5,0.05,-16.703636368602854,,0.7256666666666667,0.0406969625101762
755,100,5,0.2,-34.37732560792047,,0.72,0.0660730630911388
817,100,6,0.05,-12.910662028844692,,0.7346666666666667,0.0718741990991534
879,100,6,0.2,-34.01810499140309,,0.736,0.0681292699093727
431,25,3,0.01,14.164580864957042,,0.2536666666666666,-0.0771095474313264
493,25,3,0.1,33.209975825617065,,0.26,-0.0174360447684337
570,25,4,0.05,-1.0376935627011612,,0.2746666666666666,0.0420852054355871
632,25,4,0.2,-24.04856054825175,,0.2733333333333333,0.0137839038924915
694,25,5,0.05,54.88132514320018,,0.2863333333333333,0.1044788434253564
756,25,5,0.2,-36.6631065153695,,0.292,0.0813052674126443
818,25,6,0.05,-41.17873865452874,,0.2916666666666667,0.0404176897018412
880,25,6,0.2,76.14894406390464,,0.2873333333333333,0.0350057011087756
431,100,3,0.01,14.164580864957042,,0.677,0.0267124133780083
493,100,3,0.1,33.209975825617065,,0.687,0.0395428583713309
570,100,4,0.05,-1.0376935627011612,,0.713,0.0545962418671625
632,100,4,0.2,-24.04856054825175,,0.7403333333333333,0.0308239420092232
694,100,5,0.05,54.88132514320018,,0.734,0.0434418487887049
756,100,5,0.2,-36.6631065153695,,0.737,0.0054035132715003
818,100,6,0.05,-41.17873865452874,,0.7286666666666667,0.0358760893193791
880,100,6,0.2,76.14894406390464,,0.748,0.0483912622822062
432,25,3,0.01,-15.026763600360248,,0.27,-0.0608132733672291
494,25,3,0.1,-1.6689192913019415,,0.2663333333333333,0.0338316733132052
571,25,4,0.05,-39.90075492062513,,0.2696666666666666,0.0944251330500263
633,25,4,0.2,-15.94121826097334,,0.271,-0.0049011118995402
695,25,5,0.05,-28.646174109828085,,0.277,0.0379822354558597
757,25,5,0.2,-29.417968211109795,,0.2853333333333333,0.098953287463449
819,25,6,0.05,18.013705493536783,,0.2883333333333333,0.112291929359424
