instance,n_traj,dim,noise,ks_true,err,coverage,eval_dist,resp_skew,pair_contract,pair_n
427,100,3,0.01,-41.3525179488977,,0.701,0.0,-0.6678436447280023,-1.5546148146879075,2179.0
489,100,3,0.1,-5.530406551054341,,0.71,0.0,-0.4048997907432709,-1.4453078066148088,2377.0
551,100,4,0.01,-12.598162870506057,,0.7103333333333334,0.1114062604953175,-1.190958307549178,-1.499181813604695,1912.0
613,100,4,0.1,-22.6348913684337,,0.7306666666666667,0.0,-1.2531068218025776,-1.390156532862183,2277.0
690,100,5,0.05,19.46385767445848,,0.7306666666666667,0.4360057482061701,-1.4985197424732415,-1.4981338025960933,2540.0
752,100,5,0.2,-8.878799685305857,,0.7346666666666667,0.0,-1.200486595300878,-1.400825958584721,2458.0
814,100,6,0.05,-47.9480359713048,,0.7316666666666667,0.5407262904198197,-1.337106644079173,-1.2887341554566856,1761.0
876,100,6,0.2,-71.87814112792898,,0.748,0.0,-1.7212255902912847,-1.386057637576272,2381.0
428,25,3,0.01,-4.470633486317453,,0.273,0.1144314627778248,-1.274293676646577,-2.359823956696652,135.0
490,25,3,0.1,-20.614923975239662,,0.2603333333333333,0.2711720630771272,-0.8984346706559366,-1.7248531881829008,150.0
552,25,4,0.01,-11.163127979587726,,0.2666666666666666,0.2421042654202375,-1.3493573971655202,-1.788262404175006,186.0
614,25,4,0.1,-12.13766082906188,,0.2623333333333333,0.4401039738149438,-2.5518759666959823,-1.6954812236331764,211.0
691,25,5,0.05,-16.171144702457998,,0.2986666666666667,0.4282722467932442,-1.882756774829624,-1.389689759175767,114.0
753,25,5,0.2,-27.36167081917381,,0.291,0.0,-1.2468917458519986,-1.9968556884956736,249.0
815,25,6,0.05,-81.15612396422729,,0.2966666666666667,0.6094053541925873,-1.8211147498900064,-1.6643398873119406,217.0
877,25,6,0.2,-36.88598049578116,,0.2876666666666667,0.6961371659372908,-1.5619894734741266,-1.5350522149357582,232.0
428,100,3,0.01,-4.470633486317453,,0.7076666666666667,0.0,0.0253873708057755,-1.7111699257889152,2460.0
490,100,3,0.1,-20.614923975239662,,0.697,0.0,-0.2612597937803297,-1.3937069949720997,2112.0
552,100,4,0.01,-11.163127979587726,,0.7096666666666667,0.0,-1.4470317195711493,-1.343188272714379,2257.0
614,100,4,0.1,-12.13766082906188,,0.718,0.3951948439952563,-0.912757815678819,-1.4737204785916516,2065.0
691,100,5,0.05,-16.171144702457998,,0.7313333333333333,0.0,-1.1871088424847094,-1.3496177812454322,2380.0
