instance,graph,neighbor_scale,err,dim,noise,ks_true,s1,ent_t1,ent_t2,ent_t4,ent_t8,ent_t16,ent_t32
301,cak_40,1.3968818071835496,,2,0.01,24.29147882731491,0.0343492627143859,1.659016489982605,2.0858333110809326,2.4994759559631348,2.9222724437713623,3.391671895980835,3.956867933273315
301,cak_80,2.01149055042541,,2,0.01,24.29147882731491,0.0548179447650909,2.297964811325073,2.793532609939575,3.3292934894561768,3.959572553634644,4.683772087097168,5.375675201416016
301,cak_160,2.9135445231954336,,2,0.01,24.29147882731491,0.0829273462295532,2.9642837047576904,3.588309526443481,4.307971954345703,5.057708263397217,5.70224666595459,6.238990306854248
425,adaptive_k10,,,3,0.01,-6.077102370699984,0.3913110792636871,5.210297107696533,6.264475345611572,7.15552282333374,7.667121410369873,7.873779296875,7.960055828094482
425,adaptive_k25,,,3,0.01,-6.077102370699984,0.5436629056930542,6.235194683074951,7.138678073883057,7.657175540924072,7.870015144348144,7.959114074707031,7.988254070281982
425,adaptive_k50,,,3,0.01,-6.077102370699984,0.7182576656341553,6.970036506652832,7.571476936340332,7.8368754386901855,7.947091102600098,7.986036777496338,7.9902191162109375
425,cak_40,0.8293696519727677,,3,0.01,-6.077102370699984,0.0285972394049167,0.7944429516792297,1.1452505588531494,1.592719316482544,2.13582181930542,2.772690534591675,3.475776672363281
425,cak_80,1.0830045919307474,,3,0.01,-6.077102370699984,0.0704659670591354,1.6077617406845093,2.2595486640930176,3.0011775493621826,3.799187183380127,4.60798454284668,5.434467792510986
425,cak_160,1.4359546728145745,,3,0.01,-6.077102370699984,0.1356008052825927,2.5646121501922607,3.432456970214844,4.328315734863281,5.213653087615967,6.110573768615723,6.936108589172363
549,adaptive_k10,,,4,0.01,-11.171970873719408,0.8567541837692261,6.498990058898926,7.232572078704834,7.611805915832519,7.8602423667907715,7.982638835906982,7.995086669921875
549,adaptive_k25,,,4,0.01,-11.171970873719408,1.042428493499756,7.056050777435303,7.527156352996826,7.815792083740234,7.973657131195068,8.000585556030273,7.985745906829834
549,adaptive_k50,,,4,0.01,-11.171970873719408,1.155585527420044,7.333200931549072,7.709362983703613,7.931723117828369,8.003199577331543,7.992630958557129,7.985850811004639
549,cak_40,0.6143208917807025,,4,0.01,-11.171970873719408,0.0744588673114776,1.123317003250122,1.497498869895935,1.8644698858261108,2.197808265686035,2.508300304412842,2.8499317169189453
549,cak_80,0.7587201067638366,,4,0.01,-11.171970873719408,0.1250457614660263,1.60918128490448,2.050182819366455,2.4831576347351074,2.9682061672210693,3.621634721755981,4.5459818840026855
549,cak_160,0.9394952926259332,,4,0.01,-11.171970873719408,0.1800238192081451,2.157477140426636,2.760705709457397,3.493637561798096,4.458735942840576,5.625300407409668,6.690437316894531
673,adaptive_k10,,,5,0.01,-29.827358750792463,1.2301785945892334,7.139665126800537,7.599559307098389,7.850955963134766,7.978218078613281,7.997268199920654,7.976716041564941
673,adaptive_k25,,,5,0.01,-29.827358750792463,1.3476684093475342,7.4215922355651855,7.767241954803467,7.947919368743896,8.001177787780762,7.985459804534912,7.976971626281738
673,adaptive_k50,,,5,0.01,-29.827358750792463,1.449678659439087,7.592015266418457,7.870144844055176,7.989100933074951,7.997328281402588,7.985105991363525,7.983731746673584
673,cak_40,0.510728803210513,,5,0.01,-29.827358750792463,0.0180952511727809,0.2707969844341278,0.4507763385772705,0.7192385792732239,1.0926319360733032,1.586910843849182,2.2296483516693115
673,cak_80,0.604464815495408,,5,0.01,-29.827358750792463,0.0586047805845737,0.664609968662262,1.0667428970336914,1.6330231428146362,2.391184568405152,3.3542592525482178,4.476527214050293
673,cak_160,0.7213852040719972,,5,0.01,-29.827358750792463,0.1531642079353332,1.4255117177963257,2.203481674194336,3.214876890182495,4.410323143005371,5.623889446258545,6.5924882888793945
812,adaptive_k10,,,6,0.05,-45.10090508696406,1.5171774625778198,7.151455879211426,7.58465051651001,7.837687969207764,7.952754497528076,7.98006010055542,7.970117092132568
812,adaptive_k25,,,6,0.05,-45.10090508696406,1.6492973566055298,7.381176948547363,7.732650279998779,7.914093017578125,7.978707313537598,7.984033107757568,7.962709903717041
812,adaptive_k50,,,6,0.05,-45.10090508696406,1.756481051445007,7.525816440582275,7.820676326751709,7.9523024559021,7.989623546600342,7.982833862304687,7.960107326507568
812,cak_40,0.4472804322686027,,6,0.05,-45.10090508696406,0.0071315700188279,0.1878094524145126,0.297337144613266,0.4421624839305877,0.6209279298782349,0.8591127395629883,1.2133139371871948
812,cak_80,0.5177542419027312,,6,0.05,-45.10090508696406,0.032435480505228,0.431514024734497,0.6811373233795166,1.0308542251586914,1.528961420059204,2.248944044113159,3.22584080696106
812,cak_160,0.6033193171832837,,6,0.05,-45.10090508696406,0.1185643970966339,1.0050444602966309,1.5895599126815796,2.4131109714508057,3.499905824661255,4.736415386199951,5.849699020385742
310,adaptive_k10,,,2,0.01,-13.010242390174652,0.1144674941897392,3.909135580062866,4.67759370803833,5.421943664550781,6.133213520050049,6.818663120269775,7.376639842987059
310,adaptive_k25,,,2,0.01,-13.010242390174652,0.2156066000461578,5.077244758605957,5.735906600952148,6.410447120666504,7.054202556610107,7.531569004058838,7.808335781097412
310,adaptive_k50,,,2,0.01,-13.010242390174652,0.2924919128417969,5.701937198638916,6.418982028961182,7.082199096679688,7.554765224456787,7.820534706115723,7.944116115570068
310,cak_40,1.3888097784384303,,2,0.01,-13.010242390174652,0.0276845451444387,1.6580963134765625,2.098003387451172,2.558637857437134,3.0307905673980717,3.5588607788085938,4.198794364929199
310,cak_80,2.0037960085360464,,2,0.01,-13.010242390174652,0.0490495041012764,2.4111897945404053,2.950866460800171,3.521091938018799,4.183980464935303,4.905317783355713,5.597658634185791
