anchor,mix_ent,V,absorbed,dim,dataset,seed,ks_true
1599,0.6302824,1.1569958233367774,0.99999994,3,sphere,2,6.0
514,0.009160394,0.10242135987502439,1.0,3,sphere,2,6.0
605,1.0577475,1.179464415436317,1.0,3,sphere,2,6.0
1864,0.73193324,0.9079769890377083,1.0,3,sphere,2,6.0
297,0.11744326,0.40268533290877184,1.0,3,sphere,2,6.0
436,0.12102545,0.9254447452954195,1.0,3,sphere,2,6.0
759,0.16585684,0.9623769981825179,1.0,3,sphere,2,6.0
813,0.0027769415,0.3477029790257017,1.0,3,sphere,2,6.0
1880,0.773903,0.7175167170176571,1.0,3,sphere,2,6.0
180,0.70029354,0.6684228527529548,1.0000001,3,sphere,2,6.0
1435,0.6323061,0.7687690230273931,1.0,3,sphere,2,6.0
1929,0.9888996,1.0585665230610188,1.0000001,3,sphere,2,6.0
1113,0.13840209,0.7179342834721483,1.0,3,sphere,2,6.0
1363,0.18307121,0.6039225239439495,1.0,3,sphere,2,6.0
109,0.7956799,0.9966272505697266,1.0,3,sphere,2,6.0
659,0.20987149,0.7384616282832672,1.0,3,sphere,2,6.0
586,0.8772078,0.9087930130425936,1.0,3,sphere,2,6.0
1301,0.7713687,0.7201924053385438,1.0,3,sphere,2,6.0
782,0.72141063,0.8609209614881748,0.99999994,3,sphere,2,6.0
1602,0.6543596,1.0529341023495746,1.0,3,sphere,2,6.0
215,0.014642749,0.6417174005242826,1.0,3,sphere,2,6.0
1102,0.8038992,1.1462121543247006,1.0,3,sphere,2,6.0
544,0.33380228,0.8966114291430914,1.0,3,sphere,2,6.0
1737,0.013499154,0.27905965399365135,1.0,3,sphere,2,6.0
1958,0.61297286,0.4215266208977083,1.0,3,sphere,2,6.0
887,0.6969204,0.9447374925684133,1.0,3,sphere,2,6.0
1348,0.3157943,0.8607585812962252,1.0000001,3,sphere,2,6.0
1330,0.8018117,0.7894313240601072,1.0,3,sphere,2,6.0
1180,0.17103772,0.9471007551915877,1.0,3,sphere,2,6.0
1731,0.0015494836,0.12612415579173278,1.0,3,sphere,2,6.0
859,0.10678131,0.4204278238311453,1.0,3,sphere,2,6.0
841,0.7650136,0.5553762499493433,1.0000001,3,sphere,2,6.0
1260,0.2544867,0.8457834298540666,1.0,3,sphere,2,6.0
1487,0.336417,1.0908030858330307,1.0,3,sphere,2,6.0
398,0.94855696,1.2511795089539277,1.0,3,sphere,2,6.0
516,0.16817431,1.1736568429241916,1.0,3,sphere,2,6.0
374,0.48159254,0.9541164993945427,1.0,3,sphere,2,6.0
370,0.65538275,0.9679202118293058,0.99999994,3,sphere,2,6.0
1759,0.046827953,0.5847288963246307,1.0,3,sphere,3,6.0
1452,0.005907031,0.6393928084996285,1.0,3,sphere,3,6.0
78,0.14547758,0.913409732594302,1.0,3,sphere,3,6.0
945,0.01489691,0.17821585711702517,1.0,3,sphere,3,6.0
