n_trajectories,manifold,gamma,temperature,ks_hat_mean,ks_true,n_visited,err
500,6,0.9,1.0,-2.352876663208008,-9.759001738234947,2000,
500,6,0.9,2.0,-2.9320180416107178,-9.759001738234947,2000,
500,6,0.9,5.0,-3.705226182937622,-9.759001738234947,2000,
500,7,0.9,0.1,-0.5995028018951416,3.7116721280151084,2000,
500,7,0.9,0.3,-1.2360455989837646,3.7116721280151084,2000,
500,7,0.9,0.5,-1.6133337020874023,3.7116721280151084,2000,
500,7,0.9,1.0,-2.173811197280884,3.7116721280151084,2000,
500,7,0.9,2.0,-2.7687933444976807,3.7116721280151084,2000,
500,7,0.9,5.0,-3.5879945755004883,3.7116721280151084,2000,
500,8,0.9,0.1,-0.6395090222358704,-2.454811352493259,1999,
500,8,0.9,0.3,-1.3064466714859009,-2.454811352493259,1999,
500,8,0.9,0.5,-1.6928539276123047,-2.454811352493259,1999,
500,8,0.9,1.0,-2.2650628089904785,-2.454811352493259,1999,
500,8,0.9,2.0,-2.862658977508545,-2.454811352493259,1999,
500,8,0.9,5.0,-3.657595157623291,-2.454811352493259,1999,
500,9,0.9,0.1,-0.6297961473464966,-2.419456386418404,2000,
500,9,0.9,0.3,-1.3087949752807617,-2.419456386418404,2000,
500,9,0.9,0.5,-1.7040935754776,-2.419456386418404,2000,
500,9,0.9,1.0,-2.279430389404297,-2.419456386418404,2000,
500,9,0.9,2.0,-2.878784656524658,-2.419456386418404,2000,
500,9,0.9,5.0,-3.6776254177093506,-2.419456386418404,2000,
500,10,0.9,0.1,-0.6512740850448608,1.3828937942222883,1998,
500,10,0.9,0.3,-1.3190271854400635,1.3828937942222883,1998,
500,10,0.9,0.5,-1.702349066734314,1.3828937942222883,1998,
500,10,0.9,1.0,-2.2629895210266113,1.3828937942222883,1998,
500,10,0.9,2.0,-2.8536531925201416,1.3828937942222883,1998,
500,10,0.9,5.0,-3.6540184020996094,1.3828937942222883,1998,
500,11,0.9,0.1,-0.6104329228401184,-1.0868577918537068,1995,
500,11,0.9,0.3,-1.2709178924560547,-1.0868577918537068,1995,
500,11,0.9,0.5,-1.6611374616622925,-1.0868577918537068,1995,
500,11,0.9,1.0,-2.235909938812256,-1.0868577918537068,1995,
500,11,0.9,2.0,-2.8337244987487793,-1.0868577918537068,1995,
500,11,0.9,5.0,-3.638462781906128,-1.0868577918537068,1995,
500,12,0.9,0.1,-0.7052168846130371,-3.2611585548281483,1999,
500,12,0.9,0.3,-1.3865360021591187,-3.2611585548281483,1999,
500,12,0.9,0.5,-1.7705788612365723,-3.2611585548281483,1999,
500,12,0.9,1.0,-2.331411361694336,-3.2611585548281483,1999,
500,12,0.9,2.0,-2.917982816696167,-3.2611585548281483,1999,
500,12,0.9,5.0,-3.7024364471435547,-3.2611585548281483,1999,
500,13,0.9,0.1,-0.6759882569313049,8.128780451420226,2000,
500,13,0.9,0.3,-1.3309504985809326,8.128780451420226,2000,
500,13,0.9,0.5,-1.7117795944213867,8.128780451420226,2000,
500,13,0.9,1.0,-2.2784159183502197,8.128780451420226,2000,
500,13,0.9,2.0,-2.8741343021392822,8.128780451420226,2000,
500,13,0.9,5.0,-3.6720473766326904,8.128780451420226,2000,
500,14,0.9,0.1,-0.6657071709632874,-9.676442681847096,1999,
500,14,0.9,0.3,-1.348183274269104,-9.676442681847096,1999,
500,14,0.9,0.5,-1.7349859476089478,-9.676442681847096,1999,
500,14,0.9,1.0,-2.297152519226074,-9.676442681847096,1999,
500,14,0.9,2.0,-2.8836474418640137,-9.676442681847096,1999,
500,14,0.9,5.0,-3.676285982131958,-9.676442681847096,1999,
500,15,0.9,0.1,-0.691800057888031,-4.959495063988446,2000,
500,15,0.9,0.3,-1.3596620559692383,-4.959495063988446,2000,
500,15,0.9,0.5,-1.7374374866485596,-4.959495063988446,2000,
500,15,0.9,1.0,-2.288271188735962,-4.959495063988446,2000,
500,15,0.9,2.0,-2.865000009536743,-4.959495063988446,2000,
500,15,0.9,5.0,-3.649106502532959,-4.959495063988446,2000,
500,16,0.9,0.1,-0.6736534237861633,-5.872601916139336,2000,
500,16,0.9,0.3,-1.369025707244873,-5.872601916139336,2000,
500,16,0.9,0.5,-1.7622182369232178,-5.872601916139336,2000,
500,16,0.9,1.0,-2.3257358074188232,-5.872601916139336,2000,
500,16,0.9,2.0,-2.9128851890563965,-5.872601916139336,2000,
500,16,0.9,5.0,-3.7092695236206055,-5.872601916139336,2000,
500,17,0.9,0.1,-0.7175701856613159,-6.974039802853809,1999,
500,17,0.9,0.3,-1.3930028676986694,-6.974039802853809,1999,
500,17,0.9,0.5,-1.7707918882369995,-6.974039802853809,1999,
500,17,0.9,1.0,-2.3244035243988037,-6.974039802853809,1999,
500,17,0.9,2.0,-2.9035305976867676,-6.974039802853809,1999,
500,17,0.9,5.0,-3.679624319076538,-6.974039802853809,1999,
500,18,0.9,0.1,-0.6401531100273132,5.624116891875757,1999,
500,18,0.9,0.3,-1.2702523469924927,5.624116891875757,1999,
500,18,0.9,0.5,-1.6414709091186523,5.624116891875757,1999,
500,18,0.9,1.0,-2.200880527496338,5.624116891875757,1999,
500,18,0.9,2.0,-2.7920308113098145,5.624116891875757,1999,
500,18,0.9,5.0,-3.6000232696533203,5.624116891875757,1999,
500,19,0.9,0.1,-0.6053969264030457,8.114032980179669,1998,
500,19,0.9,0.3,-1.2379333972930908,8.114032980179669,1998,
500,19,0.9,0.5,-1.6139769554138184,8.114032980179669,1998,
500,19,0.9,1.0,-2.1820056438446045,8.114032980179669,1998,
500,19,0.9,2.0,-2.78725004196167,8.114032980179669,1998,
500,19,0.9,5.0,-3.6032283306121826,8.114032980179669,1998,
1000,0,0.9,0.1,-0.6461312174797058,-0.8196425268452683,2000,
1000,0,0.9,0.3,-1.2811533212661743,-0.8196425268452683,2000,
1000,0,0.9,0.5,-1.649584174156189,-0.8196425268452683,2000,
1000,0,0.9,1.0,-2.2049598693847656,-0.8196425268452683,2000,
1000,0,0.9,2.0,-2.799140214920044,-0.8196425268452683,2000,
1000,0,0.9,5.0,-3.6057538986206055,-0.8196425268452683,2000,
1000,1,0.9,0.1,-0.6556779742240906,0.985907040841777,2000,
1000,1,0.9,0.3,-1.3124767541885376,0.985907040841777,2000,
1000,1,0.9,0.5,-1.693261981010437,0.985907040841777,2000,
1000,1,0.9,1.0,-2.251265048980713,0.985907040841777,2000,
1000,1,0.9,2.0,-2.8342573642730713,0.985907040841777,2000,
1000,1,0.9,5.0,-3.624696731567383,0.985907040841777,2000,
1000,2,0.9,0.1,-0.6235222220420837,3.2549158116616614,2000,
1000,2,0.9,0.3,-1.2683188915252686,3.2549158116616614,2000,
1000,2,0.9,0.5,-1.6482248306274414,3.2549158116616614,2000,
1000,2,0.9,1.0,-2.2140088081359863,3.2549158116616614,2000,
1000,2,0.9,2.0,-2.8054256439208984,3.2549158116616614,2000,
1000,2,0.9,5.0,-3.602736711502075,3.2549158116616614,2000,
1000,3,0.9,0.1,-0.6421346664428711,-2.414158761165222,2000,
1000,3,0.9,0.3,-1.2927453517913818,-2.414158761165222,2000,
1000,3,0.9,0.5,-1.6709370613098145,-2.414158761165222,2000,
1000,3,0.9,1.0,-2.2362165451049805,-2.414158761165222,2000,
1000,3,0.9,2.0,-2.8280200958251953,-2.414158761165222,2000,
1000,3,0.9,5.0,-3.629065990447998,-2.414158761165222,2000,
1000,4,0.9,0.1,-0.7200198769569397,-11.758894814807261,2000,
1000,4,0.9,0.3,-1.3776781558990479,-11.758894814807261,2000,
1000,4,0.9,0.5,-1.7542691230773926,-11.758894814807261,2000,
1000,4,0.9,1.0,-2.3103837966918945,-11.758894814807261,2000,
1000,4,0.9,2.0,-2.887958526611328,-11.758894814807261,2000,
1000,4,0.9,5.0,-3.6596176624298096,-11.758894814807261,2000,
1000,5,0.9,0.1,-0.7195292711257935,-4.451101744112791,2000,
1000,5,0.9,0.3,-1.371624231338501,-4.451101744112791,2000,
1000,5,0.9,0.5,-1.7455757856369019,-4.451101744112791,2000,
1000,5,0.9,1.0,-2.3033642768859863,-4.451101744112791,2000,
1000,5,0.9,2.0,-2.8857901096343994,-4.451101744112791,2000,
1000,5,0.9,5.0,-3.6580615043640137,-4.451101744112791,2000,
1000,6,0.9,0.1,-0.7095245718955994,-9.759001738234947,2000,
1000,6,0.9,0.3,-1.3683031797409058,-9.759001738234947,2000,
1000,6,0.9,0.5,-1.7450422048568726,-9.759001738234947,2000,
1000,6,0.9,1.0,-2.301839828491211,-9.759001738234947,2000,
1000,6,0.9,2.0,-2.8808114528656006,-9.759001738234947,2000,
1000,6,0.9,5.0,-3.661189556121826,-9.759001738234947,2000,
1000,7,0.9,0.1,-0.6342806220054626,3.7116721280151084,2000,
1000,7,0.9,0.3,-1.2675033807754517,3.7116721280151084,2000,
1000,7,0.9,0.5,-1.6465189456939697,3.7116721280151084,2000,
1000,7,0.9,1.0,-2.21014404296875,3.7116721280151084,2000,
1000,7,0.9,2.0,-2.7982823848724365,3.7116721280151084,2000,
1000,7,0.9,5.0,-3.603231430053711,3.7116721280151084,2000,
1000,8,0.9,0.1,-0.6552304625511169,-2.454811352493259,2000,
1000,8,0.9,0.3,-1.3148497343063354,-2.454811352493259,2000,
1000,8,0.9,0.5,-1.696142554283142,-2.454811352493259,2000,
1000,8,0.9,1.0,-2.2608280181884766,-2.454811352493259,2000,
1000,8,0.9,2.0,-2.8516287803649902,-2.454811352493259,2000,
1000,8,0.9,5.0,-3.6403236389160156,-2.454811352493259,2000,
1000,9,0.9,0.1,-0.6230504512786865,-2.419456386418404,2000,
1000,9,0.9,0.3,-1.2884905338287354,-2.419456386418404,2000,
1000,9,0.9,0.5,-1.6758466958999634,-2.419456386418404,2000,
1000,9,0.9,1.0,-2.2458813190460205,-2.419456386418404,2000,
1000,9,0.9,2.0,-2.8418216705322266,-2.419456386418404,2000,
1000,9,0.9,5.0,-3.639401912689209,-2.419456386418404,2000,
1000,10,0.9,0.1,-0.6502863764762878,1.3828937942222883,2000,
1000,10,0.9,0.3,-1.3077627420425415,1.3828937942222883,2000,
1000,10,0.9,0.5,-1.688085913658142,1.3828937942222883,2000,
1000,10,0.9,1.0,-2.2452704906463623,1.3828937942222883,2000,
1000,10,0.9,2.0,-2.8312489986419678,1.3828937942222883,2000,
1000,10,0.9,5.0,-3.627000093460083,1.3828937942222883,2000,
1000,11,0.9,0.1,-0.6219109892845154,-1.0868577918537068,2000,
1000,11,0.9,0.3,-1.2747440338134766,-1.0868577918537068,2000,
1000,11,0.9,0.5,-1.6535683870315552,-1.0868577918537068,2000,
1000,11,0.9,1.0,-2.214679718017578,-1.0868577918537068,2000,
1000,11,0.9,2.0,-2.8059184551239014,-1.0868577918537068,2000,
1000,11,0.9,5.0,-3.6040279865264893,-1.0868577918537068,2000,
1000,12,0.9,0.1,-0.6666556596755981,-3.2611585548281483,2000,
1000,12,0.9,0.3,-1.3273975849151611,-3.2611585548281483,2000,
1000,12,0.9,0.5,-1.7119499444961548,-3.2611585548281483,2000,
1000,12,0.9,1.0,-2.277367353439331,-3.2611585548281483,2000,
1000,12,0.9,2.0,-2.8634979724884033,-3.2611585548281483,2000,
1000,12,0.9,5.0,-3.6485595703125,-3.2611585548281483,2000,
1000,13,0.9,0.1,-0.6238905191421509,8.128780451420226,2000,
1000,13,0.9,0.3,-1.2703783512115479,8.128780451420226,2000,
1000,13,0.9,0.5,-1.6506277322769165,8.128780451420226,2000,
1000,13,0.9,1.0,-2.2127652168273926,8.128780451420226,2000,
1000,13,0.9,2.0,-2.806386709213257,8.128780451420226,2000,
1000,13,0.9,5.0,-3.6132044792175293,8.128780451420226,2000,
1000,14,0.9,0.1,-0.6824274659156799,-9.676442681847096,2000,
1000,14,0.9,0.3,-1.3422292470932007,-9.676442681847096,2000,
1000,14,0.9,0.5,-1.7170414924621582,-9.676442681847096,2000,
1000,14,0.9,1.0,-2.2719428539276123,-9.676442681847096,2000,
1000,14,0.9,2.0,-2.855808973312378,-9.676442681847096,2000,
1000,14,0.9,5.0,-3.6449081897735596,-9.676442681847096,2000,
1000,15,0.9,0.1,-0.6957458257675171,-4.959495063988446,2000,
1000,15,0.9,0.3,-1.3585256338119507,-4.959495063988446,2000,
1000,15,0.9,0.5,-1.7331548929214478,-4.959495063988446,2000,
1000,15,0.9,1.0,-2.284085273742676,-4.959495063988446,2000,
1000,15,0.9,2.0,-2.86391019821167,-4.959495063988446,2000,
1000,15,0.9,5.0,-3.6458609104156494,-4.959495063988446,2000,
1000,16,0.9,0.1,-0.6984975337982178,-5.872601916139336,2000,
1000,16,0.9,0.3,-1.3733909130096436,-5.872601916139336,2000,
1000,16,0.9,0.5,-1.7581665515899658,-5.872601916139336,2000,
1000,16,0.9,1.0,-2.312472105026245,-5.872601916139336,2000,
1000,16,0.9,2.0,-2.8919453620910645,-5.872601916139336,2000,
1000,16,0.9,5.0,-3.6756834983825684,-5.872601916139336,2000,
1000,17,0.9,0.1,-0.6971384882926941,-6.974039802853809,2000,
1000,17,0.9,0.3,-1.3517735004425049,-6.974039802853809,2000,
1000,17,0.9,0.5,-1.7321604490280151,-6.974039802853809,2000,
1000,17,0.9,1.0,-2.2936763763427734,-6.974039802853809,2000,
1000,17,0.9,2.0,-2.8738272190093994,-6.974039802853809,2000,
1000,17,0.9,5.0,-3.6473093032836914,-6.974039802853809,2000,
1000,18,0.9,0.1,-0.6614559292793274,5.624116891875757,2000,
1000,18,0.9,0.3,-1.2964454889297485,5.624116891875757,2000,
1000,18,0.9,0.5,-1.6668682098388672,5.624116891875757,2000,
1000,18,0.9,1.0,-2.2198057174682617,5.624116891875757,2000,
1000,18,0.9,2.0,-2.802215814590454,5.624116891875757,2000,
1000,18,0.9,5.0,-3.598306179046631,5.624116891875757,2000,
1000,19,0.9,0.1,-0.6117557287216187,8.114032980179669,2000,
1000,19,0.9,0.3,-1.2420514822006226,8.114032980179669,2000,
1000,19,0.9,0.5,-1.6160424947738647,8.114032980179669,2000,
1000,19,0.9,1.0,-2.1783130168914795,8.114032980179669,2000,
1000,19,0.9,2.0,-2.7722384929656982,8.114032980179669,2000,
1000,19,0.9,5.0,-3.5730817317962646,8.114032980179669,2000,
