instance,dataset,err,name,dim,noise,m,shape,ks_true,n_points,kappa_plus,frac
37,sadspheres,,2-Sphere,2,0.0,,Sphere,2.0,2000,0.04935630405434996,0.0
101,sadspheres,,3-Plane,3,0.0,,Plane,0.0,2000,-0.014833339797524103,1.0
165,sadspheres,,4-Saddle,4,0.0,,Saddle,-16.0,2000,-0.00044680587849212083,1.0
229,sadspheres,,5-Sphere,5,0.0,,Sphere,2.0,2000,0.45254674110343296,0.0
293,sadspheres,,6-Plane,6,0.0,,Plane,0.0,2000,0.3748787921647033,1.0
402,colosseum,,d2-c1-n0.2-m12,2,0.2,12,,5.287646988969231,3000,-0.07427759638553953,0.0
541,colosseum,,d4-c1-n0.01-m1,4,0.01,1,,-0.03662322262358403,3000,-0.037673818649495996,0.2
665,colosseum,,d5-c1-n0.01-m5,5,0.01,5,,-44.1232350861954,3000,-0.10029104286705695,0.6625
789,colosseum,,d6-c1-n0.01-m9,6,0.01,9,,-43.329784414216405,3000,-0.22994643393363676,1.0
