instance,n_traj,traj_len,err,dim,noise,ks_true,coverage,tps,kappa_plus,frac,ent_cak_t2,ent_cak_t4,ent_cak_t8,frac_emp,ent_emp_t2,ent_emp_t4,ent_emp_t8,kappa_surp,frac_fb,ent_fb
421,40,400,,3,0.01,-7.415704083686769,0.963,5.55,-0.0216405413241496,0.65,5.501441478729248,6.535116672515869,7.299441814422607,0.175,3.047338485717773,3.942633390426636,4.896701335906982,0.103537678202352,0.65625,6.153121709823608
483,40,400,,3,0.1,4.107036960514779,0.95,5.63,0.1164723780773556,0.225,5.47429895401001,6.416600227355957,7.112648963928223,0.2758620689655172,2.752660751342773,4.064120769500732,5.292901515960693,-0.1348870960161157,0.140625,6.2222113609313965
545,40,400,,4,0.01,-25.421391317475663,0.966,5.53,-0.1080547328299923,0.0125,5.608984470367432,6.548915386199951,7.140103340148926,0.1886792452830188,3.2728309631347656,4.376281261444092,5.518553256988525,0.0573201562918387,0.0,6.241564631462097
607,40,400,,4,0.1,-12.183740340828578,0.971,5.51,-0.0656616231573329,0.525,5.549665927886963,6.556707859039307,7.217074871063232,0.303030303030303,2.965524435043335,4.452308177947998,5.875906467437744,-0.1228656079469108,0.59375,6.393883109092712
669,40,400,,5,0.01,-18.319930087521648,0.971,5.51,-0.2295826190788602,1.0,5.4685959815979,6.5865797996521,7.246842861175537,0.24,3.481550693511963,4.961332321166992,6.258853435516357,0.2479501316693863,0.328125,6.458718538284302
731,40,400,,5,0.1,-18.969061686030443,0.982,5.45,-0.1236566123160381,0.25,5.399196147918701,6.379815101623535,7.018002510070801,0.5142857142857142,3.27219557762146,5.052098751068115,6.308496952056885,0.1805634281049493,0.0562499999999999,6.374721050262451
793,40,400,,6,0.01,-76.44652684559905,0.973,5.5,0.0515385839539584,1.0,5.138441562652588,6.277094841003418,6.9668169021606445,0.5882352941176471,3.302121877670288,5.215062618255615,6.500125408172607,0.1810395981722411,0.2406249999999999,6.415630459785461
870,40,400,,6,0.2,-34.693294949412,0.973,5.5,-0.1784530559482291,1.0,5.054697513580322,6.228606224060059,7.054112434387207,0.5348837209302325,3.6960155963897705,5.535789489746094,6.761105537414551,0.3324434680857735,0.7156250000000001,6.38302481174469
761,40,400,,5,0.2,-3.4649771563151788,0.974,5.49,-0.2859073144373166,0.05,5.275006771087647,6.33723783493042,7.025068759918213,0.28,2.6974122524261475,4.366982936859131,5.973919868469238,0.2062590056473029,0.0,6.381253480911255
823,40,400,,6,0.05,-71.9194356359564,0.968,5.52,-0.0153619125808329,1.0,5.198041915893555,6.208755493164063,6.868022441864014,0.5116279069767442,3.433600664138794,5.315475463867188,6.558506965637207,0.2187600186672419,1.0,6.4066550731658936
513,40,1600,,3,0.2,-4.361976627914746,1.0,21.35,-0.2876440892623398,0.8875,5.776723384857178,6.647122383117676,7.264190673828125,0.5272727272727272,3.569417715072632,4.974273204803467,6.145923614501953,0.0229849156961615,0.553125,6.286018371582031
575,40,1600,,4,0.05,-31.28121797229592,1.0,21.35,-0.1852481267485323,0.55,5.799172401428223,6.754502773284912,7.342238903045654,0.6153846153846154,3.6205108165740967,5.183654308319092,6.441053867340088,0.0750406370736976,0.9375,6.455945372581482
762,10,1600,,5,0.2,-19.633812002494803,0.977,5.46,-0.5711952763499275,1.0,5.125220775604248,6.071515083312988,6.877976894378662,0.28,3.5353264808654785,4.958457946777344,6.120559215545654,0.2843452397712943,0.121875,6.209667682647705
824,10,1600,,6,0.05,-23.73030057471971,0.978,5.46,-0.7025902741047705,1.0,5.132113933563232,6.2953925132751465,7.083343029022217,0.5121951219512195,3.538740873336792,5.312013149261475,6.651564121246338,0.2367103559927249,0.3687499999999999,6.4628496170043945
452,40,400,,3,0.05,-8.503913817275507,0.963,5.55,-0.0462662551222551,0.25,5.6551618576049805,6.533041477203369,7.191592693328857,0.1363636363636363,2.413573980331421,3.749990940093994,5.003108978271484,-0.2251644006995334,0.3249999999999999,6.350941777229309
514,40,400,,3,0.2,-14.544124599425984,0.968,5.52,-0.0030536143826294,0.0125,5.595344066619873,6.439853191375732,7.0619049072265625,0.2647058823529412,3.0609395503997803,4.354472637176514,5.482381343841553,0.1075570121343424,0.4875,6.210234522819519
576,40,400,,4,0.05,1.5495180423592505,0.946,5.65,-0.0621076452894054,0.0625,5.367656230926514,6.464694499969482,7.181888580322266,0.4444444444444444,3.102775812149048,4.602404594421387,5.932658672332764,0.0207535477855681,1.0,6.407690167427063
638,40,400,,4,0.2,-22.997619759109075,0.969,5.52,-0.0842341666710272,0.0875,5.635036468505859,6.500692844390869,7.061273097991943,0.4146341463414634,3.3595330715179443,4.864593505859375,6.021276950836182,0.0515673362332107,0.125,6.227277755737305
700,40,400,,5,0.05,-62.894655678803616,0.962,5.56,0.0619356528238332,0.225,5.488831996917725,6.378305912017822,6.9400835037231445,0.5945945945945946,3.227349042892456,4.980693817138672,6.268942832946777,0.1672846177879893,1.0,6.383323431015015
762,40,400,,5,0.2,-19.633812002494803,0.978,5.47,-0.3749961340070278,1.0,5.143941879272461,6.084081172943115,6.882786750793457,0.1489361702127659,3.4714863300323486,4.828545570373535,5.972906589508057,0.0933188966347209,0.328125,6.151242017745972
824,40,400,,6,0.05,-23.73030057471971,0.976,5.48,-0.5960871392069589,1.0,5.136518478393555,6.300010681152344,7.08289098739624,0.5476190476190477,3.574394702911377,5.368634223937988,6.676892280578613,0.2517314426017955,0.8031250000000001,6.4120261669158936
576,40,1600,,4,0.05,1.5495180423592505,1.0,21.35,0.026720993724701,0.0125,5.489300727844238,6.557532787322998,7.232661724090576,0.396551724137931,3.616751909255981,4.946154594421387,6.171858310699463,0.0262117367247808,0.0,6.361628890037537
638,40,1600,,4,0.2,-22.997619759109075,1.0,21.35,0.0038211103936895,0.075,5.669290065765381,6.532906532287598,7.091488838195801,0.4363636363636363,3.804620504379273,5.278566837310791,6.2989349365234375,0.2153988022090517,0.009375,6.309687495231628
700,40,1600,,5,0.05,-62.894655678803616,1.0,21.35,0.0047547730239875,0.175,5.561246395111084,6.428416728973389,6.977416515350342,0.423728813559322,3.929760456085205,5.551620006561279,6.537930488586426,0.226270443977665,0.00625,6.515461802482605
421,40,1600,,3,0.01,-7.415704083686769,1.0,21.35,-0.1058395991831127,0.675,5.552815914154053,6.587591648101807,7.343047618865967,0.1578947368421052,3.477452039718628,4.489419460296631,5.465711116790772,0.1087140162504769,0.7218749999999999,6.193629026412964
452,40,1600,,3,0.05,-8.503913817275507,1.0,21.35,-0.2295548456070848,0.275,5.703584671020508,6.5836992263793945,7.242199897766113,0.2586206896551724,3.4184787273406982,4.386057376861572,5.334998607635498,-0.0487590284976092,0.121875,6.078741431236267
483,40,1600,,3,0.1,4.107036960514779,1.0,21.35,-0.0437765024316197,0.2125,5.51712703704834,6.457512855529785,7.159584999084473,0.2711864406779661,3.614393711090088,4.670867443084717,5.636630058288574,0.0701904516152356,0.0,6.103052496910095
514,40,1600,,3,0.2,-14.544124599425984,1.0,21.35,0.0652085721344998,0.0125,5.624178409576416,6.472586154937744,7.10040283203125,0.5636363636363636,3.613760709762573,4.865894317626953,5.893582820892334,0.1182220525058099,0.0,6.256043076515198
545,40,1600,,4,0.01,-25.421391317475663,1.0,21.35,-0.0481542584547231,0.0125,5.672030925750732,6.612473964691162,7.192782878875732,0.3220338983050847,3.5808029174804688,4.884583950042725,6.101242065429688,0.0656584409680741,0.0,6.347020387649536
607,40,1600,,4,0.1,-12.183740340828578,1.0,21.35,-0.1101631227068485,0.5125,5.586236953735352,6.59572172164917,7.254055976867676,0.6274509803921569,3.557722568511963,5.169578552246094,6.45382833480835,0.0277308661598034,0.540625,6.534918308258057
669,40,1600,,5,0.01,-18.319930087521648,1.0,21.35,-0.0141126576693023,1.0,5.497467517852783,6.625119209289551,7.289416790008545,0.6212121212121212,3.8504364490509033,5.614099025726318,6.889334201812744,0.1624446855813091,0.015625,6.64977502822876
731,40,1600,,5,0.1,-18.969061686030443,1.0,21.35,-0.1443023600545552,0.225,5.421868801116943,6.403958320617676,7.042693614959717,0.7857142857142857,3.898218870162964,5.563989162445068,6.60482931137085,0.1967999045833658,0.384375,6.398548364639282
793,40,1600,,6,0.01,-76.44652684559905,1.0,21.35,-0.3991365687267846,1.0,5.204650402069092,6.335682392120361,7.011156558990479,0.6349206349206349,4.173348903656006,5.973100185394287,6.924002170562744,0.1878607716665413,0.784375,6.502394914627075
870,40,1600,,6,0.2,-34.693294949412,1.0,21.35,-0.669064868679892,1.0,5.089257717132568,6.266157627105713,7.089410305023193,0.5135135135135135,4.264122009277344,5.979915142059326,7.069901466369629,0.3049510831105358,0.534375,6.598526239395142
763,10,1600,,5,0.2,-28.47551290508757,0.973,5.49,-0.3397348796184628,1.0,5.546303749084473,6.513904094696045,7.089682102203369,0.46875,2.948113918304444,4.814266204833984,6.303544044494629,0.2311691228921248,0.428125,6.350099325180054
840,10,1600,,6,0.1,-39.57480106909405,0.976,5.47,-0.4456767199875675,1.0,5.093133449554443,6.32893705368042,7.0958099365234375,0.6410256410256411,3.4457924365997314,5.359248638153076,6.749644756317139,0.2103949775393421,0.75,6.415851593017578
763,40,400,,5,0.2,-28.47551290508757,0.977,5.47,-0.1163693500313995,1.0,5.533394813537598,6.50991153717041,7.09316873550415,0.6052631578947368,3.262543201446533,5.139907836914063,6.495227336883545,0.1696200538635159,1.0,6.358601689338684
840,40,400,,6,0.1,-39.57480106909405,0.979,5.46,-0.6295109408385242,1.0,5.100567817687988,6.33724308013916,7.104329586029053,0.7142857142857143,3.486902952194214,5.434567451477051,6.746511936187744,0.204571154946086,0.8062499999999999,6.367716431617737
515,40,1600,,3,0.2,0.0089580823909294,1.0,21.35,-0.0944126308350936,0.2,5.461365699768066,6.36312198638916,7.039066314697266,0.2857142857142857,3.513176679611206,4.787507057189941,5.872359275817871,0.053878534153648,0.30625,6.2891000509262085
577,40,1600,,4,0.05,-4.587718319365236,1.0,21.35,0.0215926288254259,0.1,5.594252109527588,6.665124416351318,7.319979190826416,0.3518518518518518,3.457015991210937,4.779910564422607,6.104135990142822,-0.0196392101946778,1.0,6.459272503852844
764,10,1600,,5,0.2,19.863413883002544,0.973,5.49,0.559416189316801,0.0,5.277228832244873,6.205557823181152,6.801017284393311,0.3333333333333333,2.7650294303894043,4.459836006164551,5.978024959564209,0.1721320665006932,0.0,6.354380488395691
841,10,1600,,6,0.1,-28.27057085781108,0.975,5.47,0.0481481479739958,1.0,5.216334342956543,6.24306583404541,6.877919673919678,0.4390243902439024,3.5071053504943848,5.281093597412109,6.476758003234863,0.2759097811391462,1.0,6.30752420425415
764,40,400,,5,0.2,19.863413883002544,0.98,5.45,0.3050980121594183,0.0,5.30550479888916,6.236643314361572,6.827507972717285,0.5208333333333334,3.613821506500244,5.256083011627197,6.36920690536499,0.1874490671707321,0.0,6.36933434009552
841,40,400,,6,0.1,-28.27057085781108,0.977,5.47,0.0162234431329598,1.0,5.219940662384033,6.242510318756104,6.872451305389404,0.4857142857142857,3.377705335617065,5.215734481811523,6.388257026672363,0.3040574959085645,0.2281249999999999,6.306431531906128
578,40,1600,,4,0.05,-22.05882557409797,1.0,21.35,-0.2229267698699732,0.525,5.6506452560424805,6.662492275238037,7.304449558258057,0.2592592592592592,3.4684383869171143,4.756863594055176,6.011204719543457,0.1741034553254931,0.2875,6.338951230049133
640,40,1600,,4,0.2,32.54341939091398,1.0,21.35,-0.1163215142856051,0.0,5.281834125518799,6.192994117736816,6.823386669158936,0.4444444444444444,3.8384406566619873,5.272642612457275,6.258430004119873,0.2968602279502906,0.0,6.189620494842529
702,40,1600,,5,0.05,-8.094765280509788,1.0,21.35,-0.1072502361528271,0.1625,5.51339864730835,6.541386604309082,7.136910915374756,0.6885245901639344,3.945208787918091,5.686126708984375,6.796133518218994,0.2710055620200298,0.221875,6.598651170730591
422,10,50,,3,0.01,-10.734204673555151,0.117,1.45,0.61980782230843,0.0,3.1495492458343506,3.524442672729492,3.8164193630218506,0.3333333333333333,1.3296661376953125,1.721841812133789,2.0177793502807617,0.0486135366203152,0.140625,4.252533912658691
453,10,50,,3,0.05,16.800746756883633,0.108,1.58,0.027411903266401,0.0,3.4715702533721924,3.896994352340698,4.16742753982544,0.1818181818181818,1.3218756914138794,1.833928108215332,2.362616539001465,0.7983114760807118,0.2578125,4.169361233711243
484,10,50,,3,0.1,-9.95300009216142,0.124,1.37,0.3856025883431168,0.175,3.14870285987854,3.728626251220703,4.292172908782959,0.25,1.4138133525848389,2.0400824546813965,2.6993672847747803,0.0808894140127443,0.7604166666666667,4.436395406723023
515,10,50,,3,0.2,0.0089580823909294,0.122,1.39,0.2353880125429288,0.0,3.459717273712158,4.026230812072754,4.452323913574219,0.2857142857142857,1.0320837497711182,1.5105094909667969,2.0540246963500977,-0.3303543793480972,0.1666666666666666,4.594168663024902
546,10,50,,4,0.01,-35.825477386408664,0.121,1.41,0.4856589508254142,0.35,3.194435834884644,3.738372802734375,4.205921649932861,0.1666666666666666,1.2053706645965576,1.7973153591156006,2.451932907104492,-0.459169413785688,0.6197916666666666,4.347559809684753
577,10,50,,4,0.05,-4.587718319365236,0.115,1.48,0.7679029848730599,1.0,1.6032999753952026,2.0343358516693115,2.4997365474700928,0.1666666666666666,1.0397279262542725,1.4583523273468018,1.8399614095687864,0.0175685255276105,0.3020833333333333,4.258555293083191
608,10,50,,4,0.1,5.924945353387931,0.122,1.39,0.7852086061121626,0.85,2.4322006702423096,3.1692445278167725,3.8272273540496826,0.0,1.0397284030914309,1.407546043395996,1.8466720581054688,-0.0778656578581592,0.0677083333333333,4.331760406494141
639,10,50,,4,0.2,-57.772627160556176,0.12,1.42,0.5402317413975014,0.95,2.4347310066223145,3.0544064044952397,3.6210219860076895,0.1666666666666666,1.4726051092147827,1.927695870399475,2.319198608398437,-0.263653514552066,0.5125,4.341792106628418
670,10,50,,5,0.01,-44.4013504262728,0.131,1.3,0.8193545850425135,0.0,2.5278236865997314,3.3526673316955566,4.070432186126709,0.0,1.0214802026748655,1.818894624710083,2.6645636558532715,0.5663170760783377,0.7578125,4.356087923049927
701,10,50,,5,0.05,-12.478273660639108,0.126,1.35,0.8928560541820932,0.2625,1.744235277175903,2.2615346908569336,2.8709347248077397,0.2857142857142857,1.1199171543121338,1.3732926845550537,1.558045744895935,0.3252315105006992,0.5,4.354621052742004
732,10,50,,5,0.1,-36.76476047112881,0.122,1.39,0.3730867946537389,0.85,2.254859209060669,2.773686408996582,3.351804733276367,0.0,1.0320837497711182,1.352217674255371,1.69164776802063,-0.0139979660193747,0.6979166666666666,4.506140828132629
763,10,50,,5,0.2,-28.47551290508757,0.128,1.32,0.7686216277676419,0.5625,2.8763113021850586,3.682685613632202,4.265748500823975,0.0,1.0397286415100098,1.589679479598999,2.176256895065308,-0.2829070206487999,0.25,4.401565194129944
794,10,50,,6,0.01,-38.89536340245233,0.136,1.25,0.7940140301990432,1.0,1.852218508720398,2.4622795581817627,3.109243392944336,0.0,0.6277527213096619,0.974894881248474,1.489726424217224,0.24386573479322,0.5546875,4.672246932983398
840,10,50,,6,0.1,-39.57480106909405,0.119,1.43,0.5395982681676188,1.0,2.012202024459839,2.679551839828491,3.358372926712036,0.0,0.627751350402832,0.9024374485015868,1.1948668956756592,0.4794921369789343,0.3046875,4.610262870788574
871,10,50,,6,0.2,0.935435246704639,0.124,1.37,0.8414722808942157,1.0,2.553319215774536,3.2246015071868896,3.813877582550049,0.1538461538461538,1.5127623081207275,1.998399019241333,2.5559773445129395,-0.2288488531153594,0.465625,4.680546998977661
780,10,1600,,6,0.01,-45.54654777327077,0.979,5.45,-0.4034081296269477,1.0,5.142678737640381,6.2334303855896,6.948747158050537,0.5348837209302325,3.553485155105591,5.344475746154785,6.477424144744873,0.3155668958041532,0.003125,6.349299192428589
842,10,1600,,6,0.1,-70.57962561965199,0.977,5.46,-0.4367922458065534,1.0,5.2090678215026855,6.272221565246582,6.963658332824707,0.6,3.5374972820281982,5.367276668548584,6.585778713226318,0.2187520581990333,0.86875,6.3635547161102295
780,40,400,,6,0.01,-45.54654777327077,0.981,5.45,-0.1549332054775682,1.0,5.133499622344971,6.2345733642578125,6.958259582519531,0.6818181818181818,3.630518674850464,5.4160895347595215,6.593471050262451,0.3080265414861718,0.834375,6.322928309440613
842,40,400,,6,0.1,-70.57962561965199,0.98,5.46,-1.1388117770690336,1.0,5.200186729431152,6.261165142059326,6.959388732910156,0.3478260869565217,3.506725788116455,5.212556838989258,6.503261089324951,0.2078831600855463,0.19375,6.354205250740051
517,40,1600,,3,0.2,-2.043394187053898,1.0,21.35,-0.077709943275872,0.2375,5.625602722167969,6.558760166168213,7.191868782043457,0.3508771929824561,3.559553861618042,4.803715229034424,5.902230739593506,0.0549196239934968,0.434375,6.288974404335022
579,40,1600,,4,0.05,-12.708320135998806,1.0,21.35,-0.2684528546228094,0.4875,5.63572883605957,6.651817321777344,7.295749664306641,0.4821428571428571,3.624598741531372,5.1352858543396,6.380147457122803,0.0449741705696077,0.775,6.414662718772888
