instance,dataset,err,name,dim,noise,m,shape,ks_true,n_points,kappa_plus,frac
28,sadspheres,,2-Sphere,2,0.0,,Sphere,2.0,2000,0.05636705681868917,0.0
92,sadspheres,,3-Plane,3,0.0,,Plane,0.0,2000,-0.06726755235932938,1.0
156,sadspheres,,4-Saddle,4,0.0,,Saddle,-16.0,2000,0.05515406044983373,1.0
220,sadspheres,,5-Sphere,5,0.0,,Sphere,2.0,2000,0.4532515348986221,0.0
284,sadspheres,,6-Plane,6,0.0,,Plane,0.0,2000,0.472961895002726,1.0
393,colosseum,,d2-c1-n0.2-m3,2,0.2,3,,-10.420195506771478,3000,0.024724965427539047,0.1125
517,colosseum,,d3-c1-n0.2-m7,3,0.2,7,,-2.043394187053898,3000,-0.07770994327587209,0.2375
641,colosseum,,d4-c1-n0.2-m11,4,0.2,11,,-16.067167115072312,3000,-0.05744597717416876,0.3
780,colosseum,,d6-c1-n0.01-m0,6,0.01,0,,-45.546547773270774,3000,-0.4603284422733769,1.0
