n_points,dim,rep,err,kappa_plus,frac
2000,2,23,,-0.023113132774585515,0.0
2000,3,25,,0.008842717267795563,1.0
2000,4,27,,0.20011084668249174,1.0
2000,5,29,,0.26899486413224005,1.0
3000,2,1,,-0.021750666154279258,0.0
3000,3,3,,-0.16560861965342172,0.9625
3000,4,5,,-0.08108184440582898,0.9625
3000,5,7,,0.2150597941317538,1.0
3000,6,9,,0.23268316561317118,1.0
