n_points,dim,rep,err,kappa_plus,frac
2000,3,1,,-0.048642932342063724,1.0
2000,4,3,,0.24173252055101663,0.975
2000,5,5,,0.3363374030092981,1.0
2000,6,7,,0.429294180863384,1.0
3000,2,9,,-0.00620347758700715,0.0
3000,3,11,,-0.09658659296161481,0.9625
3000,4,13,,-0.1898461635685666,0.9625
3000,5,15,,0.16488180152278978,1.0
3000,6,17,,0.28960368777994916,1.0
