instance,dim,noise,ks_true,err,mix_ent,mix_ent_all,V_anchor,n_goals
812,6,0.05,-45.10090508696406,,0.3987329304218292,0.5440995097160339,2.84019011096701,12
515,3,0.2,0.0089580823909294,,0.1239206790924072,0.4520599246025085,2.04204544405106,12
639,4,0.2,-57.772627160556176,,1.256437063217163,1.1004551649093628,2.3044919288088144,12
763,5,0.2,-28.47551290508757,,0.851563036441803,1.087323784828186,3.298433204882458,12
516,3,0.2,-35.603562663735204,,0.2321422100067138,0.3910259306430816,2.2465626928018674,12
640,4,0.2,32.54341939091398,,0.2472831755876541,1.2181951999664309,3.432579987500958,12
764,5,0.2,19.863413883002544,,0.585547924041748,0.8802722692489624,4.277896771318723,12
517,3,0.2,-2.043394187053898,,0.9037096500396729,0.7209383845329285,2.20340303326426,12
641,4,0.2,-16.067167115072312,,0.7342778444290161,0.6829198002815247,2.2793731222544498,12
780,6,0.01,-45.54654777327077,,0.8751092553138733,1.0767980813980105,3.3733482449488266,12
518,3,0.2,6.008144855297212,,0.8462110161781311,0.5813674926757812,2.5023701025584737,12
642,4,0.2,-15.484538294325528,,1.0552961826324463,0.9042364954948424,1.9368738940582828,12
781,6,0.01,2.310630032127137,,0.912787139415741,1.1096522808074951,3.8440622967194873,12
519,3,0.2,2.771940661275317,,0.538189172744751,0.5782997012138367,2.029344395994924,12
643,4,0.2,6.224275918490596,,0.8992640972137451,0.8428636789321899,2.3029352139443944,12
782,6,0.01,-86.42381835431243,,1.2360492944717407,1.0287107229232788,4.646745001475152,12
520,3,0.2,2.0196605728685517,,0.7397009134292603,0.6157940626144409,1.693817687640864,12
644,4,0.2,53.48846762686056,,0.826065182685852,0.7428062558174133,2.5605987390773564,12
783,6,0.01,-42.99969305482514,,0.1168523877859115,0.3266481161117553,3.6557673581490895,12
521,3,0.2,-2.5949241501049283,,1.2514142990112305,1.0641719102859497,1.774866828424259,12
660,5,0.01,1.9053751696081136,,0.5347132086753845,0.7463547587394714,2.584092006864779,12
784,6,0.01,-71.27016179316198,,1.2012730836868286,1.146623969078064,3.731278840601232,12
522,3,0.2,-18.867196080469053,,0.2627004384994507,0.3441701829433441,1.8885790066417851,12
661,5,0.01,2.5245450099361197,,0.6067746877670288,0.5543500781059265,3.117431414889697,12
785,6,0.01,-25.903753117337263,,0.7373759150505066,0.7557476162910461,3.110608640460016,12
523,3,0.2,-9.60260942351796,,0.6385942697525024,0.7657724022865295,1.9459874958800143,12
662,5,0.01,-1.454894501301056,,0.6917691230773926,0.9968795776367188,3.814491836421127,12
786,6,0.01,19.57578791881146,,1.0276401042938232,0.9183557629585266,2.991238973904959,12
524,3,0.2,-10.794922538515332,,0.2838848233222961,0.5279971361160278,1.749040901418625,12
663,5,0.01,2.1789181931808583,,0.6720039248466492,0.5872271656990051,3.2019283121225968,12
787,6,0.01,-45.17999519324027,,1.082435131072998,1.131763219833374,4.318663473623703,12
426,3,0.01,-3.8235642778157457,,0.4910717606544494,0.3724993467330932,1.863902322631526,12
550,4,0.01,78.43052538097425,,1.2546896934509275,1.3896048069000244,4.041688169191412,12
674,5,0.01,-25.2216018569094,,0.573266863822937,0.6731517314910889,3.2629435598603425,12
813,6,0.05,-23.29512109554493,,1.2138044834136963,1.0614521503448486,3.2737015613199483,12
540,4,0.01,0.8640063178340975,,0.3395515084266662,0.4291010797023773,1.9327427081017892,12
664,5,0.01,-20.746348774718008,,0.5161871910095215,0.724625289440155,3.222429567445344,12
788,6,0.01,27.82760591019963,,0.253612220287323,0.9185084104537964,4.098668282424017,12
541,4,0.01,-0.036623222623584,,0.2181502878665924,0.5854361057281494,2.949459351698535,12
665,5,0.01,-44.1232350861954,,0.782059907913208,0.5307664275169373,2.967104410235472,12
789,6,0.01,-43.329784414216405,,0.895587682723999,0.8715410232543945,3.9399073520399295,12
542,4,0.01,22.442617233270976,,0.1757918000221252,1.1884572505950928,2.7777545676561552,12
666,5,0.01,-37.70430429832168,,0.7188499569892883,0.6522459983825684,2.894071929229983,12
790,6,0.01,-54.921670100446896,,1.2654876708984375,1.0437853336334229,5.650036538941492,12
543,4,0.01,5.992532678039441,,1.048574924468994,1.0274512767791748,3.0209409430099985,12
667,5,0.01,-13.523752961154,,0.7312538623809814,0.9652309417724608,3.694518254853517,12
791,6,0.01,13.844805645269425,,0.5666530728340149,0.6927248239517212,3.7755540235345553,12
427,3,0.01,-41.3525179488977,,0.6615014672279358,0.5427988767623901,2.6896548710469554,12
551,4,0.01,-12.598162870506057,,0.8304022550582886,0.7320696711540222,2.694969860110135,12
690,5,0.05,19.46385767445848,,1.1177046298980713,1.236769676208496,3.765739709314936,12
814,6,0.05,-47.9480359713048,,1.025376558303833,0.894456684589386,4.198883543620729,12
428,3,0.01,-4.470633486317453,,0.6891747713088989,0.4904985427856445,1.498283259464906,12
552,4,0.01,-11.163127979587726,,0.9538288116455078,0.7417594790458679,2.2430157809556484,12
691,5,0.05,-16.171144702457998,,0.1435942500829696,0.646442711353302,3.321303604942053,12
815,6,0.05,-81.15612396422729,,1.1501386165618896,1.009314775466919,5.246335596850399,12
429,3,0.01,-16.296502183721266,,0.7099661231040955,0.6525822877883911,3.3991331492514134,12
553,4,0.01,-14.479569337189464,,0.6347609758377075,0.5210856199264526,4.077584254103954,12
692,5,0.05,-29.278471998111137,,0.3890464305877685,0.8107279539108276,3.82225828735171,12
816,6,0.05,20.366556504039107,,1.236793041229248,1.3123191595077517,6.372826001175905,12
