n_points,dim,rep,err,kappa_plus,frac
2000,2,16,,0.016922391721422,0.0
2000,3,18,,0.07044086501628562,1.0
2000,4,20,,0.15400911001400688,0.9625
2000,5,22,,0.33507627645597626,1.0
2000,6,24,,0.46367628422872786,1.0
3000,2,26,,0.04047888228686569,0.0
3000,3,28,,-0.19906793537135653,0.85
3000,5,0,,0.06824681105360392,1.0
3000,6,2,,0.22796787600177448,1.0
