instance,dataset,err,name,dim,noise,m,shape,ks_true,n_points,kappa_plus,frac
60,sadspheres,,3-Saddle,3,0.0,,Saddle,-8.0,2000,-0.07326227124888497,1.0
124,sadspheres,,4-Sphere,4,0.0,,Sphere,2.0,2000,0.3907606660520265,0.0
188,sadspheres,,5-Plane,5,0.0,,Plane,0.0,2000,0.27518809399033745,1.0
252,sadspheres,,6-Saddle,6,0.0,,Saddle,-24.0,2000,0.4518398841093969,1.0
331,colosseum,,d2-c1-n0.05-m1,2,0.05,1,,0.7737598105819261,3000,0.028640885959948514,0.0
455,colosseum,,d3-c1-n0.05-m5,3,0.05,5,,0.10381201133342932,3000,-0.0826036165711968,0.4625
579,colosseum,,d4-c1-n0.05-m9,4,0.05,9,,-12.708320135998806,3000,-0.26845285462280943,0.4875
703,colosseum,,d5-c1-n0.05-m13,5,0.05,13,,6.3932786146544505,3000,-0.12611882668179164,0.0375
842,colosseum,,d6-c1-n0.1-m2,6,0.1,2,,-70.57962561965199,3000,-0.6598165542313392,1.0
