n_points,dim,rep,err,kappa_plus,frac
2000,2,9,,-0.019968334558268047,0.0
2000,3,11,,0.017489073691486112,1.0
2000,4,13,,0.18014721709466097,0.95
2000,5,15,,0.3070715727415103,1.0
2000,6,17,,0.4513157649518359,1.0
3000,2,19,,-0.019054804929899957,0.0
3000,3,21,,-0.12497996002017994,0.9375
3000,4,23,,-0.028236521681231905,0.9125
3000,5,25,,0.16040066340606762,1.0
3000,6,27,,0.32557165825492124,1.0
