instance,dataset,err,name,dim,noise,m,shape,ks_true,n_points,kappa_plus,frac,ent,t_ent,mu_k,sd_k,mu_f,sd_f,mu_e,sd_e,z_plus,z_frac,z_ent,S_diff,c_off,K_cal,S3,K_gated,S_sel,kappa_only,frac_only,ent_only
266,sadspheres,,6-Plane,6,0.0,,Plane,0.0,2000,0.4625157554603072,1.0,7.402587890625,1,0.4403097779431379,0.03220084053120525,1.0,0.001,7.411487770080567,0.017972432815363915,0.6896086298011348,0.0,0.4951961455078264,0.6896086298011348,-3.4741812645000856,3.9693774100079118,1.1848047753089612,3.9693774100079118,0.0,0.6896086298011348,-0.0,0.4951961455078264
360,colosseum,,d2-c1-n0.1-m0,2,0.1,0.0,,-0.2773082867850632,3000,0.0223873717248509,0.0,5.923343181610107,3,0.00745966836540488,0.029911808688745024,0.0175,0.07424911470504386,6.107825676600139,0.06548721937029274,0.49905719559723244,-0.2356930458971681,2.81707632060064,0.7347502414944005,17.84854427726374,-15.031467956663102,3.5518265620950404,-15.031467956663102,0.0,0.49905719559723244,0.2356930458971681,2.81707632060064
484,colosseum,,d3-c1-n0.1-m4,3,0.1,4.0,,-9.95300009216142,3000,-0.0757941118917779,0.725,5.7433180809021,1,-0.13339043664545883,0.05156161832448258,0.9383333333333332,0.051688445539586986,5.066208426157633,0.13114770066697495,1.1170387320122754,-4.1272924946049345,-5.162954831086666,5.24433122661721,-8.572943850824748,3.4099890197380818,0.08137639553054399,3.4099890197380818,1.1170387320122754,1.1170387320122754,4.1272924946049345,-5.162954831086666
608,colosseum,,d4-c1-n0.1-m8,4,0.1,8.0,,5.924945353387931,3000,-0.1616198393091995,0.0625,6.487552642822266,1,-0.09327934569536739,0.10507114599649368,0.98125,0.029680409770384428,6.558955891927083,0.10374396549364048,-0.6504211309935906,-30.954761309149543,0.6882641198942293,30.304340178155954,-4.153213011016678,4.841477130910907,30.992604298050182,4.841477130910907,0.0,-0.6504211309935906,30.954761309149543,0.6882641198942293
732,colosseum,,d5-c1-n0.1-m12,5,0.1,12.0,,-36.76476047112881,3000,-0.2278407930161043,1.0,7.182549953460693,1,0.15121377023799723,0.061370690979241846,1.0,0.001,7.499305057525635,0.034443214345206905,-6.176475402278162,0.0,9.19644435302307,-6.176475402278162,8.215329936481377,0.9811144165416934,3.019968950744908,-0.9811144165416934,0.0,-6.176475402278162,-0.0,9.19644435302307
871,colosseum,,d6-c1-n0.2-m1,6,0.2,1.0,,0.935435246704639,3000,0.2646593838368202,1.0,7.304091930389404,1,0.2241901802541967,0.07050366417352924,1.0,0.001,7.769206523895264,0.018084087986785728,0.5740014232879791,0.0,25.719549354422767,0.5740014232879791,27.691041503086346,-1.9714921486635788,26.293550777710745,-1.9714921486635788,0.0,0.5740014232879791,-0.0,25.719549354422767
11,sadspheres,,2-Plane,2,0.0,,Plane,0.0,2000,0.0209002949665467,0.0,5.6064229011535645,5,-0.005977246090684373,0.02826436714094643,0.004166666666666667,0.016522363806281668,5.660355265935262,0.08926540042406504,0.9509337648778886,-0.2521834475695623,0.604179945706693,1.203117212447451,-1.2713470918351053,1.8755270375417983,1.807297158154144,1.8755270375417983,0.0,0.9509337648778886,0.2521834475695623,0.604179945706693
75,sadspheres,,3-Saddle,3,0.0,,Saddle,-8.0,2000,-0.0827928564215942,1.0,5.407937526702881,1,-0.01156080209928355,0.03955325840848126,0.995,0.010170952554312156,5.097828801472982,0.12915953654581017,-1.8009149483127447,0.49159604012508795,-2.400974279742091,-2.2925109884378325,-1.3577360417348654,-1.0432382380072256,-4.6934852681799235,-1.0432382380072256,0.0,-1.8009149483127447,-0.49159604012508795,-2.400974279742091
139,sadspheres,,4-Sphere,4,0.0,,Sphere,2.0,2000,0.3393597854017122,0.0,6.063857078552246,1,0.10307559745691662,0.0729677896994548,0.9845833333333334,0.019332429130659076,6.539523998896281,0.08017770116711977,3.238198510850069,-50.92910604658025,5.932658500055653,54.16730455743032,3.4214661598231677,2.511192340232485,60.09996305748597,2.511192340232485,3.238198510850069,3.238198510850069,50.92910604658025,5.932658500055653
203,sadspheres,,5-Plane,5,0.0,,Plane,0.0,2000,0.2925073918248529,1.0,7.223620891571045,1,0.2888645288180819,0.036398824889933575,1.0,0.001,7.24161589940389,0.030860609135372682,0.10008188500004271,0.0,0.5831060480338816,0.10008188500004271,0.44206639580325935,0.1410396522306222,0.6831879330339242,0.1410396522306222,0.0,0.10008188500004271,-0.0,0.5831060480338816
