instance,dataset,err,name,dim,noise,m,shape,ks_true,n_points,kappa_plus,frac,ent,t_ent
29,sadspheres,,2-Plane,2,0.0,,Plane,0.0,2000,0.0316972655347469,0.0125,5.658939361572266,5
93,sadspheres,,3-Saddle,3,0.0,,Saddle,-8.0,2000,-0.04311290972505853,1.0,5.501308441162109,1
157,sadspheres,,4-Sphere,4,0.0,,Sphere,2.0,2000,0.3608900044744655,0.0,5.855617046356201,1
221,sadspheres,,5-Plane,5,0.0,,Plane,0.0,2000,0.32157012856040634,1.0,7.242814540863037,1
285,sadspheres,,6-Saddle,6,0.0,,Saddle,-24.0,2000,0.4699206632434207,1.0,7.467602729797363,1
394,colosseum,,d2-c1-n0.2-m4,2,0.2,4,,-2.1599274912863997,3000,-0.036097091679036894,0.225,4.993063449859619,1
518,colosseum,,d3-c1-n0.2-m8,3,0.2,8,,6.008144855297212,3000,0.07182726652933993,0.1375,5.893504619598389,1
642,colosseum,,d4-c1-n0.2-m12,4,0.2,12,,-15.484538294325528,3000,-0.19342604109268502,1.0,6.841207981109619,1
781,colosseum,,d6-c1-n0.01-m1,6,0.01,1,,2.310630032127137,3000,-0.6785707338258699,0.9625,7.369412899017334,1
