n_points,dim,rep,err,kappa_plus,frac
2000,2,17,,-0.013144415906747559,0.0
2000,3,19,,0.016448670128405743,1.0
2000,4,21,,0.07346897440122481,0.9875
2000,5,23,,0.34134095626889605,1.0
2000,6,25,,0.4155626165856128,1.0
3000,2,27,,0.01550771163903944,0.0
3000,3,29,,-0.12252811550997822,0.95
3000,5,1,,0.09847208225778253,1.0
3000,6,3,,0.15573954779500876,1.0
