n_points,dim,rep,err,kappa_plus,frac
2000,2,7,,-0.0025169476077067376,0.025
2000,3,9,,-0.04314217013371692,1.0
2000,4,11,,0.0012115956877171846,1.0
2000,5,13,,0.30904826131690266,1.0
2000,6,15,,0.3942193587978834,1.0
3000,2,17,,0.0024064455794728795,0.0
3000,3,19,,-0.17471538545301316,0.8375
3000,4,21,,-0.08605909179499686,1.0
3000,5,23,,0.028409363767897072,1.0
3000,6,25,,0.2886016988131788,1.0
