instance,err,name,dim,noise,m,ks_true,frac_t8_origin,frac_t8_mean,frac_t16_origin,frac_t16_mean
662,,d5-c1-n0.01-m2,5,0.01,2,-1.454894501301056,-0.0625,-0.075,-0.125,-0.225
664,,d5-c1-n0.01-m4,5,0.01,4,-20.746348774718008,-0.0625,-0.025,-0.0625,-0.0375
666,,d5-c1-n0.01-m6,5,0.01,6,-37.70430429832168,-0.25,-0.15,-1.0,-1.0
668,,d5-c1-n0.01-m8,5,0.01,8,-28.42240351450837,-0.4375,-0.3625,-1.0,-1.0
670,,d5-c1-n0.01-m10,5,0.01,10,-44.4013504262728,-0.0,-0.0125,-0.4375,-0.5375
672,,d5-c1-n0.01-m12,5,0.01,12,4.810311591502766,-0.0,-0.0125,-0.0,-0.0125
674,,d5-c1-n0.01-m14,5,0.01,14,-25.2216018569094,-0.1875,-0.1375,-0.3125,-0.3625
691,,d5-c1-n0.05-m1,5,0.05,1,-16.171144702457998,-0.1875,-0.1625,-1.0,-1.0
693,,d5-c1-n0.05-m3,5,0.05,3,-16.703636368602854,-1.0,-0.9625,-1.0,-1.0
695,,d5-c1-n0.05-m5,5,0.05,5,-28.646174109828085,-0.4375,-0.375,-1.0,-1.0
697,,d5-c1-n0.05-m7,5,0.05,7,-19.7446786444012,-1.0,-0.75,-1.0,-1.0
699,,d5-c1-n0.05-m9,5,0.05,9,-33.03765356029634,-0.0625,-0.025,-0.25,-0.375
701,,d5-c1-n0.05-m11,5,0.05,11,-12.478273660639108,-0.0,-0.05,-0.0,-0.05
703,,d5-c1-n0.05-m13,5,0.05,13,6.3932786146544505,-0.0625,-0.025,-0.0625,-0.0375
720,,d5-c1-n0.1-m0,5,0.1,0,9.58742063848517,-0.0,-0.0125,-0.0,-0.0
722,,d5-c1-n0.1-m2,5,0.1,2,-51.81568753840308,-0.625,-0.425,-1.0,-1.0
724,,d5-c1-n0.1-m4,5,0.1,4,-53.95304602005903,-0.0625,-0.1125,-0.25,-0.3
726,,d5-c1-n0.1-m6,5,0.1,6,-27.36501286887357,-0.125,-0.15,-1.0,-1.0
728,,d5-c1-n0.1-m8,5,0.1,8,-86.78332400296945,-0.0625,-0.0625,-1.0,-0.9
730,,d5-c1-n0.1-m10,5,0.1,10,-67.17285898139227,-0.0,-0.1,-0.9375,-0.7125
732,,d5-c1-n0.1-m12,5,0.1,12,-36.76476047112881,-0.1875,-0.1125,-1.0,-1.0
734,,d5-c1-n0.1-m14,5,0.1,14,19.805718872836444,-0.0625,-0.0125,-0.1875,-0.2
751,,d5-c1-n0.2-m1,5,0.2,1,-19.136262533696787,-1.0,-1.0,-1.0,-1.0
753,,d5-c1-n0.2-m3,5,0.2,3,-27.36167081917381,-0.9375,-0.85,-1.0,-1.0
755,,d5-c1-n0.2-m5,5,0.2,5,-34.37732560792047,-1.0,-1.0,-1.0,-1.0
757,,d5-c1-n0.2-m7,5,0.2,7,-29.417968211109795,-1.0,-0.925,-1.0,-1.0
759,,d5-c1-n0.2-m9,5,0.2,9,-18.93721874462364,-0.0,-0.0375,-0.1875,-0.1
761,,d5-c1-n0.2-m11,5,0.2,11,-3.4649771563151788,-0.0625,-0.0375,-0.0625,-0.075
763,,d5-c1-n0.2-m13,5,0.2,13,-28.47551290508757,-0.0625,-0.025,-1.0,-1.0
780,,d6-c1-n0.01-m0,6,0.01,0,-45.54654777327077,-0.1875,-0.1875,-1.0,-1.0
782,,d6-c1-n0.01-m2,6,0.01,2,-86.42381835431243,-0.3125,-0.2875,-1.0,-1.0
784,,d6-c1-n0.01-m4,6,0.01,4,-71.27016179316198,-0.625,-0.5375,-1.0,-1.0
786,,d6-c1-n0.01-m6,6,0.01,6,19.57578791881146,-0.0,-0.025,-0.0625,-0.15
788,,d6-c1-n0.01-m8,6,0.01,8,27.82760591019963,-0.0,-0.0,-0.0,-0.0125
790,,d6-c1-n0.01-m10,6,0.01,10,-54.921670100446896,-0.0,-0.0125,-0.5625,-0.275
792,,d6-c1-n0.01-m12,6,0.01,12,-38.33381100352402,-0.6875,-0.675,-1.0,-1.0
794,,d6-c1-n0.01-m14,6,0.01,14,-38.89536340245233,-0.0625,-0.0625,-1.0,-1.0
811,,d6-c1-n0.05-m1,6,0.05,1,-48.29800862013458,-0.25,-0.225,-1.0,-1.0
813,,d6-c1-n0.05-m3,6,0.05,3,-23.29512109554493,-1.0,-0.775,-1.0,-1.0
815,,d6-c1-n0.05-m5,6,0.05,5,-81.15612396422729,-0.5,-0.3625,-1.0,-0.9125
817,,d6-c1-n0.05-m7,6,0.05,7,-12.910662028844692,-0.5,-0.375,-1.0,-1.0
819,,d6-c1-n0.05-m9,6,0.05,9,18.013705493536783,-0.0625,-0.0625,-0.125,-0.1375
821,,d6-c1-n0.05-m11,6,0.05,11,-58.89777561628494,-0.0625,-0.225,-1.0,-1.0
823,,d6-c1-n0.05-m13,6,0.05,13,-71.9194356359564,-0.0,-0.0125,-1.0,-0.9875
840,,d6-c1-n0.1-m0,6,0.1,0,-39.57480106909405,-1.0,-1.0,-1.0,-1.0
842,,d6-c1-n0.1-m2,6,0.1,2,-70.57962561965199,-0.375,-0.225,-1.0,-1.0
844,,d6-c1-n0.1-m4,6,0.1,4,-51.41557026855955,-0.0625,-0.125,-1.0,-1.0
846,,d6-c1-n0.1-m6,6,0.1,6,68.02202730824673,-0.0,-0.0125,-0.0625,-0.025
848,,d6-c1-n0.1-m8,6,0.1,8,-25.63865350280647,-0.125,-0.1375,-1.0,-1.0
850,,d6-c1-n0.1-m10,6,0.1,10,36.32813350240218,-0.0,-0.0,-0.0,-0.0
852,,d6-c1-n0.1-m12,6,0.1,12,-29.39241479183089,-0.625,-0.55,-1.0,-1.0
854,,d6-c1-n0.1-m14,6,0.1,14,-26.73210065400279,-0.5,-0.3375,-1.0,-1.0
871,,d6-c1-n0.2-m1,6,0.2,1,0.935435246704639,-0.0,-0.025,-1.0,-1.0
873,,d6-c1-n0.2-m3,6,0.2,3,-50.45518735514644,-0.9375,-0.75,-1.0,-1.0
875,,d6-c1-n0.2-m5,6,0.2,5,-49.26458148457658,-1.0,-0.925,-1.0,-1.0
877,,d6-c1-n0.2-m7,6,0.2,7,-36.88598049578116,-1.0,-1.0,-1.0,-1.0
879,,d6-c1-n0.2-m9,6,0.2,9,-34.01810499140309,-0.5625,-0.2625,-1.0,-1.0
881,,d6-c1-n0.2-m11,6,0.2,11,-26.701955637154743,-0.4375,-0.6625,-1.0,-1.0
883,,d6-c1-n0.2-m13,6,0.2,13,-26.5858890924547,-1.0,-0.9,-1.0,-0.9375
