instance,dataset,err,name,dim,noise,m,shape,ks_true,n_points,kappa_plus,frac,ent,t_ent
62,sadspheres,,3-Plane,3,0.0,,Plane,0.0,2000,-0.09473497480707363,1.0,4.893368721008301,1
126,sadspheres,,4-Saddle,4,0.0,,Saddle,-16.0,2000,0.03230328071680022,1.0,6.738658905029297,1
190,sadspheres,,5-Sphere,5,0.0,,Sphere,2.0,2000,0.4641689562060982,0.0,6.645489692687988,1
254,sadspheres,,6-Plane,6,0.0,,Plane,0.0,2000,0.4803001802697248,1.0,7.3822784423828125,1
333,colosseum,,d2-c1-n0.05-m3,2,0.05,3,,-0.020139871171428105,3000,-0.013451407516305636,0.0,5.895434856414795,4
457,colosseum,,d3-c1-n0.05-m7,3,0.05,7,,-16.176625387033255,3000,-0.13730557508789873,0.6375,5.53388786315918,1
581,colosseum,,d4-c1-n0.05-m11,4,0.05,11,,-27.984450651921833,3000,-0.4755621519901311,0.525,6.619073390960693,1
720,colosseum,,d5-c1-n0.1-m0,5,0.1,0,,9.58742063848517,3000,0.46324577283351603,0.0,6.829753398895264,1
844,colosseum,,d6-c1-n0.1-m4,6,0.1,4,,-51.41557026855955,3000,-0.20971184436275003,1.0,7.269712924957275,1
