dataset,instance,method,ks_hat,elapsed_s,fb_elapsed_s,err,name,dim,codim,noise,m,shape,ks_true
colosseum,1,successor_entropy,-2.485208244164785,0.14,172.05,,d2-c1-n0.01-m1,2,1,0.01,1,,1.7904580383821442
colosseum,1,successor_orc,0.9324138934729708,4.65,172.05,,d2-c1-n0.01-m1,2,1,0.01,1,,1.7904580383821442
colosseum,9,successor_entropy,-2.644797597984473,0.14,190.92,,d2-c1-n0.01-m9,2,1,0.01,9,,-32.70541727915021
colosseum,9,successor_orc,0.934543299861091,4.68,190.92,,d2-c1-n0.01-m9,2,1,0.01,9,,-32.70541727915021
colosseum,17,successor_entropy,-2.7105556192795435,0.16,197.66,,d2-c1-n0.01-m17,2,1,0.01,17,,-23.001712632108557
colosseum,17,successor_orc,0.9380086627518118,5.08,197.66,,d2-c1-n0.01-m17,2,1,0.01,17,,-23.001712632108557
colosseum,25,successor_entropy,-2.5864077094197273,0.16,199.33,,d2-c1-n0.01-m25,2,1,0.01,25,,4.497403526237731
colosseum,25,successor_orc,0.9350146532655005,4.94,199.33,,d2-c1-n0.01-m25,2,1,0.01,25,,4.497403526237731
colosseum,33,successor_entropy,-2.4995232984224955,0.15,200.34,,d2-c1-n0.01-m33,2,1,0.01,33,,14.53658822065791
colosseum,33,successor_orc,0.927910083767866,4.78,200.34,,d2-c1-n0.01-m33,2,1,0.01,33,,14.53658822065791
colosseum,41,successor_entropy,-2.5615163875293607,0.15,201.08,,d2-c1-n0.01-m41,2,1,0.01,41,,0.5120984015718703
colosseum,41,successor_orc,0.9398053717171518,4.88,201.08,,d2-c1-n0.01-m41,2,1,0.01,41,,0.5120984015718703
colosseum,49,successor_entropy,-2.660472987393538,0.14,201.6,,d2-c1-n0.01-m49,2,1,0.01,49,,-31.01928637123876
colosseum,49,successor_orc,0.9310848492449083,4.68,201.6,,d2-c1-n0.01-m49,2,1,0.01,49,,-31.01928637123876
colosseum,57,successor_entropy,-2.5699474725524585,0.16,201.42,,d2-c1-n0.05-m7,2,1,0.05,7,,7.722031991276398
colosseum,57,successor_orc,0.9409111889008303,4.89,201.42,,d2-c1-n0.05-m7,2,1,0.05,7,,7.722031991276398
colosseum,65,successor_entropy,-2.646549723982811,0.15,201.65,,d2-c1-n0.05-m15,2,1,0.05,15,,-3.8921404625934675
colosseum,65,successor_orc,0.9399233594456279,4.44,201.65,,d2-c1-n0.05-m15,2,1,0.05,15,,-3.8921404625934675
