instance,dataset,err,name,dim,noise,m,shape,ks_true,n_points,kappa_plus,frac
46,sadspheres,,2-Sphere,2,0.0,,Sphere,2.0,2000,0.06514433795234689,0.0
110,sadspheres,,3-Plane,3,0.0,,Plane,0.0,2000,-0.01772995983911818,1.0
174,sadspheres,,4-Saddle,4,0.0,,Saddle,-16.0,2000,0.03283053259022331,1.0
238,sadspheres,,5-Sphere,5,0.0,,Sphere,2.0,2000,0.4276507284488368,0.0
302,colosseum,,d2-c1-n0.01-m2,2,0.01,2,,2.4353057851002236,3000,-0.013454773331959824,0.0125
426,colosseum,,d3-c1-n0.01-m6,3,0.01,6,,-3.8235642778157457,3000,-0.023808409928453858,0.5625
550,colosseum,,d4-c1-n0.01-m10,4,0.01,10,,78.43052538097425,3000,0.31992224587864715,0.0
674,colosseum,,d5-c1-n0.01-m14,5,0.01,14,,-25.221601856909402,3000,0.11811256232398763,0.3625
813,colosseum,,d6-c1-n0.05-m3,6,0.05,3,,-23.29512109554493,3000,-0.5940461681751381,1.0
