instance,n_traj,method,score_origin,score_mean,coverage,err,name,dim,noise,m,ks_true
300,100,shortcut_odd_q60,932.3878676338636,1449.6791009762333,0.659,,d2-c1-n0.01-m0,2,0.01,0,-4.073403328580132
302,100,shortcut_odd_q60,1075.537425676191,1721.2323444779547,0.67,,d2-c1-n0.01-m2,2,0.01,2,2.435305785100224
304,100,shortcut_odd_q60,833.3085022957627,1482.8539770801249,0.663,,d2-c1-n0.01-m4,2,0.01,4,-10.811957593661983
306,100,shortcut_odd_q60,802.0624023692286,1538.8359557726476,0.63,,d2-c1-n0.01-m6,2,0.01,6,-8.964351133510938
308,100,shortcut_odd_q60,1002.4537265645364,1356.632706583091,0.66,,d2-c1-n0.01-m8,2,0.01,8,-4.802158035650685
310,100,shortcut_odd_q60,746.1666250342863,1443.8467589124143,0.667,,d2-c1-n0.01-m10,2,0.01,10,-13.010242390174652
312,100,shortcut_odd_q60,1389.2584245280812,1845.4905037748035,0.678,,d2-c1-n0.01-m12,2,0.01,12,-0.8978601744396698
314,100,shortcut_odd_q60,1366.6299569890434,1870.4765731454024,0.647,,d2-c1-n0.01-m14,2,0.01,14,-2.853722380261491
331,100,shortcut_odd_q60,1196.5298929942524,1891.2749383713597,0.654,,d2-c1-n0.05-m1,2,0.05,1,0.7737598105819261
333,100,shortcut_odd_q60,1269.6247584967125,1958.2591875088008,0.691,,d2-c1-n0.05-m3,2,0.05,3,-0.0201398711714281
335,100,shortcut_odd_q60,1274.5420095781028,1809.606439845583,0.7,,d2-c1-n0.05-m5,2,0.05,5,-6.985728960248757
337,100,shortcut_odd_q60,1485.953633227387,2101.941823310007,0.681,,d2-c1-n0.05-m7,2,0.05,7,0.013149415250463
339,100,shortcut_odd_q60,789.9850732714601,1403.12091911579,0.677,,d2-c1-n0.05-m9,2,0.05,9,-11.98291658411206
341,100,shortcut_odd_q60,1265.1507665133684,1765.9924569477594,0.681,,d2-c1-n0.05-m11,2,0.05,11,-1.8164727412950512
343,100,shortcut_odd_q60,1134.7639991108722,1633.355894308457,0.674,,d2-c1-n0.05-m13,2,0.05,13,-4.378023159484492
360,100,shortcut_odd_q60,1841.5810724078096,1990.820125913755,0.698,,d2-c1-n0.1-m0,2,0.1,0,-0.2773082867850632
362,100,shortcut_odd_q60,830.4028672824813,1451.7866532019953,0.701,,d2-c1-n0.1-m2,2,0.1,2,-12.086218290266444
364,100,shortcut_odd_q60,1357.5668916088916,1928.8256381027145,0.696,,d2-c1-n0.1-m4,2,0.1,4,-1.095170415248552
366,100,shortcut_odd_q60,1343.5528248590792,1698.781254360218,0.732,,d2-c1-n0.1-m6,2,0.1,6,-3.606518083255943
368,100,shortcut_odd_q60,1193.9727662909888,1402.8904229076306,0.704,,d2-c1-n0.1-m8,2,0.1,8,-4.380389712820355
370,100,shortcut_odd_q60,945.9536563089932,1371.377413478147,0.708,,d2-c1-n0.1-m10,2,0.1,10,-7.72404280863429
372,100,shortcut_odd_q60,1197.5272150927026,1614.7293356713574,0.674,,d2-c1-n0.1-m12,2,0.1,12,-0.6620962286516345
374,100,shortcut_odd_q60,932.6843106359818,1547.3042434738804,0.708,,d2-c1-n0.1-m14,2,0.1,14,-7.89412429083137
391,100,shortcut_odd_q60,1189.9838811385907,1347.723182587339,0.731,,d2-c1-n0.2-m1,2,0.2,1,-11.10729981739082
393,100,shortcut_odd_q60,1095.402415846287,1287.518654143806,0.722,,d2-c1-n0.2-m3,2,0.2,3,-10.420195506771478
395,100,shortcut_odd_q60,1133.1450144853634,1323.401786974963,0.709,,d2-c1-n0.2-m5,2,0.2,5,-9.597076646976651
397,100,shortcut_odd_q60,1020.6490311301428,1238.665522641429,0.699,,d2-c1-n0.2-m7,2,0.2,7,-7.068274592865281
399,100,shortcut_odd_q60,1255.683884981116,1571.8719835705117,0.695,,d2-c1-n0.2-m9,2,0.2,9,0.678826668015989
401,100,shortcut_odd_q60,1028.3948092859491,1168.778400432488,0.712,,d2-c1-n0.2-m11,2,0.2,11,-23.39944863774402
403,100,shortcut_odd_q60,1286.4073157549894,1548.1099185970966,0.692,,d2-c1-n0.2-m13,2,0.2,13,-0.7938535783685272
420,100,shortcut_odd_q60,763.9421027588702,631.933736376738,0.69,,d3-c1-n0.01-m0,3,0.01,0,1.2257813837761642
422,100,shortcut_odd_q60,751.9255125668882,906.6373542320498,0.685,,d3-c1-n0.01-m2,3,0.01,2,-10.734204673555151
424,100,shortcut_odd_q60,709.2153989234862,697.3115203673036,0.7,,d3-c1-n0.01-m4,3,0.01,4,-4.175905001060452
426,100,shortcut_odd_q60,751.4456174000285,695.335622557908,0.66,,d3-c1-n0.01-m6,3,0.01,6,-3.8235642778157457
428,100,shortcut_odd_q60,787.9426632082091,760.5042460625288,0.708,,d3-c1-n0.01-m8,3,0.01,8,-4.470633486317453
430,100,shortcut_odd_q60,628.8965641927541,588.9805142271603,0.701,,d3-c1-n0.01-m10,3,0.01,10,-16.842236690951605
432,100,shortcut_odd_q60,679.4093036305921,892.7641608267902,0.691,,d3-c1-n0.01-m12,3,0.01,12,-15.026763600360248
434,100,shortcut_odd_q60,778.6138369902293,711.1560581073583,0.707,,d3-c1-n0.01-m14,3,0.01,14,1.6301777294930675
451,100,shortcut_odd_q60,615.9757605363534,915.0058166419172,0.712,,d3-c1-n0.05-m1,3,0.05,1,-12.659383196182684
453,100,shortcut_odd_q60,696.6217695119279,673.162995880369,0.702,,d3-c1-n0.05-m3,3,0.05,3,16.800746756883633
455,100,shortcut_odd_q60,723.1920275594916,664.9918251028846,0.674,,d3-c1-n0.05-m5,3,0.05,5,0.1038120113334293
457,100,shortcut_odd_q60,674.1318403181242,628.3034263057187,0.704,,d3-c1-n0.05-m7,3,0.05,7,-16.176625387033255
459,100,shortcut_odd_q60,657.4087227226262,634.2271356787562,0.7,,d3-c1-n0.05-m9,3,0.05,9,3.218057928153633
461,100,shortcut_odd_q60,677.1947042783836,650.6597359037497,0.685,,d3-c1-n0.05-m11,3,0.05,11,21.368395828400903
463,100,shortcut_odd_q60,691.0909280545762,645.0091439591174,0.719,,d3-c1-n0.05-m13,3,0.05,13,1.5260272664429309
480,100,shortcut_odd_q60,849.1637663061406,742.3463825338356,0.717,,d3-c1-n0.1-m0,3,0.1,0,10.984687542340705
482,100,shortcut_odd_q60,665.160823761182,598.346060563299,0.72,,d3-c1-n0.1-m2,3,0.1,2,-3.557038532205605
484,100,shortcut_odd_q60,812.9716750056198,713.2632030494294,0.737,,d3-c1-n0.1-m4,3,0.1,4,-9.95300009216142
486,100,shortcut_odd_q60,751.5455103797194,642.0421339353453,0.721,,d3-c1-n0.1-m6,3,0.1,6,-2.2494890599102795
488,100,shortcut_odd_q60,683.8871866825364,621.7695143579515,0.686,,d3-c1-n0.1-m8,3,0.1,8,25.65230615275553
490,100,shortcut_odd_q60,748.4179352574922,640.3498312488424,0.697,,d3-c1-n0.1-m10,3,0.1,10,-20.614923975239662
492,100,shortcut_odd_q60,688.7840616132715,662.4818148263905,0.736,,d3-c1-n0.1-m12,3,0.1,12,0.3353985029380055
494,100,shortcut_odd_q60,763.3714007877645,707.8963571592276,0.729,,d3-c1-n0.1-m14,3,0.1,14,-1.6689192913019415
511,100,shortcut_odd_q60,895.7990198635349,722.8362195344448,0.728,,d3-c1-n0.2-m1,3,0.2,1,-3.66641372894382
513,100,shortcut_odd_q60,1045.8630733678233,777.5687892006597,0.695,,d3-c1-n0.2-m3,3,0.2,3,-4.361976627914746
515,100,shortcut_odd_q60,623.011037909145,608.76357434238,0.723,,d3-c1-n0.2-m5,3,0.2,5,0.0089580823909294
517,100,shortcut_odd_q60,705.181192797575,624.1724858600605,0.714,,d3-c1-n0.2-m7,3,0.2,7,-2.043394187053898
519,100,shortcut_odd_q60,893.6711802879976,732.0741028547039,0.712,,d3-c1-n0.2-m9,3,0.2,9,2.771940661275317
521,100,shortcut_odd_q60,678.7144036311036,666.1059632721187,0.724,,d3-c1-n0.2-m11,3,0.2,11,-2.5949241501049283
523,100,shortcut_odd_q60,697.9132515139961,650.4382569672023,0.707,,d3-c1-n0.2-m13,3,0.2,13,-9.60260942351796
540,100,shortcut_odd_q60,587.6275708479907,562.275039784288,0.716,,d4-c1-n0.01-m0,4,0.01,0,0.8640063178340975
542,100,shortcut_odd_q60,655.8801506749473,616.27429623382,0.724,,d4-c1-n0.01-m2,4,0.01,2,22.442617233270976
544,100,shortcut_odd_q60,621.4205503907856,576.6144642479619,0.705,,d4-c1-n0.01-m4,4,0.01,4,-16.875471101588957
546,100,shortcut_odd_q60,576.4717364622293,517.1315290220923,0.703,,d4-c1-n0.01-m6,4,0.01,6,-35.825477386408664
548,100,shortcut_odd_q60,513.0468940737693,471.0455546063026,0.717,,d4-c1-n0.01-m8,4,0.01,8,-37.35838600844277
550,100,shortcut_odd_q60,592.248061376584,557.3388168726835,0.7,,d4-c1-n0.01-m10,4,0.01,10,78.43052538097425
552,100,shortcut_odd_q60,724.7188126148039,575.1410952802996,0.71,,d4-c1-n0.01-m12,4,0.01,12,-11.163127979587726
554,100,shortcut_odd_q60,917.004916376631,655.7706060395483,0.714,,d4-c1-n0.01-m14,4,0.01,14,-4.503402761482203
571,100,shortcut_odd_q60,724.5620846469291,548.60819829751,0.726,,d4-c1-n0.05-m1,4,0.05,1,-39.90075492062513
573,100,shortcut_odd_q60,753.6804334701135,605.8043076951153,0.715,,d4-c1-n0.05-m3,4,0.05,3,-30.16895284318092
575,100,shortcut_odd_q60,712.4212548259511,564.8224224134854,0.734,,d4-c1-n0.05-m5,4,0.05,5,-31.28121797229592
577,100,shortcut_odd_q60,662.3856731975341,572.4590928963668,0.728,,d4-c1-n0.05-m7,4,0.05,7,-4.587718319365236
579,100,shortcut_odd_q60,778.3739401654002,682.0500667716396,0.72,,d4-c1-n0.05-m9,4,0.05,9,-12.708320135998806
581,100,shortcut_odd_q60,700.3251287770596,613.1146267270378,0.695,,d4-c1-n0.05-m11,4,0.05,11,-27.984450651921836
583,100,shortcut_odd_q60,542.2294554442848,521.0539630716798,0.727,,d4-c1-n0.05-m13,4,0.05,13,28.472607937392368
600,100,shortcut_odd_q60,762.7697760460237,619.4937867470164,0.718,,d4-c1-n0.1-m0,4,0.1,0,-26.415311732361605
602,100,shortcut_odd_q60,606.4556123183753,557.1633189739844,0.72,,d4-c1-n0.1-m2,4,0.1,2,29.480145418186098
604,100,shortcut_odd_q60,754.3850617591796,614.2495185878627,0.75,,d4-c1-n0.1-m4,4,0.1,4,-3.1032668576189137
606,100,shortcut_odd_q60,710.8793563180336,574.952674348975,0.732,,d4-c1-n0.1-m6,4,0.1,6,-27.860036231503933
608,100,shortcut_odd_q60,921.8991273258086,682.7980896577988,0.718,,d4-c1-n0.1-m8,4,0.1,8,5.924945353387931
610,100,shortcut_odd_q60,735.0496401569295,626.518881848595,0.724,,d4-c1-n0.1-m10,4,0.1,10,4.907010535399368
612,100,shortcut_odd_q60,624.2849678497374,591.7618889209596,0.728,,d4-c1-n0.1-m12,4,0.1,12,2.082313981868797
614,100,shortcut_odd_q60,775.276481285885,649.0606661969929,0.718,,d4-c1-n0.1-m14,4,0.1,14,-12.13766082906188
631,100,shortcut_odd_q60,633.3585613965158,653.1801829236462,0.721,,d4-c1-n0.2-m1,4,0.2,1,9.496456875600702
633,100,shortcut_odd_q60,720.0796833062493,656.1827825273414,0.733,,d4-c1-n0.2-m3,4,0.2,3,-15.94121826097334
635,100,shortcut_odd_q60,706.1154738811896,621.0609035050509,0.738,,d4-c1-n0.2-m5,4,0.2,5,-39.18539102422648
637,100,shortcut_odd_q60,789.2534203998334,628.9478437557904,0.726,,d4-c1-n0.2-m7,4,0.2,7,-24.996193418222923
639,100,shortcut_odd_q60,793.3895104514849,628.9774835007147,0.731,,d4-c1-n0.2-m9,4,0.2,9,-57.772627160556176
641,100,shortcut_odd_q60,651.2009426199795,621.9719309393166,0.721,,d4-c1-n0.2-m11,4,0.2,11,-16.067167115072312
643,100,shortcut_odd_q60,613.227169940059,550.0932063743132,0.725,,d4-c1-n0.2-m13,4,0.2,13,6.224275918490596
660,100,shortcut_odd_q60,716.2090649736574,549.9420541372394,0.73,,d5-c1-n0.01-m0,5,0.01,0,1.9053751696081136
662,100,shortcut_odd_q60,621.7441102316958,686.5243794647811,0.72,,d5-c1-n0.01-m2,5,0.01,2,-1.454894501301056
664,100,shortcut_odd_q60,638.099641819474,589.5624438632487,0.736,,d5-c1-n0.01-m4,5,0.01,4,-20.746348774718008
666,100,shortcut_odd_q60,732.2354608574897,602.1747467254804,0.718,,d5-c1-n0.01-m6,5,0.01,6,-37.70430429832168
668,100,shortcut_odd_q60,581.616121280369,712.069278125474,0.746,,d5-c1-n0.01-m8,5,0.01,8,-28.42240351450837
670,100,shortcut_odd_q60,664.0039855567684,602.745056488114,0.729,,d5-c1-n0.01-m10,5,0.01,10,-44.4013504262728
672,100,shortcut_odd_q60,705.284971721328,615.1485633584045,0.734,,d5-c1-n0.01-m12,5,0.01,12,4.810311591502766
674,100,shortcut_odd_q60,623.2588445582921,634.6784204662332,0.734,,d5-c1-n0.01-m14,5,0.01,14,-25.2216018569094
691,100,shortcut_odd_q60,728.4850376279367,648.0329083246934,0.731,,d5-c1-n0.05-m1,5,0.05,1,-16.171144702457998
693,100,shortcut_odd_q60,592.4759774408902,787.8151305935301,0.726,,d5-c1-n0.05-m3,5,0.05,3,-16.703636368602854
695,100,shortcut_odd_q60,637.3950709791487,750.1666750700176,0.738,,d5-c1-n0.05-m5,5,0.05,5,-28.646174109828085
697,100,shortcut_odd_q60,578.5672609739595,723.4708436786314,0.733,,d5-c1-n0.05-m7,5,0.05,7,-19.7446786444012
699,100,shortcut_odd_q60,694.686900904224,552.4821334429628,0.71,,d5-c1-n0.05-m9,5,0.05,9,-33.03765356029634
701,100,shortcut_odd_q60,893.2638948616817,726.5444637342042,0.744,,d5-c1-n0.05-m11,5,0.05,11,-12.478273660639108
703,100,shortcut_odd_q60,658.5397738934876,561.119933108729,0.734,,d5-c1-n0.05-m13,5,0.05,13,6.3932786146544505
720,100,shortcut_odd_q60,573.3466965363053,662.9175346979756,0.747,,d5-c1-n0.1-m0,5,0.1,0,9.58742063848517
722,100,shortcut_odd_q60,728.8529390566295,666.3577818632889,0.74,,d5-c1-n0.1-m2,5,0.1,2,-51.81568753840308
724,100,shortcut_odd_q60,747.5168313418291,619.0221712316477,0.715,,d5-c1-n0.1-m4,5,0.1,4,-53.95304602005903
726,100,shortcut_odd_q60,751.7056643249167,630.1714319378235,0.714,,d5-c1-n0.1-m6,5,0.1,6,-27.36501286887357
728,100,shortcut_odd_q60,573.9402807264844,577.4615352481862,0.733,,d5-c1-n0.1-m8,5,0.1,8,-86.78332400296945
730,100,shortcut_odd_q60,610.0724381955866,702.2956164547663,0.743,,d5-c1-n0.1-m10,5,0.1,10,-67.17285898139227
732,100,shortcut_odd_q60,480.6024336312565,710.1513704522174,0.734,,d5-c1-n0.1-m12,5,0.1,12,-36.76476047112881
734,100,shortcut_odd_q60,617.986393232514,521.3180625015082,0.71,,d5-c1-n0.1-m14,5,0.1,14,19.805718872836444
751,100,shortcut_odd_q60,755.7387036203812,749.3554979319126,0.713,,d5-c1-n0.2-m1,5,0.2,1,-19.136262533696787
753,100,shortcut_odd_q60,662.6892372230649,725.141809509964,0.742,,d5-c1-n0.2-m3,5,0.2,3,-27.36167081917381
755,100,shortcut_odd_q60,614.1635549115899,733.5916712861856,0.72,,d5-c1-n0.2-m5,5,0.2,5,-34.37732560792047
757,100,shortcut_odd_q60,714.4926302203521,740.2485441505094,0.717,,d5-c1-n0.2-m7,5,0.2,7,-29.417968211109795
759,100,shortcut_odd_q60,785.1061889723201,664.8716671423829,0.737,,d5-c1-n0.2-m9,5,0.2,9,-18.93721874462364
761,100,shortcut_odd_q60,647.8553261683235,626.6131984019672,0.717,,d5-c1-n0.2-m11,5,0.2,11,-3.4649771563151788
763,100,shortcut_odd_q60,689.8009034970345,616.526046177534,0.745,,d5-c1-n0.2-m13,5,0.2,13,-28.47551290508757
780,100,shortcut_odd_q60,714.5154818964356,684.1354000002526,0.707,,d6-c1-n0.01-m0,6,0.01,0,-45.54654777327077
782,100,shortcut_odd_q60,657.2590251723243,670.8167243927178,0.736,,d6-c1-n0.01-m2,6,0.01,2,-86.42381835431243
784,100,shortcut_odd_q60,630.0707426517376,722.9890333070474,0.743,,d6-c1-n0.01-m4,6,0.01,4,-71.27016179316198
786,100,shortcut_odd_q60,727.9766175036666,612.7635262051623,0.744,,d6-c1-n0.01-m6,6,0.01,6,19.57578791881146
788,100,shortcut_odd_q60,741.4953854098796,626.1051063424059,0.724,,d6-c1-n0.01-m8,6,0.01,8,27.82760591019963
790,100,shortcut_odd_q60,681.3244443106938,579.3345529373976,0.743,,d6-c1-n0.01-m10,6,0.01,10,-54.921670100446896
792,100,shortcut_odd_q60,649.5991110530541,700.1597669565626,0.748,,d6-c1-n0.01-m12,6,0.01,12,-38.33381100352402
794,100,shortcut_odd_q60,799.4826961040887,661.6369521263314,0.705,,d6-c1-n0.01-m14,6,0.01,14,-38.89536340245233
811,100,shortcut_odd_q60,708.1699918209232,636.7207455850736,0.749,,d6-c1-n0.05-m1,6,0.05,1,-48.29800862013458
813,100,shortcut_odd_q60,722.0623036085227,718.3653687053893,0.743,,d6-c1-n0.05-m3,6,0.05,3,-23.29512109554493
815,100,shortcut_odd_q60,577.022781673367,624.0845785860006,0.741,,d6-c1-n0.05-m5,6,0.05,5,-81.15612396422729
817,100,shortcut_odd_q60,756.6461673486962,650.7798819790726,0.735,,d6-c1-n0.05-m7,6,0.05,7,-12.910662028844692
819,100,shortcut_odd_q60,789.3971332492301,719.6070526940891,0.764,,d6-c1-n0.05-m9,6,0.05,9,18.013705493536783
821,100,shortcut_odd_q60,553.8546696497972,666.7561429255279,0.752,,d6-c1-n0.05-m11,6,0.05,11,-58.89777561628494
823,100,shortcut_odd_q60,685.4388984694053,585.802266351321,0.734,,d6-c1-n0.05-m13,6,0.05,13,-71.9194356359564
840,100,shortcut_odd_q60,443.3137573807223,638.6604792189576,0.74,,d6-c1-n0.1-m0,6,0.1,0,-39.57480106909405
842,100,shortcut_odd_q60,493.74369020493873,635.9194229397892,0.741,,d6-c1-n0.1-m2,6,0.1,2,-70.57962561965199
844,100,shortcut_odd_q60,674.4245082460941,676.7268102290611,0.737,,d6-c1-n0.1-m4,6,0.1,4,-51.41557026855955
846,100,shortcut_odd_q60,785.0635996910371,674.2560731984211,0.738,,d6-c1-n0.1-m6,6,0.1,6,68.02202730824673
848,100,shortcut_odd_q60,635.1454438027795,624.041241772265,0.74,,d6-c1-n0.1-m8,6,0.1,8,-25.63865350280647
850,100,shortcut_odd_q60,879.8845920143323,702.1405916664669,0.736,,d6-c1-n0.1-m10,6,0.1,10,36.32813350240218
852,100,shortcut_odd_q60,490.2049850497421,691.8698794103722,0.753,,d6-c1-n0.1-m12,6,0.1,12,-29.39241479183089
854,100,shortcut_odd_q60,751.5183071314938,700.7224429443529,0.731,,d6-c1-n0.1-m14,6,0.1,14,-26.73210065400279
871,100,shortcut_odd_q60,751.6064668012331,697.4463952149401,0.735,,d6-c1-n0.2-m1,6,0.2,1,0.935435246704639
873,100,shortcut_odd_q60,526.2965067305875,627.6709794047686,0.732,,d6-c1-n0.2-m3,6,0.2,3,-50.45518735514644
875,100,shortcut_odd_q60,749.1711971512212,659.5870224945181,0.749,,d6-c1-n0.2-m5,6,0.2,5,-49.26458148457658
877,100,shortcut_odd_q60,497.0135100581971,640.6421867624354,0.738,,d6-c1-n0.2-m7,6,0.2,7,-36.88598049578116
879,100,shortcut_odd_q60,531.0096161510868,572.4049866935665,0.736,,d6-c1-n0.2-m9,6,0.2,9,-34.01810499140309
881,100,shortcut_odd_q60,723.1311261240384,653.6187551987816,0.767,,d6-c1-n0.2-m11,6,0.2,11,-26.701955637154743
883,100,shortcut_odd_q60,399.486051710432,631.9671176809277,0.735,,d6-c1-n0.2-m13,6,0.2,13,-26.5858890924547
300,500,shortcut_odd_q60,1406.598069677635,1980.9623278365343,0.994,,d2-c1-n0.01-m0,2,0.01,0,-4.073403328580132
302,500,shortcut_odd_q60,1566.115324224687,2308.4303359277874,0.996,,d2-c1-n0.01-m2,2,0.01,2,2.435305785100224
304,500,shortcut_odd_q60,1334.0363629625035,1826.5310395392032,0.992,,d2-c1-n0.01-m4,2,0.01,4,-10.811957593661983
306,500,shortcut_odd_q60,1276.9724400758066,2084.9295490134696,0.997,,d2-c1-n0.01-m6,2,0.01,6,-8.964351133510938
308,500,shortcut_odd_q60,1182.7049605800191,1862.028496596901,0.994,,d2-c1-n0.01-m8,2,0.01,8,-4.802158035650685
310,500,shortcut_odd_q60,1193.943503431503,1945.951859881592,0.996,,d2-c1-n0.01-m10,2,0.01,10,-13.010242390174652
312,500,shortcut_odd_q60,1559.14740488387,2274.2016587130183,0.993,,d2-c1-n0.01-m12,2,0.01,12,-0.8978601744396698
314,500,shortcut_odd_q60,1667.5664876979297,2346.073096641906,0.996,,d2-c1-n0.01-m14,2,0.01,14,-2.853722380261491
331,500,shortcut_odd_q60,1848.1495696918448,2404.915209789984,0.994,,d2-c1-n0.05-m1,2,0.05,1,0.7737598105819261
333,500,shortcut_odd_q60,1699.965369627184,2450.1745502818844,0.992,,d2-c1-n0.05-m3,2,0.05,3,-0.0201398711714281
335,500,shortcut_odd_q60,1241.702999916599,2161.585334033716,0.992,,d2-c1-n0.05-m5,2,0.05,5,-6.985728960248757
337,500,shortcut_odd_q60,1697.4615617556692,2544.077517449528,0.993,,d2-c1-n0.05-m7,2,0.05,7,0.013149415250463
339,500,shortcut_odd_q60,1120.7367703545426,1904.994385415354,0.995,,d2-c1-n0.05-m9,2,0.05,9,-11.98291658411206
341,500,shortcut_odd_q60,1744.171156827663,2303.593914165366,0.998,,d2-c1-n0.05-m11,2,0.05,11,-1.8164727412950512
343,500,shortcut_odd_q60,988.4614326920072,1931.711528668748,0.996,,d2-c1-n0.05-m13,2,0.05,13,-4.378023159484492
360,500,shortcut_odd_q60,1758.301022319357,2338.854064604981,0.997,,d2-c1-n0.1-m0,2,0.1,0,-0.2773082867850632
362,500,shortcut_odd_q60,1046.175527234834,1805.7750908312385,0.996,,d2-c1-n0.1-m2,2,0.1,2,-12.086218290266444
364,500,shortcut_odd_q60,2077.2859234760253,2566.392502232807,0.997,,d2-c1-n0.1-m4,2,0.1,4,-1.095170415248552
366,500,shortcut_odd_q60,1641.1981011569435,2125.4648872475627,0.995,,d2-c1-n0.1-m6,2,0.1,6,-3.606518083255943
368,500,shortcut_odd_q60,1386.011784319112,1727.823548670989,0.996,,d2-c1-n0.1-m8,2,0.1,8,-4.380389712820355
370,500,shortcut_odd_q60,971.189982282526,1639.7276280158069,0.993,,d2-c1-n0.1-m10,2,0.1,10,-7.72404280863429
372,500,shortcut_odd_q60,1284.3951638611609,1855.0079469333496,0.998,,d2-c1-n0.1-m12,2,0.1,12,-0.6620962286516345
374,500,shortcut_odd_q60,1121.877134972309,1931.3087998718477,0.993,,d2-c1-n0.1-m14,2,0.1,14,-7.89412429083137
391,500,shortcut_odd_q60,1022.8414355521428,1398.6639284155033,0.997,,d2-c1-n0.2-m1,2,0.2,1,-11.10729981739082
393,500,shortcut_odd_q60,1433.624382658627,1613.262481436945,0.998,,d2-c1-n0.2-m3,2,0.2,3,-10.420195506771478
395,500,shortcut_odd_q60,1269.54844781063,1463.623251520056,0.996,,d2-c1-n0.2-m5,2,0.2,5,-9.597076646976651
397,500,shortcut_odd_q60,939.7883891892592,1292.133988801425,0.998,,d2-c1-n0.2-m7,2,0.2,7,-7.068274592865281
399,500,shortcut_odd_q60,1723.4075997203763,1865.431589903725,0.996,,d2-c1-n0.2-m9,2,0.2,9,0.678826668015989
401,500,shortcut_odd_q60,1103.001892840764,1337.1824008160986,0.996,,d2-c1-n0.2-m11,2,0.2,11,-23.39944863774402
403,500,shortcut_odd_q60,1688.056640349896,1960.5204076590176,0.996,,d2-c1-n0.2-m13,2,0.2,13,-0.7938535783685272
420,500,shortcut_odd_q60,838.4542777520353,755.0636559906704,0.998,,d3-c1-n0.01-m0,3,0.01,0,1.2257813837761642
422,500,shortcut_odd_q60,998.8110958404072,1198.804785334824,0.993,,d3-c1-n0.01-m2,3,0.01,2,-10.734204673555151
424,500,shortcut_odd_q60,940.0952262732,1290.06037259169,0.997,,d3-c1-n0.01-m4,3,0.01,4,-4.175905001060452
426,500,shortcut_odd_q60,918.4461602690589,838.4359357565241,0.998,,d3-c1-n0.01-m6,3,0.01,6,-3.8235642778157457
428,500,shortcut_odd_q60,917.3678104823144,878.4451367614032,0.993,,d3-c1-n0.01-m8,3,0.01,8,-4.470633486317453
430,500,shortcut_odd_q60,1001.8396414898402,1108.6321299461863,0.998,,d3-c1-n0.01-m10,3,0.01,10,-16.842236690951605
432,500,shortcut_odd_q60,808.5599268503004,764.3117969881148,0.998,,d3-c1-n0.01-m12,3,0.01,12,-15.026763600360248
434,500,shortcut_odd_q60,1122.6142678129456,1193.336709041674,0.998,,d3-c1-n0.01-m14,3,0.01,14,1.6301777294930675
451,500,shortcut_odd_q60,909.5961618013114,1132.597122809981,0.997,,d3-c1-n0.05-m1,3,0.05,1,-12.659383196182684
453,500,shortcut_odd_q60,808.1555354023376,789.9579296426385,0.995,,d3-c1-n0.05-m3,3,0.05,3,16.800746756883633
455,500,shortcut_odd_q60,836.9416939963473,812.376864854528,0.997,,d3-c1-n0.05-m5,3,0.05,5,0.1038120113334293
457,500,shortcut_odd_q60,1018.5947177777186,1117.162493541266,0.996,,d3-c1-n0.05-m7,3,0.05,7,-16.176625387033255
459,500,shortcut_odd_q60,839.6659093786507,772.9391884546496,0.997,,d3-c1-n0.05-m9,3,0.05,9,3.218057928153633
461,500,shortcut_odd_q60,806.5115991071589,773.3998672686346,0.996,,d3-c1-n0.05-m11,3,0.05,11,21.368395828400903
463,500,shortcut_odd_q60,785.5243905974062,754.7004874312636,0.999,,d3-c1-n0.05-m13,3,0.05,13,1.5260272664429309
480,500,shortcut_odd_q60,1040.135785723596,879.746413483381,0.995,,d3-c1-n0.1-m0,3,0.1,0,10.984687542340705
482,500,shortcut_odd_q60,767.5649964275851,738.8522864829591,1.0,,d3-c1-n0.1-m2,3,0.1,2,-3.557038532205605
484,500,shortcut_odd_q60,867.7898710114405,832.5900051941638,0.996,,d3-c1-n0.1-m4,3,0.1,4,-9.95300009216142
486,500,shortcut_odd_q60,849.3795576375901,768.1578012035732,0.997,,d3-c1-n0.1-m6,3,0.1,6,-2.2494890599102795
488,500,shortcut_odd_q60,830.4328019378045,730.434563287072,0.995,,d3-c1-n0.1-m8,3,0.1,8,25.65230615275553
490,500,shortcut_odd_q60,869.8580446519775,790.6205068179586,0.997,,d3-c1-n0.1-m10,3,0.1,10,-20.614923975239662
492,500,shortcut_odd_q60,822.8106945740315,781.3103330326106,0.995,,d3-c1-n0.1-m12,3,0.1,12,0.3353985029380055
494,500,shortcut_odd_q60,1082.805758013813,881.1178452032906,0.996,,d3-c1-n0.1-m14,3,0.1,14,-1.6689192913019415
511,500,shortcut_odd_q60,913.4178784289549,858.0141891982623,0.998,,d3-c1-n0.2-m1,3,0.2,1,-3.66641372894382
513,500,shortcut_odd_q60,1145.136353208744,873.972446898533,0.997,,d3-c1-n0.2-m3,3,0.2,3,-4.361976627914746
515,500,shortcut_odd_q60,951.7295413109024,724.2131926336604,0.998,,d3-c1-n0.2-m5,3,0.2,5,0.0089580823909294
517,500,shortcut_odd_q60,874.367013568334,773.834142528298,0.997,,d3-c1-n0.2-m7,3,0.2,7,-2.043394187053898
519,500,shortcut_odd_q60,1065.561267010076,852.6510489718214,0.997,,d3-c1-n0.2-m9,3,0.2,9,2.771940661275317
