instance,n_traj,method,score_origin,score_mean,coverage,err,name,dim,noise,m,ks_true
521,500,shortcut_odd_q60,874.7933553000131,789.1567892824839,0.995,,d3-c1-n0.2-m11,3,0.2,11,-2.5949241501049283
523,500,shortcut_odd_q60,865.6694135640299,761.9035272267245,0.993,,d3-c1-n0.2-m13,3,0.2,13,-9.60260942351796
540,500,shortcut_odd_q60,779.3225604096751,695.393871707497,0.997,,d4-c1-n0.01-m0,4,0.01,0,0.8640063178340975
542,500,shortcut_odd_q60,778.4916297359786,714.1240978130903,0.998,,d4-c1-n0.01-m2,4,0.01,2,22.442617233270976
544,500,shortcut_odd_q60,780.1120195116047,682.0550450532762,0.998,,d4-c1-n0.01-m4,4,0.01,4,-16.875471101588957
546,500,shortcut_odd_q60,668.6019692593336,574.180938182629,0.996,,d4-c1-n0.01-m6,4,0.01,6,-35.825477386408664
548,500,shortcut_odd_q60,643.3401231622034,540.5399523600354,0.997,,d4-c1-n0.01-m8,4,0.01,8,-37.35838600844277
550,500,shortcut_odd_q60,727.1875265720151,673.9396653019535,0.996,,d4-c1-n0.01-m10,4,0.01,10,78.43052538097425
552,500,shortcut_odd_q60,776.0537094971239,687.4505502320808,0.999,,d4-c1-n0.01-m12,4,0.01,12,-11.163127979587726
554,500,shortcut_odd_q60,1035.2913398274766,757.5576728230656,0.996,,d4-c1-n0.01-m14,4,0.01,14,-4.503402761482203
571,500,shortcut_odd_q60,752.3008229735764,650.6378581158866,0.997,,d4-c1-n0.05-m1,4,0.05,1,-39.90075492062513
573,500,shortcut_odd_q60,822.367414819923,649.6829909722195,0.997,,d4-c1-n0.05-m3,4,0.05,3,-30.16895284318092
575,500,shortcut_odd_q60,855.2732942244136,657.9458093048073,0.997,,d4-c1-n0.05-m5,4,0.05,5,-31.28121797229592
577,500,shortcut_odd_q60,732.4774038161617,662.2823842846332,0.999,,d4-c1-n0.05-m7,4,0.05,7,-4.587718319365236
579,500,shortcut_odd_q60,880.9363005168188,741.4569364179455,0.998,,d4-c1-n0.05-m9,4,0.05,9,-12.708320135998806
581,500,shortcut_odd_q60,728.081097584516,661.9665682135076,1.0,,d4-c1-n0.05-m11,4,0.05,11,-27.984450651921836
583,500,shortcut_odd_q60,660.6427607126502,615.3637868629103,0.995,,d4-c1-n0.05-m13,4,0.05,13,28.472607937392368
600,500,shortcut_odd_q60,777.8695933077023,652.0760256351567,0.999,,d4-c1-n0.1-m0,4,0.1,0,-26.415311732361605
602,500,shortcut_odd_q60,705.6227625738059,686.9213256020698,1.0,,d4-c1-n0.1-m2,4,0.1,2,29.480145418186098
604,500,shortcut_odd_q60,856.3155179020303,709.5703323613573,0.998,,d4-c1-n0.1-m4,4,0.1,4,-3.1032668576189137
606,500,shortcut_odd_q60,894.8503829578622,658.7160324736872,0.997,,d4-c1-n0.1-m6,4,0.1,6,-27.860036231503933
608,500,shortcut_odd_q60,861.4552818712723,766.4442086966976,0.998,,d4-c1-n0.1-m8,4,0.1,8,5.924945353387931
610,500,shortcut_odd_q60,803.4779700179923,735.3494804263271,0.994,,d4-c1-n0.1-m10,4,0.1,10,4.907010535399368
612,500,shortcut_odd_q60,731.3894666081743,706.2267954127485,0.996,,d4-c1-n0.1-m12,4,0.1,12,2.082313981868797
614,500,shortcut_odd_q60,972.3825551650036,681.2213130824923,0.996,,d4-c1-n0.1-m14,4,0.1,14,-12.13766082906188
631,500,shortcut_odd_q60,816.5513813171339,718.9285916701995,0.997,,d4-c1-n0.2-m1,4,0.2,1,9.496456875600702
633,500,shortcut_odd_q60,979.2740682892312,760.3256737702679,0.998,,d4-c1-n0.2-m3,4,0.2,3,-15.94121826097334
635,500,shortcut_odd_q60,897.7519847252862,721.3628188745827,0.996,,d4-c1-n0.2-m5,4,0.2,5,-39.18539102422648
637,500,shortcut_odd_q60,680.4365289678232,724.4275873204272,0.997,,d4-c1-n0.2-m7,4,0.2,7,-24.996193418222923
639,500,shortcut_odd_q60,783.1950147475429,753.6405916624095,0.997,,d4-c1-n0.2-m9,4,0.2,9,-57.772627160556176
641,500,shortcut_odd_q60,818.8467707770413,739.3558961279349,0.996,,d4-c1-n0.2-m11,4,0.2,11,-16.067167115072312
643,500,shortcut_odd_q60,588.1165250969565,618.3836493469634,0.994,,d4-c1-n0.2-m13,4,0.2,13,6.224275918490596
660,500,shortcut_odd_q60,759.0216846239578,655.5116780077323,0.998,,d5-c1-n0.01-m0,5,0.01,0,1.9053751696081136
662,500,shortcut_odd_q60,705.9203108603527,760.5817703537521,0.996,,d5-c1-n0.01-m2,5,0.01,2,-1.454894501301056
664,500,shortcut_odd_q60,834.3383609100661,701.016791849308,0.999,,d5-c1-n0.01-m4,5,0.01,4,-20.746348774718008
666,500,shortcut_odd_q60,957.812848038492,719.1355328797706,0.997,,d5-c1-n0.01-m6,5,0.01,6,-37.70430429832168
668,500,shortcut_odd_q60,676.2089734307234,803.1960207885139,0.997,,d5-c1-n0.01-m8,5,0.01,8,-28.42240351450837
670,500,shortcut_odd_q60,681.2791453556295,750.8902623060436,0.997,,d5-c1-n0.01-m10,5,0.01,10,-44.4013504262728
672,500,shortcut_odd_q60,800.301622985376,755.3672170496112,0.998,,d5-c1-n0.01-m12,5,0.01,12,4.810311591502766
674,500,shortcut_odd_q60,745.0481089677999,722.9288860981217,0.999,,d5-c1-n0.01-m14,5,0.01,14,-25.2216018569094
691,500,shortcut_odd_q60,774.6521590952905,739.0871468687786,0.998,,d5-c1-n0.05-m1,5,0.05,1,-16.171144702457998
693,500,shortcut_odd_q60,963.7181917536068,845.8094017249148,0.998,,d5-c1-n0.05-m3,5,0.05,3,-16.703636368602854
695,500,shortcut_odd_q60,805.417988915417,852.6302960417521,0.997,,d5-c1-n0.05-m5,5,0.05,5,-28.646174109828085
697,500,shortcut_odd_q60,760.794426886591,883.287330002322,0.997,,d5-c1-n0.05-m7,5,0.05,7,-19.7446786444012
699,500,shortcut_odd_q60,716.9303307236679,603.0240821252823,0.996,,d5-c1-n0.05-m9,5,0.05,9,-33.03765356029634
701,500,shortcut_odd_q60,814.7054475893474,850.8771196030841,0.998,,d5-c1-n0.05-m11,5,0.05,11,-12.478273660639108
703,500,shortcut_odd_q60,677.9351936694087,672.3223939709378,0.997,,d5-c1-n0.05-m13,5,0.05,13,6.3932786146544505
720,500,shortcut_odd_q60,659.4180533699849,741.7330575174557,0.997,,d5-c1-n0.1-m0,5,0.1,0,9.58742063848517
722,500,shortcut_odd_q60,662.532858097375,796.1921976791535,0.999,,d5-c1-n0.1-m2,5,0.1,2,-51.81568753840308
724,500,shortcut_odd_q60,788.965995956241,711.2839821758265,0.998,,d5-c1-n0.1-m4,5,0.1,4,-53.95304602005903
726,500,shortcut_odd_q60,807.474264060139,821.9683010836964,0.998,,d5-c1-n0.1-m6,5,0.1,6,-27.36501286887357
728,500,shortcut_odd_q60,836.4358853778075,634.236480016969,0.998,,d5-c1-n0.1-m8,5,0.1,8,-86.78332400296945
730,500,shortcut_odd_q60,880.5557322042549,751.9489858013656,0.997,,d5-c1-n0.1-m10,5,0.1,10,-67.17285898139227
732,500,shortcut_odd_q60,826.532049522368,743.2457210209875,0.995,,d5-c1-n0.1-m12,5,0.1,12,-36.76476047112881
734,500,shortcut_odd_q60,710.2329136285011,658.597156034946,0.997,,d5-c1-n0.1-m14,5,0.1,14,19.805718872836444
751,500,shortcut_odd_q60,691.2584112782978,857.8842903523191,0.997,,d5-c1-n0.2-m1,5,0.2,1,-19.136262533696787
753,500,shortcut_odd_q60,895.5324559047959,850.0553244881819,0.996,,d5-c1-n0.2-m3,5,0.2,3,-27.36167081917381
755,500,shortcut_odd_q60,666.7280566297846,893.3561539790874,0.994,,d5-c1-n0.2-m5,5,0.2,5,-34.37732560792047
757,500,shortcut_odd_q60,837.1722564859826,821.7299466024472,0.996,,d5-c1-n0.2-m7,5,0.2,7,-29.417968211109795
759,500,shortcut_odd_q60,827.8756923097352,790.696798259796,0.995,,d5-c1-n0.2-m9,5,0.2,9,-18.93721874462364
761,500,shortcut_odd_q60,710.9639521730039,801.6705473499848,0.999,,d5-c1-n0.2-m11,5,0.2,11,-3.4649771563151788
763,500,shortcut_odd_q60,898.224712855015,799.0427810138699,0.996,,d5-c1-n0.2-m13,5,0.2,13,-28.47551290508757
780,500,shortcut_odd_q60,891.0618383960702,790.9068220046587,0.998,,d6-c1-n0.01-m0,6,0.01,0,-45.54654777327077
782,500,shortcut_odd_q60,924.6005258479016,815.2710244477427,0.994,,d6-c1-n0.01-m2,6,0.01,2,-86.42381835431243
784,500,shortcut_odd_q60,603.8242103777754,854.5806524424279,0.998,,d6-c1-n0.01-m4,6,0.01,4,-71.27016179316198
786,500,shortcut_odd_q60,820.9089577802691,716.0938196271701,0.999,,d6-c1-n0.01-m6,6,0.01,6,19.57578791881146
788,500,shortcut_odd_q60,940.0167511998072,807.9301415869102,0.998,,d6-c1-n0.01-m8,6,0.01,8,27.82760591019963
790,500,shortcut_odd_q60,817.5229222133856,762.01167831355,0.995,,d6-c1-n0.01-m10,6,0.01,10,-54.921670100446896
792,500,shortcut_odd_q60,654.718845661791,839.7870986394028,0.996,,d6-c1-n0.01-m12,6,0.01,12,-38.33381100352402
794,500,shortcut_odd_q60,803.0986909593883,718.7082436818008,0.998,,d6-c1-n0.01-m14,6,0.01,14,-38.89536340245233
811,500,shortcut_odd_q60,821.926587918066,789.2745735319543,0.996,,d6-c1-n0.05-m1,6,0.05,1,-48.29800862013458
813,500,shortcut_odd_q60,813.1778624936805,869.2100533358223,0.997,,d6-c1-n0.05-m3,6,0.05,3,-23.29512109554493
815,500,shortcut_odd_q60,941.7186378827158,788.73695652988,0.998,,d6-c1-n0.05-m5,6,0.05,5,-81.15612396422729
817,500,shortcut_odd_q60,887.6399857079857,857.2391979181066,0.998,,d6-c1-n0.05-m7,6,0.05,7,-12.910662028844692
819,500,shortcut_odd_q60,939.3373601150402,772.3535361251215,0.996,,d6-c1-n0.05-m9,6,0.05,9,18.013705493536783
821,500,shortcut_odd_q60,580.4323513028268,786.8257161558972,0.999,,d6-c1-n0.05-m11,6,0.05,11,-58.89777561628494
823,500,shortcut_odd_q60,826.0128810808745,636.4635447235034,0.996,,d6-c1-n0.05-m13,6,0.05,13,-71.9194356359564
840,500,shortcut_odd_q60,675.4288008277471,884.8187733928258,0.996,,d6-c1-n0.1-m0,6,0.1,0,-39.57480106909405
842,500,shortcut_odd_q60,711.1151207538453,818.2650611981007,0.996,,d6-c1-n0.1-m2,6,0.1,2,-70.57962561965199
844,500,shortcut_odd_q60,903.118615791253,762.9079629832906,0.997,,d6-c1-n0.1-m4,6,0.1,4,-51.41557026855955
846,500,shortcut_odd_q60,918.0995996643952,814.3786428904084,0.998,,d6-c1-n0.1-m6,6,0.1,6,68.02202730824673
848,500,shortcut_odd_q60,755.0866664392034,754.4644084436203,0.999,,d6-c1-n0.1-m8,6,0.1,8,-25.63865350280647
850,500,shortcut_odd_q60,831.7398192601453,805.3109093949419,0.998,,d6-c1-n0.1-m10,6,0.1,10,36.32813350240218
852,500,shortcut_odd_q60,707.221384038606,888.2102521439735,0.999,,d6-c1-n0.1-m12,6,0.1,12,-29.39241479183089
854,500,shortcut_odd_q60,717.2771184869027,949.6386057911976,0.998,,d6-c1-n0.1-m14,6,0.1,14,-26.73210065400279
871,500,shortcut_odd_q60,956.0973269027292,805.7677378492992,0.998,,d6-c1-n0.2-m1,6,0.2,1,0.935435246704639
873,500,shortcut_odd_q60,727.3972805269232,764.0928287894696,0.998,,d6-c1-n0.2-m3,6,0.2,3,-50.45518735514644
875,500,shortcut_odd_q60,824.037059349013,800.2034855610725,0.997,,d6-c1-n0.2-m5,6,0.2,5,-49.26458148457658
877,500,shortcut_odd_q60,712.4302863401833,828.1296684322049,0.997,,d6-c1-n0.2-m7,6,0.2,7,-36.88598049578116
879,500,shortcut_odd_q60,790.5728463189859,810.0516638740628,0.998,,d6-c1-n0.2-m9,6,0.2,9,-34.01810499140309
881,500,shortcut_odd_q60,741.7788991801168,804.9005660595075,0.997,,d6-c1-n0.2-m11,6,0.2,11,-26.701955637154743
883,500,shortcut_odd_q60,740.6786208403961,858.5232272683157,0.997,,d6-c1-n0.2-m13,6,0.2,13,-26.5858890924547
301,100,shortcut_odd_q60,1311.648024375333,1209.536524615747,0.654,,d2-c1-n0.01-m1,2,0.01,1,24.29147882731491
303,100,shortcut_odd_q60,1016.440557567452,1577.402193398875,0.657,,d2-c1-n0.01-m3,2,0.01,3,-1.704752151195842
305,100,shortcut_odd_q60,792.4946601005456,1242.4679999038449,0.648,,d2-c1-n0.01-m5,2,0.01,5,17.833593420006732
307,100,shortcut_odd_q60,914.9363297477493,1565.469818922424,0.694,,d2-c1-n0.01-m7,2,0.01,7,-4.119639039475162
309,100,shortcut_odd_q60,973.7168899626168,1697.275661731092,0.651,,d2-c1-n0.01-m9,2,0.01,9,-8.930072585381469
311,100,shortcut_odd_q60,1257.0316619414843,1589.715244003985,0.644,,d2-c1-n0.01-m11,2,0.01,11,6.656586154585676
313,100,shortcut_odd_q60,943.8579122207576,1641.8885392219916,0.651,,d2-c1-n0.01-m13,2,0.01,13,-2.9443229796812918
330,100,shortcut_odd_q60,1092.0086730789324,1818.7302868139025,0.661,,d2-c1-n0.05-m0,2,0.05,0,0.1641133119551789
332,100,shortcut_odd_q60,951.9219194371724,1491.9473161229455,0.684,,d2-c1-n0.05-m2,2,0.05,2,1.728836197424718
334,100,shortcut_odd_q60,1083.22219635276,1482.3871515964702,0.704,,d2-c1-n0.05-m4,2,0.05,4,5.496937541713086
336,100,shortcut_odd_q60,959.1805285517366,1244.3076063831527,0.654,,d2-c1-n0.05-m6,2,0.05,6,-2.880567788146728
338,100,shortcut_odd_q60,1440.4886951906688,1515.2601747365725,0.685,,d2-c1-n0.05-m8,2,0.05,8,13.350834999027844
340,100,shortcut_odd_q60,1044.079375989094,1436.1808158548258,0.679,,d2-c1-n0.05-m10,2,0.05,10,-1.3523409226359646
342,100,shortcut_odd_q60,1037.4550746785312,1283.8028043347242,0.698,,d2-c1-n0.05-m12,2,0.05,12,-19.350068753652508
344,100,shortcut_odd_q60,1271.232148034086,1768.1435500220105,0.707,,d2-c1-n0.05-m14,2,0.05,14,3.330936894367293
361,100,shortcut_odd_q60,1313.7750602935123,1301.220096640002,0.67,,d2-c1-n0.1-m1,2,0.1,1,9.449520693307583
363,100,shortcut_odd_q60,1330.0136705618013,1686.875969552022,0.68,,d2-c1-n0.1-m3,2,0.1,3,-0.1957350610295782
365,100,shortcut_odd_q60,923.4487649184186,1221.3783225969323,0.664,,d2-c1-n0.1-m5,2,0.1,5,11.08152312025702
367,100,shortcut_odd_q60,1314.6899189489457,1723.9440162063413,0.713,,d2-c1-n0.1-m7,2,0.1,7,-1.4167534716119394
369,100,shortcut_odd_q60,1372.2199915670642,1970.40086403992,0.703,,d2-c1-n0.1-m9,2,0.1,9,1.4450793517878724
371,100,shortcut_odd_q60,821.9224619266221,1523.2600568581736,0.686,,d2-c1-n0.1-m11,2,0.1,11,-16.934696980264345
373,100,shortcut_odd_q60,922.7883919633068,1550.413724862676,0.698,,d2-c1-n0.1-m13,2,0.1,13,1.219879741117918
390,100,shortcut_odd_q60,1217.6440909863925,1071.0699454125925,0.722,,d2-c1-n0.2-m0,2,0.2,0,6.571277573877722
392,100,shortcut_odd_q60,1412.2835098427613,1603.7142746753786,0.724,,d2-c1-n0.2-m2,2,0.2,2,0.5863070446801962
394,100,shortcut_odd_q60,1158.1898419512004,961.824824606312,0.719,,d2-c1-n0.2-m4,2,0.2,4,-2.1599274912864
396,100,shortcut_odd_q60,1062.74239936118,1144.066520690028,0.709,,d2-c1-n0.2-m6,2,0.2,6,-19.90966868373765
398,100,shortcut_odd_q60,1102.421136542321,1263.8318418200977,0.693,,d2-c1-n0.2-m8,2,0.2,8,-3.912962490843667
400,100,shortcut_odd_q60,1218.5719856516364,1170.4974384569869,0.712,,d2-c1-n0.2-m10,2,0.2,10,4.735398380876656
402,100,shortcut_odd_q60,988.5242601987904,946.9478104917696,0.684,,d2-c1-n0.2-m12,2,0.2,12,5.287646988969231
404,100,shortcut_odd_q60,955.6044107393147,1282.944643258185,0.714,,d2-c1-n0.2-m14,2,0.2,14,2.4139725477943967
421,100,shortcut_odd_q60,754.9014411924286,699.171366357741,0.722,,d3-c1-n0.01-m1,3,0.01,1,-7.415704083686769
423,100,shortcut_odd_q60,754.0665307587242,933.5144160201852,0.71,,d3-c1-n0.01-m3,3,0.01,3,-4.375614595954051
425,100,shortcut_odd_q60,748.3387665251554,694.5118751162195,0.706,,d3-c1-n0.01-m5,3,0.01,5,-6.077102370699984
427,100,shortcut_odd_q60,668.4384553994653,737.056588508549,0.701,,d3-c1-n0.01-m7,3,0.01,7,-41.3525179488977
429,100,shortcut_odd_q60,843.371118499856,830.3700657071107,0.701,,d3-c1-n0.01-m9,3,0.01,9,-16.296502183721266
431,100,shortcut_odd_q60,788.6812680264339,806.3396706135392,0.677,,d3-c1-n0.01-m11,3,0.01,11,14.164580864957042
433,100,shortcut_odd_q60,725.8400531481612,700.515482277131,0.695,,d3-c1-n0.01-m13,3,0.01,13,0.380085965305853
450,100,shortcut_odd_q60,628.0751833427535,565.602627744012,0.692,,d3-c1-n0.05-m0,3,0.05,0,-24.89523765054504
452,100,shortcut_odd_q60,686.1548667828666,631.6341872859878,0.674,,d3-c1-n0.05-m2,3,0.05,2,-8.503913817275507
454,100,shortcut_odd_q60,797.5884654345956,705.1027352964768,0.712,,d3-c1-n0.05-m4,3,0.05,4,-4.99685320061184
456,100,shortcut_odd_q60,739.7651627604936,646.5162556074487,0.692,,d3-c1-n0.05-m6,3,0.05,6,-10.086395056679647
458,100,shortcut_odd_q60,775.2188688620936,719.046165800285,0.712,,d3-c1-n0.05-m8,3,0.05,8,0.4466454396956449
460,100,shortcut_odd_q60,771.5962904469908,679.5641417499664,0.701,,d3-c1-n0.05-m10,3,0.05,10,-13.787515224982826
462,100,shortcut_odd_q60,687.0159125776507,650.1894054029488,0.711,,d3-c1-n0.05-m12,3,0.05,12,4.789913485957336
464,100,shortcut_odd_q60,657.6555232518533,638.2742355468929,0.713,,d3-c1-n0.05-m14,3,0.05,14,-21.079559573576592
481,100,shortcut_odd_q60,763.7977407057914,692.5070509539934,0.706,,d3-c1-n0.1-m1,3,0.1,1,-5.728772538116581
483,100,shortcut_odd_q60,773.6640931127233,706.7841202359855,0.715,,d3-c1-n0.1-m3,3,0.1,3,4.107036960514779
485,100,shortcut_odd_q60,855.5850577044598,665.0163964955347,0.693,,d3-c1-n0.1-m5,3,0.1,5,-20.52226204708142
487,100,shortcut_odd_q60,732.4762976602851,592.1494688542995,0.695,,d3-c1-n0.1-m7,3,0.1,7,-37.0087735355624
489,100,shortcut_odd_q60,867.1744062326167,756.2975202452982,0.71,,d3-c1-n0.1-m9,3,0.1,9,-5.530406551054341
491,100,shortcut_odd_q60,677.0021067234836,618.692607510887,0.715,,d3-c1-n0.1-m11,3,0.1,11,-13.136520272342572
493,100,shortcut_odd_q60,674.1453846958219,655.541902907309,0.687,,d3-c1-n0.1-m13,3,0.1,13,33.209975825617065
510,100,shortcut_odd_q60,920.8798920750036,805.6232658408172,0.711,,d3-c1-n0.2-m0,3,0.2,0,9.530164910380307
512,100,shortcut_odd_q60,810.6771414562609,722.9711465210254,0.717,,d3-c1-n0.2-m2,3,0.2,2,-7.144697080372662
514,100,shortcut_odd_q60,674.0354290962937,609.8617887039478,0.704,,d3-c1-n0.2-m4,3,0.2,4,-14.544124599425984
516,100,shortcut_odd_q60,641.2306027532505,573.4188680426035,0.722,,d3-c1-n0.2-m6,3,0.2,6,-35.603562663735204
518,100,shortcut_odd_q60,679.1354659458316,655.0056776131697,0.721,,d3-c1-n0.2-m8,3,0.2,8,6.008144855297212
520,100,shortcut_odd_q60,745.5027301969242,721.2239836573247,0.735,,d3-c1-n0.2-m10,3,0.2,10,2.0196605728685517
522,100,shortcut_odd_q60,649.4572516657945,612.9767854663558,0.721,,d3-c1-n0.2-m12,3,0.2,12,-18.867196080469053
524,100,shortcut_odd_q60,676.4321426468939,659.2170556799321,0.718,,d3-c1-n0.2-m14,3,0.2,14,-10.794922538515332
541,100,shortcut_odd_q60,620.1224164246402,584.3753535318557,0.73,,d4-c1-n0.01-m1,4,0.01,1,-0.036623222623584
543,100,shortcut_odd_q60,571.7090575279916,576.0427849295318,0.715,,d4-c1-n0.01-m3,4,0.01,3,5.992532678039441
545,100,shortcut_odd_q60,784.3865310210225,546.5902444788829,0.721,,d4-c1-n0.01-m5,4,0.01,5,-25.421391317475663
547,100,shortcut_odd_q60,672.2627863076348,540.1059820082223,0.706,,d4-c1-n0.01-m7,4,0.01,7,-29.76605096445724
549,100,shortcut_odd_q60,649.1955314713274,579.431683969383,0.703,,d4-c1-n0.01-m9,4,0.01,9,-11.171970873719408
551,100,shortcut_odd_q60,697.1987853434732,604.9176579941551,0.71,,d4-c1-n0.01-m11,4,0.01,11,-12.598162870506057
553,100,shortcut_odd_q60,662.8378796367828,588.5652766547539,0.703,,d4-c1-n0.01-m13,4,0.01,13,-14.479569337189464
570,100,shortcut_odd_q60,727.7159730752171,631.6393815639451,0.713,,d4-c1-n0.05-m0,4,0.05,0,-1.0376935627011612
572,100,shortcut_odd_q60,649.8748050124586,566.2887048488285,0.696,,d4-c1-n0.05-m2,4,0.05,2,-16.09270414189458
574,100,shortcut_odd_q60,736.9491221809003,585.0327720383759,0.734,,d4-c1-n0.05-m4,4,0.05,4,-17.091759926410464
576,100,shortcut_odd_q60,771.3025729054416,645.2606832338869,0.728,,d4-c1-n0.05-m6,4,0.05,6,1.5495180423592505
578,100,shortcut_odd_q60,800.8314910337419,593.7488492031365,0.709,,d4-c1-n0.05-m8,4,0.05,8,-22.05882557409797
580,100,shortcut_odd_q60,695.2109677872384,640.577486822268,0.731,,d4-c1-n0.05-m10,4,0.05,10,1.430710029764047
582,100,shortcut_odd_q60,539.1764342717,551.1950566276589,0.715,,d4-c1-n0.05-m12,4,0.05,12,-20.161306901824567
584,100,shortcut_odd_q60,686.0693919216786,644.1003845928411,0.713,,d4-c1-n0.05-m14,4,0.05,14,-18.85016105524571
601,100,shortcut_odd_q60,698.987931907132,602.9671448705883,0.719,,d4-c1-n0.1-m1,4,0.1,1,-25.490568830187783
603,100,shortcut_odd_q60,621.3363711207583,591.8764336776137,0.709,,d4-c1-n0.1-m3,4,0.1,3,-9.190322083736802
605,100,shortcut_odd_q60,813.6395668693001,660.6743773994654,0.715,,d4-c1-n0.1-m5,4,0.1,5,-15.198491523550626
607,100,shortcut_odd_q60,743.343389519595,633.1724001955898,0.725,,d4-c1-n0.1-m7,4,0.1,7,-12.183740340828578
609,100,shortcut_odd_q60,883.8107242500982,665.3330037684622,0.743,,d4-c1-n0.1-m9,4,0.1,9,-0.0842488264840803
611,100,shortcut_odd_q60,597.4467257007144,557.4068676098057,0.715,,d4-c1-n0.1-m11,4,0.1,11,-3.3189630707114124
613,100,shortcut_odd_q60,630.0722838356075,527.9247870081217,0.731,,d4-c1-n0.1-m13,4,0.1,13,-22.6348913684337
630,100,shortcut_odd_q60,733.9474708510184,570.2235517842032,0.761,,d4-c1-n0.2-m0,4,0.2,0,-3.558579726048665
632,100,shortcut_odd_q60,773.0531945623361,678.7152782630718,0.74,,d4-c1-n0.2-m2,4,0.2,2,-24.04856054825175
634,100,shortcut_odd_q60,876.4692245644492,761.0987125717456,0.717,,d4-c1-n0.2-m4,4,0.2,4,-5.665571274105821
636,100,shortcut_odd_q60,786.2294090001773,634.8946349230231,0.726,,d4-c1-n0.2-m6,4,0.2,6,-29.21622157395343
638,100,shortcut_odd_q60,574.9180603113423,512.374293931118,0.707,,d4-c1-n0.2-m8,4,0.2,8,-22.997619759109075
640,100,shortcut_odd_q60,626.6503632196437,593.9452051399023,0.722,,d4-c1-n0.2-m10,4,0.2,10,32.54341939091398
642,100,shortcut_odd_q60,726.787532149346,635.6751937017916,0.716,,d4-c1-n0.2-m12,4,0.2,12,-15.484538294325528
644,100,shortcut_odd_q60,606.353559398451,629.6524623479238,0.728,,d4-c1-n0.2-m14,4,0.2,14,53.48846762686056
661,100,shortcut_odd_q60,668.9657651626039,679.6338435189122,0.739,,d5-c1-n0.01-m1,5,0.01,1,2.5245450099361197
663,100,shortcut_odd_q60,710.4140798073968,715.2739181858542,0.708,,d5-c1-n0.01-m3,5,0.01,3,2.1789181931808583
665,100,shortcut_odd_q60,697.7938338968723,610.1991406854366,0.736,,d5-c1-n0.01-m5,5,0.01,5,-44.1232350861954
667,100,shortcut_odd_q60,598.8502426279208,694.584475902252,0.714,,d5-c1-n0.01-m7,5,0.01,7,-13.523752961154
669,100,shortcut_odd_q60,655.7873595107646,682.1619045027261,0.742,,d5-c1-n0.01-m9,5,0.01,9,-18.319930087521648
671,100,shortcut_odd_q60,637.5353962648846,669.9188291479568,0.738,,d5-c1-n0.01-m11,5,0.01,11,-19.616145636909778
673,100,shortcut_odd_q60,551.2770073015682,679.5354578856337,0.737,,d5-c1-n0.01-m13,5,0.01,13,-29.827358750792463
690,100,shortcut_odd_q60,701.3811752866982,701.7589696588059,0.731,,d5-c1-n0.05-m0,5,0.05,0,19.46385767445848
692,100,shortcut_odd_q60,667.6036932559582,619.95461148551,0.733,,d5-c1-n0.05-m2,5,0.05,2,-29.278471998111137
694,100,shortcut_odd_q60,616.5877704749129,717.9558442872925,0.734,,d5-c1-n0.05-m4,5,0.05,4,54.88132514320018
696,100,shortcut_odd_q60,461.82249893425217,744.618542392884,0.738,,d5-c1-n0.05-m6,5,0.05,6,-11.136468161274196
