instance,dataset,err,name,dim,noise,m,shape,ks_true,n_points,kappa_plus,frac,ent,t_ent
48,sadspheres,,2-Saddle,2,0.0,,Saddle,-8.0,2000,-0.03997340859719793,0.0,5.853286266326904,6
112,sadspheres,,3-Sphere,3,0.0,,Sphere,2.0,2000,0.18849803171958474,0.0,4.937654495239258,1
176,sadspheres,,4-Plane,4,0.0,,Plane,0.0,2000,0.14573237758449376,1.0,6.540840148925781,1
240,sadspheres,,6-Saddle,6,0.0,,Saddle,-24.0,2000,0.37850871541809195,1.0,7.44155740737915,1
304,colosseum,,d2-c1-n0.01-m4,2,0.01,4,,-10.811957593661983,3000,-0.010458218200101649,0.0,6.236001491546631,9
428,colosseum,,d3-c1-n0.01-m8,3,0.01,8,,-4.470633486317453,3000,-0.07752350012842425,0.8625,5.3399858474731445,1
552,colosseum,,d4-c1-n0.01-m12,4,0.01,12,,-11.163127979587726,3000,-0.10905738967482015,0.15,6.405203342437744,1
691,colosseum,,d5-c1-n0.05-m1,5,0.05,1,,-16.171144702457998,3000,-0.017625785561576235,1.0,7.060970306396484,1
815,colosseum,,d6-c1-n0.05-m5,6,0.05,5,,-81.15612396422729,3000,-0.2931180812351679,0.9125,7.267165660858154,1
