dataset,method,n_samples,n_trajectories,instance,name,ks_hat_mean,ks_hat_std,ks_true_scalar,label
sadspheres,successor_entropy,600,30,0,2-Saddle-0,-6.173342296267595,0.08241794131725007,-8.0,0.0
sadspheres,successor_orc,600,30,0,2-Saddle-0,-15.871476461811174,51.5613373004502,-8.0,0.0
sadspheres,laziness,600,30,1,2-Sphere-0,-3.394699876393868,0.25931528276527355,2.0,1.0
sadspheres,successor_entropy,600,30,1,2-Sphere-0,-6.163391545075159,0.11565233249686752,2.0,1.0
sadspheres,successor_orc,600,30,1,2-Sphere-0,-23.016186457989768,155.56004237077636,2.0,1.0
sadspheres,laziness,600,30,2,2-Saddle-1,-3.3796075688941136,0.18916032538885325,-8.0,0.0
sadspheres,successor_entropy,600,30,2,2-Saddle-1,-6.149989714225133,0.09849700216338975,-8.0,0.0
sadspheres,successor_orc,600,30,2,2-Saddle-1,-33.52203336367354,295.332141143273,-8.0,0.0
sadspheres,laziness,600,30,3,2-Sphere-1,-3.526144506741155,0.16425857574537747,2.0,1.0
sadspheres,successor_entropy,600,30,3,2-Sphere-1,-6.210864214809394,0.09329871473245059,2.0,1.0
sadspheres,successor_orc,600,30,3,2-Sphere-1,-93.49080706436894,926.3853388813635,2.0,1.0
sadspheres,laziness,600,30,4,2-Saddle-2,-3.4833251702461356,0.27092478457288066,-8.0,0.0
sadspheres,successor_entropy,600,30,4,2-Saddle-2,-6.234929071812471,0.06900138019262338,-8.0,0.0
sadspheres,successor_orc,600,30,4,2-Saddle-2,-19.24343802894196,59.585357483853116,-8.0,0.0
sadspheres,laziness,600,30,5,2-Sphere-2,-3.4268203545240015,0.21444117955565592,2.0,1.0
sadspheres,successor_entropy,600,30,5,2-Sphere-2,-6.241655758003783,0.09991011414719696,2.0,1.0
sadspheres,successor_orc,600,30,5,2-Sphere-2,-100.20981977104897,584.8668014084963,2.0,1.0
sadspheres,laziness,600,80,0,2-Saddle-0,-3.537419562473475,0.18404822912103952,-8.0,0.0
sadspheres,successor_entropy,600,80,0,2-Saddle-0,-6.182208088848078,0.07031155180482489,-8.0,0.0
sadspheres,successor_orc,600,80,0,2-Saddle-0,-11.83985226515461,37.35882906827613,-8.0,0.0
sadspheres,laziness,600,80,1,2-Sphere-0,-3.6059806246410386,0.156533487109354,2.0,1.0
sadspheres,successor_entropy,600,80,1,2-Sphere-0,-6.165635041350149,0.10981813221936888,2.0,1.0
sadspheres,successor_orc,600,80,1,2-Sphere-0,-13.952495637474458,44.66760834248343,2.0,1.0
sadspheres,laziness,600,80,2,2-Saddle-1,-3.58710064573108,0.21038674597557072,-8.0,0.0
sadspheres,successor_entropy,600,80,2,2-Saddle-1,-6.1574212946981755,0.09372220306686352,-8.0,0.0
sadspheres,successor_orc,600,80,2,2-Saddle-1,-54.45155835835941,302.9094219566739,-8.0,0.0
sadspheres,laziness,600,80,3,2-Sphere-1,-3.6330246386554954,0.14528381232740378,2.0,1.0
sadspheres,successor_entropy,600,80,3,2-Sphere-1,-6.195902312542759,0.10519776209853761,2.0,1.0
sadspheres,successor_orc,600,80,3,2-Sphere-1,-48.03539957573051,262.6141029494414,2.0,1.0
sadspheres,laziness,600,80,4,2-Saddle-2,-3.5755936542670885,0.19560364263264657,-8.0,0.0
sadspheres,successor_entropy,600,80,4,2-Saddle-2,-6.152784131482214,0.1073077565516825,-8.0,0.0
sadspheres,successor_orc,600,80,4,2-Saddle-2,-41.046936590596786,271.2674935261746,-8.0,0.0
sadspheres,laziness,600,80,5,2-Sphere-2,-3.623253860795699,0.13851652913505474,2.0,1.0
sadspheres,successor_entropy,600,80,5,2-Sphere-2,-6.2259800563833725,0.10203260070578773,2.0,1.0
sadspheres,successor_orc,600,80,5,2-Sphere-2,-267.49530792040014,2999.91447539087,2.0,1.0
colosseum,laziness,300,30,0,d2-c1-n0.0-m0,-3.4242657011005737,0.23119052649011157,-38.7980888456455,
colosseum,successor_entropy,300,30,0,d2-c1-n0.0-m0,-5.514527993268132,0.1516139483010991,-38.7980888456455,
colosseum,successor_orc,300,30,0,d2-c1-n0.0-m0,-4592.149857650733,65807.83592148716,-38.7980888456455,
colosseum,laziness,300,30,1,d2-c1-n0.0-m1,-3.432487278671588,0.21853169119538318,-8.751224286572123,
colosseum,successor_entropy,300,30,1,d2-c1-n0.0-m1,-5.518034969345998,0.1155831135805587,-8.751224286572123,
colosseum,successor_orc,300,30,1,d2-c1-n0.0-m1,-127.5561902348981,1038.4150944838784,-8.751224286572123,
colosseum,laziness,300,30,2,d2-c1-n0.0-m2,-3.414798149846709,0.2551120347132045,16.550895640709793,
colosseum,successor_entropy,300,30,2,d2-c1-n0.0-m2,-5.500376509050283,0.09718122836967291,16.550895640709793,
colosseum,successor_orc,300,30,2,d2-c1-n0.0-m2,-39.93167489836726,135.50716361552773,16.550895640709793,
colosseum,laziness,300,80,0,d2-c1-n0.0-m0,-3.516436966179999,0.22615541037528875,0.7144966835553471,
colosseum,successor_entropy,300,80,0,d2-c1-n0.0-m0,-5.487724042500711,0.16682703627198003,0.7144966835553471,
colosseum,successor_orc,300,80,0,d2-c1-n0.0-m0,-41.466756012376116,193.28155122884047,0.7144966835553471,
colosseum,laziness,300,80,1,d2-c1-n0.0-m1,-3.465955094203053,0.21869281331332782,7.921184600052462,
colosseum,successor_entropy,300,80,1,d2-c1-n0.0-m1,-5.49191590603566,0.1108398047038229,7.921184600052462,
colosseum,successor_orc,300,80,1,d2-c1-n0.0-m1,-11.367298969243853,36.77121033676816,7.921184600052462,
colosseum,laziness,300,80,2,d2-c1-n0.0-m2,-3.462231538255336,0.24829600199784074,-27.796715196216926,
colosseum,successor_entropy,300,80,2,d2-c1-n0.0-m2,-5.445045986822096,0.10145812389588875,-27.796715196216926,
colosseum,successor_orc,300,80,2,d2-c1-n0.0-m2,-15.645696954847677,53.35200281971499,-27.796715196216926,
colosseum,laziness,600,30,0,d2-c1-n0.0-m0,-3.3736809036418203,0.2873787984279595,-3.5455396059889193,
colosseum,successor_entropy,600,30,0,d2-c1-n0.0-m0,-6.247826135851192,0.09686885088198097,-3.5455396059889193,
colosseum,successor_orc,600,30,0,d2-c1-n0.0-m0,-28.465804920349633,134.35069606786925,-3.5455396059889193,
colosseum,laziness,600,30,1,d2-c1-n0.0-m1,-3.371084306456826,0.28019239513049743,-14.465485271698146,
colosseum,successor_entropy,600,30,1,d2-c1-n0.0-m1,-6.122793553092263,0.058318395874378384,-14.465485271698146,
colosseum,successor_orc,600,30,1,d2-c1-n0.0-m1,-6.032553701687715,29.65065730181958,-14.465485271698146,
colosseum,laziness,600,30,2,d2-c1-n0.0-m2,-3.482935577718909,0.22680717495399141,9.436762546569412,
colosseum,successor_entropy,600,30,2,d2-c1-n0.0-m2,-6.0927880548797875,0.09119567208801971,9.436762546569412,
colosseum,successor_orc,600,30,2,d2-c1-n0.0-m2,-14.646741672589576,93.99317164971522,9.436762546569412,
colosseum,laziness,600,80,0,d2-c1-n0.0-m0,-3.490841391546352,0.21964039043893283,-0.6438595721977618,
colosseum,successor_entropy,600,80,0,d2-c1-n0.0-m0,-6.167127262289908,0.16327993611303016,-0.6438595721977618,
colosseum,successor_orc,600,80,0,d2-c1-n0.0-m0,-32.77592615304377,212.08095327859533,-0.6438595721977618,
colosseum,laziness,600,80,1,d2-c1-n0.0-m1,-3.4590158052390376,0.2360799903134021,-8.375293572733078,
colosseum,successor_entropy,600,80,1,d2-c1-n0.0-m1,-6.178450958489921,0.0926774277108207,-8.375293572733078,
colosseum,successor_orc,600,80,1,d2-c1-n0.0-m1,-47.91611322111177,551.8168703889336,-8.375293572733078,
colosseum,laziness,600,80,2,d2-c1-n0.0-m2,-3.4803689023846425,0.20712935430744578,1.3084783274606193,
colosseum,successor_entropy,600,80,2,d2-c1-n0.0-m2,-6.138998361515477,0.11080640019232058,1.3084783274606193,
colosseum,successor_orc,600,80,2,d2-c1-n0.0-m2,-21.124338665476834,175.55290634152195,1.3084783274606193,
