instance,dataset,err,name,dim,noise,m,shape,ks_true,n_points,kappa_plus,frac
52,sadspheres,,2-Sphere,2,0.0,,Sphere,2.0,2000,0.06788888070931282,0.0875
116,sadspheres,,3-Plane,3,0.0,,Plane,0.0,2000,-0.12196783542446579,1.0
180,sadspheres,,5-Saddle,5,0.0,,Saddle,-16.0,2000,0.2979749698810948,1.0
244,sadspheres,,6-Sphere,6,0.0,,Sphere,2.0,2000,0.5289340160750806,0.0
308,colosseum,,d2-c1-n0.01-m8,2,0.01,8,,-4.802158035650685,3000,-0.029803228163714335,0.0125
432,colosseum,,d3-c1-n0.01-m12,3,0.01,12,,-15.026763600360248,3000,-0.10196788599267127,0.825
571,colosseum,,d4-c1-n0.05-m1,4,0.05,1,,-39.90075492062513,3000,-0.3779631647335069,0.4625
695,colosseum,,d5-c1-n0.05-m5,5,0.05,5,,-28.646174109828085,3000,-0.36701925757602905,1.0
819,colosseum,,d6-c1-n0.05-m9,6,0.05,9,,18.013705493536783,3000,0.03834612901022004,0.1375
